Time,O3,NO2,NO3,N2O5,HONO
0,0,0,0,0,0
2,0,0,0,0,0
4,1.1755E+15,0,0,0,0
6,2.69309E+15,0,0,0,0
8,4.11528E+15,0,0,0,0
10,5.53557E+15,0,0,0,0
12,6.91156E+15,0,2.9568E+13,0,0
14,8.22436E+15,0,3.61046E+13,0,0
16,9.45399E+15,0,2.98065E+13,0,0
18,1.06E+16,0,3.33673E+13,0,0
20,1.17E+16,0,3.93632E+13,0,0
22,1.27E+16,0,3.86439E+13,0,0
24,1.37E+16,0,4.39735E+13,0,0
26,1.45E+16,2.65757E+14,5.37013E+13,1.19555E+14,0
28,1.52E+16,4.08793E+14,5.25641E+13,1.29672E+14,0
30,1.59E+16,3.40294E+14,6.06322E+13,1.45004E+14,0
32,1.65E+16,5.10091E+14,6.20152E+13,1.52126E+14,0
34,1.70E+16,4.63481E+14,6.80197E+13,1.83135E+14,0
36,1.75E+16,8.44549E+14,7.44141E+13,1.93349E+14,0
38,1.79E+16,8.01285E+14,8.7188E+13,2.09605E+14,0
40,1.84E+16,9.6781E+14,7.87984E+13,2.24538E+14,0
42,1.88E+16,8.2422E+14,9.56397E+13,2.39641E+14,0
44,1.93E+16,9.80992E+14,9.16101E+13,2.28943E+14,0
46,1.97E+16,1.03198E+15,9.93869E+13,2.60539E+14,0
48,2.01E+16,1.07963E+15,9.45572E+13,2.53688E+14,0
50,2.05E+16,1.13489E+15,1.00632E+14,2.67071E+14,0
52,2.08E+16,1.27199E+15,1.06181E+14,2.55371E+14,0
54,2.12E+16,1.4775E+15,1.11432E+14,2.80433E+14,0
56,2.15E+16,1.39361E+15,1.21362E+14,2.7433E+14,0
58,2.19E+16,1.22654E+15,1.22577E+14,2.807E+14,0
60,2.22E+16,1.57188E+15,1.22669E+14,3.02929E+14,0
62,2.25E+16,1.53141E+15,1.22308E+14,2.55254E+14,0
64,2.29E+16,1.52152E+15,1.34552E+14,3.01552E+14,0
66,2.32E+16,1.44956E+15,1.26578E+14,3.13388E+14,0
68,2.35E+16,1.72695E+15,1.3471E+14,2.86489E+14,0
70,2.38E+16,1.72939E+15,1.38356E+14,2.97351E+14,0
72,2.41E+16,1.68367E+15,1.43344E+14,3.02522E+14,0
74,2.44E+16,1.66325E+15,1.40127E+14,3.05797E+14,0
76,2.46E+16,1.76652E+15,1.53014E+14,3.29738E+14,0
78,2.49E+16,1.95148E+15,1.54408E+14,3.19206E+14,0
80,2.52E+16,1.95041E+15,1.51983E+14,3.02585E+14,0
82,2.55E+16,1.88579E+15,1.54112E+14,3.16723E+14,0
84,2.57E+16,2.01504E+15,1.62951E+14,3.41212E+14,0
86,2.60E+16,1.89446E+15,1.64497E+14,3.15234E+14,0
88,2.62E+16,2.20149E+15,1.74166E+14,3.57593E+14,0
90,2.65E+16,2.07358E+15,1.68791E+14,3.1203E+14,0
92,2.67E+16,2.20756E+15,1.77641E+14,3.044E+14,0
94,2.69E+16,2.07341E+15,1.79269E+14,3.44305E+14,0
96,2.72E+16,2.30379E+15,1.85742E+14,3.35806E+14,0
98,2.74E+16,2.13211E+15,1.81839E+14,3.27893E+14,0
100,2.76E+16,2.23712E+15,1.82253E+14,3.38468E+14,0
102,2.78E+16,2.23525E+15,1.84273E+14,3.53786E+14,0
104,2.80E+16,2.30535E+15,1.87733E+14,3.44814E+14,0
106,2.82E+16,2.29449E+15,1.88356E+14,3.5511E+14,0
108,2.84E+16,2.34603E+15,1.91667E+14,3.50829E+14,0
110,2.86E+16,2.32759E+15,2.01275E+14,3.61107E+14,0
112,2.88E+16,2.45499E+15,2.05341E+14,3.65583E+14,0
114,2.90E+16,2.54379E+15,1.97335E+14,3.57872E+14,0
116,2.91E+16,2.47195E+15,2.04796E+14,3.74682E+14,0
118,2.93E+16,2.5817E+15,2.09624E+14,3.61107E+14,0
120,2.94E+16,2.59285E+15,2.07255E+14,3.37847E+14,0
122,2.96E+16,2.56258E+15,2.11524E+14,3.61927E+14,0
124,2.97E+16,2.56456E+15,2.13091E+14,3.53909E+14,0
126,2.99E+16,2.64758E+15,2.19646E+14,3.69183E+14,0
128,3.00E+16,2.72324E+15,2.17647E+14,3.77492E+14,0
130,3.01E+16,2.6449E+15,2.26739E+14,3.63085E+14,0
132,3.03E+16,2.61084E+15,2.29468E+14,3.68287E+14,0
134,3.04E+16,2.71846E+15,2.24724E+14,3.85207E+14,0
136,3.05E+16,2.80207E+15,2.21892E+14,3.74868E+14,0
138,3.06E+16,2.77214E+15,2.34387E+14,3.78842E+14,0
140,3.07E+16,2.88006E+15,2.34036E+14,3.79896E+14,0
142,3.08E+16,2.82743E+15,2.38529E+14,3.84098E+14,0
144,3.09E+16,2.83053E+15,2.38033E+14,3.81566E+14,0
146,3.10E+16,2.99542E+15,2.42721E+14,4.05224E+14,0
148,3.11E+16,2.9335E+15,2.39017E+14,3.78094E+14,0
150,3.12E+16,3.10229E+15,2.42274E+14,3.6273E+14,0
152,3.13E+16,3.01519E+15,2.40994E+14,4.10406E+14,0
154,3.13E+16,3.13343E+15,2.4626E+14,3.89547E+14,0
156,3.14E+16,3.0545E+15,2.47322E+14,4.08434E+14,0
158,3.15E+16,3.04516E+15,2.48937E+14,4.11468E+14,0
160,3.15E+16,3.08437E+15,2.5375E+14,3.96841E+14,0
162,3.16E+16,2.836E+15,2.53445E+14,3.83548E+14,0
164,3.16E+16,3.17664E+15,2.61818E+14,3.9733E+14,0
166,3.17E+16,3.20985E+15,2.55215E+14,3.90021E+14,0
168,3.17E+16,3.02414E+15,2.57993E+14,3.7944E+14,0
170,3.18E+16,3.09159E+15,2.69603E+14,3.75646E+14,0
172,3.18E+16,3.26682E+15,2.73784E+14,3.85299E+14,0
174,3.19E+16,2.94958E+15,2.6622E+14,3.78751E+14,0
176,3.19E+16,3.12721E+15,2.71781E+14,4.04307E+14,0
178,3.19E+16,3.35596E+15,2.74306E+14,3.84698E+14,0
180,3.20E+16,3.43237E+15,2.7227E+14,3.99651E+14,0
182,3.20E+16,3.27637E+15,2.81495E+14,3.91694E+14,0
184,3.20E+16,3.24727E+15,2.86247E+14,3.97548E+14,0
186,3.20E+16,3.38281E+15,2.77254E+14,4.07759E+14,0
188,3.21E+16,3.37974E+15,2.81715E+14,3.86295E+14,0
190,3.21E+16,3.43714E+15,2.96665E+14,3.9701E+14,0
192,3.21E+16,3.55145E+15,2.79188E+14,4.00237E+14,0
194,3.21E+16,3.40067E+15,2.84378E+14,3.86689E+14,0
196,3.21E+16,3.49964E+15,2.78643E+14,4.5387E+14,0
198,3.21E+16,3.52744E+15,2.98636E+14,3.8975E+14,0
200,3.21E+16,3.50583E+15,2.93693E+14,4.04242E+14,0
202,3.21E+16,3.43984E+15,3.01483E+14,3.97161E+14,0
204,3.21E+16,3.35542E+15,2.98144E+14,4.0435E+14,0
206,3.21E+16,3.61992E+15,2.88499E+14,4.08808E+14,0
208,3.21E+16,3.57345E+15,2.93485E+14,3.87035E+14,0
210,3.21E+16,3.67331E+15,2.99406E+14,3.98855E+14,0
212,3.21E+16,3.54167E+15,3.0515E+14,4.28608E+14,0
214,3.21E+16,3.51215E+15,3.06668E+14,3.95029E+14,0
216,3.21E+16,3.39762E+15,2.99068E+14,4.07067E+14,0
218,3.21E+16,3.59196E+15,3.10791E+14,4.07627E+14,0
220,3.21E+16,3.67574E+15,3.2535E+14,4.07974E+14,0
222,3.21E+16,3.73387E+15,3.17755E+14,4.25217E+14,0
224,3.20E+16,3.75954E+15,3.24749E+14,4.01483E+14,0
226,3.20E+16,3.73395E+15,3.09766E+14,4.14399E+14,0
228,3.20E+16,3.75791E+15,3.17274E+14,4.04532E+14,0
230,3.20E+16,3.78525E+15,3.18055E+14,4.168E+14,0
232,3.20E+16,3.66373E+15,3.18991E+14,4.24348E+14,0
234,3.19E+16,3.63384E+15,3.13438E+14,3.85075E+14,0
236,3.19E+16,3.74654E+15,3.313E+14,4.13855E+14,0
238,3.19E+16,3.75654E+15,3.17774E+14,3.99973E+14,0
240,3.19E+16,3.70471E+15,3.20218E+14,4.14482E+14,0
242,3.19E+16,3.70656E+15,3.25071E+14,3.91715E+14,0
244,3.18E+16,3.8489E+15,3.26079E+14,4.00173E+14,0
246,3.18E+16,3.75905E+15,3.3015E+14,4.08267E+14,0
248,3.18E+16,3.87859E+15,3.35544E+14,4.15571E+14,0
250,3.18E+16,3.71795E+15,3.24702E+14,4.09531E+14,0
252,3.17E+16,3.84104E+15,3.45208E+14,4.22055E+14,0
254,3.17E+16,3.92937E+15,3.3415E+14,3.90164E+14,0
256,3.17E+16,3.88065E+15,3.46846E+14,4.14758E+14,0
258,3.16E+16,3.84301E+15,3.29078E+14,4.23894E+14,0
260,3.16E+16,3.95005E+15,3.3866E+14,4.29547E+14,0
262,3.16E+16,3.95612E+15,3.44917E+14,4.00374E+14,0
264,3.15E+16,3.76689E+15,3.46946E+14,4.22515E+14,0
266,3.15E+16,3.90811E+15,3.45478E+14,4.16167E+14,0
268,3.15E+16,3.91513E+15,3.43221E+14,4.06596E+14,0
270,3.15E+16,3.96581E+15,3.44948E+14,4.23124E+14,0
272,3.14E+16,3.89025E+15,3.46569E+14,4.05941E+14,0
274,3.14E+16,3.96073E+15,3.49871E+14,4.20882E+14,0
276,3.14E+16,4.01613E+15,3.55673E+14,4.15244E+14,0
278,3.13E+16,4.16113E+15,3.54864E+14,3.94452E+14,0
