time,OH,O3,H2O2,HO2,O2-,ONOOH,O2NOOH,O3-,NO3,Cl,Cl2-,HOCl-,Cl2,HClO,ClO-,ClNO2,HOClH,ClO,ClO2,Cl2O2,HClO2,ClO2-,NO2-,NO3-,NO,NO2,N2O3,N2O4,N2O5,HONO,HONO2,ONOO-,O2NOO-,HO2-,O-,H,HO3,Cl-,H+,OH-,O2,pH,HONO_total,HONO2_total,H2O2_total,HO2_total,ONOOH_total,O2NOOH_total,HClO_total,HClO2_total
204.0,5.656116005941144e-15,4.330439553394304e-09,6.227718440734632e-06,2.019726734101138e-12,1.1639308004349045e-12,3.918367678255019e-13,3.6383588384093434e-10,3.4599017134939487e-15,1e-30,1.920354586718593e-15,8.041117072177774e-16,5.0741737261983305e-18,4.019996116663103e-12,5.933434843804665e-10,6.82245570108989e-13,3.5265754926197823e-10,1e-30,2.3880614786116574e-12,4.974938372351406e-21,8.552060396736496e-17,3.2234983459938745e-19,1.3151097527843762e-16,2.1139535327575765e-06,3.224297594022674e-05,1e-30,1.5831786024801506e-09,1e-30,1.4354547015192678e-13,1e-30,1.4603632317668367e-07,4.053223690949061e-11,3.578818982038432e-15,1.665482510820987e-11,5.069481194732218e-13,1e-30,1e-30,8.108389542067826e-15,0.1539999990895284,2.7502074438725524e-05,3.6360893511069306e-10,0.0002512128063880445,4.560634546776527,2.25998985593426e-06,3.224301647246365e-05,6.227718947682752e-06,3.1836575345360422e-12,3.9541558680754034e-13,3.804907089491442e-10,5.940257299505755e-10,1.31833325113037e-16
205.0,6.0565044302152996e-15,4.321389344450646e-09,6.257981273696646e-06,2.0423423838558943e-12,1.1700455220252744e-12,3.9098285887459395e-13,3.6839647144313567e-10,4.0077656364028574e-15,1e-30,2.071967804125655e-15,1.3511156330620608e-15,1.8596168007443944e-16,4.0322577036322485e-12,5.919671944082039e-10,6.766620939495403e-13,3.4821339350449504e-10,1e-30,2.3872752035969274e-12,4.99075579431118e-21,8.546434637073837e-17,3.259223724641124e-19,1.3218688900236686e-16,2.121239596407178e-06,3.243140849699755e-05,1e-30,1.5847754855770313e-09,1e-30,1.4382673395150876e-13,1e-30,1.4740612060062842e-07,4.1010173047337006e-11,3.5500292101999293e-15,1.676446391926149e-11,5.064172235697661e-13,1.5752136421939276e-17,1e-30,8.411013220728962e-15,0.15399999909520654,2.7664688936590706e-05,3.6147162264938746e-10,0.0002512211914110878,4.558074208655383,2.268645717007806e-06,3.2431449507170596e-05,6.25798178011387e-06,3.2123879058811687e-12,3.9453288808479386e-13,3.8516093536239715e-10,5.926438565021534e-10,1.3251281137483097e-16
206.0,6.51118182558786e-15,4.304711715264316e-09,6.288239456409872e-06,2.085526649589924e-12,1.1878399115523698e-12,4.036861945905898e-13,3.74686818977145e-10,3.4479107754919225e-15,1e-30,2.361414098861668e-15,4.5520774988725506e-15,1.9538848891736083e-15,4.117342845508982e-12,5.89899608558527e-10,6.703788092285876e-13,3.464555047086337e-10,2.481933420571414e-15,2.392154055116139e-12,4.997507768190804e-21,8.581410786461016e-17,3.2950290663830117e-19,1.3286219397063081e-16,2.128492651585075e-06,3.261901297274207e-05,1e-30,1.586190238032302e-09,1e-30,1.4408034261248093e-13,1e-30,1.4877500906938151e-07,4.148858715831563e-11,3.644064599494028e-15,1.6951595675433105e-11,5.05907643558792e-13,1e-30,1e-30,8.172906814449272e-15,0.15399999909873102,2.7826451674886153e-05,3.593702897098149e-10,0.0002512295975455462,4.555542169744476,2.2772676606544564e-06,3.2619054461329225e-05,6.2882399623175155e-06,3.2733665611422935e-12,4.073302591900838e-13,3.9163841465257807e-10,5.905699873677556e-10,1.3319169687726912e-16
207.0,5.694910995658253e-15,4.286620110192992e-09,6.318504833541683e-06,2.113184806923961e-12,1.1965774379620766e-12,4.0112172799352125e-13,3.797582413344007e-10,3.130477456172574e-15,1e-30,1.9860615279749896e-15,1.1190516154585708e-15,8.846259761789426e-17,4.0207653441286875e-12,5.841214414345818e-10,6.599430786089629e-13,3.492051181558422e-10,1e-30,2.393740232610979e-12,5.0040720351243215e-21,8.592824582604986e-17,3.330962540430426e-19,1.3352822589849918e-16,2.135741314812687e-06,3.2808019458534625e-05,1e-30,1.5840572899583441e-09,1e-30,1.437043585033063e-13,1e-30,1.501569086848388e-07,4.197364486786167e-11,3.599809491133056e-15,1.7080891643429876e-11,5.053795358489534e-13,1e-30,1e-30,8.11519354800829e-15,0.15399999910185402,2.7989598572158486e-05,3.5727557771932795e-10,0.00025123801258334673,4.553003330156439,2.2858982234975256e-06,3.2808061432179495e-05,6.318505338921219e-06,3.3097622448860378e-12,4.047215374846543e-13,3.9683913297783056e-10,5.847813845131908e-10,1.3386132215254222e-16
208.0,7.133332104873693e-15,4.268041715329803e-09,6.348763791479917e-06,2.0793331864348923e-12,1.1705670612367472e-12,3.762909176407097e-13,3.8199415448997506e-10,3.3960675338207902e-15,1e-30,1.9549961991136015e-15,6.298044160779802e-15,2.958677180042675e-15,4.269381296005751e-12,5.885840626196169e-10,6.611206348936967e-13,3.5049127888945503e-10,1e-30,2.381290372831359e-12,5.00172454868674e-21,8.503655163619424e-17,3.364360638349256e-19,1.3408332081870977e-16,2.1429760901762654e-06,3.299745288854073e-05,1e-30,1.5847248627624518e-09,1e-30,1.4382949412466954e-13,1e-30,1.51546221040662e-07,4.2462758450348446e-11,3.357344836049541e-15,1.7081615087758153e-11,5.048488641803357e-13,1e-30,1e-30,7.725240701541171e-15,0.15399999909548978,2.8153201308751146e-05,3.5519939243611344e-10,0.00025124642776102067,4.550472214252203,2.294522311216927e-06,3.299749535129918e-05,6.348764296328781e-06,3.2499002476716395e-12,3.7964826247675923e-13,3.990757695777332e-10,5.892451832545106e-10,1.344197568825447e-16
209.0,5.978609956250396e-15,4.2498487059540284e-09,6.379030346362019e-06,2.1620940833029943e-12,1.210119558575791e-12,3.864191849799124e-13,3.8626770603802235e-10,4.081483251725314e-15,1e-30,2.233518856930697e-15,6.841867593728128e-16,1e-30,4.036694943592591e-12,5.825859041973492e-10,6.505994091568915e-13,3.504983124528348e-10,1e-30,2.3821305379643068e-12,5.002778155266288e-21,8.509673093232544e-17,3.3973209167266147e-19,1.3461401105202826e-16,2.1501948512779787e-06,3.318707047571223e-05,1e-30,1.58611433349066e-09,1e-30,1.440837727747181e-13,1e-30,1.5294107047710254e-07,4.295514858382146e-11,3.427775514336699e-15,1.7172838765990942e-11,5.043225183741466e-13,2.1379177303227043e-17,1e-30,8.626364665797086e-15,0.15399999910184978,2.831693918012773e-05,3.531455125283386e-10,0.0002512548600971825,4.547953691978769,2.3031359217550814e-06,3.3187113430860813e-05,6.3790308506845374e-06,3.3722136418787855e-12,3.898469604942491e-13,4.034405448040133e-10,5.832365036065061e-10,1.3495374314370093e-16
210.0,6.107516771026647e-15,4.235563401351774e-09,6.409297531648373e-06,2.1662467258528047e-12,1.2054979164137227e-12,3.958285151734889e-13,3.895873523469924e-10,4.038084959507705e-15,1e-30,2.136862146138731e-15,1.0492954896566423e-15,2.012348918622535e-16,4.037182146419798e-12,5.78251485546089e-10,6.420595379762163e-13,3.4912966205255036e-10,1e-30,2.3765482443898715e-12,5.0035680985615805e-21,8.469853827279472e-17,3.4286593736186396e-19,1.3507746021602276e-16,2.157393703758571e-06,3.337610350684624e-05,1e-30,1.5890989654018529e-09,1e-30,1.44623166698523e-13,1e-30,1.543372871356298e-07,4.3448730222383714e-11,3.491126792237451e-15,1.7221199352770182e-11,5.038125453434678e-13,4.727959446176703e-18,1e-30,8.630157687761121e-15,0.1539999991074491,2.8480096416997885e-05,3.5112240680588643e-10,0.0002512633068988442,4.545458544764842,2.3117309908942006e-06,3.3376146955576465e-05,6.409298035460918e-06,3.3717446422665275e-12,3.9931964196572634e-13,4.068085516997626e-10,5.788935450840652e-10,1.3542032615338464e-16
211.0,7.495510212475133e-15,4.217491125813973e-09,6.439559867281761e-06,2.2098924416075715e-12,1.2227482036277246e-12,4.0779902873112e-13,3.9491953473602776e-10,3.5381329939516003e-15,1e-30,2.6963739001164652e-15,2.5986989723551742e-15,3.7787800909673297e-16,4.1098772027312925e-12,5.740527935736417e-10,6.33749648821478e-13,3.507204956340276e-10,3.810488999279436e-15,2.375391901379917e-12,4.9987014274286315e-21,8.461626582916562e-17,3.459571598850359e-19,1.3551526543402096e-16,2.1645772144646557e-06,3.356591603287726e-05,1e-30,1.5995270717298135e-09,1e-30,1.4652288042988058e-13,1e-30,1.55742515704351e-07,4.394734133648955e-11,3.576120004100348e-15,1.735699401201566e-11,5.032943813249958e-13,1e-30,1e-30,8.089602218767652e-15,0.1539999991097948,2.8644028888235905e-05,3.491129002494128e-10,0.00025127176874175283,4.542965896948305,2.3203197301690066e-06,3.3565959980218597e-05,6.439560370576142e-06,3.432640645235296e-12,4.113751487352204e-13,4.122765287480434e-10,5.746865432224632e-10,1.35861222593906e-16
212.0,6.59987520911792e-15,4.19689177602971e-09,6.46978583469871e-06,2.2101115223076554e-12,1.2159234823514545e-12,4.2782250321904935e-13,4.052443132458173e-10,4.0310997431134325e-15,1e-30,1.9468910301714473e-15,3.216309868233589e-15,1.1067794329215175e-15,4.188516072193123e-12,5.860329941037213e-10,6.43300849434251e-13,3.4978393299086717e-10,1e-30,2.394231327360013e-12,5.000060394010391e-21,8.596343658158007e-17,3.494104126589642e-19,1.3609052834381008e-16,2.1717043805690673e-06,3.375545436370623e-05,1e-30,1.6168869046760493e-09,1e-30,1.497051201212179e-13,1e-30,1.5714792478791903e-07,4.444796694933155e-11,3.730402397102855e-15,1.7709609547508136e-11,5.027845939061086e-13,6.593081531963206e-18,1e-30,8.664211432898223e-15,0.1539999990984344,2.8807657365998753e-05,3.4712992705206397e-10,0.0002512802516624593,4.540492057040165,2.3288523053569862e-06,3.375549881167318e-05,6.4697863374833045e-06,3.42603500465911e-12,4.3155290561615223e-13,4.229539227933254e-10,5.866762949531555e-10,1.3643993875646904e-16
213.0,5.451008250382384e-15,4.180779028874965e-09,6.500037419203017e-06,2.198638018367066e-12,1.2027480840267314e-12,3.9533072072930826e-13,4.0917642576846865e-10,3.900866973441434e-15,1e-30,1.4133294741725138e-15,4.8739862489731406e-15,2.7828218933860416e-15,4.3159084263709536e-12,5.887539306040244e-10,6.426207725216225e-13,3.522283885488012e-10,3.6928551125658615e-29,2.393054554361e-12,5.001911681955053e-21,8.587891612588053e-17,3.5285508749366943e-19,1.366524189749903e-16,2.1788640071537195e-06,3.3945726990284515e-05,1e-30,1.6092577701605972e-09,1e-30,1.4831082697176202e-13,1e-30,1.5856567639834732e-07,4.495356862281501e-11,3.427531892771477e-15,1.777999132356639e-11,5.02269488902042e-13,1.0815205170110881e-16,1e-30,8.49825938868426e-15,0.1539999990928848,2.8972038902193844e-05,3.451603814891596e-10,0.00025128872870250297,4.538020940322186,2.337429683552067e-06,3.394577194385314e-05,6.500037921472506e-06,3.4013861023937974e-12,3.9875825262207975e-13,4.2695641709203505e-10,5.893965513765461e-10,1.3700527406248397e-16
214.0,6.103321789930827e-15,4.162969420929695e-09,6.530313368882025e-06,2.2995370248284457e-12,1.2508050664578094e-12,3.8000409603300247e-13,4.12169853667629e-10,4.126942670003115e-15,1e-30,2.1007630747696002e-15,1.032487516325005e-15,2.48236463051307e-16,4.092306498597998e-12,5.744470853154571e-10,6.234465921814225e-13,3.538591068291166e-10,1e-30,2.3921204807135606e-12,5.001707266066381e-21,8.581238869087612e-17,3.562323783299024e-19,1.3717741528555346e-16,2.186023381200096e-06,3.4136998552613134e-05,1e-30,1.5973848418307496e-09,1e-30,1.461480339513566e-13,1e-30,1.5999469306233154e-07,4.546488621940349e-11,3.2759517984820537e-15,1.780842244274187e-11,5.017452241424116e-13,1.5581659167934707e-17,1e-30,8.891419435525119e-15,0.15399999910592072,2.9137398577892793e-05,3.4320153781975673e-10,0.0002512972144784902,4.53554922517066,2.346018074262428e-06,3.413704401749935e-05,6.530313870627249e-06,3.5503420912862553e-12,3.832800478314845e-13,4.299782761103709e-10,5.750705319076385e-10,1.3753364766388336e-16
215.0,7.61373518216627e-15,4.1425739984006745e-09,6.5605585536604394e-06,2.3511035548717804e-12,1.2716820255739432e-12,4.297470771766599e-13,4.2034390040416533e-10,3.586703955581421e-15,1e-30,2.7390619084953398e-15,2.6151918354858214e-15,3.8197237540661346e-16,4.192591389569107e-12,5.741736044289085e-10,6.196550568263421e-13,3.5169895453361673e-10,3.780827680815452e-15,2.4007156521806418e-12,4.999644431979484e-21,8.643017202415139e-17,3.597185112582618e-19,1.377430077765375e-16,2.193124653723494e-06,3.432724896736582e-05,1e-30,1.6126194205801186e-09,1e-30,1.489311307251061e-13,1e-30,1.61419702395386e-07,4.597611020754987e-11,3.684000719358032e-15,1.8059741282683002e-11,5.012421575281988e-13,1e-30,1e-30,8.343776475965728e-15,0.15399999910801598,2.930172750696588e-05,3.4127680689210924e-10,0.00025130571961181486,4.53310677470983,2.35454435611888e-06,3.4327294943476027e-05,6.560559054902597e-06,3.6227855804457234e-12,4.334310778960179e-13,4.384036416868483e-10,5.747932594857349e-10,1.3810272628779577e-16
216.0,5.014369720208069e-15,4.126567099994216e-09,6.59080428069108e-06,2.2865299571219785e-12,1.2297903793652657e-12,3.9793919550590553e-13,4.2323629392355835e-10,3.1000680945286164e-15,1e-30,1.2766044936108562e-15,4.7355588689398106e-15,3.058051428637021e-15,4.3315753108843375e-12,5.822075340210893e-10,6.247870461684277e-13,3.5545317842898223e-10,9.860761315262648e-30,2.3928364745405744e-12,4.99882139859075e-21,8.586354113834637e-17,3.630880050754616e-19,1.3825030478177652e-16,2.2002275502883142e-06,3.451909646661915e-05,1e-30,1.6113748932736015e-09,1e-30,1.487140962736154e-13,1e-30,1.628596146579325e-07,4.6494889942298076e-11,3.392117701038071e-15,1.808161002537585e-11,5.007173160627012e-13,1e-30,1e-30,8.263089618493725e-15,0.15399999909582432,2.946767045999694e-05,3.3935495558005634e-10,0.0002513142211000639,4.5306541955500546,2.3630871649462467e-06,3.451914296150909e-05,6.590804781408396e-06,3.5163203364872445e-12,4.013313132069436e-13,4.413179039489342e-10,5.828323210672577e-10,1.38613392786852e-16
217.0,6.321421504025406e-15,4.1060314156827296e-09,6.621013105578179e-06,2.394902537647427e-12,1.2809042142999159e-12,4.3821941992583027e-13,4.350193880684154e-10,4.15986344528258e-15,1e-30,2.2096149698293326e-15,1.0408842337958544e-15,1.9007702380001858e-16,4.3282050767152864e-12,5.987013183903545e-10,6.38909027927353e-13,3.5377210683553893e-10,1e-30,2.4207412726112005e-12,5.005318008077887e-21,8.787716156032218e-17,3.6696619448470777e-19,1.3894882178814995e-16,2.2072666450627707e-06,3.471007661911053e-05,1e-30,1.6351531507747655e-09,1e-30,1.5311107410001566e-13,1e-30,1.6429562172434658e-07,4.701395225956781e-11,3.714671638716705e-15,1.8481508803472503e-11,5.002110229518687e-13,5.6073456171101e-18,1e-30,9.081393051755186e-15,0.15399999908084755,2.963269763773704e-05,3.374650570883249e-10,0.00025132275126233495,4.528228810354092,2.3715622667871172e-06,3.471012363306279e-05,6.621013605789202e-06,3.675806751947343e-12,4.4193409156454697e-13,4.535008968718879e-10,5.993402274182818e-10,1.3931578798263465e-16
218.0,6.521376943982321e-15,4.090151146609136e-09,6.651278628463126e-06,2.4486437648535252e-12,1.302330608150693e-12,4.2057154940524223e-13,4.3790670791698677e-10,3.678884793391756e-15,1e-30,2.4072908963988124e-15,4.599752766154382e-15,2.072460878061779e-15,4.3543216403200095e-12,5.878958890599228e-10,6.238728175989658e-13,3.567085494736435e-10,2.558752706890394e-15,2.4163082704785367e-12,5.008025152291552e-21,8.755604250266688e-17,3.7071408220533856e-19,1.3958370575711676e-16,2.214363220224624e-06,3.4902476214883213e-05,1e-30,1.6174214284687828e-09,1e-30,1.4983363818035442e-13,1e-30,1.6574987862407365e-07,4.754015567040245e-11,3.545157471248737e-15,1.8500234704252756e-11,4.996901418539808e-13,1e-30,1e-30,8.580507075998681e-15,0.15399999908855064,2.9799183167394714e-05,3.3557966820183417e-10,0.0002513312698531536,4.525795640311499,2.380113098848698e-06,3.4902523755038884e-05,6.651279128153268e-06,3.750974373004218e-12,4.2411670687649095e-13,4.564069426212395e-10,5.885197618775218e-10,1.399544198393221e-16
219.0,6.176185330365822e-15,4.071949133862685e-09,6.681526039559317e-06,2.458172789874248e-12,1.300108061032265e-12,4.2284942052535843e-13,4.4469130072800863e-10,4.227151303931968e-15,1e-30,2.0764283221086043e-15,8.408999211316728e-16,3.659427215377653e-18,4.264856796465386e-12,5.833050557950865e-10,6.155492190963296e-13,3.577759887968552e-10,1e-30,2.4277222046055083e-12,5.015106451555265e-21,8.838547053697271e-17,3.7466556241198483e-19,1.402848656307542e-16,2.2214154458180505e-06,3.509552730907195e-05,1e-30,1.6246056351109925e-09,1e-30,1.5116629443762416e-13,1e-30,1.672101911146068e-07,4.807117393482409e-11,3.544482069820574e-15,1.868209936496328e-11,4.991633713699174e-13,1e-30,1e-30,9.255593294434297e-15,0.15399999909213505,2.996628847506357e-05,3.3370832721981885e-10,0.0002513398077042587,4.5233670439952025,2.388625636932657e-06,3.5095575380245885e-05,6.681526538722688e-06,3.758280850906513e-12,4.26393902595179e-13,4.633734000929719e-10,5.839206050141828e-10,1.4065953119316618e-16
220.0,6.2359878179170666e-15,4.053593842304216e-09,6.711767890485559e-06,2.4985159921910756e-12,1.314106593542195e-12,4.583429728729843e-13,4.520081858260232e-10,3.5249281888005924e-15,1e-30,2.1168191062380526e-15,1e-30,3.558860218315353e-17,4.280582298441387e-12,5.818411222751064e-10,6.105944789619435e-13,3.5828505258227215e-10,8.829846302141077e-17,2.4360037667232618e-12,5.021252594999449e-21,8.898962478081371e-17,3.787278057605552e-19,1.410183576773256e-16,2.2284422738329354e-06,3.528882725090516e-05,1e-30,1.6345120847631718e-09,1e-30,1.530096253701242e-13,1e-30,1.6867585789292808e-07,4.860587491652807e-11,3.8206656877145925e-15,1.8884033436347194e-11,4.98638020612564e-13,9.43775512750709e-16,1e-30,8.81335323146435e-15,0.15399999909293272,3.0133636089633644e-05,3.3185507285793925e-10,0.0002513483531539547,4.520948460812992,2.3971181317258633e-06,3.528887585678008e-05,6.71176838912358e-06,3.8126225857332705e-12,4.621636385606989e-13,4.708922192623704e-10,5.824517167540683e-10,1.4139708548308616e-16
221.0,6.397244828247928e-15,4.035940419531609e-09,6.74200161379517e-06,2.54799705445785e-12,1.3327279419148121e-12,4.503736324817353e-13,4.596787717017544e-10,4.299256017783193e-15,1e-30,2.3645145227891233e-15,8.665288303818693e-16,1e-30,4.301551974628587e-12,5.843703459313229e-10,6.098608447719856e-13,3.5848700771868626e-10,1e-30,2.4469026257349386e-12,5.0304353052446495e-21,8.978760228088559e-17,3.829712212485198e-19,1.4181060874664302e-16,2.235454614855987e-06,3.5482184510566267e-05,1e-30,1.637016161914036e-09,1e-30,1.5347920182301026e-13,1e-30,1.7014660013549107e-07,4.914369062822312e-11,3.733494690490771e-15,1.9098401967942123e-11,4.981170802041814e-13,1e-30,1e-30,9.464964273926201e-15,0.15399999909000506,3.0301031883665155e-05,3.300217642221899e-10,0.0002513569082070763,4.518542581604921,2.4056012149914777e-06,3.5482233654256896e-05,6.74200211191225e-06,3.880724996372662e-12,4.5410712717222605e-13,4.787771736696965e-10,5.849802067760949e-10,1.4219357996789153e-16
222.0,5.728926289035781e-15,4.021615995849126e-09,6.772267141376204e-06,2.5639702855923395e-12,1.3337113577356904e-12,4.32740157901802e-13,4.611247489539229e-10,4.255168342616246e-15,1e-30,2.0898345735506123e-15,1e-30,4.70334429593851e-16,4.268565307538382e-12,5.744991610545118e-10,5.962635489448498e-13,3.585550931766619e-10,7.738730158252411e-16,2.4349088664003165e-12,5.03568619085676e-21,8.890997111824907e-17,3.8689903823430134e-19,1.424775741004568e-16,2.2424924216410604e-06,3.567560541778148e-05,1e-30,1.6243332567964494e-09,1e-30,1.5112546185152972e-13,1e-30,1.716256212084618e-07,4.96846791959504e-11,3.5675992262216134e-15,1.9053172247034443e-11,4.976029460969568e-13,1.841446334476496e-17,1e-30,9.374794022278122e-15,0.15399999909978396,3.0468504506154088e-05,3.282077726519259e-10,0.0002513654606327359,4.516148861847696,2.4141180428495223e-06,3.5675655102460675e-05,6.772267638979151e-06,3.89768164332803e-12,4.363077571280236e-13,4.801779212009574e-10,5.750954246034566e-10,1.428644731386911e-16
223.0,6.383590771019784e-15,4.003437288072432e-09,6.802514414414695e-06,2.6059547356711357e-12,1.348139765839332e-12,4.255040674567056e-13,4.659048258159402e-10,4.218864636062816e-15,1e-30,2.2594294086140627e-15,9.893473931960556e-16,3.4656972348943577e-16,4.256073402678851e-12,5.717813721644098e-10,5.901984353257685e-13,3.585320487525325e-10,1e-30,2.435034332176358e-12,5.037201122829333e-21,8.891923342353657e-17,3.907797991815997e-19,1.431199436737562e-16,2.2494875454558997e-06,3.586907699730573e-05,1e-30,1.622307883018952e-09,1e-30,1.507530981765218e-13,1e-30,1.7310736341757463e-07,5.022872451840451e-11,3.488765405116064e-15,1.9145435961353788e-11,4.970928563228289e-13,2.0857797854866502e-16,1e-30,9.427777360379101e-15,0.15399999910241727,3.063599209133638e-05,3.2641345415505325e-10,0.0002513740300027484,4.513768051260979,2.4225949088734744e-06,3.586912722603025e-05,6.8025149115075515e-06,3.954094501510467e-12,4.289928328618217e-13,4.850502617772939e-10,5.723715705997355e-10,1.435107234729378e-16
224.0,5.661970152272728e-15,3.987524745819558e-09,6.832777150308278e-06,2.6053484673564674e-12,1.3405015324634611e-12,4.294032325641524e-13,4.680301330416131e-10,3.533142843595925e-15,1e-30,2.0757838366603334e-15,1e-30,4.690158584833949e-16,4.22771875281197e-12,5.634900478994822e-10,5.784791977113114e-13,3.5817688618900004e-10,7.76480154351221e-16,2.423558935566741e-12,5.035406177613284e-21,8.808345372884471e-17,3.9436981415851664e-19,1.4364984504395082e-16,2.2564964373398614e-06,3.6062440616118835e-05,1e-30,1.6274193666596077e-09,1e-30,1.5170141218859397e-13,1e-30,1.7459554423816864e-07,5.0775431087157414e-11,3.5016021927235316e-15,1.912825316485967e-11,4.965908951047697e-13,9.482556901275816e-16,1e-30,8.956822660191352e-15,0.15399999911102877,3.080338925322948e-05,3.246396011098546e-10,0.0002513825999996324,4.5114014960646545,2.43109198157803e-06,3.606249139154992e-05,6.832777646899173e-06,3.9458499998199285e-12,4.3290483475687594e-13,4.871583862064727e-10,5.640685270971934e-10,1.4404421485810934e-16
225.0,6.318272737619486e-15,3.969156518665044e-09,6.863015302245042e-06,2.6261441107896917e-12,1.3438846985101934e-12,4.319425897882291e-13,4.744324228190691e-10,4.264232745315444e-15,1e-30,2.3316074045599475e-15,7.610815124098559e-16,1e-30,4.263892802870763e-12,5.655517556653011e-10,5.774518931524805e-13,3.5882698124335604e-10,1e-30,2.426993605992178e-12,5.03326075754265e-21,8.833318121328041e-17,3.9801288535227813e-19,1.4419180780128841e-16,2.263467209569843e-06,3.625613057219987e-05,1e-30,1.6404749479083685e-09,1e-30,1.5413599296626555e-13,1e-30,1.7608840220131851e-07,5.1326068315636286e-11,3.5032367043203588e-15,1.928491885074103e-11,4.960876572012792e-13,1e-30,1e-30,9.4987492648833e-15,0.15399999910810186,3.09710939355625e-05,3.2288171741061815e-10,0.0002513911859239768,4.509043454579026,2.4395556117711616e-06,3.625618189826818e-05,6.863015798332699e-06,3.970028809299885e-12,4.3544582649254946e-13,4.937173416698101e-10,5.661292075584536e-10,1.4458982068664069e-16
226.0,6.296385902221984e-15,3.9507516766408186e-09,6.89325234043151e-06,2.696063608376691e-12,1.3721694817077357e-12,4.47778723291341e-13,4.831399928658361e-10,4.2229106814116584e-15,1e-30,2.3092644379640076e-15,7.867705740208056e-16,1e-30,4.243529222436133e-12,5.631624883729414e-10,5.718884702599328e-13,3.6178812113491274e-10,1e-30,2.438637838867816e-12,5.034452251546811e-21,8.918299845463171e-17,4.018988286955091e-19,1.4480860244201634e-16,2.2704162150430373e-06,3.645131438429219e-05,1e-30,1.6453638595273846e-09,1e-30,1.5506057581514656e-13,1e-30,1.775938237707966e-07,5.1884253350179673e-11,3.611944557886532e-15,1.9532175157880524e-11,4.955663379415992e-13,1.9271577962614213e-16,1e-30,9.327557854563604e-15,0.15399999910743561,3.1140270326085596e-05,3.211275912278512e-10,0.0002513997841413772,4.506677621677413,2.448010038813834e-06,3.645136626854554e-05,6.893252835997848e-06,4.0682330900844266e-12,4.5139066784922757e-13,5.026721680237167e-10,5.637343768432013e-10,1.4521050127071184e-16
227.0,6.4055397433380906e-15,3.937753892894855e-09,6.923509434285048e-06,2.6996521918942707e-12,1.3665998994078568e-12,4.386803575724312e-13,4.86197888733283e-10,4.221274062185335e-15,1e-30,2.207299955617319e-15,1e-30,8.20459440115342e-16,4.233479092102695e-12,5.562114764353224e-10,5.617893659709916e-13,3.603691090458946e-10,1.1119583566563384e-14,2.4287263333173324e-12,5.03560837233504e-21,8.845981459845047e-17,4.055116787078633e-19,1.4532386345028153e-16,2.2773821648421063e-06,3.664583078189428e-05,1e-30,1.6376108464554696e-09,1e-30,1.5360968235487862e-13,1e-30,1.791027880459697e-07,5.2443419693975594e-11,3.5195063858133855e-15,1.954999440138674e-11,4.95062302139654e-13,6.065635408192518e-17,1e-30,9.528980393653206e-15,0.1539999991157425,3.13088006431135e-05,3.1939901224544483e-10,0.00025140838315718215,4.50433356873103,2.456484952888076e-06,3.664588322531398e-05,6.92350992934735e-06,4.066252091302128e-12,4.421998639582446e-13,5.057478831346697e-10,5.567732658012934e-10,1.457293751289894e-16
228.0,6.463397096358921e-15,3.927844184329555e-09,6.95374282572557e-06,2.755865431088348e-12,1.3877134100955406e-12,4.5323278070840977e-13,4.952750620656054e-10,4.303637530824356e-15,1e-30,2.3886464471201273e-15,7.976449852465727e-16,1e-30,4.227471199015002e-12,5.554829298231689e-10,5.581006076966899e-13,3.544404156358721e-10,1e-30,2.43986386384293e-12,5.0450845760946895e-21,8.927304276836015e-17,4.0925785655898776e-19,1.458944608061874e-16,2.284307621394296e-06,3.6837519990575704e-05,1e-30,1.6504227892906192e-09,1e-30,1.559985203429662e-13,1e-30,1.8059794773824152e-07,5.299667300903493e-11,3.617121451441761e-15,1.9810171668622027e-11,4.946071643774086e-13,1.8751382950998904e-17,1e-30,9.695973472640824e-15,0.15399999912228007,3.147445523906934e-05,3.177179691925841e-10,0.0002514170214141298,4.502041777938561,2.4649055691325375e-06,3.683757298724871e-05,6.9537433203327345e-06,4.143578841183889e-12,4.568499021598515e-13,5.150852337342274e-10,5.560410304308656e-10,1.463037186627464e-16
229.0,6.5017824116803125e-15,3.90367735409765e-09,6.9839895856426085e-06,2.7927454009262577e-12,1.3986852806797531e-12,4.3974367704644045e-13,5.007900156624222e-10,3.95716358312213e-15,1e-30,2.1570797051741667e-15,8.154437260107315e-15,3.469392113196469e-16,4.221951384566638e-12,5.504419659320223e-10,5.500475017702361e-13,3.653375316573561e-10,1e-30,2.4387075251100667e-12,5.0354420938233396e-21,8.918868458306171e-17,4.130705604485204e-19,1.4645793387819914e-16,2.2912234526492018e-06,3.703454729094754e-05,1e-30,1.643924553443265e-09,1e-30,1.548062055539063e-13,1e-30,1.8212886737001014e-07,5.3569597217427586e-11,3.4905049867994052e-15,1.9922522267912332e-11,4.940742753267542e-13,1e-30,1e-30,9.525073559346282e-15,0.15399999911631054,3.164545473770912e-05,3.1600114717529634e-10,0.00025142564243456095,4.499688659235482,2.4733523200192117e-06,3.7034600860544755e-05,6.9839900797168835e-06,4.191430681606011e-12,4.4323418203323983e-13,5.207125379303345e-10,5.509920134337925e-10,1.4687100443864766e-16
