time,OH,O3,H2O2,HO2,O2-,ONOOH,O2NOOH,O3-,NO3,Cl,Cl2-,HOCl-,Cl2,HClO,ClO-,ClNO2,HOClH,ClO,ClO2,Cl2O2,HClO2,ClO2-,NO2-,NO3-,NO,NO2,N2O3,N2O4,N2O5,HONO,HONO2,ONOO-,O2NOO-,HO2-,O-,H,HO3,Cl-,H+,OH-,O2,pH,HONO_total,HONO2_total,H2O2_total,HO2_total,ONOOH_total,O2NOOH_total,HClO_total,HClO2_total
73.0,7.286970663758443e-16,8.88394913024839e-09,2.254324421462594e-06,4.419607475316442e-14,9.594591298305762e-14,5.762994618523692e-14,8.583608383272962e-12,6.65716812004236e-16,1e-30,2.3829084271827685e-16,6.002831975596609e-16,3.669252009653718e-16,6.546958270388171e-13,3.194699091775079e-10,1.3837981275197736e-12,2.877327338473993e-10,6.070265535678573e-17,1.2641297646834087e-13,2.7757322862089363e-22,2.3964206016163643e-19,2.473874603336725e-21,3.80207309981946e-18,9.720138702202661e-07,8.784402067515789e-06,1e-30,9.303679744717376e-10,1e-30,4.9592402540708876e-14,1e-30,1.7825005882658383e-08,2.931361807581299e-12,1.9828551716115357e-15,1.4801736735810276e-12,6.912882834648509e-13,1.520417613301117e-17,1e-30,8.604043750962376e-16,0.15399999944272005,7.300577568339125e-06,1.36975464014897e-09,0.00025025924863687245,5.136642780315128,9.898388761029245e-07,8.784404998877597e-06,2.2543251127508775e-06,1.4014198773622205e-13,5.961280135684845e-14,1.0063782056853989e-11,3.208537073050277e-10,3.804546974422797e-18
74.0,5.735863381877866e-16,8.813586742796556e-09,2.2847229590576125e-06,4.58911612697394e-14,9.777335978426329e-14,7.44182068886795e-14,1.0321271169509884e-11,6.811002293639041e-16,2.748291113121557e-23,6.114334575401054e-17,2.303665584534808e-15,8.630440416855043e-17,6.915755149392903e-13,3.425577274383616e-10,1.4562141953969135e-12,2.900661700807607e-10,1e-30,1.5647440081454536e-13,2.883262294018081e-22,3.671652095968137e-19,2.6383038094472634e-21,3.9793880921881815e-18,9.827033550564945e-07,8.946180217502251e-06,1e-30,9.684067455445136e-10,1e-30,5.371248932845958e-14,1e-30,1.8362463574255302e-08,3.041908532974005e-12,2.512873884973705e-15,1.7467255780917063e-12,6.875828525836157e-13,1.0076652907425673e-18,1e-30,8.832738489377189e-16,0.15399999941737028,7.438896367172961e-06,1.3442854297754315e-09,0.00025026492390325196,5.12849149149708,1.0010658186307498e-06,8.946183259410785e-06,2.2847236466404653e-06,1.436645210540027e-13,7.69310807736532e-14,1.206799674760159e-11,3.4401394163375854e-10,3.9820263959976285e-18
75.0,1.0151065706848303e-15,8.750603099365914e-09,2.315159803631036e-06,5.005038300897558e-14,1.0465953097853696e-13,5.034668437205107e-14,9.464571132612243e-12,7.240229878474841e-16,1e-30,2.4229313244625537e-16,5.794543067364194e-16,1.8259165198127095e-16,7.293399784251171e-13,3.451090210089451e-10,1.4398846126114393e-12,2.93978506619109e-10,4.2885772676213976e-17,1.7197455678607168e-13,2.9823111812811092e-22,4.435107790774103e-19,2.7997006893645036e-21,4.1446034401615016e-18,9.934016222739477e-07,9.110051537127367e-06,1e-30,9.38313550656025e-10,1e-30,5.045076949660051e-14,1e-30,1.8912697922712255e-08,3.1560905506128496e-12,1.6685616356831762e-15,1.572071586983601e-12,6.838366176682151e-13,2.714393642971441e-19,1e-30,9.43750487015317e-16,0.153999999410834,7.579291686990675e-06,1.3193845035894715e-09,0.0002502706089306861,5.120371378906853,1.01231432019666e-06,9.110054693217917e-06,2.315160487467654e-06,1.5470991398751253e-13,5.2015246007734244e-14,1.1036642719595845e-11,3.4654890562155653e-10,4.147403140850866e-18
76.0,8.725101960360099e-16,8.689181278692189e-09,2.3455712685676146e-06,5.178749396163734e-14,1.0635388315069281e-13,5.914108601067193e-14,1.0086617648752188e-11,7.304434728534389e-16,4.595736972511967e-24,2.7883037106934377e-16,7.858843458570287e-16,3.7968022191806234e-16,7.868525819845637e-13,3.6135541038140616e-10,1.4806861605549628e-12,2.899561809250909e-10,1e-30,1.9663143715459127e-13,3.08748311027919e-22,5.798006073183271e-19,2.9711146769482416e-21,4.319643145638863e-18,1.0040208785261247e-06,9.271687223391102e-06,1e-30,9.562696695402193e-10,1e-30,5.238786863991325e-14,1e-30,1.9463201926122026e-08,3.2706217219782263e-12,1.9249424541856203e-15,1.6454095516905527e-12,6.804200286072208e-13,3.767849003983287e-19,1e-30,9.557157152185646e-16,0.15399999939842604,7.717409482653705e-06,1.2957715956988983e-09,0.00025027634546464735,5.112528455647558,1.0234840804522469e-06,9.271690494012824e-06,2.3455719489876433e-06,1.5814137711233015e-13,6.106602846485755e-14,1.173202720044274e-11,3.628360965419611e-10,4.322614260315811e-18
77.0,1.0020487315333908e-15,8.626386220194703e-09,2.3759956340962376e-06,5.301876109896511e-14,1.0696783545084609e-13,5.840460613433705e-14,1.0165277297637197e-11,7.2618310465838855e-16,1e-30,3.376406690985187e-16,2.9348794156150045e-16,3.6215993660284224e-17,8.000003935819109e-13,3.6891478725151716e-10,1.4850794752731664e-12,2.900937806733748e-10,1e-30,2.178018754394466e-13,3.189998667754274e-22,7.113688596723703e-19,3.146460827397396e-21,4.494133423041918e-18,1.0146299966756684e-06,9.433358870065503e-06,1e-30,9.662188461919585e-10,1e-30,5.348077599377006e-14,1e-30,2.0020921612859246e-08,3.3872146887586627e-12,1.8675435236543442e-15,1.6290816907597402e-12,6.771256582000595e-13,5.6897645015628205e-18,1e-30,9.544820037566066e-16,0.1539999993906764,7.855545845562616e-06,1.2729860147972693e-09,0.0002502821101009734,5.104823632459832,1.0346509182885277e-06,9.433362257280193e-06,2.3759963112218956e-06,1.599865965498112e-13,6.02721496579914e-14,1.1794358988396937e-11,3.7039986672679035e-10,4.497279883869316e-18
78.0,1.0121585273035765e-15,8.552739745837931e-09,2.4063836083144904e-06,6.100198856251659e-14,1.2090845351860449e-13,8.084022784707427e-14,1.214411040160761e-11,8.175418611639092e-16,1e-30,2.520440050852292e-16,1.1705030204228938e-15,6.161726981345722e-16,9.033786034667137e-13,3.955621766339705e-10,1.5643266060081241e-12,2.95612475247475e-10,4.69370266454239e-26,2.5361103274954133e-13,3.309660591992109e-22,9.645029840229368e-19,3.349887410765342e-21,4.70048731000801e-18,1.0251388642688246e-06,9.597670806359175e-06,1e-30,9.896902283728089e-10,1e-30,5.610489366758733e-14,1e-30,2.0590648487628082e-08,3.5079482343822383e-12,2.5394531367601014e-15,1.911958143826353e-12,6.737170439779205e-13,8.5360859680081615e-19,1e-30,1.0787727852184132e-15,0.15399999935818154,7.996267720391167e-06,1.2505834408844445e-09,0.00025028792365432346,5.097112673840794,1.0457295127564526e-06,9.59767431430741e-06,2.4063842820315345e-06,1.819104420811211e-13,8.337968098383438e-14,1.4056068545433963e-11,3.971265032399786e-10,4.7038371974187755e-18
79.0,1.154970827313533e-15,8.502289341169152e-09,2.4368083419697542e-06,6.17444674652001e-14,1.2029351557751393e-13,6.523197485571285e-14,1.1989301501183238e-11,8.255286462814109e-16,1e-30,3.2004080575067316e-16,4.773669349474421e-16,1.266047699036657e-16,8.997833577777115e-13,3.9978671315998493e-10,1.5540769690520022e-12,2.915312064743582e-10,3.585223847307756e-16,2.771973039924639e-13,3.4354485922819927e-22,1.1522447964636755e-18,3.557254294048755e-21,4.906356264203363e-18,1.0356714897975788e-06,9.759963602380928e-06,1e-30,9.871510477735548e-10,1e-30,5.581781188997747e-14,1e-30,2.1163030263833586e-08,3.629142572650904e-12,2.014209754061875e-15,1.8554021256774573e-12,6.706030753973044e-13,1e-30,1e-30,1.088774078016396e-15,0.15399999935803116,8.134967682000703e-06,1.2292611834372542e-09,0.0002502937576964303,5.089644168056765,1.0568345200614125e-06,9.759967231523501e-06,2.4368090125728295e-06,1.8203798304271404e-13,6.724618460977473e-14,1.3844703626860695e-11,4.0134079012903695e-10,4.909913518497412e-18
80.0,1.0589389333156991e-15,8.441006618835321e-09,2.4672053101977986e-06,6.788521161365516e-14,1.2999066122873398e-13,8.008865018351672e-14,1.3582008938572448e-11,8.635009567110588e-16,1e-30,2.652936351936586e-16,1.138942427056244e-15,4.284870577843581e-15,9.83104272048792e-13,4.1733476546656515e-10,1.5944890505291638e-12,2.9830064579628487e-10,1e-30,3.1403659312239695e-13,3.572806338323844e-22,1.4788525648191931e-18,3.789307908204358e-21,5.1368498677226e-18,1.0460984260798888e-06,9.925473193968474e-06,1e-30,1.0083426199900988e-09,1e-30,5.823707146481502e-14,1e-30,2.174881363888811e-08,3.755037202047637e-12,2.4305689796474586e-15,2.0658604850614975e-12,6.673324873692022e-13,3.1510266443239498e-18,1e-30,1.1490942872399354e-15,0.15399999933346073,8.276810713805467e-06,1.2081948404740374e-09,0.00025029964383075254,5.082136976768022,1.0678472397187768e-06,9.925476949005676e-06,2.467205977530286e-06,1.9787587284238914e-13,8.251921916316418e-14,1.5647869423633946e-11,4.189292545170943e-10,5.1406391756308045e-18
81.0,7.023353662324008e-16,8.383441751838297e-09,2.49760523986788e-06,7.077960600193551e-14,1.3324673195776777e-13,8.517108546030891e-14,1.4846439497811408e-11,8.833070691959578e-16,1e-30,1.7466848498514492e-16,1e-30,2.7953508021485416e-16,9.79743612824849e-13,4.319623776720472e-10,1.6225360260078558e-12,2.9810593690122336e-10,1e-30,3.508763851085243e-13,3.7264846126641727e-22,1.8461661292914923e-18,4.045724302400463e-21,5.391935764401893e-18,1.0565034183072818e-06,1.0091160844320068e-05,1e-30,1.0201782112122429e-09,1e-30,5.960782806618518e-14,1e-30,2.2342022308431768e-08,3.883226324358852e-12,2.541210303619324e-15,2.220090805586475e-12,6.641592449072752e-13,1.175519886098168e-18,1e-30,1.1804229577005504e-15,0.15399999932153602,8.418826793673408e-06,1.1878139609089968e-09,0.00025030556342995936,5.074748425428381,1.0788454406157136e-06,1.0091164727546393e-05,2.4976059040271252e-06,2.0402633795970327e-13,8.771229576392824e-14,1.7066530303397883e-11,4.3358491369805503e-10,5.395981488704293e-18
82.0,1.3135244435339993e-15,8.330686123949267e-09,2.528007576761535e-06,8.019869552213895e-14,1.4851491340965575e-13,8.423734766519326e-14,1.580563137498132e-11,9.929535220847742e-16,1e-30,3.592880737233178e-16,1.0377165520499758e-15,3.9668614360794104e-16,1.0667197011212017e-12,4.4423864471727863e-10,1.6414176445095551e-12,2.9409284645225543e-10,1e-30,3.8697662554629893e-13,3.8962238999281624e-22,2.2455855862329104e-18,4.324923770052364e-21,5.669975981304207e-18,1.0668816445245226e-06,1.0254527491248312e-05,1e-30,1.0459602222826714e-09,1e-30,6.264130255249786e-14,1e-30,2.293577825607063e-08,4.011556299880851e-12,2.4723357343896704e-15,2.3249553188309403e-12,6.612735217107763e-13,1e-30,1e-30,1.3331180916249054e-15,0.1539999993130359,8.558491781003576e-06,1.1684301692263109e-09,0.0002503115176127989,5.067602762063371,1.0898174227805932e-06,1.0254531502804612e-05,2.5280082380350564e-06,2.2871360893179467e-13,8.670968339958293e-14,1.813058669381226e-11,4.458800623617882e-10,5.674300905074259e-18
83.0,1.364433949050897e-15,8.26925971732597e-09,2.5584063740503192e-06,8.583392814010369e-14,1.5636073362757118e-13,8.907879474605659e-14,1.6836886890778403e-11,1.0374254928702002e-15,1e-30,3.748371445547493e-16,1.085318168173534e-15,4.194658986037768e-16,1.1156576886494735e-12,4.5761518241083697e-10,1.6632944405788925e-12,2.985175180996358e-10,1e-30,4.244842261336196e-13,4.0780186778173496e-22,2.7019751818847483e-18,4.6332645502582995e-21,5.9752462703851886e-18,1.0772194603013043e-06,1.0420005089635055e-05,1e-30,1.0460667738805904e-09,1e-30,6.266190794569135e-14,1e-30,2.3541573060257123e-08,4.143804139171547e-12,2.5718346518041523e-15,2.4362985433774074e-12,6.583218043144356e-13,1e-30,1e-30,1.3987370778692726e-15,0.15399999929507147,8.700241117790408e-06,1.1493934322753219e-09,0.0002503175040854216,5.060468711211864,1.1007610333615614e-06,1.0420009233439193e-05,2.5584070323721236e-06,2.4219466176767487e-13,9.165062939786075e-14,1.927318543415581e-11,4.592784768514159e-10,5.979879534935447e-18
84.0,2.6605139072899098e-15,8.205758669115245e-09,2.5888006602738495e-06,8.682491468818457e-14,1.5561670872839292e-13,9.794200698295727e-14,1.8103035181412513e-11,9.889557647920633e-16,1e-30,5.884599248917277e-15,1e-30,1e-30,1.065332051475648e-12,4.717626576735558e-10,1.687079009209205e-12,3.0021493505293806e-10,1e-30,4.654436261806347e-13,4.280391937761204e-22,3.2485545394816082e-18,4.977375000369007e-21,6.315565195370915e-18,1.0875091180206697e-06,1.0586285196641766e-05,1e-30,1.0524400854927068e-09,1e-30,6.342870402904858e-14,1e-30,2.4155778929706073e-08,4.278895983268037e-12,2.782152039431999e-15,2.5772898059368066e-12,6.554060881040371e-13,9.650599572691289e-18,1e-30,1.3326731858399965e-15,0.15399999927925323,8.842766136732561e-06,1.1308678580179032e-09,0.00025032352224701034,5.053411860551938,1.1116648969503759e-06,1.058628947553775e-05,2.588801315679938e-06,2.424416234165775e-13,1.0072415902238926e-13,2.068032498734932e-11,4.73449736682765e-10,6.3205425703712835e-18
85.0,1.5807726182750347e-15,8.146785762956417e-09,2.6191930477562557e-06,1.0120837237722781e-13,1.7850775011880074e-13,1.0139281690640948e-13,1.9457971350502183e-11,9.59712071519037e-16,1e-30,4.935744911344531e-16,4.360459134719801e-16,8.549346448464405e-17,1.191879591462113e-12,4.847808165166373e-10,1.7060276336798069e-12,3.000346214615086e-10,1e-30,5.091646577087631e-13,4.507163300269374e-22,3.887503548681336e-18,5.361434346017483e-21,6.694553672205947e-18,1.0977563587837852e-06,1.0753162464433239e-05,1e-30,1.059330279533183e-09,1e-30,6.42606637107353e-14,1e-30,2.4777947352325368e-08,4.416676309970073e-12,2.8343131025401656e-15,2.7260774807982212e-12,6.525415120073432e-13,2.400647411119728e-16,1e-30,1.5005555697465564e-15,0.1539999992660963,8.98585413204666e-06,1.1128602638158286e-09,0.0002503295739540827,5.046440635616285,1.1225343061361106e-06,1.0753166881109548e-05,2.6191937002977675e-06,2.7971612249602854e-13,1.0422713000894965e-13,2.2184048831300404e-11,4.864868441503171e-10,6.6999151065519645e-18
86.0,1.4466408973738986e-15,8.098913319531805e-09,2.6495971549872983e-06,9.992120338831564e-14,1.7348093198062128e-13,8.517816786231583e-14,1.9195282442031967e-11,1.111503041715919e-15,1e-30,3.47489778205356e-16,7.328568792749885e-16,3.00337097151675e-16,1.2335639879882996e-12,4.939087006667024e-10,1.7109635896308646e-12,3.011989265679165e-10,2.122691406321607e-16,5.413177794650014e-13,4.749520329221621e-22,4.393981067087279e-18,5.7706514166400754e-21,7.092819890437712e-18,1.1079858842097671e-06,1.0919757787245861e-05,1e-30,1.0424481629642749e-09,1e-30,6.224367241476436e-14,1e-30,2.5406224808393694e-08,4.556369273552533e-12,2.343809904861329e-15,2.6472112366880038e-12,6.497913707874577e-13,2.3519378156990034e-18,1e-30,1.5169277665631129e-15,0.153999999255676,9.128636399668062e-06,1.095453862130342e-09,0.0002503356482409513,5.039594090847745,1.133392109018161e-06,1.0919762343615135e-05,2.649597804778669e-06,2.734021353689369e-13,8.752197776717716e-14,2.1842493678719972e-11,4.956196642563332e-10,7.098590541854352e-18
87.0,1.535442868239469e-15,8.04056009503604e-09,2.6799848760754863e-06,1.069809996545241e-13,1.8285322524804013e-13,1.0054916943121168e-13,2.079634301590314e-11,1.3491378219900782e-15,1e-30,4.0957761567593096e-16,3.9964159286673284e-16,1.494052812542063e-16,1.288816243927715e-12,5.076534720617227e-10,1.7312641426358782e-12,3.022580282901215e-10,1.092029237517025e-15,5.872135915969782e-13,5.015707138933174e-22,5.170636994729631e-18,6.2306707862641695e-21,7.53929571556873e-18,1.1181463163627919e-06,1.1087629366337882e-05,1e-30,1.0708901655843216e-09,1e-30,6.56722466702693e-14,1e-30,2.6043698804579948e-08,4.699403399961369e-12,2.723795266634702e-15,2.8234684902398987e-12,6.470358088954042e-13,1e-30,1e-30,1.3985397459063983e-15,0.15399999924068594,9.272653399749502e-06,1.0784399641498676e-09,0.00025034176763896504,5.032795973301194,1.1441900151673719e-06,1.1087634065741281e-05,2.6799855231112953e-06,2.8983422490256425e-13,1.0327296469784638e-13,2.3619811506143037e-11,5.093847362043586e-10,7.545526386354995e-18
88.0,1.5950666284150687e-15,7.989233282190755e-09,2.7103915754589017e-06,1.0693479920187933e-13,1.7995178951402457e-13,9.00545597231405e-14,2.0837364885903e-11,1.1184878600372253e-15,1e-30,4.0131459195286744e-16,5.724543326399174e-16,2.1466325816302265e-16,1.31129741902515e-12,5.110674551359162e-10,1.715992310593828e-12,3.048657665245264e-10,1e-30,6.211192733071062e-13,5.29458516848661e-22,5.784981886120715e-18,6.719473867375662e-21,8.00520357800078e-18,1.128302665940901e-06,1.1256931893240596e-05,1e-30,1.0707139368015836e-09,1e-30,6.56568370689826e-14,1e-30,2.6692453986674366e-08,4.845994612540037e-12,2.4018330626166245e-15,2.785350853306823e-12,6.442718411878848e-13,1.3950746740333054e-17,1e-30,1.5790311810162458e-15,0.15399999923459307,9.418091131516437e-06,1.0617862856026398e-09,0.0002503479070673158,5.026037111544259,1.1549951199275753e-06,1.1256936739235208e-05,2.7103922197307427e-06,2.868865887159039e-13,9.245639278575712e-14,2.3622715739209824e-11,5.1278344744651e-10,8.011923051868155e-18
89.0,1.5174937890224162e-15,7.948972028594064e-09,2.7408083084308354e-06,1.0606554253393012e-13,1.7584002250867977e-13,7.832705627804872e-14,2.0103190496426212e-11,1.0970915648257548e-15,1e-30,4.796404282511777e-16,4.1892233780561387e-16,7.663412215023317e-17,1.3245015862542232e-12,5.095698973192897e-10,1.6855714909628035e-12,2.975724298154252e-10,1e-30,6.469428859187237e-13,5.57681103648969e-22,6.276025499580204e-18,7.21768045057351e-21,8.471124478006455e-18,1.1384339403109404e-06,1.1422704392249947e-05,1e-30,1.052628467452278e-09,1e-30,6.346385121886331e-14,1e-30,2.733785414158688e-08,4.991436206377131e-12,2.0580466650331134e-15,2.647331949155128e-12,6.418330478235196e-13,7.103842102661895e-17,1e-30,1.44077318541885e-15,0.15399999924335453,9.559971269249738e-06,1.0460282482402057e-09,0.00025035407923469074,5.019543412914804,1.1657717944525272e-06,1.1422709383686153e-05,2.740808950263883e-06,2.819055650426099e-13,8.038510294308183e-14,2.275052244558134e-11,5.112554688102525e-10,8.47834215845703e-18
90.0,1.597426614105603e-15,7.892923567482215e-09,2.7711887669968014e-06,1.1612212283957062e-13,1.8968345589457167e-13,1.0367234940466939e-13,2.2349041263441523e-11,1.18230663720606e-15,1e-30,4.635809447633679e-16,6.999206165742338e-16,1.7623810903723468e-16,1.3886877979368887e-12,5.245802406154527e-10,1.7097256016993706e-12,3.011930494963252e-10,1e-30,6.951750572702422e-13,5.887301016294401e-22,7.246683805612098e-18,7.782110272874903e-21,8.999365020221456e-18,1.1484649892281234e-06,1.1589239104680236e-05,1e-30,1.0761472235896097e-09,1e-30,6.632330972985453e-14,1e-30,2.7990024162585267e-08,5.139731549505805e-12,2.683968580462274e-15,2.8998356475642385e-12,6.39411726694852e-13,1.0139229375290802e-17,1e-30,1.6247622339748855e-15,0.15399999922450983,9.70254159038841e-06,1.0306577824831239e-09,0.0002503603035805118,5.013114486960792,1.1764550133907086e-06,1.1589244244411785e-05,2.771189406408528e-06,3.058055787341423e-13,1.0635631798513166e-13,2.5248876911005762e-11,5.26289966217152e-10,9.00714713049433e-18
91.0,1.4771198473889643e-15,7.839067762847221e-09,2.801585781167378e-06,1.165903047026178e-13,1.8765207963278044e-13,9.281872604361691e-14,2.2517919268542187e-11,9.85377352299677e-16,1e-30,4.1132101089944664e-16,1.0877995337839456e-15,4.578982428105517e-16,1.4362906556522646e-12,5.334545624272244e-10,1.7131223390987566e-12,3.0386461778550844e-10,1e-30,7.272513682456614e-13,6.210334650027398e-22,7.930838331219197e-18,8.384257200575055e-21,9.553346656508629e-18,1.1585062751724523e-06,1.1757763520782127e-05,1e-30,1.0899414304282004e-09,1e-30,6.803171900490184e-14,1e-30,2.86554640618996e-08,5.292169879503701e-12,2.3676993113189793e-15,2.878851095887256e-12,6.369346403245675e-13,2.612487760182605e-16,1e-30,1.5130397348735962e-15,0.1539999992128213,9.847116034725078e-06,1.0155257605105686e-09,0.00025036653980856847,5.006690944486953,1.1871617392343518e-06,1.1757768812952008e-05,2.8015864181020184e-06,3.042423843353982e-13,9.518642535493589e-14,2.539677036442944e-11,5.351676847663232e-10,9.561730913709204e-18
92.0,1.8121923981745367e-15,7.791668545064245e-09,2.8319761125714647e-06,1.2383357952548138e-13,1.9646426920657194e-13,1.0367342722470557e-13,2.3937590751271558e-11,1.0111185709841564e-15,1e-30,4.2199398785054593e-16,5.634016450395294e-16,2.204384837106299e-16,1.4697814607818567e-12,5.416472006195668e-10,1.7145953961021985e-12,3.0051823441636985e-10,3.6285149844300763e-16,7.682594097563181e-13,6.564702626096853e-22,8.850444485866692e-18,9.039543836643615e-21,1.0152936395819563e-17,1.1684995730370246e-06,1.1924389317404356e-05,1e-30,1.1062402959969802e-09,1e-30,7.007006573033369e-14,1e-30,2.9321312576675077e-08,5.444913646701801e-12,2.606829373591617e-15,3.0166546056596973e-12,6.34650660143132e-13,2.818441353661635e-16,1e-30,1.5862775734197066e-15,0.15399999920785323,9.989755286324718e-06,1.0010255219854391e-09,0.00025037281865297723,5.000445150322619,1.1978208856136998e-06,1.1924394762318002e-05,2.831976747222125e-06,3.202978487320533e-13,1.062802565982972e-13,2.6954245356931254e-11,5.43361796015669e-10,1.0161975939656206e-17
93.0,1.7962948711624687e-15,7.738355627571558e-09,2.862359181782438e-06,1.286155333800572e-13,2.0115844521228557e-13,1.1048451193407794e-13,2.5556990120597554e-11,1.2309013875663184e-15,1e-30,4.1288841997872618e-16,1.6023546362226138e-15,6.240167720569588e-16,1.5615266514031615e-12,5.532139831519841e-10,1.726386359821849e-12,3.0382507651262425e-10,1.2818989709841442e-30,8.115078892698138e-13,6.945391759610088e-22,9.874918537292181e-18,9.7612211765893e-21,1.080809119679561e-17,1.178447886114353e-06,1.2092051785395456e-05,1e-30,1.1152471836167921e-09,1e-30,7.121691708738537e-14,1e-30,2.9996151238012484e-08,5.600865599785875e-12,2.7387112678943386e-15,3.1750791214961354e-12,6.323666781115849e-13,2.5800146272576576e-18,1e-30,1.728665660034533e-15,0.15399999919272436,1.013339922585355e-05,9.868356883134332e-10,0.0002503791273621628,4.994244847097926,1.2084440373523654e-06,1.2092057386261056e-05,2.8623598141491164e-06,3.297739785923428e-13,1.1322322320197229e-13,2.873206924209369e-11,5.549403695118059e-10,1.08178524179722e-17
94.0,1.6507762361837641e-15,7.690746061504435e-09,2.892761960700709e-06,1.3340324726042348e-13,2.0573094692833145e-13,1.0003719848291592e-13,2.557337921203653e-11,1.2751851022025026e-15,1e-30,4.010586216438752e-16,5.155885836605541e-16,2.0931286482483217e-16,1.5385106626928699e-12,5.537616096886689e-10,1.7039469450934549e-12,3.038401110865126e-10,8.447205213813809e-16,8.420339599878803e-13,7.335496011109207e-22,1.0631826417981034e-17,1.0514719477545366e-20,1.1479709931919478e-17,1.1883921937084438e-06,1.225969180117165e-05,1e-30,1.1113811194035415e-09,1e-30,7.07295823399757e-14,1e-30,3.0677966331772966e-08,5.758990055949882e-12,2.445089410669645e-15,3.132718288381236e-12,6.301528746981095e-13,1e-30,1e-30,1.7906109051779678e-15,0.15399999919218732,1.0277009929328024e-05,9.73045668805135e-10,0.00025038545478437487,4.988133223870224,1.2190701600402168e-06,1.2259697560161706e-05,2.8927625908535836e-06,3.3913419418875493e-13,1.0248228789358555e-13,2.8706097500417765e-11,5.554655566337624e-10,1.1490224651397023e-17
95.0,1.6274094723460992e-15,7.629255144712441e-09,2.923128860675623e-06,1.471049010079433e-13,2.2371588825723862e-13,1.269299802729817e-13,2.8708958586774484e-11,1.354259209294991e-15,1e-30,5.122369631082027e-16,1.4232277185050696e-15,6.995591820655178e-16,1.6376059131761678e-12,5.707442308210563e-10,1.7318537600898888e-12,3.057968740509962e-10,1e-30,8.950150014330224e-13,7.766021351664545e-22,1.2011765682107822e-17,1.1369205696496794e-20,1.224051838649212e-17,1.198258529668196e-06,1.2428251625686858e-05,1e-30,1.1498559749171266e-09,1e-30,7.569139729565011e-14,1e-30,3.136756759609682e-08,5.9202541501538494e-12,3.059383352399973e-15,3.4680641758155634e-12,6.279392752988452e-13,7.049592430246464e-18,1e-30,1.900814711952416e-15,0.15399999917294901,1.042150193271361e-05,9.59554588634629e-10,0.000250391825112646,4.982069686594602,1.2296260972642929e-06,1.2428257545941008e-05,2.923129488614898e-06,3.708207892651819e-13,1.2998936362538167e-13,3.2177022762590045e-11,5.724760845811462e-10,1.2251887592188618e-17
96.0,1.8934885806222525e-15,7.575575300757279e-09,2.9535253762215045e-06,1.5003809726144725e-13,2.250251690870553e-13,1.0508912887531349e-13,2.8575311560395537e-11,1.3612310871796424e-15,2.9450973811858275e-22,6.139114863535592e-16,7.391832687353451e-16,1.4309562519895885e-16,1.6348395617982175e-12,5.734351852628744e-10,1.7159865755998878e-12,3.0899348770825105e-10,1.6965961703387018e-16,9.2510036180473e-13,8.2071132309254e-22,1.2832874881563013e-17,1.226259464695637e-20,1.3020028090738338e-17,1.2081395410787443e-06,1.2598274462698457e-05,1e-30,1.1261064910338197e-09,1e-30,7.261899858838803e-14,1e-30,3.2069157439125446e-08,6.085293320801145e-12,2.49797070461722e-15,3.4042427643506975e-12,6.257059076009517e-13,1.9045613789735707e-17,1e-30,1.934171418645989e-15,0.15399999916703944,1.0567456072768953e-05,9.463015442069148e-10,0.000250398198032638,4.976029548788151,1.2402086985178698e-06,1.2598280547991778e-05,2.953526001927412e-06,3.750632663485025e-13,1.075870995799307e-13,3.197955432474623e-11,5.751511718384742e-10,1.3032290685385294e-17
97.0,1.807019278949235e-15,7.517154169501975e-09,2.983906164125203e-06,1.5408671544746533e-13,2.27913567714696e-13,1.0845489972898932e-13,2.9990955041514915e-11,1.354501394557721e-15,1e-30,4.53116272122058e-16,1.0991002822743327e-15,8.531816246911915e-16,1.697249679996902e-12,5.821745791797798e-10,1.7181386983337362e-12,3.1248084977212255e-10,1e-30,9.658568114933808e-13,8.67116346340197e-22,1.398850214696462e-17,1.3229388096687957e-20,1.3853028857048073e-17,1.217961013351763e-06,1.2769992764843094e-05,1e-30,1.1338362212245704e-09,1e-30,7.362155798876786e-14,1e-30,3.2781468532871754e-08,6.254400234810562e-12,2.5424601755729184e-15,3.523670394796203e-12,6.234335117446724e-13,1.3572730385123317e-18,1e-30,1.934255053154241e-15,0.15399999915462578,1.071507013865387e-05,9.332650062574667e-10,0.000250404602374998,4.970004981810146,1.2507424818846348e-06,1.2769999019243328e-05,2.983906787558715e-06,3.820002831621613e-13,1.1099735990456223e-13,3.351462543631112e-11,5.838927178781136e-10,1.386625824514476e-17
