time_min,NO3- (uM),NO2- (uM),O3 (nM),H2O2 (uM),OH (pM),HO2 (pM),O2- (pM),ONOOH (pM),ONOO- (pM),O2NOOH (pM),O2NOO- (pM),O3- (pM),HO3 (pM),O (pM)
3.9000,1.162729e+01,1.129697e-02,1.298127e+01,2.019857e+00,1.153589e+00,6.714574e+00,1.944879e+01,1.687440e+02,7.746444e+00,5.765157e+03,1.326433e+03,7.209154e-04,1.483451e-02,2.813343e-07
3.9333,1.174979e+01,1.145417e-02,1.292304e+01,2.038700e+00,1.151449e+00,6.952182e+00,1.990959e+01,1.695562e+02,7.695821e+00,5.852784e+03,1.331385e+03,7.153897e-04,1.486672e-02,2.784567e-07
3.9667,1.187240e+01,1.161632e-02,1.287387e+01,2.057521e+00,1.148923e+00,7.195214e+00,2.037493e+01,1.701561e+02,7.636597e+00,5.939886e+03,1.336074e+03,7.100115e-04,1.490152e-02,2.757200e-07
4.0000,1.199534e+01,1.176880e-02,1.280865e+01,2.076309e+00,1.150325e+00,7.450030e+00,2.086219e+01,1.712991e+02,7.602508e+00,6.029290e+03,1.341121e+03,7.076896e-04,1.500207e-02,2.728471e-07
4.0333,1.211853e+01,1.191975e-02,1.272743e+01,2.095053e+00,1.151267e+00,7.712841e+00,2.136030e+01,1.725232e+02,7.572521e+00,6.122648e+03,1.346891e+03,7.041489e-04,1.507271e-02,2.698244e-07
4.0667,1.224187e+01,1.206176e-02,1.262712e+01,2.113750e+00,1.156341e+00,7.990881e+00,2.188895e+01,1.741607e+02,7.561020e+00,6.220345e+03,1.353458e+03,7.039917e-04,1.521708e-02,2.666230e-07
4.1000,1.236532e+01,1.220832e-02,1.251356e+01,2.132390e+00,1.158984e+00,8.277909e+00,2.243022e+01,1.758149e+02,7.550377e+00,6.324167e+03,1.361182e+03,7.010048e-04,1.529606e-02,2.632959e-07
4.1333,1.248905e+01,1.237665e-02,1.243398e+01,2.150999e+00,1.155719e+00,8.567573e+00,2.296620e+01,1.764568e+02,7.496694e+00,6.427404e+03,1.368570e+03,6.942387e-04,1.529134e-02,2.603667e-07
4.1667,1.261311e+01,1.254750e-02,1.237368e+01,2.169590e+00,1.154233e+00,8.867873e+00,2.351815e+01,1.770085e+02,7.440082e+00,6.528061e+03,1.375206e+03,6.900577e-04,1.534350e-02,2.576966e-07
4.2000,1.273737e+01,1.271603e-02,1.230681e+01,2.188147e+00,1.153657e+00,9.178086e+00,2.408384e+01,1.779202e+02,7.399440e+00,6.629556e+03,1.381841e+03,6.861279e-04,1.539910e-02,2.549988e-07
4.2333,1.286181e+01,1.288640e-02,1.223855e+01,2.206671e+00,1.153365e+00,9.497194e+00,2.466016e+01,1.789323e+02,7.363584e+00,6.732270e+03,1.388552e+03,6.823089e-04,1.545713e-02,2.523225e-07
4.2667,1.298640e+01,1.305230e-02,1.216037e+01,2.225154e+00,1.155132e+00,9.828085e+00,2.525426e+01,1.801394e+02,7.336258e+00,6.837198e+03,1.395545e+03,6.799679e-04,1.554611e-02,2.495755e-07
4.3000,1.311121e+01,1.323143e-02,1.209490e+01,2.243605e+00,1.151934e+00,1.016077e+01,2.584003e+01,1.807953e+02,7.287080e+00,6.942321e+03,1.402397e+03,6.736886e-04,1.554081e-02,2.469895e-07
4.3333,1.323641e+01,1.341985e-02,1.205691e+01,2.262042e+00,1.147988e+00,1.049805e+01,2.642434e+01,1.809572e+02,7.218906e+00,7.043131e+03,1.408190e+03,6.679619e-04,1.554919e-02,2.447339e-07
4.3667,1.336198e+01,1.361307e-02,1.203004e+01,2.280466e+00,1.143284e+00,1.083839e+01,2.700330e+01,1.811629e+02,7.153542e+00,7.141000e+03,1.413224e+03,6.617395e-04,1.554484e-02,2.426364e-07
4.4000,1.348789e+01,1.380383e-02,1.200508e+01,2.298873e+00,1.140458e+00,1.118422e+01,2.758306e+01,1.814981e+02,7.094290e+00,7.236529e+03,1.417644e+03,6.570547e-04,1.557636e-02,2.405990e-07
4.4333,1.361410e+01,1.398597e-02,1.196355e+01,2.317250e+00,1.140218e+00,1.153747e+01,2.816850e+01,1.822685e+02,7.052855e+00,7.332799e+03,1.422077e+03,6.537898e-04,1.564004e-02,2.384217e-07
4.4667,1.374046e+01,1.416235e-02,1.190505e+01,2.335588e+00,1.141381e+00,1.189812e+01,2.875969e+01,1.832981e+02,7.022046e+00,7.431649e+03,1.426891e+03,6.511193e-04,1.571479e-02,2.360921e-07
4.5000,1.386685e+01,1.433955e-02,1.183851e+01,2.353883e+00,1.142209e+00,1.226519e+01,2.935424e+01,1.843936e+02,6.994271e+00,7.533469e+03,1.432160e+03,6.480538e-04,1.577610e-02,2.336992e-07
4.5333,1.399330e+01,1.453340e-02,1.179432e+01,2.372153e+00,1.137713e+00,1.263035e+01,2.993211e+01,1.847234e+02,6.938155e+00,7.634371e+03,1.437128e+03,6.415326e-04,1.574899e-02,2.315554e-07
4.5667,1.411992e+01,1.473376e-02,1.177389e+01,2.390414e+00,1.133404e+00,1.299885e+01,3.050579e+01,1.846982e+02,6.869738e+00,7.730495e+03,1.441069e+03,6.361441e-04,1.575039e-02,2.296895e-07
4.6000,1.424677e+01,1.493316e-02,1.175472e+01,2.408659e+00,1.129814e+00,1.337063e+01,3.107518e+01,1.849091e+02,6.811146e+00,7.824389e+03,1.444483e+03,6.311316e-04,1.575997e-02,2.278706e-07
4.6333,1.437385e+01,1.513431e-02,1.173871e+01,2.426888e+00,1.126038e+00,1.374318e+01,3.163453e+01,1.851099e+02,6.753111e+00,7.916374e+03,1.447440e+03,6.259727e-04,1.576407e-02,2.261119e-07
4.6667,1.450108e+01,1.533345e-02,1.172138e+01,2.445099e+00,1.123325e+00,1.411774e+01,3.218710e+01,1.854002e+02,6.699260e+00,8.006914e+03,1.450046e+03,6.216622e-04,1.578630e-02,2.243669e-07
4.7000,1.462823e+01,1.554934e-02,1.172660e+01,2.463305e+00,1.114926e+00,1.448190e+01,3.270533e+01,1.849710e+02,6.620590e+00,8.093286e+03,1.451837e+03,6.135188e-04,1.570387e-02,2.228685e-07
4.7333,1.475543e+01,1.576975e-02,1.175626e+01,2.481525e+00,1.107605e+00,1.484222e+01,3.320451e+01,1.842121e+02,6.531553e+00,8.171467e+03,1.452106e+03,6.070715e-04,1.566819e-02,2.216484e-07
4.7667,1.488278e+01,1.598441e-02,1.178049e+01,2.499745e+00,1.101832e+00,1.519914e+01,3.368606e+01,1.838859e+02,6.459211e+00,8.245807e+03,1.451658e+03,6.015086e-04,1.564962e-02,2.204043e-07
4.8000,1.501019e+01,1.619773e-02,1.180194e+01,2.517961e+00,1.096356e+00,1.555046e+01,3.414569e+01,1.836703e+02,6.391924e+00,8.317501e+03,1.450727e+03,5.959304e-04,1.563043e-02,2.191547e-07
4.8333,1.513773e+01,1.639980e-02,1.180748e+01,2.536164e+00,1.094341e+00,1.590285e+01,3.459843e+01,1.839710e+02,6.343527e+00,8.389308e+03,1.449799e+03,5.926534e-04,1.567062e-02,2.177691e-07
4.8667,1.526543e+01,1.659574e-02,1.179526e+01,2.554342e+00,1.092588e+00,1.625467e+01,3.504097e+01,1.844756e+02,6.302850e+00,8.463873e+03,1.449329e+03,5.889830e-04,1.569679e-02,2.162203e-07
4.9000,1.539345e+01,1.678397e-02,1.176855e+01,2.572491e+00,1.093067e+00,1.661232e+01,3.548699e+01,1.852468e+02,6.271762e+00,8.541578e+03,1.449363e+03,5.867274e-04,1.576344e-02,2.145422e-07
4.9333,1.552168e+01,1.696991e-02,1.173044e+01,2.590605e+00,1.092977e+00,1.697456e+01,3.593404e+01,1.860260e+02,6.241389e+00,8.623541e+03,1.450084e+03,5.837317e-04,1.580675e-02,2.127616e-07
4.9667,1.565000e+01,1.716042e-02,1.169601e+01,2.608694e+00,1.091744e+00,1.734148e+01,3.638244e+01,1.865568e+02,6.203214e+00,8.707252e+03,1.451064e+03,5.801963e-04,1.583354e-02,2.110285e-07
5.0000,1.577854e+01,1.735795e-02,1.167216e+01,2.626763e+00,1.088780e+00,1.771154e+01,3.682861e+01,1.867569e+02,6.154685e+00,8.790825e+03,1.451974e+03,5.757328e-04,1.583382e-02,2.094140e-07
5.0333,1.590732e+01,1.756812e-02,1.167019e+01,2.644829e+00,1.082859e+00,1.807970e+01,3.726212e+01,1.864184e+02,6.089267e+00,8.870931e+03,1.452264e+03,5.697289e-04,1.578918e-02,2.080300e-07
5.0667,1.603632e+01,1.777350e-02,1.167259e+01,2.662892e+00,1.079803e+00,1.845299e+01,3.769764e+01,1.862836e+02,6.031455e+00,8.947657e+03,1.451967e+03,5.660777e-04,1.580913e-02,2.067153e-07
5.1000,1.616553e+01,1.796764e-02,1.165553e+01,2.680932e+00,1.079141e+00,1.883171e+01,3.813588e+01,1.867636e+02,5.994271e+00,9.026122e+03,1.451929e+03,5.633977e-04,1.585548e-02,2.052339e-07
5.1333,1.629507e+01,1.815914e-02,1.162836e+01,2.698945e+00,1.078472e+00,1.921328e+01,3.857139e+01,1.872931e+02,5.959168e+00,9.106963e+03,1.452237e+03,5.603031e-04,1.589201e-02,2.036682e-07
5.1667,1.642493e+01,1.834958e-02,1.159474e+01,2.716928e+00,1.078447e+00,1.960062e+01,3.900992e+01,1.880274e+02,5.930981e+00,9.190792e+03,1.452976e+03,5.577570e-04,1.594067e-02,2.020543e-07
5.2000,1.655494e+01,1.853311e-02,1.154679e+01,2.734873e+00,1.080396e+00,1.999884e+01,3.946179e+01,1.891001e+02,5.913761e+00,9.279742e+03,1.454480e+03,5.563048e-04,1.602046e-02,2.003184e-07
5.2333,1.668515e+01,1.872111e-02,1.149674e+01,2.752782e+00,1.080216e+00,2.040292e+01,3.991680e+01,1.899179e+02,5.888832e+00,9.372792e+03,1.456573e+03,5.530980e-04,1.605159e-02,1.985716e-07
5.2667,1.681555e+01,1.892075e-02,1.146459e+01,2.770672e+00,1.077619e+00,2.081073e+01,4.037063e+01,1.901486e+02,5.846170e+00,9.465195e+03,1.458505e+03,5.491111e-04,1.605056e-02,1.970069e-07
5.3000,1.694612e+01,1.912489e-02,1.144397e+01,2.788549e+00,1.074933e+00,2.122395e+01,4.082654e+01,1.902540e+02,5.800296e+00,9.555678e+03,1.460084e+03,5.454047e-04,1.605764e-02,1.955709e-07
5.3333,1.707707e+01,1.932006e-02,1.141371e+01,2.806403e+00,1.075301e+00,2.164777e+01,4.129402e+01,1.908150e+02,5.768814e+00,9.646942e+03,1.461718e+03,5.434264e-04,1.611929e-02,1.940665e-07
5.3667,1.720835e+01,1.951127e-02,1.136905e+01,2.824220e+00,1.076136e+00,2.207901e+01,4.176686e+01,1.917392e+02,5.748613e+00,9.742275e+03,1.463904e+03,5.412593e-04,1.617437e-02,1.924421e-07
5.4000,1.733979e+01,1.970524e-02,1.132317e+01,2.842005e+00,1.076372e+00,2.251648e+01,4.224292e+01,1.925400e+02,5.724986e+00,9.840601e+03,1.466476e+03,5.386937e-04,1.621764e-02,1.908181e-07
5.4333,1.747123e+01,1.989650e-02,1.127344e+01,2.859756e+00,1.077575e+00,2.296425e+01,4.273016e+01,1.933150e+02,5.700958e+00,9.941130e+03,1.469325e+03,5.369068e-04,1.627893e-02,1.891733e-07
5.4667,1.760266e+01,2.008146e-02,1.120896e+01,2.877462e+00,1.080768e+00,2.342698e+01,4.323693e+01,1.945640e+02,5.691164e+00,1.004644e+04,1.472824e+03,5.362003e-04,1.637064e-02,1.874076e-07
5.5000,1.773419e+01,2.026667e-02,1.113457e+01,2.895117e+00,1.083676e+00,2.390316e+01,4.375967e+01,1.959549e+02,5.685581e+00,1.015816e+04,1.477182e+03,5.350120e-04,1.644783e-02,1.855619e-07
5.5333,1.786588e+01,2.047016e-02,1.108092e+01,2.912740e+00,1.081418e+00,2.438214e+01,4.427844e+01,1.964799e+02,5.655078e+00,1.027098e+04,1.481605e+03,5.308564e-04,1.643408e-02,1.839151e-07
5.5667,1.799787e+01,2.069130e-02,1.106046e+01,2.930357e+00,1.076656e+00,2.486281e+01,4.479082e+01,1.963236e+02,5.605461e+00,1.037874e+04,1.485195e+03,5.261184e-04,1.640016e-02,1.825902e-07
5.6000,1.813012e+01,2.091631e-02,1.105471e+01,2.947971e+00,1.072366e+00,2.534473e+01,4.529621e+01,1.960730e+02,5.553823e+00,1.048114e+04,1.487931e+03,5.219367e-04,1.638299e-02,1.814235e-07
5.6333,1.826251e+01,2.114080e-02,1.105161e+01,2.965580e+00,1.068718e+00,2.582413e+01,4.578840e+01,1.959416e+02,5.506256e+00,1.057934e+04,1.490008e+03,5.181149e-04,1.637463e-02,1.803019e-07
5.6667,1.839493e+01,2.136905e-02,1.105547e+01,2.983185e+00,1.064057e+00,2.629506e+01,4.625751e+01,1.955987e+02,5.453483e+00,1.067280e+04,1.491373e+03,5.137584e-04,1.634517e-02,1.792595e-07
5.7000,1.852733e+01,2.159260e-02,1.105655e+01,3.000786e+00,1.061585e+00,2.676350e+01,4.671455e+01,1.955739e+02,5.410287e+00,1.076274e+04,1.492217e+03,5.108516e-04,1.636074e-02,1.782104e-07
5.7333,1.865993e+01,2.181570e-02,1.105175e+01,3.018371e+00,1.058588e+00,2.722646e+01,4.715412e+01,1.957203e+02,5.372350e+00,1.085213e+04,1.492944e+03,5.072132e-04,1.635570e-02,1.771213e-07
5.7667,1.879278e+01,2.203692e-02,1.104505e+01,3.035943e+00,1.056523e+00,2.768830e+01,4.758398e+01,1.959076e+02,5.336000e+00,1.094053e+04,1.493491e+03,5.043390e-04,1.637168e-02,1.760282e-07
5.8000,1.892571e+01,2.224665e-02,1.102149e+01,3.053489e+00,1.057210e+00,2.815650e+01,4.801757e+01,1.965682e+02,5.312940e+00,1.103114e+04,1.494314e+03,5.028344e-04,1.643173e-02,1.747981e-07
5.8333,1.905873e+01,2.245741e-02,1.099071e+01,3.071003e+00,1.056439e+00,2.862651e+01,4.844714e+01,1.971924e+02,5.289198e+00,1.112488e+04,1.495529e+03,5.001697e-04,1.645212e-02,1.735109e-07
5.8667,1.919196e+01,2.268867e-02,1.098510e+01,3.088510e+00,1.050645e+00,2.908934e+01,4.885715e+01,1.969137e+02,5.241677e+00,1.121575e+04,1.496313e+03,4.950810e-04,1.638871e-02,1.724535e-07
5.9000,1.932537e+01,2.293688e-02,1.101283e+01,3.106035e+00,1.042363e+00,2.954282e+01,4.924439e+01,1.958193e+02,5.173213e+00,1.129746e+04,1.495842e+03,4.892815e-04,1.630057e-02,1.717066e-07
5.9333,1.945886e+01,2.318436e-02,1.104957e+01,3.123578e+00,1.035870e+00,2.998927e+01,4.961337e+01,1.949304e+02,5.111076e+00,1.137101e+04,1.494279e+03,4.846928e-04,1.625422e-02,1.710606e-07
5.9667,1.959252e+01,2.343451e-02,1.108933e+01,3.141133e+00,1.028487e+00,3.041965e+01,4.994943e+01,1.940739e+02,5.050606e+00,1.143866e+04,1.491940e+03,4.794354e-04,1.618172e-02,1.704564e-07
6.0000,1.972646e+01,2.367110e-02,1.112042e+01,3.158695e+00,1.024965e+00,3.084381e+01,5.026933e+01,1.935681e+02,4.999986e+00,1.150155e+04,1.488989e+03,4.764884e-04,1.618762e-02,1.697927e-07
6.0333,1.986055e+01,2.389229e-02,1.112749e+01,3.176242e+00,1.023424e+00,3.126416e+01,5.057778e+01,1.937085e+02,4.966629e+00,1.156575e+04,1.486232e+03,4.741444e-04,1.621056e-02,1.689291e-07
6.0667,1.999478e+01,2.413996e-02,1.115729e+01,3.193793e+00,1.014243e+00,3.166213e+01,5.084497e+01,1.927441e+02,4.905563e+00,1.162597e+04,1.482987e+03,4.675084e-04,1.608192e-02,1.682637e-07
6.1000,2.012930e+01,2.438714e-02,1.120448e+01,3.211372e+00,1.008221e+00,3.205694e+01,5.110197e+01,1.916341e+02,4.841594e+00,1.167727e+04,1.478621e+03,4.635782e-04,1.605017e-02,1.677665e-07
6.1333,2.026407e+01,2.462093e-02,1.123363e+01,3.228948e+00,1.003977e+00,3.244717e+01,5.134704e+01,1.912779e+02,4.797373e+00,1.172779e+04,1.474195e+03,4.600456e-04,1.603051e-02,1.671273e-07
6.1667,2.039897e+01,2.485193e-02,1.125705e+01,3.246522e+00,9.998996e-01,3.283025e+01,5.157661e+01,1.909558e+02,4.754570e+00,1.177762e+04,1.469725e+03,4.565852e-04,1.600983e-02,1.664464e-07
6.2000,2.053396e+01,2.508483e-02,1.128042e+01,3.264094e+00,9.951145e-01,3.320646e+01,5.179143e+01,1.905831e+02,4.711071e+00,1.182669e+04,1.465205e+03,4.526291e-04,1.597396e-02,1.657723e-07
6.2333,2.066918e+01,2.532013e-02,1.130719e+01,3.281668e+00,9.899402e-01,3.357748e+01,5.199407e+01,1.900839e+02,4.664994e+00,1.187409e+04,1.460515e+03,4.486329e-04,1.593344e-02,1.651359e-07
6.2667,2.080465e+01,2.554374e-02,1.132412e+01,3.299238e+00,9.874186e-01,3.395138e+01,5.219728e+01,1.899600e+02,4.628632e+00,1.192173e+04,1.455894e+03,4.461716e-04,1.594533e-02,1.644265e-07
6.3000,2.094042e+01,2.577045e-02,1.133813e+01,3.316797e+00,9.828556e-01,3.431982e+01,5.238829e+01,1.896850e+02,4.589045e+00,1.197041e+04,1.451437e+03,4.422657e-04,1.590287e-02,1.636973e-07
6.3333,2.107657e+01,2.600410e-02,1.136250e+01,3.334361e+00,9.776286e-01,3.468465e+01,5.256980e+01,1.891009e+02,4.542475e+00,1.201656e+04,1.446703e+03,4.382811e-04,1.585994e-02,1.630644e-07
6.3667,2.121305e+01,2.623477e-02,1.138558e+01,3.351925e+00,9.732497e-01,3.504871e+01,5.274636e+01,1.887015e+02,4.500863e+00,1.206181e+04,1.441893e+03,4.348290e-04,1.583394e-02,1.624313e-07
6.4000,2.134977e+01,2.645516e-02,1.139833e+01,3.369481e+00,9.707068e-01,3.541497e+01,5.292284e+01,1.886085e+02,4.467017e+00,1.210817e+04,1.437258e+03,4.322413e-04,1.583899e-02,1.617204e-07
6.4333,2.148675e+01,2.667670e-02,1.140652e+01,3.387023e+00,9.671833e-01,3.577918e+01,5.309287e+01,1.885312e+02,4.433932e+00,1.215647e+04,1.432892e+03,4.289099e-04,1.581591e-02,1.609767e-07
6.4667,2.162408e+01,2.689058e-02,1.140972e+01,3.404554e+00,9.654509e-01,3.614928e+01,5.326816e+01,1.885203e+02,4.402773e+00,1.220601e+04,1.428703e+03,4.266920e-04,1.583377e-02,1.601992e-07
6.5000,2.176171e+01,2.710894e-02,1.141072e+01,3.422067e+00,9.619499e-01,3.651934e+01,5.343999e+01,1.884987e+02,4.371715e+00,1.225799e+04,1.424829e+03,4.232975e-04,1.580550e-02,1.594085e-07
6.5333,2.189959e+01,2.733254e-02,1.142035e+01,3.439577e+00,9.580520e-01,3.689079e+01,5.361048e+01,1.881154e+02,4.332675e+00,1.230885e+04,1.420853e+03,4.199902e-04,1.577957e-02,1.586978e-07
6.5667,2.203762e+01,2.755605e-02,1.143119e+01,3.457081e+00,9.541368e-01,3.726333e+01,5.377955e+01,1.877484e+02,4.294492e+00,1.235885e+04,1.416816e+03,4.166482e-04,1.575179e-02,1.580066e-07
6.6000,2.217578e+01,2.777673e-02,1.143989e+01,3.474578e+00,9.510612e-01,3.763789e+01,5.394851e+01,1.875479e+02,4.260557e+00,1.240881e+04,1.412812e+03,4.137804e-04,1.574193e-02,1.573068e-07
6.6333,2.231408e+01,2.799225e-02,1.144224e+01,3.492061e+00,9.487207e-01,3.801500e+01,5.411815e+01,1.875460e+02,4.231515e+00,1.246044e+04,1.409033e+03,4.113319e-04,1.574198e-02,1.565621e-07
6.6667,2.245249e+01,2.821313e-02,1.144608e+01,3.509533e+00,9.450950e-01,3.839068e+01,5.428280e+01,1.873981e+02,4.199540e+00,1.251304e+04,1.405399e+03,4.081516e-04,1.571238e-02,1.558355e-07
6.7000,2.259104e+01,2.842408e-02,1.144308e+01,3.526990e+00,9.440810e-01,3.877516e+01,5.445690e+01,1.875708e+02,4.175077e+00,1.256732e+04,1.401980e+03,4.064913e-04,1.574266e-02,1.550617e-07
6.7333,2.272973e+01,2.862611e-02,1.142480e+01,3.544416e+00,9.437816e-01,3.916786e+01,5.463955e+01,1.881559e+02,4.160016e+00,1.262739e+04,1.399236e+03,4.048266e-04,1.577198e-02,1.541679e-07
6.7667,2.286850e+01,2.883396e-02,1.140722e+01,3.561818e+00,9.421795e-01,3.956580e+01,5.482643e+01,1.884858e+02,4.139507e+00,1.269117e+04,1.396920e+03,4.025310e-04,1.577311e-02,1.532833e-07
6.8000,2.300735e+01,2.904553e-02,1.139386e+01,3.579202e+00,9.402584e-01,3.997141e+01,5.502085e+01,1.886108e+02,4.114760e+00,1.275644e+04,1.394785e+03,4.000769e-04,1.577330e-02,1.524399e-07
6.8333,2.314619e+01,2.926810e-02,1.139057e+01,3.596576e+00,9.362210e-01,4.037803e+01,5.521368e+01,1.883175e+02,4.081242e+00,1.282086e+04,1.392575e+03,3.967654e-04,1.572979e-02,1.516858e-07
6.8667,2.328508e+01,2.950439e-02,1.140489e+01,3.613957e+00,9.304524e-01,4.078085e+01,5.539826e+01,1.874647e+02,4.036075e+00,1.287992e+04,1.389802e+03,3.928137e-04,1.566113e-02,1.510846e-07
6.9000,2.342410e+01,2.973646e-02,1.142147e+01,3.631343e+00,9.264685e-01,4.118400e+01,5.558022e+01,1.868779e+02,3.997142e+00,1.293474e+04,1.386594e+03,3.900269e-04,1.563672e-02,1.505145e-07
6.9333,2.356324e+01,2.996482e-02,1.143317e+01,3.648724e+00,9.226760e-01,4.158256e+01,5.575301e+01,1.865127e+02,3.963378e+00,1.298846e+04,1.383295e+03,3.871312e-04,1.560640e-02,1.499134e-07
6.9667,2.370254e+01,3.019728e-02,1.144817e+01,3.666104e+00,9.181685e-01,4.197399e+01,5.591338e+01,1.859604e+02,3.926051e+00,1.303963e+04,1.379751e+03,3.838847e-04,1.556176e-02,1.493462e-07
7.0000,2.384196e+01,3.042759e-02,1.146360e+01,3.683485e+00,9.142726e-01,4.236219e+01,5.606680e+01,1.854433e+02,3.889901e+00,1.308825e+04,1.375969e+03,3.810858e-04,1.553278e-02,1.487906e-07
7.0333,2.398148e+01,3.065753e-02,1.147731e+01,3.700862e+00,9.102741e-01,4.274646e+01,5.621251e+01,1.850323e+02,3.856385e+00,1.313568e+04,1.372098e+03,3.781008e-04,1.549785e-02,1.482284e-07
7.0667,2.412122e+01,3.089177e-02,1.149468e+01,3.718239e+00,9.055688e-01,4.312523e+01,5.634833e+01,1.844373e+02,3.819428e+00,1.318085e+04,1.368022e+03,3.748464e-04,1.544908e-02,1.477021e-07
7.1000,2.426115e+01,3.111566e-02,1.150717e+01,3.735614e+00,9.028682e-01,4.350590e+01,5.648422e+01,1.841028e+02,3.788258e+00,1.322478e+04,1.363853e+03,3.727038e-04,1.544553e-02,1.471451e-07
7.1333,2.440112e+01,3.132624e-02,1.150527e+01,3.752971e+00,9.018061e-01,4.389097e+01,5.662377e+01,1.843282e+02,3.768907e+00,1.327202e+04,1.360068e+03,3.711656e-04,1.546606e-02,1.464786e-07
7.1667,2.454123e+01,3.152579e-02,1.148856e+01,3.770299e+00,9.023064e-01,4.428532e+01,5.677289e+01,1.850126e+02,3.759089e+00,1.332554e+04,1.356957e+03,3.702419e-04,1.551317e-02,1.456976e-07
7.2000,2.468148e+01,3.173173e-02,1.146993e+01,3.787600e+00,9.008610e-01,4.468411e+01,5.692519e+01,1.854111e+02,3.743580e+00,1.338436e+04,1.354406e+03,3.680599e-04,1.551002e-02,1.449025e-07
7.2333,2.482187e+01,3.195058e-02,1.146286e+01,3.804889e+00,8.978036e-01,4.508745e+01,5.708070e+01,1.852391e+02,3.716775e+00,1.344304e+04,1.351858e+03,3.654098e-04,1.548277e-02,1.442038e-07
7.2667,2.496242e+01,3.217694e-02,1.146358e+01,3.822174e+00,8.942397e-01,4.549491e+01,5.723868e+01,1.849747e+02,3.688409e+00,1.350069e+04,1.349220e+03,3.627447e-04,1.545135e-02,1.435747e-07
7.3000,2.510321e+01,3.243097e-02,1.148590e+01,3.839470e+00,8.862555e-01,4.588938e+01,5.737739e+01,1.838058e+02,3.642401e+00,1.355264e+04,1.346023e+03,3.579456e-04,1.532610e-02,1.431232e-07
7.3333,2.524423e+01,3.267482e-02,1.151413e+01,3.856787e+00,8.818913e-01,4.628467e+01,5.751456e+01,1.827897e+02,3.599916e+00,1.359650e+04,1.342047e+03,3.554094e-04,1.530120e-02,1.427321e-07
7.3667,2.538552e+01,3.289785e-02,1.152189e+01,3.874092e+00,8.798374e-01,4.667921e+01,5.764834e+01,1.828235e+02,3.578453e+00,1.364242e+04,1.338304e+03,3.535535e-04,1.530446e-02,1.421879e-07
7.4000,2.552706e+01,3.312186e-02,1.152433e+01,3.891383e+00,8.771238e-01,4.706840e+01,5.777305e+01,1.828058e+02,3.556198e+00,1.369056e+04,1.334803e+03,3.512549e-04,1.528636e-02,1.416050e-07
7.4333,2.566874e+01,3.334082e-02,1.152352e+01,3.908662e+00,8.752205e-01,4.746036e+01,5.789902e+01,1.827806e+02,3.534030e+00,1.373982e+04,1.331439e+03,3.494302e-04,1.528838e-02,1.410011e-07
7.4667,2.581061e+01,3.356282e-02,1.152165e+01,3.925927e+00,8.723922e-01,4.785363e+01,5.802438e+01,1.827036e+02,3.511095e+00,1.379064e+04,1.328250e+03,3.470566e-04,1.526484e-02,1.403929e-07
7.5000,2.595259e+01,3.379458e-02,1.152765e+01,3.943190e+00,8.683496e-01,4.824614e+01,5.814670e+01,1.822261e+02,3.480752e+00,1.383978e+04,1.324926e+03,3.441608e-04,1.522001e-02,1.398513e-07
7.5333,2.609466e+01,3.402099e-02,1.153275e+01,3.960449e+00,8.656490e-01,4.864322e+01,5.827254e+01,1.819388e+02,3.454355e+00,1.388774e+04,1.321518e+03,3.421591e-04,1.520927e-02,1.393102e-07
7.5667,2.623683e+01,3.423910e-02,1.152998e+01,3.977694e+00,8.638665e-01,4.904428e+01,5.840109e+01,1.820008e+02,3.434835e+00,1.393778e+04,1.318336e+03,3.403405e-04,1.521110e-02,1.387135e-07
7.6000,2.637916e+01,3.445394e-02,1.152255e+01,3.994922e+00,8.623597e-01,4.944913e+01,5.853205e+01,1.821475e+02,3.417105e+00,1.399040e+04,1.315422e+03,3.387087e-04,1.521538e-02,1.380846e-07
7.6333,2.652158e+01,3.466718e-02,1.151223e+01,4.012131e+00,8.609841e-01,4.985944e+01,5.866739e+01,1.823215e+02,3.400066e+00,1.404560e+04,1.312773e+03,3.371168e-04,1.522084e-02,1.374373e-07
7.6667,2.666410e+01,3.487956e-02,1.149963e+01,4.029323e+00,8.596946e-01,5.027650e+01,5.880858e+01,1.825098e+02,3.383467e+00,1.410330e+04,1.310377e+03,3.353833e-04,1.522682e-02,1.367767e-07
7.7000,2.680673e+01,3.509150e-02,1.148539e+01,4.046495e+00,8.584799e-01,5.070099e+01,5.895626e+01,1.827091e+02,3.367237e+00,1.416341e+04,1.308222e+03,3.338410e-04,1.523360e-02,1.361079e-07
7.7333,2.694940e+01,3.530317e-02,1.146991e+01,4.063648e+00,8.573426e-01,5.113296e+01,5.911051e+01,1.829204e+02,3.351397e+00,1.422581e+04,1.306293e+03,3.323272e-04,1.524128e-02,1.354341e-07
7.7667,2.709216e+01,3.551468e-02,1.145347e+01,4.080783e+00,8.562816e-01,5.157246e+01,5.927117e+01,1.831442e+02,3.335945e+00,1.429041e+04,1.304579e+03,3.308661e-04,1.525009e-02,1.347576e-07
7.8000,2.723500e+01,3.572616e-02,1.143579e+01,4.097897e+00,8.552889e-01,5.201937e+01,5.943800e+01,1.833787e+02,3.320841e+00,1.435714e+04,1.303068e+03,3.294352e-04,1.525935e-02,1.340764e-07
