Index,Time,Initial_pH,Final_pH,NO_nM,NO2_nM,NO2-_uM,NO3-_uM,H+_uM,OH-_nM,OH_pM,ONOO-_nM,HONO_uM,HONO2_uM,O3_gas,NO2_gas,N2O4_gas,HONO_gas,HONO2_gas,H2O2_gas,N2O4_source,plasma_on
79,79.0,6.5,5.130415801153861,1.9508290394093786e-08,31.847038033044324,0.2529062081562032,6.8368722474327095,7.406008375264011,1.350255021780291,2.312605688330785e-06,1.6245571037921584e-05,0.004704827824518591,1e-14,1.4032340916540688e+16,934943989382359.6,239704638377.34305,7317366.149053682,948179290511627.4,2806468183308.1377,equilibrium,True
80,80.0,6.5,5.1288591693947945,1.947433631654347e-08,31.86337327399728,0.25736303945712724,6.859008557844245,7.432601190905147,1.345423996686877,2.2288340162513997e-06,1.5508293588555696e-05,0.004804929870692292,1e-14,1.4050359026558398e+16,953704551199156.8,249420967947.68594,7613972.595939178,947024161098616.8,2810071805311.6797,equilibrium,True
81,81.0,6.5,5.130924410892877,2.0506166589287566e-08,31.85474172550551,0.25631378057482274,6.824807452600865,7.397340148194263,1.3518372549740558,1e-08,2.0810637275508394e-05,0.004762638204686876,1e-14,1.4065408679790312e+16,951210853347292.8,248118326852.4573,7574207.400242017,941598027029062.4,2813081735958.0625,equilibrium,True
82,82.0,6.5,5.1322367024457565,1.9371758663392064e-08,31.863384024678943,0.2535125036976085,6.805279415236405,7.375021615934493,1.3559282292056616,2.3046774079231825e-06,1.6209378157245955e-05,0.004696374571219866,1e-14,1.4077865972685328e+16,940250433920276.4,242433334552.86282,7400663.949050229,941302465714253.6,2815573194537.0654,equilibrium,True
83,83.0,6.5,5.132914447954516,1e-11,31.832796403937703,0.25152671646283226,6.795764596108236,7.36352137852746,1.3580458976065577,1.9566160809924494e-06,1.4001243151595272e-05,0.004652321502791148,1e-14,1.4090784964058448e+16,932909040349537.2,238662317377.73166,7285547.639196573,941750713025831.2,2818156992811.6895,equilibrium,True
84,84.0,6.5,5.129551309920483,1.92081799787949e-08,31.869704504880836,0.2558663586304986,6.848669037762434,7.420765195893017,1.347569925212259,2.048009339762603e-06,1.4528265389093372e-05,0.004769379982699696,1e-14,1.4107194637490848e+16,949643584292651.4,247301372728.04593,7549268.573460171,946835116791950.6,2821438927498.1694,equilibrium,True
85,85.0,6.5,5.12927215187451,1.9044750851704413e-08,31.866021836442904,0.25482311443332856,6.854485255145873,7.425536686959036,1.3467040055985473,1e-08,1.4596958028500978e-05,0.004752987953217512,1e-14,1.4123943888997052e+16,945911535037086.5,245361429438.45566,7490048.712491167,949037554238674.6,2824788777799.41,equilibrium,True
86,86.0,6.5,5.126418285873138,9.622611807439211e-08,31.86418115815435,0.257988045614391,6.900274582654066,7.4744925632743495,1.337883463712524,1e-08,1.3182777347749758e-05,0.004843745795050998,1e-14,1.4142264495916332e+16,960236965791601.4,252849495575.76456,7718633.866478735,952995143116758.5,2828452899183.2666,equilibrium,True
87,87.0,6.5,5.127964409748204,1.4954962052983892e-05,31.859578585023318,0.2556752333908017,6.876025336385319,7.447930068816575,1.342654926623952,2.3530537922345524e-06,1.6331690911292066e-05,0.0047832634076411615,1e-14,1.4156853863694952e+16,952486836516046.2,248784440265.1901,7594541.573876523,950713529001134.2,2831370772738.99,equilibrium,True
88,88.0,6.5,5.125942608170029,2.0196395028848855e-08,31.888144226624725,0.262203256578857,6.9042504505193705,7.48268377323663,1.3364188976974207,2.50006531650265e-06,1.752247652801884e-05,0.004928281647550559,1e-14,1.4171778080628194e+16,980186333903926.1,263464761420.30182,8042681.775938649,947989982103377.2,2834355616125.6387,equilibrium,True
89,89.0,6.5,5.125447320013256,9.535189811753131e-08,31.88413947363617,0.2628996451042575,6.912092823731946,7.491222216392727,1.3348956567013301,2.078511893070896e-06,1.4587131806766237e-05,0.004947009292596388,1e-14,1.4182931762171566e+16,984584534338217.9,265834454920.3326,8115020.447055481,947938088926678.6,2836586352434.313,equilibrium,True
90,90.0,6.5,5.124646961371374,1.9783707105984322e-08,31.896235617739457,0.2668557903634333,6.9219549587966664,7.5050404728321425,1.3324378511009345,2.0962581694029496e-06,1.467620541357277e-05,0.0050307150163543144,1e-14,1.4194945035771866e+16,1001151995441957.2,274856039702.51254,8390418.70193623,945255713658579.0,2838989007154.373,equilibrium,True
91,91.0,6.5,5.125337726765619,2.0287600331330044e-08,31.90965625832506,0.26584763682059304,6.911035722072395,7.493112848214133,1.3345588412472438,2.402370936343453e-06,1.6622224943293767e-05,0.005003744477238416,1e-14,1.4203875446978686e+16,998073527638469.8,273168314819.78055,8338898.209844718,944030554549038.4,2840775089395.7373,equilibrium,True
92,92.0,6.5,5.126489541639284,1.972068234371921e-08,31.89587649459049,0.26350974079439093,6.8935269787240925,7.473266305455804,1.3381029915589735,2.1550989854050774e-06,1.5154922382075447e-05,0.004946604390071671,1e-14,1.4212264071272478e+16,989370154524752.8,268424937386.30093,8194099.05327066,943313845658642.4,2842452814254.4956,equilibrium,True
93,93.0,6.5,5.126636861270638,1.9594988994175776e-08,31.90231443293405,0.2607304122179155,6.893771573116838,7.470731683965779,1.3385569744808261,2.1512822410314524e-06,1.518207639974746e-05,0.004892770851469234,1e-14,1.4221199615250176e+16,978967405979434.5,262809896398.74667,8022690.977373526,946036251311693.9,2844239923050.035,equilibrium,True
94,94.0,6.5,5.124130788986449,1.989342741705439e-08,31.894934553732174,0.26272536946153746,6.935010775017801,7.513965747813259,1.3308551483558873,2.250107482280475e-06,1.564127227670261e-05,0.004958739215368344,1e-14,1.4231934003687996e+16,987655890164197.5,267495552861.236,8165728.109307285,950883499623407.4,2846386800737.599,equilibrium,True
95,95.0,6.5,5.123659028364207,1.9718321609271237e-08,31.892605924590377,0.2617052517740869,6.944197433159431,7.522132370464974,1.3294102666023069,2.1197660374631766e-06,1.480864606351339e-05,0.004944853804407363,1e-14,1.424106331019941e+16,985369789023644.6,266258656169.28616,8127969.866309491,952707831454764.0,2848212662039.882,equilibrium,True
96,96.0,6.5,5.121470836462362,2.0152776397640722e-08,31.902057745280075,0.2651379402678467,6.978760732821975,7.560128260501238,1.322728881769533,2.342987018295366e-06,1.631438869834944e-05,0.005035018704289609,1e-14,1.4250425771082456e+16,999926878552769.8,274183764667.48926,8369896.434960364,954735376587695.9,2850085154216.491,equilibrium,True
97,97.0,6.5,5.123185413793811,4.217042549493099e-08,31.8789134899448,0.26133051901019927,6.952794826382862,7.530340015084932,1.3279612846186115,9.381475143154026e-06,6.516322018859926e-05,0.0049431610907760175,1e-14,1.4255435480337408e+16,986123874771461.5,266666338011.08182,8140415.004329905,953596993209330.5,2851087096067.4814,equilibrium,True
98,98.0,6.5,5.121250392985197,1.9995511247278036e-08,31.90936577424368,0.26520707806220284,6.982530026057379,7.563966679068355,1.3220576483658515,2.2952987960877824e-06,1.5874447030460525e-05,0.005038888684101712,1e-14,1.4262084910179584e+16,1003196416872696.9,275979735848.1683,8424721.317829292,953825596501611.1,2852416982035.917,equilibrium,True
99,99.0,6.5,5.121359597843026,1.979102874236504e-08,31.887657089228714,0.26402270350147283,6.9818126113533765,7.562064932451978,1.3223901261789783,2.1139186779116307e-06,1.4667786337741967e-05,0.004991327232338025,1e-14,1.42663859834103e+16,1000233517669880.4,274351953683.47333,8375030.6727479,954055962043145.1,2853277196682.06,equilibrium,True
100,100.0,6.5,5.120659147306215,1.9690612988480894e-08,31.90909726827761,0.2657854631213812,6.992254486837656,7.574271226719515,1.3202590322842604,2.0013166731240565e-06,1.4543947060498027e-05,0.005056757453426088,1e-14,1.4271355269749862e+16,1007073266409758.5,278116903141.54877,8489961.755867163,954206095793422.4,2854271053949.972,equilibrium,True
101,101.0,6.5,5.122596045688582,1e-11,31.8829128406765,0.26204449403508406,6.9622918661011,7.540566152439877,1.3261603701736624,1e-08,1.390117691070223e-05,0.00496339729742384,1e-14,1.4273364427647868e+16,991775743377478.5,269731839655.87573,8233994.328106577,953266599024557.0,2854672885529.5737,equilibrium,True
102,102.0,6.5,5.1238907611176625,1.9412656658606917e-08,31.882467465823684,0.25974590671560865,6.942144152159872,7.518119748731587,1.330119808444666,2.0925134034296845e-06,1.4682103626036023e-05,0.0049052144372185675,1e-14,1.4274122216976326e+16,982292426284651.8,264598172965.2695,8077280.969880977,952382741480833.0,2854824443395.265,equilibrium,True
103,103.0,6.5,5.1235082531851095,1.9823808204407613e-08,31.885414238752723,0.25864918224170125,6.949865519823458,7.524744302687241,1.328948811785629,2.3672874142992737e-06,1.6430331441733973e-05,0.004888807118574689,1e-14,1.427373211545548e+16,976920147006671.0,261711846904.80334,7989171.266401902,955398866251432.0,2854746423091.096,equilibrium,True
104,104.0,6.5,5.122336273792913,1.9602534544245007e-08,31.88524291306413,0.2596966826077033,6.969151551374507,7.545077867866855,1.3253673686569674,1e-08,1.5099425204083192e-05,0.004921870409644136,1e-14,1.4273069069300428e+16,980627989229457.9,263702240409.76443,8049931.200607143,957884012914774.2,2854613813860.0854,equilibrium,True
105,105.0,6.5,5.121957835221973,1.951658829948067e-08,31.89203052395184,0.26085802583795825,6.974567703904847,7.5516554161047535,1.3242129637854811,2.0974473124386374e-06,1.4698454858499596e-05,0.00494819053963628,1e-14,1.4272105984938016e+16,984859422700573.8,265982913475.95728,8119552.381092383,957804049024096.1,2854421196987.603,equilibrium,True
106,106.0,6.5,5.118918059509022,1.9714027601902214e-08,31.903480834822528,0.2653164312806112,7.023151331978889,7.604697449987669,1.314976705623285,2.0280917831251615e-06,1.4121031384135253e-05,0.005068111187893382,1e-14,1.4273244429930576e+16,1000974837384247.2,274758774443.78467,8387449.524883537,962493319043858.0,2854648885986.115,equilibrium,True
107,107.0,6.5,5.117844901834299,1.9761028852318264e-08,31.912560642674503,0.2641499465609187,7.04313258694539,7.623512174092895,1.3117313610424526,2.0999824229035688e-06,1.4553343750499205e-05,0.0050583126820782105,1e-14,1.4275965447575756e+16,996989575409091.9,272575291147.66833,8320795.217039588,966786945324477.1,2855193089515.1514,equilibrium,True
108,108.0,6.5,5.116177541718589,1.9770421719514618e-08,31.906470315973518,0.2649562215689916,7.071650936175484,7.652836912208395,1.3067049663747816,2.036228106819511e-06,1.4099275777368933e-05,0.005093269150850182,1e-14,1.4282768986823758e+16,999994654900448.0,274220934993.35272,8371031.1184027195,971134502091684.4,2856553797364.7515,equilibrium,True
109,109.0,6.5,5.114037047805582,1.998718876548877e-08,31.903393874118912,0.2650295385322415,7.109389085975727,7.690648318553154,1.300280494678608,2.0994831528563917e-06,1.4439058984153172e-05,0.005119850494343699,1e-14,1.429036755848292e+16,1002788665811206.8,275755436480.416,8417874.222120361,976286929643771.0,2858073511696.584,equilibrium,True
110,110.0,6.5,5.11282265958043,1.963431381918899e-08,31.89665784170242,0.266271397505688,7.1296820215724495,7.712183251512682,1.2966496871146889,1.853927757515847e-06,1.2885707043918396e-05,0.005158244274409305,1e-14,1.4297629404063062e+16,1008525748155581.5,278919726630.24744,8514469.222471213,978212092756145.1,2859525880812.6123,equilibrium,True
111,111.0,6.5,5.114765377782139,2.0123647891494245e-08,31.90994678945918,0.2646799463609453,7.096851981532085,7.677761589074931,1.3024629488724657,2.1894934459996456e-06,1.5030911652468672e-05,0.005104529369186078,1e-14,1.4300695991570866e+16,1002376614443683.2,275528864194.69794,8410957.741967743,974123371780158.4,2860139198314.1733,equilibrium,True
112,112.0,6.5,5.116444100538612,1e-11,31.886435197664888,0.2628697503484429,7.069041621717012,7.648141238278716,1.3075072345677565,1.8034246179836312e-06,1.2687093806187672e-05,0.005050060242291311,1e-14,1.4300327994254824e+16,997341777316940.0,272767907995.33237,8326675.153324406,970029894672196.5,2860065598850.965,equilibrium,True
113,113.0,6.5,5.11677302850147,2.02125987774133e-08,31.90726814533835,0.26463548129512343,7.0614858487505145,7.642350846756613,1.3084978955512239,2.3105776877954537e-06,1.583356561402522e-05,0.0050801330939487825,1e-14,1.4296237398979444e+16,1006050795180966.6,277552451310.7605,8472730.964058788,965799899107142.8,2859247479795.8887,equilibrium,True
114,114.0,6.5,5.117607852421231,1.9679371892285556e-08,31.91263729544807,0.26363420021201805,7.0478105168093155,7.627674424469836,1.3110155787412991,2.0948182534121326e-06,1.4514073729446387e-05,0.005051192772270995,1e-14,1.4288095974399932e+16,1002561396583221.0,275630457757.5026,8414059.047401218,964008451344075.6,2857619194879.9863,equilibrium,True
115,115.0,6.5,5.11785275189606,1e-11,31.905106218810204,0.26323203920381594,7.043912753622994,7.623374377038028,1.3117550713719375,2.282430788896256e-06,1.5668595430297654e-05,0.005040644195430606,1e-14,1.4279575680973704e+16,1000303694767297.4,274390452491.70166,8376205.910231897,963979000575831.4,2855915136194.7407,equilibrium,True
116,116.0,6.5,5.117036592136554,1.9863730481062792e-08,31.902138377294364,0.2631237373322415,7.05836090799462,7.637714281529872,1.3092922347500244,2.137737778445838e-06,1.4719211769108484e-05,0.005048048090583472,1e-14,1.4272609685140664e+16,998480641688064.5,273391210903.47165,8345702.468071003,967241114633950.4,2854521937028.133,equilibrium,True
117,117.0,6.5,5.117038526223262,1e-11,31.879791826978835,0.26097852535787236,7.060471913284712,7.637680267814747,1.3092980655637363,1e-08,1.327378451235137e-05,0.005006869744624132,1e-14,1.4269353319538148e+16,989290748465225.5,268381851972.58765,8192783.802343695,970198759282771.8,2853870663907.6294,equilibrium,True
118,118.0,6.5,5.116100976538728,2.0111996268820984e-08,31.887593592185464,0.25983485855040755,7.078121923314235,7.654186209775206,1.3064746174159168,2.4388816226989086e-06,1.6566908628520074e-05,0.004995701538725502,1e-14,1.4270254217037818e+16,983322710213706.0,265153515148.55722,8094233.675179629,975207254038239.4,2854050843407.5635,equilibrium,True
119,119.0,6.5,5.113811915408902,2.00823836777137e-08,31.898019104263284,0.2613277700874778,7.117079150718786,7.694636080333571,1.2996066215015034,2.2710144222857724e-06,1.542291259644394e-05,0.005050957262384365,1e-14,1.427345782796125e+16,989337381271430.5,268407154329.62357,8193556.197121365,980366475877823.4,2854691565592.25,equilibrium,True
120,120.0,6.5,5.113530971965623,1.957159016290371e-08,31.889911889902454,0.26315500521543267,7.120230578624795,7.699615321407212,1.2987661828037613,2.0252321671913117e-06,1.3918197265585285e-05,0.0050895655179059055,1e-14,1.4276495833138022e+16,995336270689654.1,271672019196.58337,8293221.401017496,979837969035755.4,2855299166627.6045,equilibrium,True
121,121.0,6.5,5.11335679010269,1.9684358451808235e-08,31.903032081220687,0.26502685290228156,7.12144740036649,7.702704014392284,1.29824539296348,2.002442692038609e-06,1.3822061227724357e-05,0.005127824299556121,1e-14,1.4276517848767664e+16,1001803734946759.5,275214013012.02313,8401346.40777876,978642263365361.8,2855303569753.5327,equilibrium,True
122,122.0,6.5,5.113552949618892,2.0578022011536276e-08,31.905240087533727,0.2649745977042094,7.118021479717679,7.699225689023518,1.2988319090714135,2.428484008661794e-06,1.6455156123710518e-05,0.005124498123846231,1e-14,1.4272245372326784e+16,1001879778446092.1,275255795708.9331,8402621.891198918,977839249204455.2,2854449074465.357,equilibrium,True
123,123.0,6.5,5.112175501849194,2.044167129739305e-08,31.91762279424007,0.2692663834051497,7.138188161018909,7.7236840181695126,1.2947189419610856,2.372632513799487e-06,1.5973933945691333e-05,0.0052240422659506815,1e-14,1.426422271116174e+16,1018524097306920.9,284477463442.4928,8684127.997080548,976913478507293.8,2852844542232.348,equilibrium,True
124,124.0,6.5,5.113106531414992,1.9825816020485544e-08,31.91652755656701,0.2681920024240452,7.122722201824071,7.70714391447654,1.2974975050436284,2.023529333090777e-06,1.3884483939591369e-05,0.005192055642188135,1e-14,1.4253856277913376e+16,1013756120308982.4,281820271105.63855,8603012.965728447,975438255263298.8,2850771255582.6753,equilibrium,True
125,125.0,6.5,5.110095141679279,2.0427912600047402e-08,31.936513919790254,0.27235706453718284,7.1721842436435725,7.7607708139160225,1.2885318017785885,1e-08,1.5085772001485595e-05,0.0053093768219821145,1e-14,1.4244281167377972e+16,1031645908763222.2,291854618617.22534,8909327.417155711,978621120149446.0,2848856233475.594,equilibrium,True
126,126.0,6.5,5.110891978351304,2.0434074140798816e-08,31.917273947606553,0.271552258612485,7.1587627862983165,7.746544528989255,1.290898149829761,2.281869557312578e-06,1.5293401199177054e-05,0.005283983922440992,1e-14,1.4234221983903024e+16,1028616468441038.9,290143066281.49023,8857079.554082964,976899068238569.5,2846844396780.605,equilibrium,True
127,127.0,6.5,5.109948214838718,2.0401956626639983e-08,31.922246490506666,0.271448582320139,7.175718319417216,7.7633968165197595,1.2880959503151634,2.1126705410057965e-06,1.4333714880923889e-05,0.00529345724284204,1e-14,1.422494455775414e+16,1029631698691226.9,290716083321.63135,8874571.812558824,978890269219927.2,2844988911550.828,equilibrium,True
128,128.0,6.5,5.109372529966319,2.0416071910543225e-08,31.92378190621814,0.2703138018351178,7.187151127058638,7.773694514859878,1.286389628629009,2.1531574115085634e-06,1.4460674705767853e-05,0.005278320258384293,1e-14,1.421523718230658e+16,1025434958774600.2,288351017572.36597,8802374.410910228,981638998003758.1,2843047436461.316,equilibrium,True
129,129.0,6.5,5.108626469735126,2.051242434011295e-08,31.93517780658741,0.2727676891278381,7.1980627424147485,7.787060166351881,1.2841816791471938,2.112783604969261e-06,1.4260924078942012e-05,0.005335394061771227,1e-14,1.4206076150303612e+16,1033515820966645.5,292913581003.00446,8941653.931850111,981697457843206.4,2841215230060.722,equilibrium,True
130,130.0,6.5,3.8987148296837075,1e-11,31.924903282946918,0.25561560040935066,125.69379197590122,126.26563591263,0.07919811220062829,1.2150697882795748e-06,1.0911478464038052e-05,0.0810723126237511,1e-14,1.419780854127109e+16,1045833236817614.5,299937059448.0493,9156056.80603011,980409331880263.2,2839561708254.218,equilibrium,True
131,131.0,6.5,5.107777220469332,2.109841453214305e-08,31.92838792668181,0.2777659082448983,7.208309022243775,7.802302416784282,1.281672955733429,2.3208627802128752e-06,1.5507793901698992e-05,0.00544379506062895,1e-14,1.4187983068394724e+16,1049147420285587.6,301841036957.8516,9214178.754245626,980327713628743.5,2837596613678.945,equilibrium,True
132,132.0,6.5,5.109897624373493,2.056807833779139e-08,31.9253964306873,0.27310274912856997,7.174968968798364,7.764301218370683,1.2879459102373894,2.3201327361860967e-06,1.5544548292016033e-05,0.0053263351951469366,1e-14,1.4174687415066588e+16,1027807611685630.8,289686935325.0777,8843155.429616358,980763036074080.0,2834937483013.3174,equilibrium,True
133,133.0,6.5,5.107775573227806,2.0029755114312075e-08,31.924513794666336,0.2773525324045478,7.208749639980191,7.802332010300787,1.2816680944676242,1.8394972568655418e-06,1.2540769628845172e-05,0.005435714130566937,1e-14,1.4166084554290248e+16,1042903702093699.5,298259076097.52893,9104833.689736277,983006785723949.5,2833216910858.05,equilibrium,True
134,134.0,6.5,5.107660844053667,1.8468738763755752e-08,31.92774086238683,0.27884612108642665,7.209309828987591,7.804393453385673,1.2813295562011895,1e-08,1.2557672269840274e-05,0.005466430234886534,1e-14,1.4157869802304004e+16,1047831545687508.8,301084354218.29755,9191079.807552446,981932083939890.0,2831573960460.801,equilibrium,True
135,135.0,6.5,5.105532061053554,2.203828543940641e-08,31.956110465734383,0.28335483318085614,7.2431578972093815,7.842742190307343,1.275064225929133,2.4938257999153117e-06,1.6335345007620687e-05,0.005582112823296952,1e-14,1.4150912203700284e+16,1065890503072833.5,311551922458.6211,9510619.01223015,982734140288082.1,2830182440740.0566,equilibrium,True
136,136.0,6.5,5.108661786595501,2.089698731761961e-08,31.943961780203097,0.2783333335962849,7.191864055944767,7.786426947772569,1.2842861131454857,2.1766819409316236e-06,1.4513195684699716e-05,0.005443816540263137,1e-14,1.4141349305397388e+16,1045714733561369.2,299869091624.41205,9153981.979880415,979097213108611.8,2828269861079.4775,equilibrium,True
137,137.0,6.5,5.108119348858926,1e-11,31.924912814477846,0.2779154709367073,7.201878507827479,7.7961583415015445,1.2826830295148242,1e-08,1.2608630760516318e-05,0.005442437131393417,1e-14,1.4133785710721348e+16,1044429049650792.0,299132179636.18567,9131486.566883896,980945422404691.9,2826757142144.2695,equilibrium,True
138,138.0,6.5,5.109896148081875,2.044666860969655e-08,31.92345154762195,0.2758006739619532,7.17229745313932,7.764327611504303,1.2879415321444458,2.2744468793426427e-06,1.5098652736004833e-05,0.0053785657849615065,1e-14,1.4125780016969356e+16,1035984759150249.0,294314719348.8004,8984425.913114524,977922580880877.6,2825156003393.871,equilibrium,True
139,139.0,6.5,5.109319430301312,2.1368534305819308e-08,31.94396863051185,0.27861892844981573,7.179796559136797,7.774645035364865,1.2862323558900424,1e-08,1.5993434047116033e-05,0.005441156701697025,1e-14,1.4120267251260024e+16,1045310042813134.6,299637038347.9866,9146898.183750365,977152709535893.4,2824053450252.005,equilibrium,True
140,140.0,6.5,5.110982454420815,2.441457268622224e-08,31.913164935367057,0.27556608083692463,7.153142946552838,7.744930868376232,1.2911671091703525,3.5649386692777636e-06,2.449430114269382e-05,0.005360969684291933,1e-14,1.4113138157519126e+16,1033617073897393.2,292970976953.2871,8943406.034715263,975427317300356.5,2822627631503.825,equilibrium,True
141,141.0,6.5,5.113017982326115,2.0948545313500296e-08,31.9179643210136,0.27140159840479017,7.121084318843973,7.708715498226065,1.2972329828941571,2.2894953860189886e-06,1.5388989949669435e-05,0.005255263116641219,1e-14,1.410625217084892e+16,1017325153072558.0,283808118710.0557,8663695.182261704,973953511273870.6,2821250434169.784,equilibrium,True
142,142.0,6.5,5.1137045720061,2.290483811817168e-08,31.891518052146864,0.26834182240485427,7.111928741080559,7.696538177963676,1.2992854409114911,1.8425628450317673e-06,1.269956904284956e-05,0.005187807335871046,1e-14,1.4099697143361164e+16,1004432854482801.8,276660444038.51196,8445501.020312827,975940382709629.9,2819939428672.233,equilibrium,True
143,143.0,6.5,5.112338503447941,2.0478450007055587e-08,31.9081617352032,0.2699648516794814,7.134591257369216,7.720785670013672,1.2952049736187536,2.263337398034452e-06,1.5152831416608525e-05,0.005235627824393961,1e-14,1.409609769772174e+16,1011220676515260.5,280412346857.53284,8560033.833980056,977831381224345.6,2819219539544.348,equilibrium,True
144,144.0,6.5,5.114240606847104,1.9661366696054867e-08,31.886639306761122,0.26597795812240616,7.104836703012857,7.687044463937514,1.3008900946178392,1e-08,1.3163765555461332e-05,0.005135764333367752,1e-14,1.4086088984045454e+16,994072437875622.5,270982543611.78033,8272174.059843836,977487900661929.6,2817217796809.091,equilibrium,True
145,145.0,6.5,5.113129028986897,1.9844294756094305e-08,31.907537708221113,0.26881061251547655,7.121704338937377,7.706744674926829,1.2975647204947913,1.9819120393455392e-06,1.348189199404051e-05,0.00520376202460438,1e-14,1.4075268863956836e+16,1004968330623045.5,276955505186.8917,8454508.232161837,977348033684845.1,2815053772791.367,equilibrium,True
146,146.0,6.5,5.112751059133371,1.9967972029205297e-08,31.90985451351602,0.26964109732424457,7.127584135411925,7.713454834075441,1.2964359311303373,2.1075254877602184e-06,1.4237822650573187e-05,0.005224383782522174,1e-14,1.4060659778645924e+16,1007466733551471.5,278334268141.5186,8496597.168946924,977634356207517.4,2812131955729.1846,equilibrium,True
147,147.0,6.5,5.112006617785011,2.0050194896781336e-08,31.906372255736056,0.27068027038210035,7.1397781411769685,7.726688110685201,1.2942155625794096,2.0462346421435773e-06,1.3779246796823137e-05,0.005253515642455606,1e-14,1.4045004443895838e+16,1010572260983145.6,280052849804.5898,8549059.613440571,978924277877845.4,2809000888779.1675,equilibrium,True
148,148.0,6.5,5.111382247101923,2.0883780443017273e-08,31.912363191710952,0.27229299936145934,7.149281798197646,7.737804501239282,1.2923562489132188,2.0870917562823606e-06,1.4040069040047626e-05,0.005292419665507896,1e-14,1.4028238004128964e+16,1015572579118405.0,282831112926.67474,8633870.523485232,979298329282481.2,2805647600825.793,equilibrium,True
149,149.0,6.5,5.111398727570145,2.1417222022072078e-08,31.903491468815403,0.27175361700016404,7.149527544137706,7.737510875077909,1.2924052917657853,2.6292842292006814e-06,1.7442990788751566e-05,0.005281735532631873,1e-14,1.4014698944877042e+16,1012420136685161.4,281077964019.11487,8580352.858757215,980207733091642.1,2802939788975.408,equilibrium,True
150,150.0,6.5,5.112872074711426,2.02301762723687e-08,31.892484003651784,0.2670164200528222,7.128054747388358,7.711305789603401,1.2967972316088308,2.1674281729890256e-06,1.6041510584981085e-05,0.005172088409591811,1e-14,1.4002854717114616e+16,994244841813727.5,271076545833.61685,8275043.627494503,980927666381132.6,2800570943422.9233,equilibrium,True
151,151.0,6.5,5.111834994941103,1e-11,31.896971174785328,0.2673742045581172,7.146138034558827,7.7297421173424485,1.2937042204306033,2.213411365306877e-06,1.4902291780603314e-05,0.005191400759319577,1e-14,1.3996263016824052e+16,994733611846080.1,271343133405.41544,8283181.638034652,984043654962211.9,2799252603364.8105,equilibrium,True
152,152.0,6.5,5.113170423060539,1.9425384345081392e-08,31.868325166836314,0.262947408447476,7.126832994481418,7.7060101540723025,1.2976884016641592,1.921516190345227e-06,1.3018408364328677e-05,0.005089774217571018,1e-14,1.3991383341223544e+16,976973233242703.2,261740290732.89612,7990039.559590738,985467814058968.0,2798276668244.709,equilibrium,True
153,153.0,6.5,5.112970613209569,1.973618769218928e-08,31.874554114500803,0.26331112400735973,7.130015513401658,7.709556344639691,1.2970914995644227,1e-08,1.4306583034814645e-05,0.005099160000820463,1e-14,1.3990395700544112e+16,978463592165580.9,262539462093.14508,8014435.539152774,985568244328525.9,2798079140108.8223,equilibrium,True
154,154.0,6.5,5.11210932478969,1.2113512674154395e-07,31.871786680642366,0.26365511631427124,7.144965896351684,7.724861029765923,1.2945216699062356,1e-08,1.2578923764150277e-05,0.005115957455764684,1e-14,1.398802839673504e+16,979523232153377.8,263108411113.53265,8031803.6148416875,987909987509105.1,2797605679347.008,equilibrium,True
155,155.0,6.5,5.1093029877082055,2.081352613295537e-08,31.903896557091677,0.27141861788327637,7.187291342531491,7.774939392650478,1.2861836594498466,2.5097019709826794e-06,1.6497249440169327e-05,0.005300742318212551,1e-14,1.3987028906043216e+16,1009032690028412.0,279200198647.28204,8523031.077832457,987665742641580.1,2797405781208.643,equilibrium,True
156,156.0,6.5,5.108526370183292,2.0639993240640577e-08,31.910923827094564,0.27169029423216756,7.200935751739124,7.788855195076778,1.283885725127704,2.2919094686660784e-06,1.5186144243360452e-05,0.005315545005647994,1e-14,1.398154150376643e+16,1010268772219451.8,279884667608.8793,8543925.583852757,989516849457162.1,2796308300753.286,equilibrium,True
157,157.0,6.5,5.107548360097239,2.0733238064257942e-08,31.904297398614357,0.27130989613298073,7.2188766267119435,7.806415083374779,1.2809977298457254,2.490839450340469e-06,1.631300357302946e-05,0.005320069681858053,1e-14,1.3973496912189324e+16,1008671073024806.4,279000115045.2571,8516923.206969593,992900576888760.9,2794699382437.8647,equilibrium,True
158,158.0,6.5,5.106885587436845,1e-11,31.89778282551135,0.2738201816219782,7.228287748640713,7.818337473874847,1.2790443023802467,2.3456928559662895e-06,1.5313039554792798e-05,0.005377493725931778,1e-14,1.3964486820731516e+16,1017477466167115.8,283893108113.2928,8666289.619259188,992364883456455.4,2792897364146.303,equilibrium,True
159,159.0,6.5,5.108120484737083,2.056357127742458e-08,31.92146537380252,0.2737551960969797,7.206153199814911,7.796137951018244,1.2826863843192662,2.1886039684697e-06,1.4388547264640353e-05,0.005360952164088439,1e-14,1.3953597410204572e+16,1015871646173565.0,282997714357.64307,8638956.297709728,989108338781414.2,2790719482040.9146,equilibrium,True
160,160.0,6.5,5.1092095152712895,2.0156157854688728e-08,31.91730543315203,0.2728271777426212,7.187556028861016,7.776612959263817,1.2859068661933912,2.120815304377438e-06,1.4117326277518118e-05,0.0053293980751724325,1e-14,1.3940263412450372e+16,1009827306455200.1,279640113870.9809,8536460.191211898,987976422517244.0,2788052682490.074,equilibrium,True
