7.000E+00	0.0000E+0
7.099E+00	9.3610E-25
7.297E+00	6.7456E-24
7.496E+00	2.0566E-23
7.695E+00	4.4158E-23
7.893E+00	7.8327E-23
8.092E+00	1.2322E-22
8.291E+00	1.7856E-22
8.489E+00	2.4378E-22
8.688E+00	3.1812E-22
9.085E+00	4.9082E-22
9.681E+00	7.9689E-22
1.326E+01	2.9357E-21
1.544E+01	4.0372E-21
1.803E+01	5.0243E-21
2.140E+01	5.8953E-21
2.617E+01	6.5828E-21
3.332E+01	6.9661E-21
4.624E+01	6.8808E-21
1.066E+02	5.1214E-21
1.527E+02	4.2128E-21
2.087E+02	3.4810E-21
2.787E+02	2.8790E-21
3.663E+02	2.3825E-21
4.765E+02	1.9712E-21
6.154E+02	1.6302E-21
7.900E+02	1.3478E-21
1.000E+03	1.1223E-21
