time,pH,H+,NO2-,NO3-,H2O2,HONO_total,HONO2_total,H2O2_total,ONOOH_total,O3,NO,NO2_aq,N2O4,N2O5
92.0,5.000564778679048,9.987003942527128e-06,1.168301319247829e-06,1.1924662369856674e-05,2.833781282823189e-06,1.1976095828120488e-06,1.1924667813395349e-05,2.8337819180533437e-06,1.5401284397794504e-15,7.841153545364583e-09,1e-30,9.922900745665726e-10,5.6091480942299005e-14,1e-30
93.0,4.994368704254354,1.013050967714593e-05,1.1782463083911446e-06,1.2092329064146883e-05,2.864251585744401e-06,1.2082287767114784e-06,1.2092334663543784e-05,2.864252218709649e-06,1.6816634381685365e-15,7.789028031963402e-09,1e-30,1.0028694338119643e-09,5.729395606171019e-14,1e-30
94.0,4.988261026296806,1.027398609728391e-05,1.1881904038652271e-06,1.225996012910029e-05,2.8947219995269064e-06,1.2188541361292434e-06,1.2259965886521871e-05,2.894722630292344e-06,1.557594401347924e-15,7.738537578023691e-09,1e-30,9.968494812132102e-10,5.660815326319121e-14,1e-30
95.0,4.982202246578914,1.0418321456383402e-05,1.1980515635463745e-06,1.2428525341864801e-05,2.9251921684469652e-06,1.229404142031699e-06,1.2428531260442529e-05,2.9251927970213063e-06,1.9271656928928023e-15,7.681804711899089e-09,1e-30,1.0408617055706377e-09,6.171736738760216e-14,1e-30
96.0,4.976165234394664,1.0564155022946454e-05,1.207934056526898e-06,1.2598555021265889e-05,2.955662554937564e-06,1.2399877435099914e-06,1.2598561104793768e-05,2.9556631812918944e-06,1.688787971333701e-15,7.624604132197517e-09,1e-30,1.0122738469152399e-09,5.837358654776646e-14,1e-30
97.0,4.970144309595388,1.0711633144618393e-05,1.2177553388253061e-06,1.2770279639102928e-05,2.986132824531247e-06,1.2505207583259436e-06,1.2770285891637444e-05,2.986133448630167e-06,2e-30,7.567261877545848e-09,1e-30,1.0190881320945195e-09,5.916199423970698e-14,1e-30
98.0,4.96433401154421,1.0855903857591019e-05,1.227525176393546e-06,1.2938852198284505e-05,3.0166029405392764e-06,1.260998311979558e-06,1.2938858618679393e-05,3.0166035626277603e-06,1.6176148381397857e-15,7.52188022252862e-09,1e-30,1.0481895680285906e-09,6.25894664716235e-14,1e-30
99.0,4.958555797942838,1.1001304919873427e-05,1.2373269034681319e-06,1.3108511426532367e-05,3.047073307996066e-06,1.271519230453075e-06,1.3108518018234574e-05,3.047073928063183e-06,2.7945262741399337e-15,7.477588197512736e-09,1e-30,1.0079975946163075e-09,5.788142134323359e-14,1e-30
100.0,4.952805349797385,1.1147940708404347e-05,1.2470185368554838e-06,1.3279507537527116e-05,3.07754340263775e-06,1.2819380001040815e-06,1.3279514304222402e-05,3.077544020667721e-06,2.503455776729688e-15,7.43042179283113e-09,1e-30,1.0432650388030522e-09,6.200271642700738e-14,1e-30
101.0,4.947099885019396,1.1295360985452958e-05,1.2567010338455847e-06,1.3451287794548338e-05,3.108013594545466e-06,1.2923569900252796e-06,1.3451294739416083e-05,3.10801421054842e-06,1.3399453571979634e-15,7.383526410568249e-09,1e-30,1.044684790049773e-09,6.217155540913167e-14,1e-30
102.0,4.941446298702686,1.1443363703286577e-05,1.2663565311218457e-06,1.3623669109884757e-05,3.138483791684389e-06,1.302757227807394e-06,1.3623676235917086e-05,3.1384844056813035e-06,1.8642306187536848e-15,7.33333958931653e-09,1e-30,1.0487002314538705e-09,6.265046880264344e-14,1e-30
103.0,4.935932196777204,1.1589582817160827e-05,1.2759486497869664e-06,1.3794330431493443e-05,3.1689538046832775e-06,1.3130937042872179e-06,1.3794337738986784e-05,3.168954416819537e-06,2.3546779561160984e-15,7.292015060021477e-09,1e-30,1.0706135668865355e-09,6.529618962812556e-14,1e-30
104.0,4.930490920183376,1.1735702181265089e-05,1.285592704352422e-06,1.3964831640537494e-05,3.199424175539954e-06,1.3234903716657512e-06,1.3964839131623513e-05,3.1994247858671778e-06,2e-30,7.248545915289492e-09,1e-30,1.0385413453887636e-09,6.144236265200916e-14,1e-30
105.0,4.925070400625219,1.1883095827637939e-05,1.295127710075251e-06,1.4136708072730496e-05,3.2298942276746284e-06,1.3337859604816839e-06,1.4136715751257025e-05,3.2298948361719923e-06,1.6227370389085385e-15,7.204578191042087e-09,1e-30,1.063873708746229e-09,6.447662182922907e-14,1e-30
106.0,4.919698527512509,1.203099295510357e-05,1.3046459720271653e-06,1.4309096399016167e-05,3.2603642900223757e-06,1.3440730099188474e-06,1.430910426790993e-05,3.2603648967093286e-06,2.2224672751591193e-15,7.156674807198071e-09,1e-30,1.0808481578936833e-09,6.655061621131198e-14,1e-30
107.0,4.9143331473381995,1.2180548704490695e-05,1.3141568733819786e-06,1.4483138260321532e-05,3.290834449695092e-06,1.3543650207994575e-06,1.4483146323931802e-05,3.2908350545332507e-06,2.2410188685301846e-15,7.110710730169947e-09,1e-30,1.0778994169037582e-09,6.618797276408487e-14,1.0444515228300269e-22
108.0,4.909022382124002,1.233041284657024e-05,1.3235872925251469e-06,1.4657563151880047e-05,3.3213043253063767e-06,1.3645822279658188e-06,1.465757141300882e-05,3.3213049283254563e-06,2.814118555677821e-15,7.065736572524518e-09,1e-30,1.1113232414235292e-09,7.035655250296414e-14,1e-30
109.0,4.903876936526072,1.2477370280596548e-05,1.3330285023218141e-06,1.4829072709621134e-05,3.351774364723267e-06,1.374807931200057e-06,1.482908116702477e-05,3.3517749661070487e-06,2.5290997869693724e-15,7.036416628369877e-09,1e-30,1.1117970852741702e-09,7.04165655436723e-14,1e-30
110.0,4.898697974781892,1.2627053635756465e-05,1.3424229765343204e-06,1.500334008388744e-05,3.382244376012073e-06,1.3850015789317692e-06,1.5003348743330858e-05,3.3822449756691422e-06,8.841089786391073e-16,6.996942253162303e-09,1e-30,1.110462763736591e-09,7.024750102802093e-14,1e-30
111.0,4.893562447451481,1.2777254714817352e-05,1.351788687151279e-06,1.5178145937588902e-05,3.412714353856572e-06,1.3951743623008288e-06,1.5178154802130385e-05,3.4127149518031525e-06,2.258645712392621e-15,6.953909845510674e-09,1e-30,1.1238997758501394e-09,7.195804617579474e-14,1e-30
112.0,4.88850070015955,1.2927046167365066e-05,1.3610804451782165e-06,1.5352612688530422e-05,3.4431840687458398e-06,1.405276458346867e-06,1.5352621760082406e-05,3.4431846650405276e-06,3.1418586263353403e-15,6.911377499480626e-09,1e-30,1.1553990579708709e-09,7.60482626481017e-14,1e-30
113.0,4.883458153481053,1.307801546290655e-05,1.3703462114334196e-06,1.5528272966969325e-05,3.473653769946804e-06,1.4153627553900258e-06,1.5528282249470294e-05,3.473654364573882e-06,3.4153889261114434e-15,6.8665763980446825e-09,1e-30,1.163627735107887e-09,7.713539136997019e-14,1e-30
114.0,4.87844888580489,1.322973405916192e-05,1.3796521750783204e-06,1.5704631247797947e-05,3.5041237677702324e-06,1.4255002097797647e-06,1.570464074463218e-05,3.5041243607342267e-06,3.0322358154514624e-15,6.820812710284713e-09,1e-30,1.1429748108367874e-09,7.442145702363748e-14,1e-30
115.0,4.873484051436922,1.3381843562935888e-05,1.3888617377066385e-06,1.5881471478963065e-05,3.534593437455983e-06,1.4355464796033937e-06,1.5881481193155166e-05,3.5345940287772768e-06,2.653462863073977e-15,6.776785119159409e-09,1e-30,1.1616611527745497e-09,7.687475452656567e-14,1e-30
116.0,4.868572975840021,1.3534026551451517e-05,1.3980634286677202e-06,1.6058385897286725e-05,3.5650631498222534e-06,1.4455919058310312e-06,1.6058395831395575e-05,3.5650637395345763e-06,2.384506530400308e-15,6.735149104036807e-09,1e-30,1.1659285008900048e-09,7.744073529906724e-14,1e-30
117.0,4.863797381985087,1.368367081818777e-05,1.407223908832977e-06,1.6232806016530913e-05,3.595532740912824e-06,1.455592765664121e-06,1.623281616957371e-05,3.595533329161055e-06,1.5042964225955538e-15,6.70559686096838e-09,1e-30,1.1907397869199666e-09,8.077165554098294e-14,1e-30
118.0,4.859035043648154,1.3834547421463186e-05,1.416363472776541e-06,1.640846872487643e-05,3.62600239330456e-06,1.4655832534775827e-06,1.6408479100949224e-05,3.626002980068113e-06,3.1421321819248506e-15,6.671790291842327e-09,1e-30,1.1856278724880559e-09,8.007982562694246e-14,1e-30
119.0,4.854313147722251,1.3985785148890872e-05,1.4254505890689044e-06,1.6584538420793304e-05,3.6564718919775068e-06,1.4755276717081348e-06,1.65845490228529e-05,3.656472477273279e-06,2e-30,6.634168452855661e-09,1e-30,1.2051996794698278e-09,8.274515565382435e-14,1e-30
120.0,4.849642702003749,1.4137001301992062e-05,1.4345666892870209e-06,1.6760549636868837e-05,3.6869416344626298e-06,1.4855089296039905e-06,1.6760560467295216e-05,3.686942218322955e-06,2.6033346178182722e-15,6.595301107244424e-09,1e-30,1.1929177630741406e-09,8.106764872698312e-14,1e-30
121.0,4.844975840364134,1.4289734495463233e-05,1.4435752349182288e-06,1.693817672847363e-05,3.7174109865770107e-06,1.495391198952555e-06,1.6938187791929796e-05,3.717411568970376e-06,4.086595405722615e-15,6.5589429278338445e-09,1e-30,1.2217527285253163e-09,8.50343068134839e-14,1e-30
122.0,4.840351745860164,1.4442695472265603e-05,1.4526161846838585e-06,1.7115989953913977e-05,3.7478806099260887e-06,1.505314791353778e-06,1.7116001253181132e-05,3.7478811908744005e-06,2.850089850998931e-15,6.521914709711764e-09,1e-30,1.1975370496629103e-09,8.16965728645746e-14,1e-30
123.0,4.835754524326747,1.4596390569325442e-05,1.4616771392917337e-06,1.729450675088553e-05,3.778350538712913e-06,1.515268764837422e-06,1.7294518289499816e-05,3.7783511182173584e-06,3.4558912350056143e-15,6.484785692952208e-09,1e-30,1.1572457067837808e-09,7.629155980910873e-14,1e-30
124.0,4.83127765762602,1.4747633708878515e-05,1.470667835528331e-06,1.747064657695706e-05,3.808820320455214e-06,1.5251478151670962e-06,1.7470658353866097e-05,3.8088208986419752e-06,2.5358050857825e-15,6.4578119709957335e-09,1e-30,1.1615386641796048e-09,7.685866341941028e-14,1e-30
125.0,4.826869283941645,1.4898094202963669e-05,1.4795951978996892e-06,1.7646065418285203e-05,3.839289910256603e-06,1.5349650838776665e-06,1.7646077434802087e-05,3.83929048718271e-06,3.5493634379833137e-15,6.426938423082399e-09,1e-30,1.1754229690653488e-09,7.870717247744668e-14,1e-30
126.0,4.822440614958849,1.5050793079382836e-05,1.4885067684534945e-06,1.7823723747307364e-05,3.869759485722061e-06,1.54478108106662e-06,1.782373600920898e-05,3.869760061327102e-06,3.990488527489219e-15,6.3939040233438674e-09,1e-30,1.2036087881875657e-09,8.252729975624455e-14,3.133673400006701e-22
127.0,4.818069548874995,1.520304045398205e-05,1.4974011412704073e-06,1.800094317060535e-05,3.900229151557719e-06,1.5545843617959812e-06,1.80009556796952e-05,3.9002297258853e-06,3.903117251799787e-15,6.358682963445731e-09,1e-30,1.185721436101504e-09,8.009246456627647e-14,1e-30
128.0,4.813703181295781,1.535666175767674e-05,1.5062398899641315e-06,1.8179582144547486e-05,3.930698611824837e-06,1.564341874120659e-06,1.8179594905430155e-05,3.930699184848988e-06,3.2412842430780013e-15,6.322096741083749e-09,1e-30,1.2093025395482615e-09,8.33099860431786e-14,1e-30
129.0,4.80934174798177,1.5511659112144967e-05,1.5150686007418034e-06,1.8359595422044895e-05,3.961168144285357e-06,1.5741010156404023e-06,1.835960843935823e-05,3.961168715981188e-06,3.932226680978301e-15,6.285348502684247e-09,1e-30,1.2094372746899316e-09,8.332855216890659e-14,1e-30
130.0,4.805051686426879,1.5665646184045484e-05,1.5238685862725903e-06,1.8538625144485773e-05,3.9916376369170595e-06,1.5838333090138003e-06,1.853863841922005e-05,3.991638207347634e-06,4.200979383979343e-15,6.250812963225254e-09,1e-30,1.2096877833520682e-09,8.336307662374265e-14,1e-30
131.0,4.800755740446715,1.5821376282265386e-05,1.5324584954341038e-06,1.8719490081581736e-05,4.022061481298199e-06,1.5933606953605911e-06,1.8719503619075636e-05,4.022062050418982e-06,1.1759161684360768e-12,6.181407273840192e-09,1e-30,1.3520328242453662e-09,1.0413731971212126e-13,1e-30
132.0,4.796525357029125,1.5976242463002615e-05,1.5413248344414175e-06,1.889931405578735e-05,4.0525311473252464e-06,1.6031789809895625e-06,1.8899327857109232e-05,4.0525317151988974e-06,3.509734319649725e-13,6.163807369780333e-09,1e-30,1.2374753910676675e-09,8.72370699925825e-14,1e-30
133.0,4.792278729642047,1.6133227959836506e-05,1.550084474744402e-06,1.908135290862932e-05,4.083000580444866e-06,1.6129013945031842e-06,1.9081366979806585e-05,4.083001147020862e-06,1.0883195340595624e-13,6.136225600293562e-09,1e-30,1.227592518734182e-09,8.58491676818716e-14,1e-30
134.0,4.78817934884389,1.6286233277277184e-05,1.5587927772482266e-06,1.9259473069443024e-05,4.113469812259949e-06,1.6225616934571547e-06,1.925948740666641e-05,4.113470377701427e-06,3.8417170524643097e-14,6.116421193315317e-09,1e-30,1.2371309225631238e-09,8.718851874367936e-14,1e-30
135.0,4.784100156754904,1.643992542836072e-05,1.5674910565098893e-06,1.943828106949845e-05,4.143939214098061e-06,1.6322209533434908e-06,1.94382956763865e-05,4.143939778402587e-06,1.6695988015327685e-14,6.0888958845893835e-09,1e-30,1.2319725655034471e-09,8.646291853226706e-14,1e-30
136.0,4.780029415640949,1.6594745040767088e-05,1.576186019797176e-06,1.9618208313870888e-05,4.174408759080742e-06,1.6418879389537432e-06,1.9618223194795827e-05,4.174409322231131e-06,1.0049335260895367e-14,6.058797231973676e-09,1e-30,1.217071787744363e-09,8.43839217500267e-14,1e-30
137.0,4.775976287232328,1.675034331518644e-05,1.584795097253518e-06,1.97989935587664e-05,4.204877955912363e-06,1.6514752877316584e-06,1.9799008717636352e-05,4.204878517903779e-06,8.585878954513381e-15,6.0274893143667306e-09,1e-30,1.2368876854868528e-09,8.71542447443405e-14,1e-30
138.0,4.7719392629382416,1.690677360148258e-05,1.5933982720166435e-06,1.998060700552727e-05,4.23534731582448e-06,1.6610665428607098e-06,1.998062244631366e-05,4.235347876650678e-06,7.0584452152255355e-15,5.9928985077549376e-09,1e-30,1.234550445055925e-09,8.682516557361445e-14,1e-30
139.0,4.767931793224041,1.706350353534985e-05,1.6019161292587527e-06,2.0162600915354322e-05,4.2658162303907826e-06,1.6705767903991618e-06,2.0162616641227207e-05,4.26581679006324e-06,7.282088613538129e-15,5.96344854538168e-09,1e-30,1.2774697277940369e-09,9.296739682649441e-14,1e-30
140.0,4.763968624855933,1.7219929740478202e-05,1.610475100881888e-06,2.034424246622485e-05,4.296285492282809e-06,1.6801354088020364e-06,2.034425847923203e-05,4.296286050832426e-06,6.601426042956374e-15,5.932403026111477e-09,1e-30,1.2611885870879437e-09,9.061267302389868e-14,1e-30
141.0,4.760018312350219,1.7377275546282483e-05,1.6189748364977562e-06,2.052685477159613e-05,4.32675451042498e-06,1.68964267148602e-06,2.0526871075968947e-05,4.326755067842439e-06,6.977616530749411e-15,5.902009725323717e-09,1e-30,1.2803522163286496e-09,9.338743759083118e-14,7.007191793951489e-25
142.0,4.756187290314291,1.7531243006362803e-05,1.6274445194275656e-06,2.07061270593998e-05,4.357223484313825e-06,1.6991114660685682e-06,2.0706143651890555e-05,4.357224040726643e-06,6.956838972671846e-15,5.881768361728067e-09,1e-30,1.283783421005772e-09,9.388867134058639e-14,1e-30
143.0,4.752372966628683,1.768589463603315e-05,1.6358992244965843e-06,2.088608958447959e-05,4.387692482727715e-06,1.708573980089129e-06,2.0886106468822734e-05,4.387693038131901e-06,6.908240671418066e-15,5.8544606252460695e-09,1e-30,1.2883652596923541e-09,9.45600815536663e-14,1e-30
144.0,4.748568871191838,1.784149032576356e-05,1.644357935089565e-06,2.106698140338233e-05,4.418161711391162e-06,1.7180511472721136e-06,2.1066998583789044e-05,4.4181622657748955e-06,6.3107150169622026e-15,5.825060803609926e-09,1e-30,1.2733900549614716e-09,9.237452571302873e-14,1e-30
145.0,4.744791525378187,1.799734635424647e-05,1.6527532967452434e-06,2.1248191792303502e-05,4.448630648760053e-06,1.7274697945121423e-06,2.124820927186174e-05,4.448631202132938e-06,2e-30,5.79230989880518e-09,1e-30,1.286636555042248e-09,9.43059865204553e-14,1e-30
146.0,4.741039310227363,1.81535133854937e-05,1.6611680696644344e-06,2.1429684917840096e-05,4.479099812988906e-06,1.736916609300838e-06,2.1429702699670974e-05,4.479100365358864e-06,4.390463152439168e-15,5.758643271979491e-09,1e-30,1.275179607269053e-09,9.263435782026475e-14,1e-30
147.0,4.7373339532797125,1.8309059950673763e-05,1.6694915153645275e-06,2.161064894900696e-05,4.509568434613525e-06,1.7462718963846747e-06,2.1610667034645853e-05,4.509568986016284e-06,6.642681218585804e-15,5.726180480929721e-09,1e-30,1.3093728771193857e-09,9.766911257319883e-14,1e-30
148.0,4.73363998435785,1.846545509541615e-05,1.6778123082768095e-06,2.1792454164462125e-05,4.540037127495472e-06,1.7556344881535187e-06,2.1792472558037522e-05,4.54003767792204e-06,7.0579078247100155e-15,5.6926071407867645e-09,1e-30,1.3142973841086921e-09,9.840519398281556e-14,1e-30
149.0,4.729946205680904,1.8623178002283856e-05,1.6861508774414211e-06,2.1975556230500328e-05,4.57050604567298e-06,1.7650278489002383e-06,2.1975574937049106e-05,4.570506595100607e-06,6.762428472070887e-15,5.661357863846659e-09,1e-30,1.3091385086200122e-09,9.763415040502268e-14,5.111668123132634e-25
150.0,4.726257141872713,1.8782044195020162e-05,1.694472278171925e-06,2.215980790826026e-05,4.6009750474509395e-06,1.774414704658777e-06,2.2159826932567427e-05,4.6009755958630285e-06,6.571525333359787e-15,5.632622367550614e-09,1e-30,1.2982163860844706e-09,9.601174292387419e-14,1e-30
151.0,4.722605382416525,1.8940638602423585e-05,1.7027775577883817e-06,2.234379897916151e-05,4.63144407941816e-06,1.7837901512002184e-06,2.234381832339979e-05,4.6314446268396054e-06,3.844450377618746e-15,5.60295335299615e-09,1e-30,1.2874727170350292e-09,9.44291062159763e-14,1e-30
152.0,4.718976301218268,1.909957479163876e-05,1.7110655071902622e-06,2.252814183518224e-05,4.661913113560386e-06,1.7931555222546408e-06,2.252816150267824e-05,4.661913659997861e-06,5.603164082778022e-15,5.5702708285204405e-09,1e-30,1.2913920566935305e-09,9.50049346978435e-14,1e-30
153.0,4.715372868838978,1.925870723316645e-05,1.7193067136431575e-06,2.2712722320716978e-05,4.6923819264065945e-06,1.8024793543068144e-06,2.2712742314562048e-05,4.6923824718707564e-06,6.536907591067055e-15,5.543557458332415e-09,1e-30,1.3092059189217985e-09,9.764420593085767e-14,1e-30
154.0,4.711911973544458,1.9412793125252767e-05,1.7275071932537113e-06,2.2892314155014425e-05,4.7228505172217415e-06,1.811745162940102e-06,2.2892334468185387e-05,4.7228510618700675e-06,7.332772891473705e-15,5.531409213123244e-09,1e-30,1.3299936423585423e-09,1.0076979041805782e-13,1e-30
155.0,4.7084360112217905,1.9568790724882184e-05,1.735739930081954e-06,2.3073768713285884e-05,4.753319473670336e-06,1.8210594971657903e-06,2.3073789351994705e-05,4.7533200174625875e-06,7.437848494196158e-15,5.5071901621107525e-09,1e-30,1.3079894227899566e-09,9.746282236255516e-14,1e-30
156.0,4.704971103296074,1.9725539798087778e-05,1.743875585354712e-06,2.32560670948774e-05,4.783787987889611e-06,1.8302816835267256e-06,2.3256088063271396e-05,4.783788530818595e-06,7.754827487472099e-15,5.4797265919055346e-09,1e-30,1.3336194722854348e-09,1.0132001810937882e-13,6.7790993151119215e-25
157.0,4.701496393800606,1.988399321162958e-05,1.7520207488316047e-06,2.344004568297686e-05,4.814256708355526e-06,1.8395277601420688e-06,2.344006698702133e-05,4.814257250388413e-06,2e-30,5.452561005220301e-09,1e-30,1.3262520647536144e-09,1.0020276422268271e-13,1e-30
158.0,4.698063495424005,2.0041789877272594e-05,1.7601132159077121e-06,2.3623419214612657e-05,4.844725115430874e-06,1.8487220676005568e-06,2.362344085570915e-05,4.844725656599531e-06,5.790397731979148e-15,5.4228917167976115e-09,1e-30,1.341628198593124e-09,1.0254064295449681e-13,5.549491606261281e-25
159.0,4.69464508353898,2.0200164980183716e-05,1.7682090813718486e-06,2.380735855714465e-05,4.875193694346599e-06,1.857928930209313e-06,2.3807380539090274e-05,4.875194234649076e-06,7.08892923580134e-15,5.39608363599132e-09,1e-30,1.3371859823761906e-09,1.0186269382160079e-13,5.748426453096514e-25
160.0,4.691272658020334,2.0357635867974924e-05,1.776290220734101e-06,2.3990406565427553e-05,4.9056622233781055e-06,1.8671227205840133e-06,2.3990428889064453e-05,4.905662762851834e-06,3.331878655567444e-15,5.368018535070702e-09,1e-30,1.3417152376211509e-09,1.0255375617242525e-13,1e-30
161.0,4.687913861984272,2.0515690469074957e-05,1.7844121112107175e-06,2.4173986348469945e-05,4.9361312525082845e-06,1.8763683713603904e-06,2.417400901757685e-05,4.936131791150714e-06,5.664530985281905e-15,5.340469572319446e-09,1e-30,1.3052825275703337e-09,9.705981718456252e-14,5.81236360214572e-25
162.0,4.684554271138297,2.0675010027581878e-05,1.7924321297773342e-06,2.435892592489257e-05,4.9665997100213105e-06,1.8855190043628461e-06,2.4358948944815413e-05,4.966600247812187e-06,7.30943719155673e-15,5.312760442636951e-09,1e-30,1.3323543821915002e-09,1.0112787152684687e-13,1e-30
163.0,4.681198343857934,2.08353910594136e-05,1.800545512722003e-06,2.4544817317049337e-05,4.997068981665799e-06,1.8947791077252713e-06,2.4544840692578995e-05,4.997069518590876e-06,6.5138223991980134e-15,5.283928392701786e-09,1e-30,1.2935594628688676e-09,9.532412164776368e-14,1e-30
164.0,4.67786846304161,2.0995756964048753e-05,1.8071618211195247e-06,2.473134516573066e-05,5.027072507782517e-06,1.9024696507629361e-06,2.4731368900186315e-05,5.027073043805748e-06,1.9660268624624844e-11,5.094965743281261e-09,1e-30,2.5075854942287404e-09,3.5830711495597665e-13,1e-30
165.0,4.6745376179726605,2.115740414866855e-05,1.8156207942451289e-06,2.4918129321347953e-05,5.057526662021158e-06,1.9121119548317697e-06,2.4918153419171357e-05,5.057527197171489e-06,6.2074062236157584e-12,5.112205748799278e-09,1e-30,1.679511275227232e-09,1.606970223920149e-13,1e-30
166.0,4.671255730715415,2.131789257010714e-05,1.8237939233405768e-06,2.510406009649619e-05,5.08799385243538e-06,1.92145466849554e-06,2.5104084558286282e-05,5.0879943867564606e-06,1.8548696756013477e-12,5.1530116038736226e-09,1e-30,1.4691398395398203e-09,1.2295920809729036e-13,1e-30
167.0,4.668000830124133,2.1478263687037324e-05,1.8318249700662417e-06,2.529001488040851e-05,5.118460914333039e-06,1.930653684155668e-06,2.529003970878114e-05,5.118461447840161e-06,5.664995457174889e-13,5.152783352622989e-09,1e-30,1.4067860280766311e-09,1.1274212238090596e-13,1e-30
168.0,4.664745073071049,2.163988392584373e-05,1.839797852505663e-06,2.5477266700490435e-05,5.148928236229695e-06,1.9398036170837944e-06,2.547729190090935e-05,5.148928768904201e-06,2.0171755276646585e-13,5.1406689863709056e-09,1e-30,1.3815578131371825e-09,1.0873519192248496e-13,1e-30
169.0,4.661577366065433,2.1798300434235666e-05,1.8477493231000822e-06,2.5661344665647826e-05,5.179395798735755e-06,1.9489225695304143e-06,2.5661370233959037e-05,5.179396330668182e-06,9.107219024643267e-14,5.131378607943608e-09,1e-30,1.3726552889036161e-09,1.0733832685679885e-13,1.507871061670526e-23
170.0,4.6584338166702155,2.1956655271501876e-05,1.8556457676093953e-06,2.5845411463458287e-05,5.2098632319733815e-06,1.957989501757097e-06,2.5845437402243556e-05,5.209863763175917e-06,5.6067231336125845e-14,5.117007760437134e-09,1e-30,1.3921451244978917e-09,1.1040828264323736e-13,1.4549918925413787e-23
171.0,4.65530382453507,2.2115470101591214e-05,1.8635238257816708e-06,2.602994809139786e-05,5.240330891079899e-06,1.967045461414052e-06,2.6029974404344044e-05,5.240331421551984e-06,4.249858368390933e-14,5.0952448878104065e-09,1e-30,1.37548910134163e-09,1.0778205094052876e-13,1.296114780293021e-23
172.0,4.652204200234892,2.227387611164859e-05,1.8714028784486554e-06,2.62140690539455e-05,5.270798778032675e-06,1.9761068349526152e-06,2.6214095742818736e-05,5.270799307794472e-06,3.651193030500718e-14,5.071220014974903e-09,1e-30,1.352053896535537e-09,1.0414043847905515e-13,1.1696755632715485e-23
173.0,4.6491151109645985,2.2432872554286495e-05,1.8792874211898647e-06,2.6398764870723294e-05,5.3012669222617455e-06,1.9851830652040455e-06,2.639879193949173e-05,5.301267451309387e-06,3.143122625459694e-14,5.047248825394474e-09,1e-30,1.3556336914027104e-09,1.0469267786468283e-13,1e-30
174.0,4.646043620025924,2.2592088465512415e-05,1.8871441883936858e-06,2.658370124956878e-05,5.331735090507678e-06,1.9942372819244856e-06,2.6583728701432084e-05,5.3317356188460855e-06,2.8353245743408494e-14,5.023105944300886e-09,1e-30,1.350997316352461e-09,1.0397776439075549e-13,1e-30
175.0,4.642980322678393,2.2752005148311592e-05,1.8949141690854183e-06,2.676941930093587e-05,5.36220262021276e-06,2.00320937228585e-06,2.6769447140256164e-05,5.362203147835546e-06,2.810725801620612e-14,4.996630158003394e-09,1e-30,1.3771852436216182e-09,1.08048111627191e-13,1e-30
176.0,4.63994768150561,2.2911436451440105e-05,1.9026820249104148e-06,2.6954649750892307e-05,5.3926701605895775e-06,2.0121831379911557e-06,2.6954677979275975e-05,5.3926706875178956e-06,2.6643144851313644e-14,4.97110612527829e-09,1e-30,1.3992536378992243e-09,1.1153885472674373e-13,1e-30
177.0,4.636917779713435,2.3071839416082616e-05,1.910470381081944e-06,2.7140819005048514e-05,5.4231382391223684e-06,2.0211894765964054e-06,2.7140847627390675e-05,5.423138765343706e-06,2.301934808233488e-14,4.948340487840327e-09,1e-30,1.3715749566346728e-09,1.0716956295545639e-13,1e-30
178.0,4.633899736891217,2.323273095357581e-05,1.9181587239347292e-06,2.732757330477908e-05,5.453605589755277e-06,2.0300985955463646e-06,2.7327602325041214e-05,5.453606115268276e-06,2.2729380342530327e-14,4.927067649555819e-09,1e-30,1.4068998750960534e-09,1.1276128568658472e-13,1e-30
179.0,4.63088133985926,2.3394763549377323e-05,1.9258946576094754e-06,2.7515406119295088e-05,5.484073479959811e-06,2.0390698362256766e-06,2.7515435542812397e-05,5.484074004748668e-06,2.085992817406786e-14,4.904436760798923e-09,1e-30,1.3974359330175048e-09,1.1124926624266223e-13,1e-30
180.0,4.627866778825077,2.3557718133577633e-05,1.933574633703458e-06,2.7704208783449186e-05,5.514541049243531e-06,2.0479925833919594e-06,2.7704238615215797e-05,5.514541573297666e-06,2.0230521614976985e-14,4.877636213941196e-09,1e-30,1.4062000769750674e-09,1.1264914664173429e-13,1e-30
181.0,4.624876372487511,2.372048843789068e-05,1.9412614896779985e-06,2.7892814210355188e-05,5.545008817509011e-06,2.056928008964271e-06,2.7892844452734877e-05,5.5450093408426045e-06,1.9058137041910234e-14,4.85511671653461e-09,1e-30,1.4028821916718528e-09,1.1211816652053289e-13,1e-30
182.0,4.621908304891106,2.388315488562831e-05,1.948913377949778e-06,2.8081346740714365e-05,5.5754764427672925e-06,2.0658321463294917e-06,2.8081377396300708e-05,5.575476965392424e-06,1.812916913973334e-14,4.832756227543134e-09,1e-30,1.4134964107282652e-09,1.1382125987568182e-13,1e-30
183.0,4.618971926583285,2.4045182264820208e-05,1.9565486696934105e-06,2.8269254089903513e-05,5.605943958940404e-06,2.074721797063513e-06,2.8269285159987183e-05,5.605944480880521e-06,1.8122863786202878e-14,4.810648434569511e-09,1e-30,1.4191224266022045e-09,1.1472918492650282e-13,1e-30
184.0,4.616039839631555,2.4208069659008294e-05,1.9641365516732105e-06,2.845806116718665e-05,5.636411220188233e-06,2.083571613334126e-06,2.845809265666519e-05,5.636411741433963e-06,1.7739789620117848e-14,4.78828992239383e-09,1e-30,1.4385990087378974e-09,1.1790015770255586e-13,1e-30
