time,pH,H+,NO2-,NO3-,H2O2,HONO_total,HONO2_total,H2O2_total,ONOOH_total,O3,NO,NO2_aq,N2O4,N2O5
185.0,4.613083037886137,2.437344749113269e-05,1.971769231252031e-06,2.8649292322839515e-05,5.666879066887665e-06,2.0924875136073457e-06,2.864932424048605e-05,5.666879587395154e-06,1.601507495455438e-14,4.763381342688512e-09,1e-30,1.417517275657607e-09,1.1446978757672173e-13,1e-30
186.0,4.610152697776698,2.4538459926629606e-05,1.979381810234129e-06,2.8840174281327405e-05,5.697346847748806e-06,2.1013865989506964e-06,2.884020662915969e-05,5.697347367535738e-06,1.594638650023806e-14,4.742650689093948e-09,1e-30,1.4107411759414947e-09,1.1337795597509827e-13,1e-30
187.0,4.6072488788510055,2.470308092864204e-05,1.98695011079112e-06,2.9030707476601965e-05,5.7278144052220515e-06,2.1102430153620304e-06,2.9030740256586235e-05,5.727814924306258e-06,1.5593356686482668e-14,4.719869870947265e-09,1e-30,1.4233753982882125e-09,1.1541793405249558e-13,4.97235968004029e-22
188.0,4.604362702752817,2.4867796069826654e-05,1.994497423358113e-06,2.922135000579828e-05,5.75828197605432e-06,2.119083863529251e-06,2.922138322105194e-05,5.7582824944431446e-06,1.5223913789502766e-14,4.700892104495739e-09,1e-30,1.4165238757576647e-09,1.143094027648825e-13,1e-30
189.0,4.601581152032011,2.502757940691487e-05,2.0020509698619684e-06,2.9407072468520424e-05,5.7887497231026166e-06,2.1279127812813586e-06,2.9407106109655423e-05,5.788750240907241e-06,1.447086996529337e-14,4.692860506852499e-09,1e-30,1.4129197217534048e-09,1.1372842172613612e-13,1e-30
190.0,4.59878528303785,2.5189219852500323e-05,2.009546328099367e-06,2.9594698163236985e-05,5.819217188078964e-06,2.13669526689367e-06,2.9594732237669517e-05,5.819217705268643e-06,1.4779283156179857e-14,4.67358354856003e-09,1e-30,1.4222826252784515e-09,1.1524077740425646e-13,1e-30
191.0,4.596028239667357,2.534963791052129e-05,2.017074956461857e-06,2.9781065103404213e-05,5.849683939310449e-06,2.1455130343633387e-06,2.9781099610784205e-05,5.8496844559178704e-06,1.832462128882148e-14,4.6577039054117516e-09,1e-30,1.4225297209382032e-09,1.152807877178963e-13,1e-30
192.0,4.593263521019255,2.5511528454944775e-05,2.0245916659211845e-06,2.996890432197038e-05,5.880151831894692e-06,2.1543316749317775e-06,2.9968939268764723e-05,5.880152347897495e-06,1.4788515120339606e-14,4.6352129175895125e-09,1e-30,1.4140348979138474e-09,1.1390803254934851e-13,1e-30
193.0,4.590521625756416,2.5673103653329494e-05,2.0320351877601113e-06,3.015650145279136e-05,5.910619230024511e-06,2.1630769118517597e-06,3.0156536841061233e-05,5.910619745436608e-06,1.438984001114558e-14,4.615001341612282e-09,1e-30,1.4294486143555523e-09,1.1640502672095018e-13,1e-30
194.0,4.587778363830232,2.5835783476572243e-05,2.0394846751634715e-06,3.0345184982346743e-05,5.941086738560989e-06,2.171840202440341e-06,3.034522081767817e-05,5.941087253367767e-06,1.4024920579581422e-14,4.593617785759699e-09,1e-30,1.4399287492702059e-09,1.1811825070734161e-13,1e-30
195.0,4.585039649022359,2.599922191789148e-05,2.0469396794684845e-06,3.053461075009358e-05,5.971554298236285e-06,2.180619359000625e-06,3.053464703723348e-05,5.9715548124303195e-06,1.4536186685945852e-14,4.570978439804866e-09,1e-30,1.437273223341677e-09,1.1768296202507822e-13,1e-30
196.0,4.582323430038231,2.616233907257093e-05,2.054380312362198e-06,3.072372628441406e-05,6.002022024505493e-06,2.1893876628736388e-06,3.072376302537048e-05,6.002022538100762e-06,1.2993055915634473e-14,4.550470309898669e-09,1e-30,1.4257055070329394e-09,1.1579616461933622e-13,1e-30
197.0,4.579626337373223,2.6325320219924984e-05,2.061762656720213e-06,3.091276199043271e-05,6.03248912598929e-06,2.1980992167479583e-06,3.091279918773746e-05,6.03248963899581e-06,1.370689081492929e-14,4.529554661724023e-09,1e-30,1.452682001214905e-09,1.2021995781600344e-13,1e-30
198.0,4.576938799129782,2.6488733921050985e-05,2.069147283857697e-06,3.1102219750210075e-05,6.0629563952208915e-06,2.206821497987951e-06,3.1102257407805596e-05,6.062956907637554e-06,1.3909628337711637e-14,4.508706741031167e-09,1e-30,1.4582642718839817e-09,1.2114573385824285e-13,1e-30
199.0,4.574263320771358,2.665242188921187e-05,2.0764777177923344e-06,3.1292001651976764e-05,6.0934231916881905e-06,2.2154934509206884e-06,3.129203977348053e-05,6.093423703516922e-06,1.5317121775488857e-14,4.486533637800577e-09,1e-30,1.4719852536543486e-09,1.2343634321840495e-13,1e-30
200.0,4.571594854202435,2.6816688406925088e-05,2.083815178478626e-06,3.148234540439491e-05,6.123890139937654e-06,2.2241819602705483e-06,3.148238399416803e-05,6.123890651174616e-06,1.592460667224909e-14,4.46605417912938e-09,1e-30,1.4683754010608968e-09,1.2283162763701645e-13,1e-30
201.0,4.568946526493737,2.69807161826315e-05,2.0911274730628865e-06,3.167247258620708e-05,6.15435703200926e-06,2.232848399048648e-06,3.16725116464952e-05,6.1543575426661705e-06,1.522762583273205e-14,4.445342949078264e-09,1e-30,1.4726673939542656e-09,1.235507818272322e-13,1e-30
202.0,4.566315857184835,2.7144643532863208e-05,2.098498664964639e-06,3.186243084885671e-05,6.184824719341983e-06,2.241583247278134e-06,3.186247038215494e-05,6.184825229427805e-06,1.3515400114709053e-14,4.425329822702072e-09,1e-30,1.4386064695908093e-09,1.1790140759146422e-13,1e-30
203.0,4.563676162153131,2.731013442704891e-05,2.1058123958214818e-06,3.205399931264104e-05,6.215291979297489e-06,2.2502710337507437e-06,3.205403932609683e-05,6.215292488789875e-06,1.3814989151314849e-14,4.405900836802981e-09,1e-30,1.4494788219320457e-09,1.1969034064656997e-13,1e-30
204.0,4.561068140344552,2.747463045239226e-05,2.113096338461861e-06,3.224460399273133e-05,6.245759017284336e-06,2.2589277760841113e-06,3.224464448656617e-05,6.245759526208841e-06,1.4352292056920556e-14,4.386180749099473e-09,1e-30,1.4639761319425523e-09,1.2209667858833252e-13,1e-30
205.0,4.5585094879224695,2.763697540704783e-05,2.1203718826768356e-06,3.243307192250191e-05,6.276226121301404e-06,2.2675700994129508e-06,3.2433112893693715e-05,6.276226629704364e-06,1.4204504470767923e-14,4.375588182098163e-09,1e-30,1.4662498041336388e-09,1.224762453450222e-13,1e-30
206.0,4.555979232891649,2.779846191361198e-05,2.1276120509985066e-06,3.2620717587330414e-05,6.3066929897926416e-06,2.2761759225921637e-06,3.2620759036351434e-05,6.30669349769581e-06,1.4871054209793535e-14,4.359143685837719e-09,1e-30,1.4694355363790074e-09,1.230090648668556e-13,1e-30
207.0,4.553441830488278,2.7961352175522616e-05,2.1348492963924286e-06,3.280975663640584e-05,6.337160013421215e-06,2.284792018938979e-06,3.2809798569912214e-05,6.337160520804906e-06,1.4780556312963132e-14,4.341473391436681e-09,1e-30,1.4657223226290225e-09,1.2238813633547253e-13,1e-30
208.0,4.5509129091746,2.8124647687646717e-05,2.14207937179453e-06,3.29992005058737e-05,6.367627135850552e-06,2.293408541693521e-06,3.299924292781209e-05,6.367627642713486e-06,1.4401795958937283e-14,4.3214371227233155e-09,1e-30,1.4629726079758975e-09,1.2192933718086357e-13,1e-30
209.0,4.548396003606851,2.828811418672868e-05,2.14928746565795e-06,3.3188831621404676e-05,6.39809410109876e-06,2.3020083753670267e-06,3.318887453510461e-05,6.398094607443878e-06,1.4679479197868055e-14,4.303376383732881e-09,1e-30,1.4648991998373942e-09,1.2225064741099777e-13,1e-30
210.0,4.545902431132663,2.8451002176311346e-05,2.156477112836168e-06,3.3377901289316924e-05,6.428561092249797e-06,2.3105912297589193e-06,3.3377944695999436e-05,6.428561598093335e-06,1.4173643044194874e-14,4.289053219518519e-09,1e-30,1.4676795124903893e-09,1.2271522541905066e-13,1e-30
211.0,4.543411706963044,2.8614640435196277e-05,2.1636484551689878e-06,3.356773053563228e-05,6.459027918029889e-06,2.3191644246169905e-06,3.35677744402574e-05,6.459028423364295e-06,1.5270638796640837e-14,4.271553859772349e-09,1e-30,1.4798125250836917e-09,1.2475263961082803e-13,1e-30
212.0,4.5409403531426,2.877793629426315e-05,2.1707628316013637e-06,3.375727456912138e-05,6.4894942599729e-06,2.327680564057488e-06,3.375731897362534e-05,6.489494764809933e-06,1.624011622707606e-14,4.25400412754093e-09,1e-30,1.5023102142222351e-09,1.285749678041562e-13,1e-30
213.0,4.5384710265033785,2.8942028943068223e-05,2.1779157011002773e-06,3.3947563779096716e-05,6.519961124359763e-06,2.3362481902367337e-06,3.394760868853121e-05,6.519961628691191e-06,1.556622249573392e-14,4.235471671593028e-09,1e-30,1.4900935341763925e-09,1.26492220705071e-13,1.1420204245193572e-21
214.0,4.536000792745756,2.9107118049515842e-05,2.18506347123801e-06,3.413884342677969e-05,6.550428209040748e-06,2.3448217099921223e-06,3.413888884687184e-05,6.550428712855041e-06,1.4904861149018965e-14,4.215833931332075e-09,1e-30,1.4746073335470196e-09,1.238765199509679e-13,1e-30
215.0,4.533560532915117,2.927112855540755e-05,2.192149305138907e-06,3.432911055660541e-05,6.580894604229215e-06,2.353328728343357e-06,3.43291564871948e-05,6.5808951075506986e-06,1.6301597376574845e-14,4.197474979965784e-09,1e-30,1.4943317844369416e-09,1.2721283576582185e-13,1e-30
216.0,4.531110126092647,2.943675097623763e-05,2.1992483115797433e-06,3.452096068643034e-05,6.6113613209068735e-06,2.3618646362062913e-06,3.452100713504302e-05,6.6113618237135296e-06,1.6065366521367193e-14,4.179910940723027e-09,1e-30,1.4886940289045659e-09,1.2625471398976944e-13,1e-30
217.0,4.528687092767028,2.9601444692687523e-05,2.2062752376187243e-06,3.471195879936937e-05,6.641827304907028e-06,2.3703238638527515e-06,3.4712005766283734e-05,6.641827807220321e-06,1.7233493120550497e-14,4.162372843800034e-09,1e-30,1.520003846525051e-09,1.3162159927440252e-13,1e-30
218.0,4.526255602593049,2.9767639491115974e-05,2.2133645999308886e-06,3.490437640035956e-05,6.672294045440844e-06,2.3788643556412346e-06,3.490442389277747e-05,6.672294547240985e-06,1.6629477435240446e-14,4.144243571380676e-09,1e-30,1.4962035444198962e-09,1.2753175103249926e-13,1.4874450928446844e-21
219.0,4.523828763564391,2.9934446786731596e-05,2.2204037442701133e-06,3.509745114484469e-05,6.702760491208555e-06,2.387360188776007e-06,3.50974991675713e-05,6.7027609924909636e-06,1.674191424502851e-14,4.125579812764111e-09,1e-30,1.5037502642578839e-09,1.2882158958305019e-13,1e-30
220.0,4.521412176674432,3.0101478214702272e-05,2.227418909864709e-06,3.529076861577009e-05,6.73322674109319e-06,2.3958373829534735e-06,3.5290817172445145e-05,6.733227241859861e-06,1.711415441549941e-14,4.108653380157186e-09,1e-30,1.5150298402150554e-09,1.3076152820415487e-13,4.210484339107134e-21
221.0,4.519008205897453,3.026856235786948e-05,2.2344199905080457e-06,3.548414741047812e-05,6.7636928745814275e-06,2.404305603777286e-06,3.5484196504223844e-05,6.763693374837172e-06,1.3791341355326227e-14,4.09156810453293e-09,1e-30,1.5181248972941167e-09,1.3129605615740401e-13,1e-30
222.0,4.51661613479267,3.0435739983319384e-05,2.241450117458989e-06,3.567758198712294e-05,6.79415950227664e-06,2.4128114945115914e-06,3.567763162112313e-05,6.79416000202557e-06,1.5978532057532595e-14,4.07473370289815e-09,1e-30,1.4998984991270584e-09,1.2816246022843846e-13,1e-30
223.0,4.514237047931282,3.0602925995540496e-05,2.24843470542107e-06,3.587106790453268e-05,6.824625887896015e-06,2.4212742973333175e-06,3.587111808182917e-05,6.824626387143513e-06,1.681105742249636e-14,4.057459605649421e-09,1e-30,1.4981216868888197e-09,1.2785897308261492e-13,1e-30
224.0,4.511872169874617,3.0770023655441435e-05,2.2554324916491252e-06,3.606444547201074e-05,6.855092314304317e-06,2.42975668436539e-06,3.606449619526267e-05,6.855092813057266e-06,1.8092122795273065e-14,4.038634552641247e-09,1e-30,1.5013858212096082e-09,1.284167754133343e-13,1e-30
225.0,4.509515937971969,3.0937417775722625e-05,2.262392443446445e-06,3.62581529980242e-05,6.885558515180318e-06,2.4382058559459697e-06,3.625820427114348e-05,6.885559013439271e-06,1.7751879744607534e-14,4.022457143685218e-09,1e-30,1.5177772349891905e-09,1.3123623828512476e-13,1.7583097345273252e-21
226.0,4.507151620551328,3.1106301667340735e-05,2.269323839110812e-06,3.645336505275594e-05,6.916023680326568e-06,2.446638585343907e-06,3.645341688332823e-05,6.916024178072928e-06,3.193899445689782e-14,4.004292213465573e-09,1e-30,1.5251097277951217e-09,1.3250740438422648e-13,1e-30
227.0,4.504809167859426,3.127453290871325e-05,2.2762800262011698e-06,3.664789700895768e-05,6.9464901066714445e-06,2.455100202913633e-06,3.664794939793135e-05,6.946490603921213e-06,2.1647373799598445e-14,3.990635129456221e-09,1e-30,1.5130940143518467e-09,1.3042755859427447e-13,8.020452735472923e-22
228.0,4.502519354315466,3.143986305518187e-05,2.2831872807499973e-06,3.6839591269685215e-05,6.9769560616943765e-06,2.463498264187727e-06,3.683964421108851e-05,6.9769565584986725e-06,1.9583724366551643e-14,3.982699573619439e-09,1e-30,1.5313408505317248e-09,1.3359244750697413e-13,1e-30
229.0,4.500167365052636,3.1610592408189816e-05,2.2900885623307483e-06,3.70366542776576e-05,7.007422274859686e-06,2.4719266739674913e-06,3.703670779128403e-05,7.0074227711384075e-06,1.8370610959258167e-14,3.956823557847761e-09,1e-30,1.5197936603398448e-09,1.3158519293766262e-13,1e-30
230.0,4.497853930470059,3.177942752311776e-05,2.2970037715738674e-06,3.7231812636294936e-05,7.037888576048823e-06,2.4803651131381748e-06,3.7231866719229674e-05,7.0378890718371725e-06,1.7264839786899166e-14,3.938762894525732e-09,1e-30,1.5087902585067937e-09,1.2968660730452726e-13,1e-30
231.0,4.4955440310577215,3.1948904335994334e-05,2.3038431267737085e-06,3.742768486034101e-05,7.068353997145998e-06,2.4887311898550547e-06,3.7427739517736496e-05,7.068354492439149e-06,1.76972416673566e-14,3.922701322806876e-09,1e-30,1.5452500566318116e-09,1.3603034278349658e-13,1e-30
232.0,4.493293927079873,3.211486294374052e-05,2.31073276257707e-06,3.7619999325955937e-05,7.098820049847098e-06,2.497137006104257e-06,3.762005454957395e-05,7.098820544704527e-06,1.8407168192210058e-14,3.912962532072813e-09,1e-30,1.5359818426342376e-09,1.344034625302575e-13,1e-30
233.0,4.491033552556899,3.2282447055839444e-05,2.3175611967067316e-06,3.7813990119681466e-05,7.129285786897917e-06,2.505491865042431e-06,3.781404591772274e-05,7.129286281299186e-06,1.8696612765502743e-14,3.900044356504061e-09,1e-30,1.536511283270583e-09,1.3449614893010552e-13,1e-30
234.0,4.48878953610955,3.244968339924715e-05,2.3243957889811196e-06,3.800762240660847e-05,7.159751586491915e-06,2.5138571024814876e-06,3.800767878090905e-05,7.159752080447034e-06,1.8525099496395234e-14,3.885536344326759e-09,1e-30,1.5364235416175285e-09,1.3448073350989834e-13,1e-30
235.0,4.486560884101641,3.2616632166329904e-05,2.3312575502145763e-06,3.8200933580676484e-05,7.190217915635448e-06,2.5222557929606473e-06,3.8200990533215794e-05,7.1902184091533786e-06,1.8699644290553633e-14,3.86964532484437e-09,1e-30,1.5172863756476317e-09,1.3115135661253836e-13,1e-30
236.0,4.484326958977478,3.278483792433785e-05,2.33806141294936e-06,3.8395551141001104e-05,7.220683727777825e-06,2.5306049543633987e-06,3.839560867889314e-05,7.220684220844081e-06,1.9597832449661734e-14,3.851124822351425e-09,1e-30,1.5306515380401065e-09,1.3347219309964312e-13,1e-30
237.0,4.482121435865997,3.295175607755786e-05,2.34488856298752e-06,3.8588857487347137e-05,7.2511497048047124e-06,2.538977495998177e-06,3.858891560933837e-05,7.251150197443165e-06,2.030851516157617e-14,3.8380638745910314e-09,1e-30,1.5324111511239511e-09,1.3377926649822095e-13,1e-30
238.0,4.479905470467086,3.3120320408643534e-05,2.351687974797087e-06,3.8783824685174694e-05,7.2816156550945505e-06,2.5473354410764387e-06,3.878388339964734e-05,7.2816161472850445e-06,1.862334701207495e-14,3.821775572733954e-09,1e-30,1.534675189049822e-09,1.341748814329283e-13,1e-30
239.0,4.477702574099494,3.328874527010873e-05,2.3584014237752773e-06,3.8978740275714696e-05,7.312080535506682e-06,2.5556051670074458e-06,3.897879958534614e-05,7.3120810272557435e-06,2.1591037215671402e-14,3.807811501887413e-09,1e-30,1.5687816098377055e-09,1.4020529970801232e-13,1e-30
240.0,4.475497829540721,3.345816899770536e-05,2.3652198876546744e-06,3.9174529257353704e-05,7.342546893009319e-06,2.564000348222263e-06,3.9174589168269315e-05,7.342547384306824e-06,1.992046075574393e-14,3.789530745929916e-09,1e-30,1.5255564636502856e-09,1.3258503996180926e-13,1e-30
241.0,4.47329111243876,3.36286077497743e-05,2.371891479264902e-06,3.937148029709562e-05,7.373011509671017e-06,2.572248102006297e-06,3.9371540815940675e-05,7.373012000506582e-06,2.333210662562298e-14,3.772757019741969e-09,1e-30,1.571025239435611e-09,1.4060664740960016e-13,1e-30
242.0,4.47110191433314,3.379855130473095e-05,2.378645311154681e-06,3.956784443303221e-05,7.4034772467410735e-06,2.580587831991582e-06,3.95679055610731e-05,7.403477737126618e-06,2.134734723116539e-14,3.759043650367838e-09,1e-30,1.5507703699968747e-09,1.3700417849897516e-13,1e-30
243.0,4.468935738438477,3.3967552988361674e-05,2.385367966965342e-06,3.9763300107329455e-05,7.433942700946859e-06,2.5888938484559587e-06,3.976336184449444e-05,7.433943190900453e-06,2.1529247805927492e-14,3.744050095395166e-09,1e-30,1.5504977310044758e-09,1.3695600672046538e-13,1e-30
244.0,4.466780857244508,3.413651192491577e-05,2.392089002894181e-06,3.9958709111016426e-05,7.46440814659844e-06,2.5972035569958482e-06,3.9958771460174354e-05,7.464408636124972e-06,2.2030286366929995e-14,3.728544319999201e-09,1e-30,1.5545717296241033e-09,1.376767125175972e-13,1e-30
245.0,4.4646340749505535,3.430567153267707e-05,2.398785116451721e-06,4.015433895730141e-05,7.494873350685283e-06,2.6054931095985285e-06,4.0154401922185145e-05,7.494873839786083e-06,2.2440273611846985e-14,3.712369569688358e-09,1e-30,1.5669209735005942e-09,1.3987289668056772e-13,1e-30
246.0,4.462497448423478,3.447486320419686e-05,2.4054782362930593e-06,4.0349998213217776e-05,7.5253386518822055e-06,2.6137852934645707e-06,4.0350061796958045e-05,7.525339140561003e-06,2.206826793557987e-14,3.69751601644222e-09,1e-30,1.5654119807093545e-09,1.3960360493088928e-13,1e-30
247.0,4.460361273042822,3.46448533206069e-05,2.412193044229742e-06,4.0546421647310465e-05,7.555804515584075e-06,2.62211157968877e-06,4.054648585562344e-05,7.555805003833776e-06,2.2100977861311114e-14,3.6820025017185846e-09,1e-30,1.538449298811513e-09,1.3483566194721202e-13,1e-30
248.0,4.458217594164685,3.481628316258369e-05,2.4188206002500253e-06,4.0744365084480586e-05,7.586269468819169e-06,2.6303574656139685e-06,4.074442992551886e-05,7.5862699566237334e-06,2.2752296131452128e-14,3.6686833714990727e-09,1e-30,1.5679468116335413e-09,1.4005611311612961e-13,1e-30
249.0,4.4561015390506915,3.49863358605736e-05,2.4254432703247276e-06,4.094093913365268e-05,7.616734210566037e-06,2.6385953538412587e-06,4.094100460575125e-05,7.616734697948996e-06,2.5127054970774025e-14,3.658317999921218e-09,1e-30,1.5808545559703839e-09,1.4237170576989307e-13,1e-30
250.0,4.453979487667661,3.5157704560894486e-05,2.432063013711651e-06,4.1138818684038196e-05,7.647199180943845e-06,2.646843754261168e-06,4.1138884794825465e-05,7.647199667891063e-06,2.2873950188808957e-14,3.6404669678431703e-09,1e-30,1.5745365393367851e-09,1.4123590792379022e-13,1e-30
251.0,4.451884946645056,3.5327674752150674e-05,2.438716728011892e-06,4.133526530649524e-05,7.677664659192962e-06,2.6551262723565744e-06,4.1335332054114934e-05,7.67766514572796e-06,2.2773033067222388e-14,3.6309954473267187e-09,1e-30,1.559896063341479e-09,1.3862145494703723e-13,2.022671428506738e-21
252.0,4.449785564084856,3.549886240656343e-05,2.4452789675179985e-06,4.1533015893046316e-05,7.708129121421242e-06,2.6633223187414857e-06,4.153308328497788e-05,7.708129607531231e-06,2.4184315606951884e-14,3.6142199808122147e-09,1e-30,1.591469314853009e-09,1.442901726517659e-13,1e-30
253.0,4.4476931384503136,3.567030818249362e-05,2.4518875131070574e-06,4.1730966647834824e-05,7.738594164104947e-06,2.671576053506216e-06,4.173103468799171e-05,7.738594649790527e-06,2.4012728198720374e-14,3.602018250907068e-09,1e-30,1.5826902174690244e-09,1.4270255517187786e-13,1e-30
254.0,4.445607500309622,3.584202180368517e-05,2.458421227625741e-06,4.192925953154254e-05,7.769058582714378e-06,2.679755566117299e-06,4.192932822410108e-05,7.769059067975945e-06,2.4290007241558958e-14,3.5894960411564694e-09,1e-30,1.5930903726003239e-09,1.4458428777744269e-13,1e-30
255.0,4.443515347722628,3.601510226353376e-05,2.4649358335710457e-06,4.2128925501723565e-05,7.799522719114945e-06,2.687928340829039e-06,4.212899485468888e-05,7.799523203938124e-06,2.4796868771534792e-14,3.574700070006099e-09,1e-30,1.6026000747814424e-09,1.463156952958846e-13,1e-30
256.0,4.441444435397756,3.6187248654180394e-05,2.4714785509654637e-06,4.232762678325471e-05,7.829987200740446e-06,2.6961316481275063e-06,4.232769679638313e-05,7.829987685141955e-06,2.331268329477019e-14,3.559707007017434e-09,1e-30,1.5958588544382435e-09,1.4508727403629256e-13,1e-30
257.0,4.439381572985782,3.6359543924308265e-05,2.477979209008477e-06,4.252651611415502e-05,7.86045120845807e-06,2.7042956397529946e-06,4.252658679117548e-05,7.860451692439891e-06,2.606503187847325e-14,3.543955611246646e-09,1e-30,1.608379568989571e-09,1.4737298682514945e-13,1e-30
258.0,4.4373257396232715,3.65320682535124e-05,2.4845320313747205e-06,4.27255708002282e-05,7.890916377656566e-06,2.7125236388155672e-06,4.2725642144996826e-05,7.890916861219697e-06,2.4329769970916967e-14,3.532044120543112e-09,1e-30,1.5729575698137628e-09,1.4095275826929858e-13,1e-30
259.0,4.435265468841189,3.670578624334245e-05,2.491039062503021e-06,4.292585553793479e-05,7.921381035058109e-06,2.720714773254292e-06,4.292592755799677e-05,7.921381518190742e-06,2.5353562453457367e-14,3.5194312386349496e-09,1e-30,1.5828655307581428e-09,1.4273416926708163e-13,1e-30
260.0,4.433229004975707,3.687830866998258e-05,2.497540275348244e-06,4.312495307105803e-05,7.951845699974657e-06,2.7288977288247793e-06,4.312502576523611e-05,7.951846182696497e-06,2.514502172224809e-14,3.5047955213877684e-09,1e-30,1.5882482633959688e-09,1.4370665097003094e-13,1e-30
261.0,4.4311943653374835,3.705148634379956e-05,2.5040374856973707e-06,4.332469994095485e-05,7.982310173138487e-06,2.737086065497344e-06,4.332477331478638e-05,7.98231065544482e-06,2.62563901590675e-14,3.4906063510015034e-09,1e-30,1.5965586196368336e-09,1.4521454452118064e-13,1e-30
262.0,4.429216916121078,3.7220575502051335e-05,2.51050051811819e-06,4.3520416002316664e-05,8.012774315493796e-06,2.745216898515564e-06,4.352049004397239e-05,8.0127747974414e-06,1.2490248358644038e-14,3.486791734596646e-09,1e-30,1.610042001009348e-09,1.4767704211920132e-13,1e-30
263.0,4.42724780095656,3.738971880963736e-05,2.516975241773042e-06,4.371616721093633e-05,8.043238770193698e-06,2.7533663532666413e-06,4.3716241923609854e-05,8.04323925178514e-06,2.273365723525943e-14,3.4734379381001703e-09,1e-30,1.594321144634377e-09,1.448077839821729e-13,1e-30
264.0,4.425279150018642,3.755959061528052e-05,2.523402646469707e-06,4.391268875147249e-05,8.073702747373042e-06,2.761474144220289e-06,4.3912764140975365e-05,8.073703228602168e-06,2.611101811086803e-14,3.4613159031958803e-09,1e-30,1.615336007410311e-09,1.4865063510541367e-13,1e-30
265.0,4.423322372004554,3.772920272459947e-05,2.5298555051983298e-06,4.4108918221838596e-05,8.104166807342037e-06,2.769613636374079e-06,4.4108994290195376e-05,8.104167288215424e-06,3.001879845250034e-14,3.4475066313958717e-09,1e-30,1.6106879875100212e-09,1.477963553646475e-13,1e-30
266.0,4.4213625879349685,3.789984310096711e-05,2.536291131274941e-06,4.430618297887952e-05,8.134631115528836e-06,2.777746304765159e-06,4.430625973300871e-05,8.134631596036646e-06,2.6189922540634795e-14,3.436033094258679e-09,1e-30,1.603825608756938e-09,1.4653956944746154e-13,1e-30
267.0,4.419410671009504,3.8070565598183116e-05,2.542688666529001e-06,4.450356521739375e-05,8.165094965622938e-06,2.7858432812531306e-06,4.450364266074409e-05,8.165095445767386e-06,2.7775039378361027e-14,3.4245849021524217e-09,1e-30,1.614849617308697e-09,1.4856104156740153e-13,1e-30
268.0,4.417464684692402,3.8241534907186065e-05,2.549071956465544e-06,4.470120237792447e-05,8.195558486955508e-06,2.793931711361636e-06,4.4701280514526386e-05,8.19555896673672e-06,3.552753511656208e-14,3.4102990940383172e-09,1e-30,1.6108509178516786e-09,1.4782626334925087e-13,1e-30
269.0,4.415520493379853,3.841311324668703e-05,2.5554467637661905e-06,4.489944903137988e-05,8.226022244172669e-06,2.8020202324026703e-06,4.489952786664244e-05,8.226022723586293e-06,3.09229022738626e-14,3.399263347731063e-09,1e-30,1.6285929345774704e-09,1.5110073216518634e-13,1.49268810726912e-21
270.0,4.413583000861476,3.858486624838314e-05,2.5618412876016993e-06,4.50978420329008e-05,8.256486584598096e-06,2.810136999769521e-06,4.50979215705517e-05,8.256487063645267e-06,2.6733063429815305e-14,3.3866153032537904e-09,1e-30,1.6075604829399739e-09,1.472228325974756e-13,1e-30
271.0,4.411650721075923,3.875692200053646e-05,2.5681823151227856e-06,4.529658869341056e-05,8.286950257575713e-06,2.8182025333770446e-06,4.529666893781816e-05,8.286950736255902e-06,2.8088392493741792e-14,3.3738557685754256e-09,1e-30,1.6225601254090721e-09,1.4998315638653369e-13,1e-30
272.0,4.409724652088777,3.89291882492104e-05,2.574525427891058e-06,4.549553676110384e-05,8.317413915426423e-06,2.8262771983889516e-06,4.5495617716190336e-05,8.317414393740283e-06,2.923866436710408e-14,3.360419021503738e-09,1e-30,1.6318701895012046e-09,1.5170950837711752e-13,1e-30
273.0,4.407807437239559,3.9101422999890754e-05,2.580842952090159e-06,4.569447596677871e-05,8.347877292302695e-06,2.834329046866247e-06,4.569455763559555e-05,8.347877770253826e-06,1.52975345190067e-14,3.3482644273844643e-09,1e-30,1.6398386291018588e-09,1.5319390974864414e-13,1e-30
274.0,4.405905093164223,3.927307498918359e-05,2.5872071104073175e-06,4.589277906092984e-05,8.378341221734162e-06,2.842433809083225e-06,4.5892861444245e-05,8.378341699332862e-06,2.5092521253876563e-14,3.334665120030931e-09,1e-30,1.6244485683367443e-09,1.5033263153717456e-13,1e-30
275.0,4.403998531549454,3.944586358293186e-05,2.5935415435174485e-06,4.60922375430166e-05,8.408804430471526e-06,2.8505187935881254e-06,4.6092320648419605e-05,8.408804907707072e-06,3.888334252402601e-14,3.3206482280516434e-09,1e-30,1.6174078498273478e-09,1.4903222151961093e-13,1e-30
276.0,4.402098587037736,3.9618808735264025e-05,2.5998136128711407e-06,4.629191561648103e-05,8.439267693891381e-06,2.8585417290527006e-06,4.629199944785145e-05,8.439268170765057e-06,3.340813860734651e-14,3.309293523912331e-09,1e-30,1.6273757237978633e-09,1.508749327541094e-13,1e-30
277.0,4.400197746780357,3.979259421601647e-05,2.606102399905116e-06,4.64924046548705e-05,8.46973114152016e-06,2.866594003562065e-06,4.649248921862609e-05,8.46973161802506e-06,2.9669343148830954e-14,3.2964289035722585e-09,1e-30,1.6368018397309245e-09,1.5262784281792643e-13,1e-30
