time_min,NO3- (uM),NO2- (uM),O3 (nM),H2O2 (uM),OH (pM),HO2 (pM),O2- (pM),ONOOH (pM),ONOO- (pM),O2NOOH (pM),O2NOO- (pM),O3- (pM),HO3 (pM),O (pM)
5.4667,3.020044e+01,1.906265e-01,1.017611e+01,8.384824e+00,6.738470e-02,7.399886e+00,1.027008e+01,9.412010e+00,2.070289e-01,1.328277e+03,1.464325e+02,2.365315e-05,1.147836e-03,1.471725e-06
5.5000,3.046917e+01,2.004593e-01,9.886324e+00,8.459869e+00,6.556689e-02,7.794548e+00,1.071990e+01,9.102453e+00,1.984075e-01,1.330310e+03,1.453291e+02,2.264761e-05,1.109710e-03,1.455037e-06
5.5333,3.073851e+01,2.105976e-01,9.611087e+00,8.535072e+00,6.384812e-02,8.189795e+00,1.116216e+01,8.804584e+00,1.901884e-01,1.332233e+03,1.442299e+02,2.170937e-05,1.073813e-03,1.438673e-06
5.5667,3.100848e+01,2.210389e-01,9.348108e+00,8.610430e+00,6.221371e-02,8.584081e+00,1.159494e+01,8.521077e+00,1.824186e-01,1.334086e+03,1.431392e+02,2.083222e-05,1.039507e-03,1.422617e-06
5.6000,3.127903e+01,2.318645e-01,9.088079e+00,8.685934e+00,6.063095e-02,8.976685e+00,1.201749e+01,8.233587e+00,1.746975e-01,1.335792e+03,1.420484e+02,1.991333e-05,1.004483e-03,1.406826e-06
5.6333,3.155015e+01,2.430342e-01,8.839003e+00,8.761579e+00,5.913790e-02,9.367845e+00,1.243037e+01,7.957230e+00,1.673426e-01,1.337350e+03,1.409579e+02,1.914068e-05,9.728309e-04,1.391321e-06
5.6667,3.182185e+01,2.544945e-01,8.605846e+00,8.837372e+00,5.771661e-02,9.755818e+00,1.283153e+01,7.702195e+00,1.605570e-01,1.338919e+03,1.398843e+02,1.836385e-05,9.431178e-04,1.376114e-06
5.7000,3.209421e+01,2.663512e-01,8.374727e+00,8.913317e+00,5.635048e-02,1.013972e+01,1.322000e+01,7.463276e+00,1.542180e-01,1.340622e+03,1.388392e+02,1.769406e-05,9.146008e-04,1.361147e-06
5.7333,3.236722e+01,2.785588e-01,8.154190e+00,8.989412e+00,5.504008e-02,1.052004e+01,1.359674e+01,7.223682e+00,1.479708e-01,1.342401e+03,1.378160e+02,1.698878e-05,8.871801e-04,1.346444e-06
5.7667,3.264086e+01,2.910479e-01,7.946584e+00,9.065653e+00,5.378507e-02,1.089508e+01,1.395986e+01,6.995842e+00,1.420663e-01,1.344188e+03,1.368079e+02,1.636945e-05,8.611534e-04,1.332007e-06
5.8000,3.291535e+01,3.039506e-01,7.738373e+00,9.142029e+00,5.255969e-02,1.126441e+01,1.430904e+01,6.769051e+00,1.362793e-01,1.345969e+03,1.358117e+02,1.573684e-05,8.346738e-04,1.317783e-06
5.8333,3.319065e+01,3.172503e-01,7.537467e+00,9.218532e+00,5.138403e-02,1.162879e+01,1.464554e+01,6.545099e+00,1.306433e-01,1.347707e+03,1.348238e+02,1.514190e-05,8.098831e-04,1.303792e-06
5.8667,3.346664e+01,3.308388e-01,7.349786e+00,9.295167e+00,5.026375e-02,1.198678e+01,1.496795e+01,6.339584e+00,1.254644e-01,1.349497e+03,1.338541e+02,1.459641e-05,7.873360e-04,1.290052e-06
5.9000,3.374343e+01,3.447045e-01,7.172583e+00,9.371931e+00,4.918855e-02,1.233715e+01,1.527501e+01,6.148695e+00,1.206562e-01,1.351404e+03,1.329082e+02,1.408589e-05,7.662232e-04,1.276547e-06
5.9333,3.402095e+01,3.588040e-01,7.006826e+00,9.448826e+00,4.815816e-02,1.267920e+01,1.556628e+01,5.969054e+00,1.161445e-01,1.353423e+03,1.319856e+02,1.354503e-05,7.467700e-04,1.263274e-06
5.9667,3.429905e+01,3.731868e-01,6.846310e+00,9.525853e+00,4.714716e-02,1.301225e+01,1.584137e+01,5.791080e+00,1.117378e-01,1.355461e+03,1.310773e+02,1.311649e-05,7.266857e-04,1.250207e-06
6.0000,3.457786e+01,3.879254e-01,6.688842e+00,9.603014e+00,4.617038e-02,1.333715e+01,1.610162e+01,5.617961e+00,1.074942e-01,1.357487e+03,1.301794e+02,1.268565e-05,7.079706e-04,1.237334e-06
6.0333,3.485751e+01,4.029994e-01,6.536556e+00,9.680308e+00,4.522421e-02,1.365389e+01,1.634727e+01,5.455481e+00,1.035194e-01,1.359624e+03,1.293027e+02,1.226900e-05,6.902320e-04,1.224657e-06
6.0667,3.513794e+01,4.184031e-01,6.389527e+00,9.757734e+00,4.429774e-02,1.396216e+01,1.657835e+01,5.292666e+00,9.960087e-02,1.361779e+03,1.284385e+02,1.185574e-05,6.722639e-04,1.212173e-06
6.1000,3.541908e+01,4.341903e-01,6.244532e+00,9.835289e+00,4.339408e-02,1.426188e+01,1.679511e+01,5.133867e+00,9.581883e-02,1.363906e+03,1.275824e+02,1.145854e-05,6.548050e-04,1.199867e-06
6.1333,3.570098e+01,4.503456e-01,6.104649e+00,9.912973e+00,4.252252e-02,1.455321e+01,1.699806e+01,4.984177e+00,9.226438e-02,1.366103e+03,1.267430e+02,1.109234e-05,6.388813e-04,1.187745e-06
6.1667,3.598357e+01,4.668690e-01,5.969023e+00,9.990789e+00,4.166535e-02,1.483539e+01,1.718665e+01,4.838862e+00,8.884551e-02,1.368370e+03,1.259203e+02,1.064567e-05,6.225696e-04,1.175800e-06
6.2000,3.626682e+01,4.838054e-01,5.836587e+00,1.006875e+01,4.082683e-02,1.510858e+01,1.736143e+01,4.691861e+00,8.544899e-02,1.370579e+03,1.251025e+02,1.028475e-05,6.064629e-04,1.164025e-06
6.2333,3.655069e+01,5.010946e-01,5.709748e+00,1.014684e+01,4.001531e-02,1.537231e+01,1.752220e+01,4.552741e+00,8.224750e-02,1.372752e+03,1.242916e+02,9.931548e-06,5.915283e-04,1.152424e-06
6.2667,3.683499e+01,5.186889e-01,5.589176e+00,1.022508e+01,3.922751e-02,1.562585e+01,1.766860e+01,4.422137e+00,7.924841e-02,1.374934e+03,1.234924e+02,9.606243e-06,5.774721e-04,1.140997e-06
6.3000,3.711974e+01,5.365723e-01,5.474034e+00,1.030346e+01,3.846470e-02,1.586881e+01,1.780047e+01,4.302092e+00,7.648332e-02,1.377186e+03,1.227099e+02,9.322375e-06,5.645970e-04,1.129736e-06
6.3333,3.740512e+01,5.548036e-01,5.360562e+00,1.038196e+01,3.771605e-02,1.610117e+01,1.791804e+01,4.187359e+00,7.385388e-02,1.379557e+03,1.219474e+02,9.038412e-06,5.517603e-04,1.118628e-06
6.3667,3.769108e+01,5.733520e-01,5.252169e+00,1.046059e+01,3.698793e-02,1.632307e+01,1.802183e+01,4.075264e+00,7.131037e-02,1.381995e+03,1.212002e+02,8.807992e-06,5.396279e-04,1.107678e-06
6.4000,3.797750e+01,5.921806e-01,5.148258e+00,1.053934e+01,3.627805e-02,1.653398e+01,1.811163e+01,3.970661e+00,6.893549e-02,1.384517e+03,1.204698e+02,8.546244e-06,5.281398e-04,1.096883e-06
6.4333,3.826439e+01,6.114095e-01,5.044779e+00,1.061822e+01,3.557977e-02,1.673415e+01,1.818800e+01,3.869928e+00,6.666288e-02,1.387161e+03,1.197590e+02,8.310325e-06,5.166568e-04,1.086227e-06
6.4667,3.855171e+01,6.310555e-01,4.943378e+00,1.069722e+01,3.489001e-02,1.692379e+01,1.825150e+01,3.764809e+00,6.434931e-02,1.389800e+03,1.190565e+02,8.063742e-06,5.046497e-04,1.075711e-06
6.5000,3.883946e+01,6.510459e-01,4.845987e+00,1.077636e+01,3.422351e-02,1.710254e+01,1.830206e+01,3.667496e+00,6.220267e-02,1.392443e+03,1.183632e+02,7.828686e-06,4.941063e-04,1.065339e-06
6.5333,3.912762e+01,6.714219e-01,4.750318e+00,1.085561e+01,3.356414e-02,1.727002e+01,1.833957e+01,3.572243e+00,6.012252e-02,1.395122e+03,1.176815e+02,7.600772e-06,4.827752e-04,1.055101e-06
6.5667,3.941614e+01,6.921892e-01,4.657482e+00,1.093499e+01,3.292423e-02,1.742633e+01,1.836444e+01,3.481849e+00,5.815427e-02,1.397822e+03,1.170102e+02,7.391857e-06,4.728019e-04,1.044998e-06
6.6000,3.970501e+01,7.133235e-01,4.567530e+00,1.101448e+01,3.229823e-02,1.757111e+01,1.837657e+01,3.398521e+00,5.633203e-02,1.400652e+03,1.163579e+02,7.190560e-06,4.631437e-04,1.035028e-06
6.6333,3.999424e+01,7.348058e-01,4.481085e+00,1.109410e+01,3.168744e-02,1.770432e+01,1.837624e+01,3.319463e+00,5.460662e-02,1.403615e+03,1.157245e+02,6.998676e-06,4.541271e-04,1.025190e-06
6.6667,4.028388e+01,7.565586e-01,4.399144e+00,1.117385e+01,3.109277e-02,1.782576e+01,1.836348e+01,3.246181e+00,5.300047e-02,1.406719e+03,1.151104e+02,6.816746e-06,4.457788e-04,1.015485e-06
6.7000,4.057404e+01,7.786422e-01,4.318586e+00,1.125370e+01,3.050938e-02,1.793550e+01,1.833860e+01,3.178273e+00,5.150433e-02,1.410015e+03,1.145187e+02,6.646395e-06,4.376904e-04,1.005900e-06
6.7333,4.086475e+01,8.011495e-01,4.238544e+00,1.133367e+01,2.993174e-02,1.803393e+01,1.830220e+01,3.108158e+00,4.999378e-02,1.413430e+03,1.139429e+02,6.452289e-06,4.290513e-04,9.964305e-07
6.7667,4.115603e+01,8.240146e-01,4.161414e+00,1.141375e+01,2.936778e-02,1.812103e+01,1.825456e+01,3.038862e+00,4.851760e-02,1.416869e+03,1.133752e+02,6.265787e-06,4.208476e-04,9.870818e-07
6.8000,4.144775e+01,8.472000e-01,4.086979e+00,1.149393e+01,2.881687e-02,1.819652e+01,1.819569e+01,2.975087e+00,4.714981e-02,1.420381e+03,1.128198e+02,6.132181e-06,4.131568e-04,9.778511e-07
6.8333,4.173982e+01,8.707170e-01,4.015659e+00,1.157422e+01,2.827740e-02,1.826041e+01,1.812592e+01,2.914865e+00,4.585725e-02,1.423987e+03,1.122782e+02,6.011930e-06,4.057883e-04,9.687370e-07
6.8667,4.203224e+01,8.945823e-01,3.945923e+00,1.165464e+01,2.774606e-02,1.831279e+01,1.804555e+01,2.855800e+00,4.460087e-02,1.427636e+03,1.117463e+02,5.859773e-06,3.982805e-04,9.597328e-07
6.9000,4.232502e+01,9.188218e-01,3.877863e+00,1.173517e+01,2.722568e-02,1.835383e+01,1.795499e+01,2.798614e+00,4.339119e-02,1.431300e+03,1.112216e+02,5.719495e-06,3.909948e-04,9.508369e-07
6.9333,4.261803e+01,9.433848e-01,3.812428e+00,1.181582e+01,2.671571e-02,1.838351e+01,1.785451e+01,2.743649e+00,4.223262e-02,1.434966e+03,1.107034e+02,5.568244e-06,3.839883e-04,9.420503e-07
6.9667,4.291142e+01,9.682631e-01,3.749025e+00,1.189659e+01,2.621513e-02,1.840187e+01,1.774431e+01,2.690767e+00,4.112190e-02,1.438600e+03,1.101887e+02,5.387080e-06,3.770857e-04,9.333691e-07
7.0000,4.320526e+01,9.934864e-01,3.687188e+00,1.197747e+01,2.572554e-02,1.840912e+01,1.762476e+01,2.641402e+00,4.007972e-02,1.442231e+03,1.096794e+02,5.251533e-06,3.706232e-04,9.247901e-07
7.0333,4.349955e+01,1.019077e+00,3.626412e+00,1.205848e+01,2.524636e-02,1.840551e+01,1.749628e+01,2.596632e+00,3.912087e-02,1.445952e+03,1.091822e+02,5.125776e-06,3.645619e-04,9.163098e-07
7.0667,4.379433e+01,1.045063e+00,3.566535e+00,1.213959e+01,2.477309e-02,1.839131e+01,1.735931e+01,2.551694e+00,3.817233e-02,1.449728e+03,1.086943e+02,5.022383e-06,3.581319e-04,9.079261e-07
7.1000,4.408979e+01,1.071439e+00,3.507596e+00,1.222081e+01,2.431030e-02,1.836686e+01,1.721428e+01,2.508713e+00,3.726533e-02,1.453526e+03,1.082124e+02,4.917273e-06,3.520561e-04,8.996375e-07
7.1333,4.438591e+01,1.098176e+00,3.451068e+00,1.230213e+01,2.385547e-02,1.833224e+01,1.706146e+01,2.467249e+00,3.639264e-02,1.457343e+03,1.077364e+02,4.797329e-06,3.460349e-04,8.914463e-07
7.1667,4.468253e+01,1.125272e+00,3.395810e+00,1.238356e+01,2.340915e-02,1.828771e+01,1.690131e+01,2.427403e+00,3.555520e-02,1.461132e+03,1.072632e+02,4.690690e-06,3.401478e-04,8.833475e-07
7.2000,4.497978e+01,1.152763e+00,3.341371e+00,1.246510e+01,2.297179e-02,1.823360e+01,1.673426e+01,2.390253e+00,3.476787e-02,1.464930e+03,1.067951e+02,4.568431e-06,3.345008e-04,8.753382e-07
7.2333,4.527779e+01,1.180674e+00,3.287219e+00,1.254673e+01,2.254328e-02,1.817035e+01,1.656078e+01,2.356362e+00,3.403765e-02,1.468811e+03,1.063368e+02,4.463002e-06,3.291288e-04,8.674157e-07
7.2667,4.557658e+01,1.209053e+00,3.233426e+00,1.262844e+01,2.211934e-02,1.809830e+01,1.638133e+01,2.321831e+00,3.330748e-02,1.472731e+03,1.058851e+02,4.367107e-06,3.232903e-04,8.595784e-07
7.3000,4.587623e+01,1.237861e+00,3.181193e+00,1.271023e+01,2.170680e-02,1.801787e+01,1.619636e+01,2.290143e+00,3.262696e-02,1.476683e+03,1.054391e+02,4.267721e-06,3.181774e-04,8.518282e-07
7.3333,4.617693e+01,1.267039e+00,3.130553e+00,1.279209e+01,2.130200e-02,1.792931e+01,1.600619e+01,2.261722e+00,3.200102e-02,1.480740e+03,1.050034e+02,4.166577e-06,3.131565e-04,8.441636e-07
7.3667,4.647858e+01,1.296564e+00,3.082387e+00,1.287404e+01,2.090482e-02,1.783304e+01,1.581136e+01,2.234274e+00,3.139643e-02,1.484835e+03,1.045736e+02,4.101492e-06,3.081948e-04,8.365855e-07
7.4000,4.678098e+01,1.326422e+00,3.035599e+00,1.295608e+01,2.051644e-02,1.772950e+01,1.561243e+01,2.209741e+00,3.084008e-02,1.488969e+03,1.041501e+02,3.981230e-06,3.035690e-04,8.290894e-07
7.4333,4.708405e+01,1.356576e+00,2.990903e+00,1.303820e+01,2.013752e-02,1.761926e+01,1.541003e+01,2.188722e+00,3.033935e-02,1.493208e+03,1.037375e+02,3.913799e-06,2.994218e-04,8.216760e-07
7.4667,4.738778e+01,1.387025e+00,2.947247e+00,1.312042e+01,1.976481e-02,1.750291e+01,1.520473e+01,2.169711e+00,2.987242e-02,1.497557e+03,1.033361e+02,3.834471e-06,2.951952e-04,8.143410e-07
7.5000,4.769211e+01,1.417874e+00,2.904030e+00,1.320272e+01,1.939828e-02,1.738110e+01,1.499721e+01,2.151367e+00,2.942033e-02,1.501983e+03,1.029433e+02,3.741005e-06,2.909435e-04,8.070814e-07
7.5333,4.799700e+01,1.449100e+00,2.862110e+00,1.328512e+01,1.903881e-02,1.725435e+01,1.478796e+01,2.133990e+00,2.898691e-02,1.506462e+03,1.025576e+02,3.682191e-06,2.867776e-04,7.998983e-07
7.5667,4.830238e+01,1.480652e+00,2.821542e+00,1.336761e+01,1.868664e-02,1.712306e+01,1.457740e+01,2.118414e+00,2.858312e-02,1.510979e+03,1.021780e+02,3.576135e-06,2.827888e-04,7.927906e-07
7.6000,4.860828e+01,1.512527e+00,2.782165e+00,1.345020e+01,1.834149e-02,1.698771e+01,1.436597e+01,2.104648e+00,2.820848e-02,1.515540e+03,1.018047e+02,3.391232e-06,2.789624e-04,7.857565e-07
7.6333,4.891465e+01,1.544724e+00,2.743828e+00,1.353289e+01,1.800293e-02,1.684876e+01,1.415411e+01,2.092577e+00,2.786096e-02,1.520147e+03,1.014379e+02,3.352113e-06,2.752557e-04,7.787945e-07
7.6667,4.922147e+01,1.577242e+00,2.706502e+00,1.361567e+01,1.767099e-02,1.670671e+01,1.394224e+01,2.082108e+00,2.753879e-02,1.524800e+03,1.010775e+02,3.302203e-06,2.716537e-04,7.719034e-07
7.7000,4.952875e+01,1.610080e+00,2.670123e+00,1.369855e+01,1.734587e-02,1.656199e+01,1.373073e+01,2.073199e+00,2.724095e-02,1.529501e+03,1.007236e+02,3.150751e-06,2.678875e-04,7.650819e-07
7.7333,4.983647e+01,1.643236e+00,2.634618e+00,1.378152e+01,1.702711e-02,1.641501e+01,1.351994e+01,2.065778e+00,2.696603e-02,1.534252e+03,1.003761e+02,2.981793e-06,2.641571e-04,7.583285e-07
7.7667,5.014446e+01,1.676711e+00,2.599928e+00,1.386458e+01,1.671401e-02,1.626618e+01,1.331021e+01,2.059784e+00,2.671290e-02,1.539053e+03,1.000352e+02,2.945893e-06,2.608764e-04,7.516424e-07
7.8000,5.045259e+01,1.710507e+00,2.565859e+00,1.394773e+01,1.640687e-02,1.611588e+01,1.310190e+01,2.055102e+00,2.647974e-02,1.543903e+03,9.970120e+01,2.914266e-06,2.576738e-04,7.450217e-07
7.8333,5.076105e+01,1.744622e+00,2.532785e+00,1.403097e+01,1.610569e-02,1.596447e+01,1.289523e+01,2.051790e+00,2.626680e-02,1.548802e+03,9.937345e+01,2.885033e-06,2.545770e-04,7.384665e-07
7.8667,5.106989e+01,1.779056e+00,2.500273e+00,1.411430e+01,1.581025e-02,1.581229e+01,1.269041e+01,2.049817e+00,2.607330e-02,1.553752e+03,9.905187e+01,2.848296e-06,2.515637e-04,7.319747e-07
7.9000,5.137911e+01,1.813809e+00,2.468580e+00,1.419771e+01,1.552065e-02,1.565960e+01,1.248764e+01,2.049147e+00,2.589839e-02,1.558754e+03,9.873640e+01,2.814380e-06,2.484994e-04,7.255458e-07
7.9333,5.168875e+01,1.848881e+00,2.437501e+00,1.428120e+01,1.523643e-02,1.550667e+01,1.228708e+01,2.049765e+00,2.574153e-02,1.563809e+03,9.842693e+01,2.783180e-06,2.456521e-04,7.191787e-07
7.9667,5.199883e+01,1.884273e+00,2.407060e+00,1.436478e+01,1.495765e-02,1.535374e+01,1.208890e+01,2.051632e+00,2.560189e-02,1.568918e+03,9.812344e+01,2.750196e-06,2.428795e-04,7.128724e-07
8.0000,5.230925e+01,1.919984e+00,2.377277e+00,1.444842e+01,1.468425e-02,1.520103e+01,1.189323e+01,2.054729e+00,2.547894e-02,1.574082e+03,9.782598e+01,2.681523e-06,2.401811e-04,7.066260e-07
8.0333,5.262013e+01,1.956014e+00,2.348128e+00,1.453215e+01,1.441607e-02,1.504874e+01,1.170018e+01,2.059051e+00,2.537228e-02,1.579302e+03,9.753430e+01,2.640045e-06,2.375632e-04,7.004386e-07
8.0667,5.293161e+01,1.992363e+00,2.319591e+00,1.461595e+01,1.415299e-02,1.489706e+01,1.150981e+01,2.064616e+00,2.528174e-02,1.584579e+03,9.724819e+01,2.636120e-06,2.350133e-04,6.943093e-07
8.1000,5.324371e+01,2.029030e+00,2.291618e+00,1.469982e+01,1.389495e-02,1.474613e+01,1.132219e+01,2.071397e+00,2.520668e-02,1.589917e+03,9.696762e+01,2.625925e-06,2.325364e-04,6.882372e-07
8.1333,5.355628e+01,2.066010e+00,2.264603e+00,1.478377e+01,1.364197e-02,1.459607e+01,1.113740e+01,2.079442e+00,2.514749e-02,1.595313e+03,9.669271e+01,2.615568e-06,2.301529e-04,6.822224e-07
8.1667,5.386937e+01,2.103302e+00,2.237781e+00,1.486779e+01,1.339380e-02,1.444706e+01,1.095552e+01,2.088648e+00,2.510261e-02,1.600769e+03,9.642336e+01,2.593419e-06,2.277814e-04,6.762621e-07
8.2000,5.418318e+01,2.140913e+00,2.211415e+00,1.495188e+01,1.315032e-02,1.429921e+01,1.077655e+01,2.098992e+00,2.507139e-02,1.606291e+03,9.615944e+01,2.588697e-06,2.254896e-04,6.703566e-07
8.2333,5.449780e+01,2.178849e+00,2.185261e+00,1.503602e+01,1.291145e-02,1.415263e+01,1.060051e+01,2.110446e+00,2.505322e-02,1.611883e+03,9.590097e+01,2.555913e-06,2.232149e-04,6.645041e-07
8.2667,5.481318e+01,2.217109e+00,2.159997e+00,1.512022e+01,1.267730e-02,1.400737e+01,1.042739e+01,2.123103e+00,2.504898e-02,1.617546e+03,9.564794e+01,2.516161e-06,2.209661e-04,6.587059e-07
8.3000,5.512920e+01,2.255682e+00,2.135360e+00,1.520448e+01,1.244780e-02,1.386350e+01,1.025723e+01,2.136982e+00,2.505868e-02,1.623276e+03,9.540031e+01,2.424997e-06,2.187356e-04,6.529604e-07
8.3333,5.544582e+01,2.294563e+00,2.111370e+00,1.528881e+01,1.222263e-02,1.372111e+01,1.009007e+01,2.152060e+00,2.508183e-02,1.629074e+03,9.515809e+01,2.406608e-06,2.166263e-04,6.472673e-07
8.3667,5.576288e+01,2.333749e+00,2.087962e+00,1.537322e+01,1.200191e-02,1.358029e+01,9.925941e+00,2.168294e+00,2.511776e-02,1.634939e+03,9.492142e+01,2.312833e-06,2.145757e-04,6.416252e-07
8.4000,5.608037e+01,2.373236e+00,2.064991e+00,1.545769e+01,1.178556e-02,1.344111e+01,9.764866e+00,2.185634e+00,2.516567e-02,1.640871e+03,9.469028e+01,2.205872e-06,2.124834e-04,6.360337e-07
8.4333,5.639827e+01,2.413023e+00,2.042641e+00,1.554224e+01,1.157417e-02,1.330365e+01,9.606840e+00,2.204099e+00,2.522556e-02,1.646870e+03,9.446461e+01,2.187141e-06,2.096151e-04,6.304924e-07
8.4667,5.671657e+01,2.453105e+00,2.020766e+00,1.562687e+01,1.136596e-02,1.316796e+01,9.451859e+00,2.223677e+00,2.529708e-02,1.652938e+03,9.424436e+01,2.164424e-06,2.077357e-04,6.250002e-07
8.5000,5.703531e+01,2.493479e+00,1.999470e+00,1.571157e+01,1.116191e-02,1.303408e+01,9.299900e+00,2.244375e+00,2.538009e-02,1.659075e+03,9.402943e+01,2.043301e-06,2.059181e-04,6.195569e-07
8.5333,5.735445e+01,2.534141e+00,1.978593e+00,1.579636e+01,1.096172e-02,1.290205e+01,9.150944e+00,2.266174e+00,2.547419e-02,1.665281e+03,9.381983e+01,2.021322e-06,2.041377e-04,6.141615e-07
8.5667,5.767395e+01,2.575090e+00,1.958220e+00,1.588122e+01,1.076547e-02,1.277190e+01,9.004972e+00,2.289050e+00,2.557893e-02,1.671557e+03,9.361562e+01,1.989018e-06,2.023767e-04,6.088136e-07
8.6000,5.799378e+01,2.616322e+00,1.938287e+00,1.596616e+01,1.057298e-02,1.264365e+01,8.861961e+00,2.313001e+00,2.569409e-02,1.677905e+03,9.341677e+01,1.971094e-06,2.006846e-04,6.035125e-07
8.6333,5.831393e+01,2.657836e+00,1.918777e+00,1.605119e+01,1.038424e-02,1.251734e+01,8.721882e+00,2.338008e+00,2.581929e-02,1.684326e+03,9.322329e+01,1.950867e-06,1.990283e-04,5.982576e-07
8.6667,5.863444e+01,2.699630e+00,1.899651e+00,1.613630e+01,1.019923e-02,1.239297e+01,8.584694e+00,2.364066e+00,2.595428e-02,1.690820e+03,9.303509e+01,1.932103e-06,1.973330e-04,5.930484e-07
8.7000,5.895527e+01,2.741703e+00,1.880877e+00,1.622149e+01,1.001771e-02,1.227056e+01,8.450359e+00,2.391165e+00,2.609879e-02,1.697390e+03,9.285225e+01,1.914717e-06,1.957451e-04,5.878843e-07
8.7333,5.927637e+01,2.784055e+00,1.862442e+00,1.630677e+01,9.839611e-03,1.215011e+01,8.318846e+00,2.419276e+00,2.625235e-02,1.704037e+03,9.267483e+01,1.899483e-06,1.942770e-04,5.827646e-07
8.7667,5.959771e+01,2.826687e+00,1.844335e+00,1.639212e+01,9.664960e-03,1.203163e+01,8.190114e+00,2.448396e+00,2.641479e-02,1.710762e+03,9.250282e+01,1.886547e-06,1.928177e-04,5.776890e-07
8.8000,5.991940e+01,2.869597e+00,1.826544e+00,1.647754e+01,9.493823e-03,1.191512e+01,8.064109e+00,2.478532e+00,2.658597e-02,1.717566e+03,9.233608e+01,1.863508e-06,1.912506e-04,5.726569e-07
8.8333,6.024145e+01,2.912783e+00,1.809175e+00,1.656304e+01,9.325912e-03,1.180056e+01,7.940768e+00,2.509729e+00,2.676621e-02,1.724452e+03,9.217455e+01,1.731880e-06,1.899277e-04,5.676681e-07
8.8667,6.056383e+01,2.956247e+00,1.791952e+00,1.664862e+01,9.161070e-03,1.168794e+01,7.820053e+00,2.541933e+00,2.695478e-02,1.731420e+03,9.201831e+01,1.748143e-06,1.886087e-04,5.627215e-07
8.9000,6.088660e+01,2.999990e+00,1.775082e+00,1.673427e+01,8.999390e-03,1.157725e+01,7.701904e+00,2.575162e+00,2.715171e-02,1.738474e+03,9.186730e+01,1.768473e-06,1.873308e-04,5.578172e-07
8.9333,6.120977e+01,3.044011e+00,1.758457e+00,1.681999e+01,8.840932e-03,1.146847e+01,7.586267e+00,2.609429e+00,2.735698e-02,1.745615e+03,9.172148e+01,1.580904e-06,1.861624e-04,5.529544e-07
8.9667,6.153336e+01,3.088310e+00,1.742144e+00,1.690578e+01,8.685409e-03,1.136158e+01,7.473088e+00,2.644743e+00,2.757050e-02,1.752845e+03,9.158085e+01,1.474312e-06,1.850535e-04,5.481328e-07
9.0000,6.185740e+01,3.132885e+00,1.726107e+00,1.699163e+01,8.532846e-03,1.125657e+01,7.362316e+00,2.681109e+00,2.779219e-02,1.760165e+03,9.144534e+01,1.481274e-06,1.838903e-04,5.433523e-07
9.0333,6.218195e+01,3.177738e+00,1.710259e+00,1.707755e+01,8.383228e-03,1.115341e+01,7.253893e+00,2.718533e+00,2.802192e-02,1.767577e+03,9.131493e+01,1.483461e-06,1.827175e-04,5.386120e-07
9.0667,6.250703e+01,3.222872e+00,1.694638e+00,1.716353e+01,8.236951e-03,1.105208e+01,7.147764e+00,2.757020e+00,2.825959e-02,1.775086e+03,9.118963e+01,1.510685e-06,1.810587e-04,5.339115e-07
9.1000,6.283267e+01,3.268287e+00,1.679184e+00,1.724956e+01,8.092883e-03,1.095256e+01,7.043876e+00,2.796573e+00,2.850508e-02,1.782693e+03,9.106945e+01,1.541314e-06,1.799914e-04,5.292507e-07
9.1333,6.315898e+01,3.313984e+00,1.664011e+00,1.733565e+01,7.951594e-03,1.085482e+01,6.942168e+00,2.837233e+00,2.875859e-02,1.790401e+03,9.095427e+01,1.578216e-06,1.789292e-04,5.246291e-07
9.1667,6.348607e+01,3.359963e+00,1.649047e+00,1.742179e+01,7.813064e-03,1.075882e+01,6.842573e+00,2.879046e+00,2.902041e-02,1.798213e+03,9.084396e+01,1.608080e-06,1.778346e-04,5.200463e-07
9.2000,6.381393e+01,3.406227e+00,1.634221e+00,1.750798e+01,7.677210e-03,1.066453e+01,6.745044e+00,2.921997e+00,2.929023e-02,1.806132e+03,9.073867e+01,1.578995e-06,1.767606e-04,5.155016e-07
9.2333,6.414259e+01,3.452783e+00,1.619416e+00,1.759420e+01,7.543897e-03,1.057194e+01,6.649535e+00,2.966059e+00,2.956760e-02,1.814162e+03,9.063845e+01,1.574317e-06,1.756663e-04,5.109945e-07
9.2667,6.447196e+01,3.499627e+00,1.605080e+00,1.768046e+01,7.413115e-03,1.048101e+01,6.556001e+00,3.011295e+00,2.985307e-02,1.822304e+03,9.054334e+01,1.571438e-06,1.746627e-04,5.065261e-07
9.3000,6.480194e+01,3.546752e+00,1.591015e+00,1.776676e+01,7.284947e-03,1.039174e+01,6.464427e+00,3.057677e+00,3.014627e-02,1.830555e+03,9.045336e+01,1.570197e-06,1.735863e-04,5.020951e-07
9.3333,6.513256e+01,3.594155e+00,1.577207e+00,1.785312e+01,7.159122e-03,1.030410e+01,6.374770e+00,3.105202e+00,3.044699e-02,1.838917e+03,9.036839e+01,1.569828e-06,1.726490e-04,4.977014e-07
9.3667,6.546387e+01,3.641837e+00,1.563612e+00,1.793951e+01,7.035934e-03,1.021809e+01,6.286990e+00,3.153890e+00,3.075527e-02,1.847392e+03,9.028841e+01,1.333149e-06,1.717408e-04,4.933444e-07
