time_min,NO3- (uM),NO2- (uM),O3 (nM),H2O2 (uM),OH (pM),HO2 (pM),O2- (pM),ONOOH (pM),ONOO- (pM),O2NOOH (pM),O2NOO- (pM),O3- (pM),HO3 (pM),O (pM)
9.4000,6.579584e+01,3.689793e+00,1.550331e+00,1.802595e+01,6.914883e-03,1.013368e+01,6.201045e+00,3.203754e+00,3.107112e-02,1.855980e+03,9.021342e+01,1.333841e-06,1.708613e-04,4.890242e-07
9.4333,6.612842e+01,3.738019e+00,1.537338e+00,1.811245e+01,6.796191e-03,1.005085e+01,6.116909e+00,3.254783e+00,3.139432e-02,1.864683e+03,9.014344e+01,1.346397e-06,1.699729e-04,4.847401e-07
9.4667,6.646162e+01,3.786512e+00,1.524578e+00,1.819899e+01,6.679831e-03,9.969600e+00,6.034545e+00,3.306982e+00,3.172477e-02,1.873501e+03,9.007841e+01,1.355324e-06,1.690591e-04,4.804920e-07
9.5000,6.679542e+01,3.835268e+00,1.512104e+00,1.828559e+01,6.565710e-03,9.889899e+00,5.953917e+00,3.360357e+00,3.206242e-02,1.882436e+03,9.001835e+01,1.366141e-06,1.681741e-04,4.762797e-07
9.5333,6.712980e+01,3.884285e+00,1.499854e+00,1.837225e+01,6.453844e-03,9.811738e+00,5.874997e+00,3.414897e+00,3.240704e-02,1.891488e+03,8.996328e+01,1.309291e-06,1.673142e-04,4.721026e-07
9.5667,6.746480e+01,3.933560e+00,1.487836e+00,1.845896e+01,6.344051e-03,9.735098e+00,5.797746e+00,3.470620e+00,3.275865e-02,1.900660e+03,8.991315e+01,1.325738e-06,1.664809e-04,4.679605e-07
9.6000,6.780039e+01,3.983092e+00,1.476040e+00,1.854573e+01,6.236368e-03,9.659961e+00,5.722130e+00,3.527528e+00,3.311714e-02,1.909953e+03,8.986799e+01,1.333746e-06,1.656724e-04,4.638531e-07
9.6333,6.813656e+01,4.032877e+00,1.464462e+00,1.863256e+01,6.130782e-03,9.586307e+00,5.648116e+00,3.585621e+00,3.348241e-02,1.919369e+03,8.982782e+01,1.313701e-06,1.648796e-04,4.597801e-07
9.6667,6.847328e+01,4.082914e+00,1.453093e+00,1.871945e+01,6.027262e-03,9.514121e+00,5.575675e+00,3.644899e+00,3.385433e-02,1.928911e+03,8.979267e+01,1.282899e-06,1.640728e-04,4.557413e-07
9.7000,6.881054e+01,4.133202e+00,1.441928e+00,1.880640e+01,5.925618e-03,9.443386e+00,5.504776e+00,3.705360e+00,3.423279e-02,1.938578e+03,8.976256e+01,1.308734e-06,1.633344e-04,4.517361e-07
9.7333,6.914831e+01,4.183737e+00,1.430960e+00,1.889341e+01,5.825922e-03,9.374085e+00,5.435390e+00,3.767002e+00,3.461766e-02,1.948373e+03,8.973750e+01,1.319373e-06,1.626216e-04,4.477646e-07
9.7667,6.948656e+01,4.234519e+00,1.420184e+00,1.898048e+01,5.728170e-03,9.306202e+00,5.367487e+00,3.829826e+00,3.500883e-02,1.958298e+03,8.971753e+01,1.283062e-06,1.619311e-04,4.438261e-07
9.8000,6.982525e+01,4.285546e+00,1.409592e+00,1.906761e+01,5.632217e-03,9.239720e+00,5.301040e+00,3.893825e+00,3.540615e-02,1.968353e+03,8.970266e+01,1.308735e-06,1.612616e-04,4.399209e-07
9.8333,7.016437e+01,4.336815e+00,1.399180e+00,1.915481e+01,5.538113e-03,9.174623e+00,5.236021e+00,3.958998e+00,3.580952e-02,1.978541e+03,8.969291e+01,1.306989e-06,1.606111e-04,4.360482e-07
9.8667,7.050386e+01,4.388326e+00,1.388942e+00,1.924207e+01,5.445801e-03,9.110894e+00,5.172403e+00,4.025342e+00,3.621881e-02,1.988861e+03,8.968831e+01,1.302286e-06,1.599801e-04,4.322082e-07
9.9000,7.084370e+01,4.440077e+00,1.378870e+00,1.932939e+01,5.355250e-03,9.048518e+00,5.110159e+00,4.092850e+00,3.663387e-02,1.999316e+03,8.968887e+01,1.285740e-06,1.593674e-04,4.284004e-07
9.9333,7.118383e+01,4.492066e+00,1.368961e+00,1.941677e+01,5.266402e-03,8.987477e+00,5.049264e+00,4.161519e+00,3.705460e-02,2.009908e+03,8.969462e+01,1.275891e-06,1.587787e-04,4.246245e-07
9.9667,7.152423e+01,4.544293e+00,1.359209e+00,1.950422e+01,5.179304e-03,8.927755e+00,4.989691e+00,4.231341e+00,3.748085e-02,2.020636e+03,8.970557e+01,1.275616e-06,1.581291e-04,4.208804e-07
10.0000,7.186483e+01,4.596756e+00,1.349608e+00,1.959173e+01,5.093784e-03,8.869336e+00,4.931416e+00,4.302309e+00,3.791248e-02,2.031502e+03,8.972175e+01,1.271500e-06,1.575661e-04,4.171678e-07
