Index,Time,Initial_pH,Final_pH,NO_nM,NO2_nM,NO2-_uM,NO3-_uM,H+_uM,OH-_nM,OH_pM,ONOO-_nM,HONO_uM,HONO2_uM,O3_gas,NO2_gas,N2O4_gas,HONO_gas,HONO2_gas,H2O2_gas,N2O4_source,plasma_on,Aq_H_M,Aq_H2_M,Aq_O_M,Aq_O2_M,Aq_O3_M,Aq_N2_M,Aq_NO_M,Aq_NO2_M,Aq_NO3_M,Aq_N2O_M,Aq_N2O3_M,Aq_N2O4_M,Aq_N2O5_M,Aq_OH_M,Aq_HO2_M,Aq_HO3_M,Aq_H2O2_M,Aq_HONO_M,Aq_HONO2_M,Aq_ONOOH_M,Aq_O2NOOH_M,Aq_H+_M,Aq_OH-_M,Aq_O-_M,Aq_O2-_M,Aq_O3-_M,Aq_HO2-_M,Aq_NO2-_M,Aq_NO3-_M,Aq_ONOO-_M,Aq_O2NOO-_M
83,83.0,6.5,5.132914447954516,1e-11,31.832796403937703,0.25152671646283226,6.795764596108236,7.36352137852746,1.3580458976065577,1.9566160809924494e-06,1.4001243151595272e-05,0.004652321502791148,1e-14,1.4090784964058448e+16,932909040349537.2,238662317377.73166,7285547.639196573,941750713025831.2,2818156992811.6895,equilibrium,True,1e-20,1e-20,1e-20,0.0002504728365340862,2.292608571507314e-05,0.0005,1e-20,3.18327964039377e-08,1e-20,1e-20,1e-20,5.786681163685347e-11,1e-20,1.9566160809924492e-18,2.6755328434015988e-15,4.882889265917712e-12,4.6798935372337506e-09,4.652321502791148e-09,1e-20,3.8528274855718075e-13,3.1083374927870176e-12,7.363521378527459e-06,1.3580458976065577e-09,6.027828132360111e-15,1.805184939193445e-14,1.856651803928099e-12,2.4181588964693935e-15,2.515267164628323e-07,6.795764596108236e-06,1.4001243151595273e-14,5.338155731474883e-13
84,84.0,6.5,5.129551309920483,1.92081799787949e-08,31.869704504880836,0.2558663586304986,6.848669037762434,7.420765195893017,1.347569925212259,2.048009339762603e-06,1.4528265389093372e-05,0.004769379982699696,1e-14,1.4107194637490848e+16,949643584292651.4,247301372728.04593,7549268.573460171,946835116791950.6,2821438927498.1694,equilibrium,True,1e-20,1e-20,1e-20,0.00025048229820146667,2.2943882585302307e-05,0.0005,1.92081799787949e-17,3.1869704504880836e-08,1e-20,1e-20,1e-20,5.800124385582127e-11,1e-20,2.048009339762603e-18,7.66218497532477e-15,4.966817239035846e-12,4.685342603726329e-09,4.769379982699696e-09,1e-20,4.0370824408002255e-13,3.0440164904504557e-12,7.420765195893017e-06,1.347569925212259e-09,6.0829038489564944e-15,1.6664140629673572e-14,1.873842892596013e-12,2.3966168234768706e-15,2.558663586304986e-07,6.848669037762434e-06,1.4528265389093372e-14,5.185198999404344e-13
85,85.0,6.5,5.12927215187451,1.9044750851704413e-08,31.866021836442904,0.25482311443332856,6.854485255145873,7.425536686959036,1.3467040055985473,1e-08,1.4596958028500978e-05,0.004752987953217512,1e-14,1.4123943888997052e+16,945911535037086.5,245361429438.45566,7490048.712491167,949037554238674.6,2824788777799.41,equilibrium,True,1e-20,1e-20,1e-20,0.00025048113510085166,2.297284932820332e-05,0.0005,1.904475085170441e-17,3.1866021836442904e-08,1e-20,1e-20,1e-20,5.798789667038607e-11,1e-20,1e-20,1e-20,5.7948212715958025e-12,4.690905355260915e-09,4.7529879532175125e-09,1e-20,4.0400137668683875e-13,3.415777929935052e-12,7.425536686959036e-06,1.3467040055985473e-09,7.087859025638159e-15,1e-20,2.183502376923726e-12,2.3975238562185235e-15,2.548231144333286e-07,6.854485255145872e-06,1.4596958028500977e-14,5.838112739035237e-13
86,86.0,6.5,5.126418285873138,9.622611807439211e-08,31.86418115815435,0.257988045614391,6.900274582654066,7.4744925632743495,1.337883463712524,1e-08,1.3182777347749758e-05,0.004843745795050998,1e-14,1.4142264495916332e+16,960236965791601.4,252849495575.76456,7718633.866478735,952995143116758.5,2828452899183.2666,equilibrium,True,1e-20,1e-20,1e-20,0.0002504886875408853,2.2995724362857798e-05,0.0005,9.62261180743921e-17,3.186418115815435e-08,1e-20,1e-20,1e-20,5.798110925077513e-11,1e-20,1e-20,2.9630999384471865e-15,5.455498344071071e-12,4.69698923632053e-09,4.8437457950509985e-09,1e-20,3.6490877791438157e-13,2.473801993853458e-12,7.474492563274349e-06,1.3378834637125242e-09,6.632066808200551e-15,1.9832363600434978e-14,2.043579853519828e-12,2.3801529909142887e-15,2.57988045614391e-07,6.900274582654066e-06,1.3182777347749759e-14,4.1943586263324637e-13
87,87.0,6.5,5.127964409748204,1.4954962052983892e-05,31.859578585023318,0.2556752333908017,6.876025336385319,7.447930068816575,1.342654926623952,2.3530537922345524e-06,1.6331690911292066e-05,0.0047832634076411615,1e-14,1.4156853863694952e+16,952486836516046.2,248784440265.1901,7594541.573876523,950713529001134.2,2831370772738.99,equilibrium,True,1e-20,1e-20,1e-20,0.0002504848285608006,2.3023800403402048e-05,0.0005,1.4954962052983892e-14,3.1859578585023316e-08,1e-20,1e-20,1e-20,5.796434276890689e-11,1e-20,2.3530537922345525e-18,1.9387787084591584e-15,3.48675926260827e-12,4.701835181519625e-09,4.783263407641161e-09,1e-20,4.657299284255661e-13,4.6328761172490266e-12,7.447930068816575e-06,1.342654926623952e-09,4.2533327870751e-15,1.277078298185262e-14,1.310769434076994e-12,2.3937106717455704e-15,2.556752333908017e-07,6.876025336385319e-06,1.6331690911292064e-14,7.843217752629e-13
88,88.0,6.5,5.125942608170029,2.0196395028848855e-08,31.888144226624725,0.262203256578857,6.9042504505193705,7.48268377323663,1.3364188976974207,2.50006531650265e-06,1.752247652801884e-05,0.004928281647550559,1e-14,1.4171778080628194e+16,980186333903926.1,263464761420.30182,8042681.775938649,947989982103377.2,2834355616125.6387,equilibrium,True,1e-20,1e-20,1e-20,0.0002504989901727372,2.3034480862360486e-05,0.0005,2.0196395028848855e-17,3.1888144226624724e-08,1e-20,1e-20,1e-20,5.80684673647514e-11,1e-20,2.50006531650265e-18,1e-20,5.240529169509008e-12,4.706791278704414e-09,4.9282816475505585e-09,1e-20,4.952308084345436e-13,3.844811576459741e-12,7.48268377323663e-06,1.3364188976974206e-09,6.36292274060122e-15,2.1541952690980064e-14,1.9611084841937145e-12,2.381476090415634e-15,2.6220325657885703e-07,6.904250450519371e-06,1.752247652801884e-14,6.497027587517001e-13
89,89.0,6.5,5.125447320013256,9.535189811753131e-08,31.88413947363617,0.2628996451042575,6.912092823731946,7.491222216392727,1.3348956567013301,2.078511893070896e-06,1.4587131806766237e-05,0.004947009292596388,1e-14,1.4182931762171566e+16,984584534338217.9,265834454920.3326,8115020.447055481,947938088926678.6,2836586352434.313,equilibrium,True,1e-20,1e-20,1e-20,0.00025050099575515576,2.3050941932930266e-05,0.0005,9.53518981175313e-17,3.188413947363617e-08,1e-20,1e-20,1e-20,5.805386191709396e-11,1e-20,2.0785118930708962e-18,2.491951245713069e-15,4.550995360124448e-12,4.7104955447136554e-09,4.947009292596388e-09,1e-20,4.116820476772137e-13,3.500740527275443e-12,7.491222216392727e-06,1.3348956567013302e-09,5.5184019540070635e-15,1.652511269063142e-14,1.7009556068821505e-12,2.379796490430448e-15,2.628996451042575e-07,6.912092823731946e-06,1.4587131806766236e-14,5.903602055008105e-13
90,90.0,6.5,5.124646961371374,1.9783707105984322e-08,31.896235617739457,0.2668557903634333,6.9219549587966664,7.5050404728321425,1.3324378511009345,2.0962581694029496e-06,1.467620541357277e-05,0.0050307150163543144,1e-14,1.4194945035771866e+16,1001151995441957.2,274856039702.51254,8390418.70193623,945255713658579.0,2838989007154.373,equilibrium,True,1e-20,1e-20,1e-20,0.0002505097346103312,2.306215057755725e-05,0.0005,1.978370710598432e-17,3.1896235617739456e-08,1e-20,1e-20,1e-20,5.809796662927708e-11,1e-20,2.0962581694029497e-18,2.4606382379266617e-15,4.49294712721316e-12,4.714485204770783e-09,5.030715016354314e-09,1e-20,4.1543761745994684e-13,3.539658988680765e-12,7.5050404728321425e-06,1.3324378511009345e-09,5.437515765832932e-15,1.6283321054040758e-14,1.6761680561585628e-12,2.3759093301523607e-15,2.668557903634333e-07,6.921954958796666e-06,1.467620541357277e-14,5.957578551370885e-13
91,91.0,6.5,5.125337726765619,2.0287600331330044e-08,31.90965625832506,0.26584763682059304,6.911035722072395,7.493112848214133,1.3345588412472438,2.402370936343453e-06,1.6622224943293767e-05,0.005003744477238416,1e-14,1.4203875446978686e+16,998073527638469.8,273168314819.78055,8338898.209844718,944030554549038.4,2840775089395.7373,equilibrium,True,1e-20,1e-20,1e-20,0.00025050806761403496,2.3078652132811278e-05,0.0005,2.0287600331330045e-17,3.190965625832506e-08,1e-20,1e-20,1e-20,5.814701422781849e-11,1e-20,2.4023709363434527e-18,1e-20,3.6071957550221348e-12,4.717451410219739e-09,5.003744477238417e-09,1e-20,4.767259342299047e-13,4.503116286689101e-12,7.493112848214133e-06,1.3345588412472438e-09,4.370686446725743e-15,5.229891500035271e-15,1.3473237625595882e-12,2.382346375791283e-15,2.6584763682059304e-07,6.911035722072395e-06,1.6622224943293765e-14,7.575698701116587e-13
92,92.0,6.5,5.126489541639284,1.972068234371921e-08,31.89587649459049,0.26350974079439093,6.8935269787240925,7.473266305455804,1.3381029915589735,2.1550989854050774e-06,1.5154922382075447e-05,0.004946604390071671,1e-14,1.4212264071272478e+16,989370154524752.8,268424937386.30093,8194099.05327066,943313845658642.4,2842452814254.4956,equilibrium,True,1e-20,1e-20,1e-20,0.00025050388801334684,2.3096764591319515e-05,0.0005,1.972068234371921e-17,3.189587649459049e-08,1e-20,1e-20,1e-20,5.809674469746805e-11,1e-20,2.1550989854050775e-18,1.1378028602572246e-15,4.349489293520545e-12,4.7202378157575375e-09,4.946604390071671e-09,1e-20,4.2776833217709044e-13,3.771695331681435e-12,7.473266305455805e-06,1.3381029915589735e-09,5.283246039499207e-15,5.873441265212242e-15,1.6287685165658182e-12,2.3920579303938065e-15,2.6350974079439093e-07,6.8935269787240924e-06,1.5154922382075447e-14,6.367203152977869e-13
93,93.0,6.5,5.126636861270638,1.9594988994175776e-08,31.90231443293405,0.2607304122179155,6.893771573116838,7.470731683965779,1.3385569744808261,2.1512822410314524e-06,1.518207639974746e-05,0.004892770851469234,1e-14,1.4221199615250176e+16,978967405979434.5,262809896398.74667,8022690.977373526,946036251311693.9,2844239923050.035,equilibrium,True,1e-20,1e-20,1e-20,0.00025049864343710924,2.311685242308295e-05,0.0005,1.9594988994175777e-17,3.190231443293405e-08,1e-20,1e-20,1e-20,5.812014200264118e-11,1e-20,2.1512822410314524e-18,5.982025857250961e-15,4.697560005150519e-12,4.723205575903982e-09,4.892770851469234e-09,1e-20,4.2735798655032876e-13,3.2772285039746575e-12,7.470731683965779e-06,1.3385569744808261e-09,5.70959935899575e-15,1.6034234369600497e-14,1.760444682657697e-12,2.394776444648111e-15,2.6073041221791547e-07,6.893771573116837e-06,1.518207639974746e-14,5.542156273962468e-13
94,94.0,6.5,5.124130788986449,1.989342741705439e-08,31.894934553732174,0.26272536946153746,6.935010775017801,7.513965747813259,1.3308551483558873,2.250107482280475e-06,1.564127227670261e-05,0.004958739215368344,1e-14,1.4231934003687996e+16,987655890164197.5,267495552861.236,8165728.109307285,950883499623407.4,2846386800737.599,equilibrium,True,1e-20,1e-20,1e-20,0.00025050342955298895,2.312987864841552e-05,0.0005,1.989342741705439e-17,3.189493455373217e-08,1e-20,1e-20,1e-20,5.809322280160926e-11,1e-20,2.2501074822804753e-18,3.261015938087697e-15,3.947793577077369e-12,4.726769997907119e-09,4.958739215368344e-09,1e-20,4.473429634191237e-13,4.1437084750329506e-12,7.513965747813259e-06,1.3308551483558873e-09,4.770492664177803e-15,1.3978718368725489e-14,1.4710086995692589e-12,2.378677893374098e-15,2.6272536946153746e-07,6.9350107750178016e-06,1.564127227670261e-14,6.956947674964923e-13
95,95.0,6.5,5.123659028364207,1.9718321609271237e-08,31.892605924590377,0.2617052517740869,6.944197433159431,7.522132370464974,1.3294102666023069,2.1197660374631766e-06,1.480864606351339e-05,0.004944853804407363,1e-14,1.424106331019941e+16,985369789023644.6,266258656169.28616,8127969.866309491,952707831454764.0,2848212662039.882,equilibrium,True,1e-20,1e-20,1e-20,0.00025050189459302724,2.314657485762208e-05,0.0005,1.9718321609271236e-17,3.189260592459038e-08,1e-20,1e-20,1e-20,5.8084719911568116e-11,1e-20,2.1197660374631767e-18,2.327294465618916e-15,4.2459342748120235e-12,4.729801929629893e-09,4.9448538044073626e-09,1e-20,4.216076633422298e-13,3.822048250983542e-12,7.522132370464974e-06,1.3294102666023069e-09,5.124913079759772e-15,1.5354197793491983e-14,1.580416983826348e-12,2.376926351715977e-15,2.617052517740869e-07,6.944197433159431e-06,1.480864606351339e-14,6.414645963940116e-13
96,96.0,6.5,5.121470836462362,2.0152776397640722e-08,31.902057745280075,0.2651379402678467,6.978760732821975,7.560128260501238,1.322728881769533,2.342987018295366e-06,1.631438869834944e-05,0.005035018704289609,1e-14,1.4250425771082456e+16,999926878552769.8,274183764667.48926,8369896.434960364,954735376587695.9,2850085154216.491,equilibrium,True,1e-20,1e-20,1e-20,0.0002505095411467591,2.315451874288247e-05,0.0005,2.015277639764072e-17,3.1902057745280075e-08,1e-20,1e-20,1e-20,5.8119196799989884e-11,1e-20,2.3429870182953657e-18,1.12954569774211e-17,4.479541211860641e-12,4.732910792531485e-09,5.035018704289609e-09,1e-20,4.664008664194604e-13,3.73298959732238e-12,7.560128260501238e-06,1.3227288817695331e-09,5.3762231729344946e-15,1e-20,1.6578596171947328e-12,2.3628717904331846e-15,2.651379402678467e-07,6.978760732821975e-06,1.6314388698349442e-14,6.216237781528438e-13
97,97.0,6.5,5.123185413793811,4.217042549493099e-08,31.8789134899448,0.26133051901019927,6.952794826382862,7.530340015084932,1.3279612846186115,9.381475143154026e-06,6.516322018859926e-05,0.0049431610907760175,1e-14,1.4255435480337408e+16,986123874771461.5,266666338011.08182,8140415.004329905,953596993209330.5,2851087096067.4814,equilibrium,True,1e-20,1e-20,1e-20,0.0002505051291472602,2.3168243852958597e-05,0.0005,4.2170425494930993e-17,3.18789134899448e-08,1e-20,1e-20,1.7605867897394598e-20,5.8034801150861185e-11,1e-20,9.381475143154026e-18,1e-20,1.3280192901359394e-11,4.734575121971419e-09,4.943161090776017e-09,1e-20,1.8746001684698382e-12,1.2017835111608343e-11,7.5303400150849325e-06,1.3279612846186115e-09,1.6000709962851886e-14,1e-20,4.934373895310761e-12,2.3759311647860543e-15,2.613305190101993e-07,6.952794826382862e-06,6.516322018859926e-14,2.1392503291765306e-12
98,98.0,6.5,5.121250392985197,1.9995511247278036e-08,31.90936577424368,0.26520707806220284,6.982530026057379,7.563966679068355,1.3220576483658515,2.2952987960877824e-06,1.5874447030460525e-05,0.005038888684101712,1e-14,1.4262084910179584e+16,1003196416872696.9,275979735848.1683,8424721.317829292,953825596501611.1,2852416982035.917,equilibrium,True,1e-20,1e-20,1e-20,0.00025051022566771386,2.317316055372205e-05,0.0005,1.9995511247278035e-17,3.190936577424368e-08,1e-20,1e-20,1e-20,5.814602183815829e-11,1e-20,2.2952987960877823e-18,1.1776682175457665e-14,3.816744146301211e-12,4.736783011175733e-09,5.038888684101712e-09,1e-20,4.572297009802688e-13,4.243291121312945e-12,7.563966679068355e-06,1.3220576483658515e-09,4.578622842360262e-15,5.237056158992425e-15,1.4121235972945538e-12,2.363249075310151e-15,2.6520707806220284e-07,6.982530026057379e-06,1.5874447030460523e-14,7.070322263377038e-13
99,99.0,6.5,5.121359597843026,1.979102874236504e-08,31.887657089228714,0.26402270350147283,6.9818126113533765,7.562064932451978,1.3223901261789783,2.1139186779116307e-06,1.4667786337741967e-05,0.004991327232338025,1e-14,1.42663859834103e+16,1000233517669880.4,274351953683.47333,8375030.6727479,954055962043145.1,2853277196682.06,equilibrium,True,1e-20,1e-20,1e-20,0.0002505081474619934,2.3182363988151654e-05,0.0005,1.979102874236504e-17,3.1887657089228714e-08,1e-20,1e-20,1e-20,5.806665961649224e-11,1e-20,2.1139186779116307e-18,2.1867342111501876e-15,3.9811039982713585e-12,4.738211537952986e-09,4.991327232338025e-09,1e-20,4.2109495384149543e-13,4.152005652682987e-12,7.562064932451978e-06,1.3223901261789783e-09,4.7789390530745275e-15,1.43231802306708e-14,1.4740175843022886e-12,2.364793602523938e-15,2.6402270350147285e-07,6.981812611353376e-06,1.4667786337741968e-14,6.92785876102111e-13
100,100.0,6.5,5.120659147306215,1.9690612988480894e-08,31.90909726827761,0.2657854631213812,6.992254486837656,7.574271226719515,1.3202590322842604,2.0013166731240565e-06,1.4543947060498027e-05,0.005056757453426088,1e-14,1.4271355269749862e+16,1007073266409758.5,278116903141.54877,8489961.755867163,954206095793422.4,2854271053949.972,equilibrium,True,1e-20,1e-20,1e-20,0.0002505120299299414,2.318675098147705e-05,0.0005,1.9690612988480893e-17,3.190909726827761e-08,1e-20,1e-20,1e-20,5.81448994832146e-11,1e-20,2.0013166731240563e-18,1e-20,8.641798826741095e-12,4.73986175314172e-09,5.056757453426088e-09,1e-20,3.9864973098952653e-13,2.9491363486170445e-12,7.574271226719515e-06,1.3202590322842605e-09,1.0359463478169503e-14,4.46521386965825e-14,3.195509176501633e-12,2.360595378374171e-15,2.657854631213812e-07,6.9922544868376565e-06,1.4543947060498027e-14,4.965925062420301e-13
101,101.0,6.5,5.122596045688582,1e-11,31.8829128406765,0.26204449403508406,6.9622918661011,7.540566152439877,1.3261603701736624,1e-08,1.390117691070223e-05,0.00496339729742384,1e-14,1.4273364427647868e+16,991775743377478.5,269731839655.87573,8233994.328106577,953266599024557.0,2854672885529.5737,equilibrium,True,1e-20,1e-20,1e-20,0.00025050459475071225,2.3197513113227266e-05,0.0005,1e-20,3.18829128406765e-08,1e-20,1e-20,1e-20,5.804938161529037e-11,1e-20,1e-20,2.6781583437355436e-15,4.861566362828371e-12,4.740529608301298e-09,4.963397297423841e-09,1e-20,3.927539468685829e-13,3.144996881284548e-12,7.540566152439876e-06,1.3261603701736623e-09,5.8521236908157716e-15,1.752530279225594e-14,1.8051424928088223e-12,2.3747634666986074e-15,2.620444940350841e-07,6.9622918661010995e-06,1.390117691070223e-14,5.273348784245997e-13
102,102.0,6.5,5.1238907611176625,1.9412656658606917e-08,31.882467465823684,0.25974590671560865,6.942144152159872,7.518119748731587,1.330119808444666,2.0925134034296845e-06,1.4682103626036023e-05,0.0049052144372185675,1e-14,1.4274122216976326e+16,982292426284651.8,264598172965.2695,8077280.969880977,952382741480833.0,2854824443395.265,equilibrium,True,1e-20,1e-20,1e-20,0.0002504998723364039,2.320349486798752e-05,0.0005,1.9412656658606918e-17,3.1882467465823685e-08,1e-20,1e-20,1e-20,5.804775307903819e-11,1e-20,2.0925134034296846e-18,1.086834358214377e-15,4.339809745712819e-12,4.740781666285707e-09,4.905214437218568e-09,1e-20,4.1716106396978885e-13,3.744539287564653e-12,7.5181197487315876e-06,1.3301198084446659e-09,5.239722509357252e-15,1.6120775247418698e-14,1.616262323420006e-12,2.38417865567363e-15,2.5974590671560864e-07,6.9421441521598725e-06,1.4682103626036023e-14,6.288693872423213e-13
103,103.0,6.5,5.1235082531851095,1.9823808204407613e-08,31.885414238752723,0.25864918224170125,6.949865519823458,7.524744302687241,1.328948811785629,2.3672874142992737e-06,1.6430331441733973e-05,0.004888807118574689,1e-14,1.427373211545548e+16,976920147006671.0,261711846904.80334,7989171.266401902,955398866251432.0,2854746423091.096,equilibrium,True,1e-20,1e-20,1e-20,0.0002504975132049777,2.3205207026832674e-05,0.0005,1.9823808204407613e-17,3.1885414238752724e-08,1e-20,1e-20,1e-20,5.805851102359765e-11,1e-20,2.3672874142992737e-18,1e-20,3.810166445738645e-12,4.7406519940683035e-09,4.8888071185746894e-09,1e-20,4.722331126782809e-13,4.433202974900602e-12,7.52474430268724e-06,1.328948811785629e-09,4.596215354525449e-15,1.404312417822847e-14,1.417760263209035e-12,2.3814762589793257e-15,2.586491822417012e-07,6.9498655198234584e-06,1.6430331441733973e-14,7.432161985885825e-13
104,104.0,6.5,5.122336273792913,1.9602534544245007e-08,31.88524291306413,0.2596966826077033,6.969151551374507,7.545077867866855,1.3253673686569674,1e-08,1.5099425204083192e-05,0.004921870409644136,1e-14,1.4273069069300428e+16,980627989229457.9,263702240409.76443,8049931.200607143,957884012914774.2,2854613813860.0854,equilibrium,True,1e-20,1e-20,1e-20,0.0002504996197929053,2.32019939275167e-05,0.0005,1.9602534544245008e-17,3.188524291306413e-08,1e-20,1e-20,1e-20,5.805787345433332e-11,1e-20,1e-20,2.294743110527955e-15,4.072186821800159e-12,4.7404314417051445e-09,4.921870409644136e-09,1e-20,4.325504474674574e-13,3.97694533327478e-12,7.545077867866855e-06,1.3253673686569674e-09,4.898949677782036e-15,1.4663637132433166e-14,1.5111338023962467e-12,2.3730296750755148e-15,2.5969668260770327e-07,6.969151551374507e-06,1.509942520408319e-14,6.652163411849324e-13
105,105.0,6.5,5.121957835221973,1.951658829948067e-08,31.89203052395184,0.26085802583795825,6.974567703904847,7.5516554161047535,1.3242129637854811,2.0974473124386374e-06,1.4698454858499596e-05,0.00494819053963628,1e-14,1.4272105984938016e+16,984859422700573.8,265982913475.95728,8119552.381092383,957804049024096.1,2854421196987.603,equilibrium,True,1e-20,1e-20,1e-20,0.00025050199194762824,2.3198044168636363e-05,0.0005,1.951658829948067e-17,3.189203052395184e-08,1e-20,1e-20,1e-20,5.808263722646922e-11,1e-20,2.0974473124386374e-18,5.237390234475181e-15,4.686455573703192e-12,4.740111467092097e-09,4.94819053963628e-09,1e-20,4.1806008453255386e-13,3.388677271831649e-12,7.5516554161047535e-06,1.324212963785481e-09,5.632820701690997e-15,1.6031119402435153e-14,1.7374849702652923e-12,2.370134726288522e-15,2.6085802583795826e-07,6.974567703904847e-06,1.4698454858499596e-14,5.668394977236325e-13
106,106.0,6.5,5.118918059509022,1.9714027601902214e-08,31.903480834822528,0.2653164312806112,7.023151331978889,7.604697449987669,1.314976705623285,2.0280917831251615e-06,1.4121031384135253e-05,0.005068111187893382,1e-14,1.4273244429930576e+16,1000974837384247.2,274758774443.78467,8387449.524883537,962493319043858.0,2854648885986.115,equilibrium,True,1e-20,1e-20,1e-20,0.00025051118279725544,2.31907253214598e-05,0.0005,1.9714027601902213e-17,3.190348083482253e-08,1e-20,1e-20,1e-20,5.812441627458135e-11,1e-20,2.0280917831251613e-18,5.241778767033239e-14,4.648406238301744e-12,4.740488690798688e-09,5.068111187893382e-09,1e-20,4.0406909250093455e-13,3.4077506708868293e-12,7.604697449987669e-06,1.314976705623285e-09,5.5441948268119305e-15,1e-20,1.7101228860945103e-12,2.3487660229220126e-15,2.6531643128061124e-07,7.023151331978889e-06,1.4121031384135253e-14,5.658268852731119e-13
107,107.0,6.5,5.117844901834299,1.9761028852318264e-08,31.912560642674503,0.2641499465609187,7.04313258694539,7.623512174092895,1.3117313610424526,2.0999824229035688e-06,1.4553343750499205e-05,0.0050583126820782105,1e-14,1.4275965447575756e+16,996989575409091.9,272575291147.66833,8320795.217039588,966786945324477.1,2855193089515.1514,equilibrium,True,1e-20,1e-20,1e-20,0.0002505088205723888,2.3197613143056853e-05,0.0005,1.9761028852318263e-17,3.1912560642674504e-08,1e-20,1e-20,1e-20,5.8157571964613585e-11,1e-20,2.0999824229035688e-18,1.041313413549048e-14,4.523852951983357e-12,4.741392102894999e-09,5.058312682078211e-09,1e-20,4.1858050964320984e-13,3.54862008736913e-12,7.623512174092894e-06,1.3117313610424525e-09,5.385455479286119e-15,1.3492467503676231e-14,1.6612186148184724e-12,2.3418166972788737e-15,2.641499465609187e-07,7.04313258694539e-06,1.4553343750499205e-14,5.869650656077141e-13
108,108.0,6.5,5.116177541718589,1.9770421719514618e-08,31.906470315973518,0.2649562215689916,7.071650936175484,7.652836912208395,1.3067049663747816,2.036228106819511e-06,1.4099275777368933e-05,0.005093269150850182,1e-14,1.4282768986823758e+16,999994654900448.0,274220934993.35272,8371031.1184027195,971134502091684.4,2856553797364.7515,equilibrium,True,1e-20,1e-20,1e-20,0.0002505109212178125,2.320680543291645e-05,0.0005,1.977042171951462e-17,3.190647031597352e-08,1e-20,1e-20,1e-20,5.81352966071721e-11,1e-20,2.036228106819511e-18,2.5604267125433837e-15,4.705304746690077e-12,4.743651246502377e-09,5.093269150850182e-09,1e-20,4.059745869348054e-13,3.363494748744129e-12,7.652836912208395e-06,1.3067049663747816e-09,5.580549125429255e-15,1.6693778090812352e-14,1.7214898312042321e-12,2.331318479699862e-15,2.6495622156899164e-07,7.0716509361754835e-06,1.4099275777368933e-14,5.553870135608983e-13
109,109.0,6.5,5.114037047805582,1.998718876548877e-08,31.903393874118912,0.2650295385322415,7.109389085975727,7.690648318553154,1.300280494678608,2.0994831528563917e-06,1.4439058984153172e-05,0.005119850494343699,1e-14,1.429036755848292e+16,1002788665811206.8,275755436480.416,8417874.222120361,976286929643771.0,2858073511696.584,equilibrium,True,1e-20,1e-20,1e-20,0.0002505115554528561,2.321880001447426e-05,0.0005,1.998718876548877e-17,3.190339387411891e-08,1e-20,1e-20,1e-20,5.8124088478095456e-11,1e-20,2.0994831528563917e-18,1e-20,4.642984919545986e-12,4.746174309431025e-09,5.119850494343699e-09,1e-20,4.1886355754655884e-13,3.4684426390098587e-12,7.690648318553154e-06,1.3002804946786079e-09,5.4793519658587325e-15,1.6717343745671764e-14,1.6903740034907455e-12,2.3177882372930704e-15,2.6502953853224147e-07,7.109389085975727e-06,1.443905898415317e-14,5.698506686621073e-13
110,110.0,6.5,5.11282265958043,1.963431381918899e-08,31.89665784170242,0.266271397505688,7.1296820215724495,7.712183251512682,1.2966496871146889,1.853927757515847e-06,1.2885707043918396e-05,0.005158244274409305,1e-14,1.4297629404063062e+16,1008525748155581.5,278919726630.24744,8514469.222471213,978212092756145.1,2859525880812.6123,equilibrium,True,1e-20,1e-20,1e-20,0.0002505145989317639,2.3227805308528182e-05,0.0005,1.9634313819188988e-17,3.189665784170242e-08,1e-20,1e-20,1e-20,5.809950869068485e-11,1e-20,1.853927757515847e-18,2.8575066893981393e-15,5.283009396319764e-12,4.748585798471117e-09,5.158244274409306e-09,1e-20,3.697840885783208e-13,2.7494234416327286e-12,7.712183251512682e-06,1.296649687114689e-09,6.216773929519663e-15,1.857532022335823e-14,1.9179751772888604e-12,2.310551810860858e-15,2.66271397505688e-07,7.12968202157245e-06,1.2885707043918396e-14,4.512830802100419e-13
111,111.0,6.5,5.114765377782139,2.0123647891494245e-08,31.90994678945918,0.2646799463609453,7.096851981532085,7.677761589074931,1.3024629488724657,2.1894934459996456e-06,1.5030911652468672e-05,0.005104529369186078,1e-14,1.4300695991570866e+16,1002376614443683.2,275528864194.69794,8410957.741967743,974123371780158.4,2860139198314.1733,equilibrium,True,1e-20,1e-20,1e-20,0.00025051140587127466,2.323610545955748e-05,0.0005,2.0123647891494245e-17,3.190994678945918e-08,1e-20,1e-20,1e-20,5.814800215276791e-11,1e-20,2.1894934459996456e-18,6.823539899097145e-15,4.39290944719686e-12,4.749604836557422e-09,5.1045293691860785e-09,1e-20,4.3722824277770987e-13,3.677538335469249e-12,7.677761589074931e-06,1.3024629488724657e-09,5.191928739099492e-15,1.4093248762599242e-14,1.6018408974802597e-12,2.324493429518488e-15,2.646799463609453e-07,7.096851981532085e-06,1.5030911652468672e-14,6.037637799330678e-13
