Index,Time,Initial_pH,Final_pH,NO_nM,NO2_nM,NO2-_uM,NO3-_uM,H+_uM,OH-_nM,OH_pM,ONOO-_nM,HONO_uM,HONO2_uM,O3_gas,NO2_gas,N2O4_gas,HONO_gas,HONO2_gas,H2O2_gas,N2O4_source,plasma_on,Aq_H_M,Aq_H2_M,Aq_O_M,Aq_O2_M,Aq_O3_M,Aq_N2_M,Aq_NO_M,Aq_NO2_M,Aq_NO3_M,Aq_N2O_M,Aq_N2O3_M,Aq_N2O4_M,Aq_N2O5_M,Aq_OH_M,Aq_HO2_M,Aq_HO3_M,Aq_H2O2_M,Aq_HONO_M,Aq_HONO2_M,Aq_ONOOH_M,Aq_O2NOOH_M,Aq_H+_M,Aq_OH-_M,Aq_O-_M,Aq_O2-_M,Aq_O3-_M,Aq_HO2-_M,Aq_NO2-_M,Aq_NO3-_M,Aq_ONOO-_M,Aq_O2NOO-_M
146,146.0,6.5,5.112751059133371,1.9967972029205297e-08,31.90985451351602,0.26964109732424457,7.127584135411925,7.713454834075441,1.2964359311303373,2.1075254877602184e-06,1.4237822650573187e-05,0.005224383782522174,1e-14,1.4060659778645924e+16,1007466733551471.5,278334268141.5186,8496597.168946924,977634356207517.4,2812131955729.1846,equilibrium,True,1e-20,1e-20,1e-20,0.00025050706171556866,2.2841843405613443e-05,0.0005,1.9967972029205296e-17,3.190985451351602e-08,1e-20,1e-20,1e-20,5.814764379401162e-11,1e-20,2.1075254877602183e-18,8.880102799060766e-15,4.694562714643396e-12,4.669882465791383e-09,5.224383782522174e-09,1e-20,4.1375530660499994e-13,3.4236209569289843e-12,7.713454834075441e-06,1.2964359311303373e-09,5.5340926458935154e-15,7.737458329785962e-15,1.7041159349367075e-12,2.2717468877790237e-15,2.6964109732424456e-07,7.127584135411925e-06,1.4237822650573187e-14,5.587747060617538e-13
147,147.0,6.5,5.112006617785011,2.0050194896781336e-08,31.906372255736056,0.27068027038210035,7.1397781411769685,7.726688110685201,1.2942155625794096,2.0462346421435773e-06,1.3779246796823137e-05,0.005253515642455606,1e-14,1.4045004443895838e+16,1010572260983145.6,280052849804.5898,8549059.613440571,978924277877845.4,2809000888779.1675,equilibrium,True,1e-20,1e-20,1e-20,0.0002505082387890051,2.2814656763684414e-05,0.0005,2.0050194896781337e-17,3.1906372255736056e-08,1e-20,1e-20,1e-20,5.81349530912682e-11,1e-20,2.0462346421435774e-18,7.092704713170441e-15,4.546063578920568e-12,4.664682745163396e-09,5.253515642455606e-09,1e-20,4.0119836598570614e-13,3.5131972228621057e-12,7.726688110685201e-06,1.2942155625794097e-09,5.3500710371407464e-15,1.4555288705393362e-14,1.6471973832549456e-12,2.2641653557971403e-15,2.7068027038210033e-07,7.139778141176969e-06,1.3779246796823138e-14,5.740592792114847e-13
148,148.0,6.5,5.111382247101923,2.0883780443017273e-08,31.912363191710952,0.27229299936145934,7.149281798197646,7.737804501239282,1.2923562489132188,2.0870917562823606e-06,1.4040069040047626e-05,0.005292419665507896,1e-14,1.4028238004128964e+16,1015572579118405.0,282831112926.67474,8633870.523485232,979298329282481.2,2805647600825.793,equilibrium,True,1e-20,1e-20,1e-20,0.00025051041930814096,2.278463958865475e-05,0.0005,2.088378044301727e-17,3.1912363191710954e-08,1e-20,1e-20,1e-20,5.81568322448832e-11,1e-20,2.0870917562823604e-18,1.1783672829221954e-14,4.650820688484692e-12,4.659114031901928e-09,5.292419665507895e-09,1e-20,4.0872646485201107e-13,3.3498910839818145e-12,7.737804501239282e-06,1.2923562489132188e-09,5.464472847200696e-15,7.989474895818123e-15,1.6821570107681813e-12,2.257202310317632e-15,2.7229299936145933e-07,7.149281798197646e-06,1.4040069040047626e-14,5.458491696760657e-13
149,149.0,6.5,5.111398727570145,2.1417222022072078e-08,31.903491468815403,0.27175361700016404,7.149527544137706,7.737510875077909,1.2924052917657853,2.6292842292006814e-06,1.7442990788751566e-05,0.005281735532631873,1e-14,1.4014698944877042e+16,1012420136685161.4,281077964019.11487,8580352.858757215,980207733091642.1,2802939788975.408,equilibrium,True,1e-20,1e-20,1e-20,0.0002505087635759133,2.2763890057285838e-05,0.0005,2.1417222022072077e-17,3.1903491468815404e-08,1e-20,1e-20,1e-20,5.812444404938614e-11,1e-20,2.6292842292006815e-18,1e-20,4.460999198464473e-12,4.654617390067362e-09,5.281735532631873e-09,1e-20,5.149471941931246e-13,4.028092051740128e-12,7.737510875077909e-06,1.2924052917657853e-09,5.2414501464838844e-15,1e-20,1.613195222950349e-12,2.255169228377817e-15,2.7175361700016403e-07,7.149527544137706e-06,1.7442990788751567e-14,6.557515594506952e-13
150,150.0,6.5,5.112872074711426,2.02301762723687e-08,31.892484003651784,0.2670164200528222,7.128054747388358,7.711305789603401,1.2967972316088308,2.1674281729890256e-06,1.6041510584981085e-05,0.005172088409591811,1e-14,1.4002854717114616e+16,994244841813727.5,271076545833.61685,8275043.627494503,980927666381132.6,2800570943422.9233,equilibrium,True,1e-20,1e-20,1e-20,0.000250498536804868,2.275440229228543e-05,0.0005,2.0230176272368703e-17,3.1892484003651785e-08,1e-20,1e-20,1e-20,5.808428582225583e-11,1e-20,2.1674281729890255e-18,1e-20,1.5984416932293205e-11,4.650684057191202e-09,5.172088409591811e-09,1e-20,4.23964227133315e-13,2.3169159828080683e-12,7.7113057896034e-06,1.2967972316088307e-09,1.886182083373819e-14,8.14642781191313e-14,5.805535066241625e-12,2.263403544026161e-15,2.6701642005282225e-07,7.128054747388358e-06,1.6041510584981085e-14,1.250990217274464e-12
151,151.0,6.5,5.111834994941103,1e-11,31.896971174785328,0.2673742045581172,7.146138034558827,7.7297421173424485,1.2937042204306033,2.213411365306877e-06,1.4902291780603314e-05,0.005191400759319577,1e-14,1.3996263016824052e+16,994733611846080.1,271343133405.41544,8283181.638034652,984043654962211.9,2799252603364.8105,equilibrium,True,1e-20,1e-20,1e-20,0.00025049871168723956,2.2743259617348882e-05,0.0005,1e-20,3.1896971174785326e-08,1e-20,1e-20,1e-20,5.8100659074518973e-11,1e-20,2.213411365306877e-18,1e-20,4.980148692638496e-12,4.648494507406706e-09,5.191400759319577e-09,1e-20,4.3277376612690697e-13,3.572445792428978e-12,7.729742117342449e-06,1.2937042204306033e-09,5.85940060466555e-15,7.010078076785682e-15,1.8032098909735407e-12,2.2553810463439364e-15,2.673742045581172e-07,7.146138034558826e-06,1.4902291780603314e-14,5.829874572302437e-13
152,152.0,6.5,5.113170423060539,1.9425384345081392e-08,31.868325166836314,0.262947408447476,7.126832994481418,7.7060101540723025,1.2976884016641592,1.921516190345227e-06,1.3018408364328677e-05,0.005089774217571018,1e-14,1.3991383341223544e+16,976973233242703.2,261740290732.89612,7990039.559590738,985467814058968.0,2798276668244.709,equilibrium,True,1e-20,1e-20,1e-20,0.00025048975580701724,2.2744097505182928e-05,0.0005,1.942538434508139e-17,3.186832516683631e-08,1e-20,1e-20,1e-20,5.799620541253107e-11,1e-20,1.921516190345227e-18,2.65728793001488e-15,4.8454681714814904e-12,4.646874229574997e-09,5.089774217571017e-09,1e-20,3.7543164511342295e-13,3.2578496508766605e-12,7.706010154072303e-06,1.2976884016641592e-09,5.720562072891258e-15,1.7096082626526438e-14,1.7605381586085482e-12,2.2637882115977703e-15,2.62947408447476e-07,7.126832994481418e-06,1.3018408364328677e-14,5.34379651271773e-13
153,153.0,6.5,5.112970613209569,1.973618769218928e-08,31.874554114500803,0.26331112400735973,7.130015513401658,7.709556344639691,1.2970914995644227,1e-08,1.4306583034814645e-05,0.005099160000820463,1e-14,1.3990395700544112e+16,978463592165580.9,262539462093.14508,8014435.539152774,985568244328525.9,2798079140108.8223,equilibrium,True,1e-20,1e-20,1e-20,0.0002504903842009259,2.2741834871831625e-05,0.0005,1.9736187692189277e-17,3.1874554114500805e-08,1e-20,1e-20,1e-20,5.8018917330595403e-11,1e-20,1e-20,2.4686507115667025e-15,4.496356399139658e-12,4.646546134085592e-09,5.099160000820463e-09,1e-20,4.165705694635691e-13,3.591664956818745e-12,7.709556344639691e-06,1.2970914995644228e-09,5.306007288264797e-15,1.5863905242793917e-14,1.6329419321390986e-12,2.2622689348205596e-15,2.633111240073597e-07,7.130015513401658e-06,1.4306583034814645e-14,5.88391516199197e-13
154,154.0,6.5,5.11210932478969,1.2113512674154395e-07,31.871786680642366,0.26365511631427124,7.144965896351684,7.724861029765923,1.2945216699062356,1e-08,1.2578923764150277e-05,0.005115957455764684,1e-14,1.398802839673504e+16,979523232153377.8,263108411113.53265,8031803.6148416875,987909987509105.1,2797605679347.008,equilibrium,True,1e-20,1e-20,1e-20,0.0002504909398758895,2.2737348036340886e-05,0.0005,1.2113512674154396e-16,3.1871786680642365e-08,1e-20,1e-20,1e-20,5.8008825697635083e-11,1e-20,1e-20,2.98761116895402e-15,5.484143681954196e-12,4.6356600481852684e-09,5.1159574557646835e-09,1e-20,3.601558218212687e-13,2.4924041423455712e-12,7.724861029765923e-06,1.2945216699062355e-09,6.458967343522157e-15,1.9281324892133797e-14,1.987728992392372e-12,1.0101872794824193e-11,2.6365511631427123e-07,7.144965896351685e-06,1.2578923764150277e-14,4.0880913463958537e-13
155,155.0,6.5,5.1093029877082055,2.081352613295537e-08,31.903896557091677,0.27141861788327637,7.187291342531491,7.774939392650478,1.2861836594498466,2.5097019709826794e-06,1.6497249440169327e-05,0.005300742318212551,1e-14,1.3987028906043216e+16,1009032690028412.0,279200198647.28204,8523031.077832457,987665742641580.1,2797405781208.643,equilibrium,True,1e-20,1e-20,1e-20,0.00025050623409817016,2.2720417489215636e-05,0.0005,2.081352613295537e-17,3.1903896557091676e-08,1e-20,1e-20,1e-20,5.812592298188057e-11,1e-20,2.5097019709826795e-18,1e-20,3.901958718117369e-12,4.645426932220015e-09,5.30074231821255e-09,1e-20,4.905063890827362e-13,4.280033028060351e-12,7.774939392650479e-06,1.2861836594498465e-09,4.565091591650812e-15,1e-20,1.4047938057323252e-12,2.236822966768861e-15,2.7141861788327637e-07,7.187291342531491e-06,1.6497249440169326e-14,6.943504416165903e-13
156,156.0,6.5,5.108526370183292,2.0639993240640577e-08,31.910923827094564,0.27169029423216756,7.200935751739124,7.788855195076778,1.283885725127704,2.2919094686660784e-06,1.5186144243360452e-05,0.005315545005647994,1e-14,1.398154150376643e+16,1010268772219451.8,279884667608.8793,8543925.583852757,989516849457162.1,2796308300753.286,equilibrium,True,1e-20,1e-20,1e-20,0.0002505063313421561,2.2711181202509896e-05,0.0005,2.0639993240640577e-17,3.1910923827094565e-08,1e-20,1e-20,1e-20,5.815156070311167e-11,1e-20,2.2919094686660782e-18,1e-20,4.752143549877729e-12,4.643604222515413e-09,5.315545005647994e-09,1e-20,4.475941218154006e-13,4.060407812279297e-12,7.788855195076778e-06,1.283885725127704e-09,5.548226342431428e-15,1e-20,1.7071575204555925e-12,2.230797506807489e-15,2.716902942321676e-07,7.200935751739124e-06,1.5186144243360452e-14,6.711256101802632e-13
157,157.0,6.5,5.107548360097239,2.0733238064257942e-08,31.904297398614357,0.27130989613298073,7.2188766267119435,7.806415083374779,1.2809977298457254,2.490839450340469e-06,1.631300357302946e-05,0.005320069681858053,1e-14,1.3973496912189324e+16,1008671073024806.4,279000115045.2571,8516923.206969593,992900576888760.9,2794699382437.8647,equilibrium,True,1e-20,1e-20,1e-20,0.0002505050986613779,2.2699052680762073e-05,0.0005,2.073323806425794e-17,3.190429739861436e-08,1e-20,1e-20,1e-20,5.8127380793083404e-11,1e-20,2.490839450340469e-18,5.76092618715983e-15,4.250049176128695e-12,4.6409321547163745e-09,5.320069681858053e-09,1e-20,4.863519425772581e-13,4.754877189796345e-12,7.806415083374779e-06,1.2809977298457253e-09,4.9541116592710705e-15,1e-20,1.5244287289340995e-12,2.2230900045932893e-15,2.7130989613298074e-07,7.218876626711943e-06,1.6313003573029462e-14,7.945149599854993e-13
158,158.0,6.5,5.106885587436845,1e-11,31.89778282551135,0.2738201816219782,7.228287748640713,7.818337473874847,1.2790443023802467,2.3456928559662895e-06,1.5313039554792798e-05,0.005377493725931778,1e-14,1.3964486820731516e+16,1017477466167115.8,283893108113.2928,8666289.619259188,992364883456455.4,2792897364146.303,equilibrium,True,1e-20,1e-20,1e-20,0.0002505096122316275,2.267957080436338e-05,0.0005,1e-20,3.189778282551135e-08,1e-20,1e-20,1e-20,5.8103619089561656e-11,1e-20,2.3456928559662897e-18,2.1000852458907516e-15,3.782503050102799e-12,4.637939502851959e-09,5.377493725931778e-09,1e-20,4.575250082410767e-13,4.3306683128406785e-12,7.818337473874846e-06,1.2790443023802466e-09,4.4025597246739444e-15,1.3175625312347343e-14,1.3545802381633514e-12,2.2171643525459317e-15,2.7382018162197817e-07,7.228287748640713e-06,1.5313039554792797e-14,6.986647968982816e-13
159,159.0,6.5,5.108120484737083,2.056357127742458e-08,31.92146537380252,0.2737551960969797,7.206153199814911,7.796137951018244,1.2826863843192662,2.1886039684697e-06,1.4388547264640353e-05,0.005360952164088439,1e-14,1.3953597410204572e+16,1015871646173565.0,282997714357.64307,8638956.297709728,989108338781414.2,2790719482040.9146,equilibrium,True,1e-20,1e-20,1e-20,0.00025050864618365957,2.266245417236012e-05,0.0005,2.056357127742458e-17,3.192146537380252e-08,1e-20,1e-20,1e-20,5.8190034724055884e-11,1e-20,2.1886039684697003e-18,1.5961214498676963e-15,4.013658653704478e-12,4.634323205285139e-09,5.360952164088439e-09,1e-20,4.264370672717421e-13,4.0742148869835354e-12,7.796137951018243e-06,1.282686384319266e-09,4.685403153233468e-15,1.4346426427505308e-14,1.4414805424777731e-12,2.2235701844719364e-15,2.737551960969797e-07,7.206153199814911e-06,1.4388547264640353e-14,6.592729190906771e-13
160,160.0,6.5,5.1092095152712895,2.0156157854688728e-08,31.91730543315203,0.2728271777426212,7.187556028861016,7.776612959263817,1.2859068661933912,2.120815304377438e-06,1.4117326277518118e-05,0.0053293980751724325,1e-14,1.3940263412450372e+16,1009827306455200.1,279640113870.9809,8536460.191211898,987976422517244.0,2788052682490.074,equilibrium,True,1e-20,1e-20,1e-20,0.00025050611289987034,2.2642865408603748e-05,0.0005,2.0156157854688727e-17,3.191730543315203e-08,1e-20,1e-20,1e-20,5.817485204542114e-11,1e-20,2.120815304377438e-18,2.0735856038183888e-14,4.902169617400001e-12,4.629894964576652e-09,5.3293980751724324e-09,1e-20,4.128115172517969e-13,3.0784273204217204e-12,7.776612959263817e-06,1.2859068661933912e-09,5.735722115219991e-15,1.1181181543508233e-14,1.7644233860101647e-12,2.2286823695442393e-15,2.728271777426212e-07,7.1875560288610155e-06,1.4117326277518118e-14,5.000609627186439e-13
161,161.0,6.5,5.109927206203887,2.0715912528567343e-08,31.91092476000243,0.2718018299835269,7.175741405340363,7.763772373475912,1.2880336412502067,2.3493589229351415e-06,1.5509872600161805e-05,0.005300602238959045,1e-14,1.392358272200945e+16,1003460774551895.0,276125204819.03107,8429161.990026271,987997235632166.4,2784716544401.89,equilibrium,True,1e-20,1e-20,1e-20,0.00025050305852343687,2.2618212196932927e-05,0.0005,2.0715912528567344e-17,3.191092476000243e-08,1e-20,1e-20,1e-20,5.81516094610362e-11,1e-20,2.3493589229351416e-18,1e-20,4.39281215371198e-12,4.624355103665473e-09,5.300602238959045e-09,1e-20,4.570051827875971e-13,4.1361007236429005e-12,7.763772373475912e-06,1.2880336412502066e-09,5.147653182058812e-15,1e-20,1.583162775290061e-12,2.230823168571269e-15,2.718018299835269e-07,7.175741405340363e-06,1.5509872600161804e-14,6.71795147222853e-13
162,162.0,6.5,5.111840878430901,3.9092200571150235e-08,31.892841023642,0.26824601583891766,7.145161507118601,7.729637401411803,1.2937217466655597,1e-08,1.2671925858226582e-05,0.005208257491645502,1e-14,1.3906011583341796e+16,987747065773400.4,267544942929.12198,8167235.819851791,987091314123404.5,2781202316668.3594,equilibrium,True,1e-20,1e-20,1e-20,0.00025049508897120664,2.2597003721737393e-05,0.0005,3.9092200571150237e-17,3.1892841023642e-08,1e-20,1e-20,1e-20,5.808559525245381e-11,1e-20,1e-20,5.70349141483584e-15,5.529282668471825e-12,4.618519766308332e-09,5.208257491645502e-09,1e-20,3.630226788144334e-13,2.5184896713022457e-12,7.729637401411803e-06,1.2937217466655598e-09,6.512257712356684e-15,1.861227071995601e-14,2.002773928576356e-12,2.240888306883613e-15,2.6824601583891766e-07,7.145161507118602e-06,1.2671925858226582e-14,4.125952598706876e-13
163,163.0,6.5,5.111348303959765,1.9498107117675887e-08,31.883431381247203,0.2703573193047499,7.1516285571981495,7.738409288251703,1.2922552462109915,1.8633146736058888e-06,1.2588360047613396e-05,0.005253834506413768,1e-14,1.3889368057034808e+16,994404925107267.8,271163844893.02838,8277708.57042805,986633130688210.4,2777873611406.9614,equilibrium,True,1e-20,1e-20,1e-20,0.0002504983613879964,2.2566092222013304e-05,0.0005,1.9498107117675886e-17,3.1883431381247204e-08,1e-20,1e-20,1e-20,5.8051260111004555e-11,1e-20,1.8633146736058888e-18,2.9835063671405272e-15,5.447292936444351e-12,4.419384425486132e-09,5.253834506413769e-09,1e-20,3.612960523626137e-13,2.516558682787706e-12,7.738409288251704e-06,1.2922552462109914e-09,6.4095706726217575e-15,1.9131685940759196e-14,1.970916165066299e-12,1.9360980115178472e-10,2.7035731930474986e-07,7.151628557198149e-06,1.2588360047613396e-14,4.1199816014754793e-13
164,164.0,6.5,5.111362916373067,5.892579207515877e-08,31.878901770243353,0.26912870598564276,7.152790350020411,7.738148923597669,1.292298726579248,1e-08,1.2614714225470507e-05,0.005231149744854672,1e-14,1.3872273311530512e+16,989261450450444.8,268365955859.04306,8192298.548141106,987958058962183.2,2774454662306.1025,equilibrium,True,1e-20,1e-20,1e-20,0.00025049496288384495,2.254110379566372e-05,0.0005,5.892579207515877e-17,3.187890177024335e-08,1e-20,1e-20,1e-20,5.8034836526244886e-11,1e-20,1e-20,2.9911034291927513e-15,5.4679186570141156e-12,4.607316289678204e-09,5.231149744854672e-09,1e-20,3.6199868531973454e-13,2.514935938837672e-12,7.73814892359767e-06,1.292298726579248e-09,6.434926335192171e-15,1.9204635204275003e-14,1.9784453648033996e-12,2.232250714738452e-15,2.6912870598564273e-07,7.152790350020411e-06,1.2614714225470507e-14,4.1175787254771224e-13
165,165.0,6.5,5.110440479822418,3.026116729749949e-05,31.892960191491788,0.2720866937863126,7.16605798589366,7.754602131116808,1.289556811680923,1.8680915753532343e-06,1.2563156960697459e-05,0.005299890158129783,1e-14,1.3857712477978976e+16,999864316108412.2,274149456018.99976,8368849.108781044,987425814819928.8,2771542495595.7954,equilibrium,True,1e-20,1e-20,1e-20,0.00025049985295716974,2.2512033706860878e-05,0.0005,3.026116729749949e-14,3.189296019149179e-08,1e-20,1e-20,1e-20,5.8086029100757085e-11,1e-20,1.8680915753532344e-18,2.9833864636552785e-15,5.441411539458896e-12,4.374689258127976e-09,5.299890158129783e-09,1e-20,3.6139140147470575e-13,2.5239728922074754e-12,7.754602131116808e-06,1.2895568116809231e-09,6.3909492448187485e-15,1.9073377069739288e-14,1.9646771517660585e-12,2.2779113043766262e-10,2.720866937863126e-07,7.166057985893661e-06,1.2563156960697459e-14,4.1233419245636855e-13
166,166.0,6.5,5.110739444229036,1.9958764436743467e-08,31.884055684822528,0.2699716178249183,7.16306445262398,7.7492657698718315,1.2904448365835548,2.078397797588932e-06,1.3793760529256127e-05,0.00525212381634031,1e-14,1.3843200464987544e+16,992340982049650.0,270039381585.94467,8243382.535709629,988374154194609.8,2768640092997.509,equilibrium,True,1e-20,1e-20,1e-20,0.00025049483896024815,2.2492945860517426e-05,0.0005,1.9958764436743467e-17,3.188405568482253e-08,1e-20,1e-20,1e-20,5.805353371185188e-11,1e-20,2.078397797588932e-18,2.635736146002608e-15,4.779580498988504e-12,4.597658457008851e-09,5.25212381634031e-09,1e-20,4.018508431883969e-13,3.239412535984813e-12,7.749265769871832e-06,1.2904448365835548e-09,5.61812426693642e-15,1.6782935614277285e-14,1.7269056656103636e-12,2.2234397081723664e-15,2.699716178249183e-07,7.163064452623981e-06,1.3793760529256126e-14,5.283615545001699e-13
167,167.0,6.5,5.11145251795014,1.8574501222091297e-08,31.87165405663012,0.26777154363474515,7.15245311542674,7.73655259010367,1.2925653750565373,1e-08,1.2565358792813425e-05,0.005175581847386604,1e-14,1.3828528488899456e+16,983829662287340.2,265426985440.8436,8102581.791732959,988463616120240.5,2765705697779.891,equilibrium,True,1e-20,1e-20,1e-20,0.00025048969808509034,2.247372653295899e-05,0.0005,1.8574501222091296e-17,3.187165405663012e-08,1e-20,1e-20,1e-20,5.8008336477560116e-11,1e-20,1e-20,3.026496657728533e-15,5.456939544943368e-12,4.494707919281808e-09,5.175581847386604e-09,1e-20,3.604570502285946e-13,2.5077981659139134e-12,7.73655259010367e-06,1.2925653750565374e-09,6.425586117559289e-15,1.918994870238949e-14,1.9748809907003973e-12,9.808004488065524e-11,2.6777154363474516e-07,7.1524531154267394e-06,1.2565358792813425e-14,4.106800812795768e-13
168,168.0,6.5,5.1115945518239725,1.9078963599229822e-08,31.87921759532535,0.26896659606520235,7.148822213591008,7.734022802338243,1.29298817130809,1e-08,1.2705682283415552e-05,0.005225211090746628,1e-14,1.3814384801759426e+16,988902515071344.8,268171247855.427,8186354.775987782,986114634116077.5,2762876960351.8853,equilibrium,True,1e-20,1e-20,1e-20,0.00025049124490761636,2.244869341058331e-05,0.0005,1.907896359922982e-17,3.187921759532535e-08,1e-20,1e-20,1e-20,5.8035929100173313e-11,1e-20,1e-20,3.007525661399259e-15,5.487206515550825e-12,4.583977565540123e-09,5.225211090746627e-09,1e-20,3.6449602252476545e-13,2.520164992811673e-12,7.734022802338243e-06,1.29298817130809e-09,6.4641000141175954e-15,1.929012969113036e-14,1.9864836301432886e-12,4.112928033983366e-12,2.6896659606520237e-07,7.148822213591008e-06,1.2705682283415553e-14,4.1281164495765116e-13
169,169.0,6.5,5.1099479817887135,5.916586395419284e-09,31.88530951860182,0.27218759070231824,7.1749838301894435,7.763400982495189,1.288095259100187,1e-08,1.4431496913572432e-05,0.005307871308414688,1e-14,1.3799691313331604e+16,1000784795561858.8,274654454735.60583,8384264.999517342,987376789270737.9,2759938262666.321,equilibrium,True,1e-20,1e-20,1e-20,0.0002504965757964305,2.241894850085811e-05,0.0005,5.916586395419284e-18,3.188530951860182e-08,1e-20,1e-20,1e-20,5.805812340718003e-11,1e-20,1e-20,2.1565711027737892e-15,3.877058309227821e-12,4.583207757188126e-09,5.307871308414688e-09,1e-20,4.2644439027899133e-13,4.2435036389438194e-12,7.763400982495189e-06,1.288095259100187e-09,4.550599031090365e-15,1.361399454257668e-14,1.3982671767816857e-12,2.2111649930068038e-15,2.7218759070231827e-07,7.174983830189444e-06,1.443149691357243e-14,6.89549986574212e-13
170,170.0,6.5,5.110377148930085,2.0653006626810868e-08,31.894981608219663,0.27190086997427626,7.167602721902875,7.755733026632542,1.2893687760662615,1e-08,1.535293701324903e-05,0.005297042936331295,1e-14,1.3783887319206832e+16,998791115127445.2,273561257076.9368,8350893.398550753,986542758230295.9,2756777463841.366,equilibrium,True,1e-20,1e-20,1e-20,0.0002504949898557206,2.2394299135992513e-05,0.0005,2.0653006626810867e-17,3.1894981608219663e-08,1e-20,1e-20,1e-20,5.809339993550996e-11,1e-20,1e-20,1e-20,3.7746627696974285e-12,4.577958998645146e-09,5.297042936331294e-09,1e-20,4.548129399268188e-13,4.437105781266595e-12,7.755733026632542e-06,1.2893687760662615e-09,4.432946642795832e-15,1e-20,1.3618096720964988e-12,2.2114732100712486e-15,2.7190086997427627e-07,7.167602721902875e-06,1.535293701324903e-14,7.217468924716947e-13
171,171.0,6.5,5.111016806290792,2.0403606095425235e-08,31.886338406345324,0.2708182853848823,7.15727026478469,7.744318283258527,1.2912692420772742,2.158336223689389e-06,1.4224850076659887e-05,0.005268187491445729,1e-14,1.376857119510136e+16,993630730969604.5,270741779933.57907,8264824.3648161655,986141702249554.5,2753714239020.272,equilibrium,True,1e-20,1e-20,1e-20,0.0002504921064161028,2.2371754193439983e-05,0.0005,2.0403606095425236e-17,3.188633840634532e-08,1e-20,1e-20,1e-20,5.8061881000187994e-11,1e-20,2.158336223689389e-18,2.269970888847126e-15,4.6960001674456215e-12,4.572872356756622e-09,5.268187491445729e-09,1e-20,4.151622481870288e-13,3.341680133353601e-12,7.744318283258526e-06,1.2912692420772742e-09,5.526800472530537e-15,1.6603101739697163e-14,1.6978032193229287e-12,2.2132737285260235e-15,2.708182853848823e-07,7.157270264784689e-06,1.4224850076659886e-14,5.453689632537581e-13
172,172.0,6.5,5.1085841369768765,2.0646349466248446e-08,31.909259921838316,0.2746375565093671,7.196952796939821,7.787819245308487,1.2840565099234922,2.424419832489453e-06,1.572636693179381e-05,0.005372492704050783,1e-14,1.3757371619201102e+16,1006570300036449.8,277839170580.2033,8481483.52675722,989848134541242.5,2751474323840.22,equilibrium,True,1e-20,1e-20,1e-20,0.00025049862191264187,2.234663641332184e-05,0.0005,2.0646349466248445e-17,3.1909259921838316e-08,1e-20,1e-20,1e-20,5.814559550574803e-11,1e-20,2.424419832489453e-18,1e-20,4.034236000784958e-12,4.569152046914957e-09,5.372492704050784e-09,1e-20,4.660859948326347e-13,4.604528079705818e-12,7.787819245308487e-06,1.2840565099234922e-09,4.719288563358731e-15,1e-20,1.4494561213857583e-12,2.195395027477869e-15,2.7463755650936713e-07,7.196952796939821e-06,1.572636693179381e-14,7.443364077156157e-13
173,173.0,6.5,5.108038854132505,2.016144384243773e-08,31.897490986659026,0.2740383260464016,7.207335407765908,7.797603461850706,1.2824453114306134,2.069819005353542e-06,1.357208155458032e-05,0.005367505482593127,1e-14,1.37452960515798e+16,1003253447604025.6,276011115094.11694,8425679.21932691,992603489220795.4,2749059210315.96,equilibrium,True,1e-20,1e-20,1e-20,0.0002504968649054923,2.232834754260246e-05,0.0005,2.016144384243773e-17,3.1897490986659025e-08,1e-20,1e-20,1e-20,5.8102554654257826e-11,1e-20,2.069819005353542e-18,2.694896402598608e-15,4.876223638118881e-12,4.5651413196062495e-09,5.367505482593127e-09,1e-20,3.973147281051001e-13,3.1117734293441653e-12,7.797603461850706e-06,1.2824453114306133e-09,5.700776027308437e-15,1.7019450811297218e-14,1.7509021755118115e-12,2.189964627657282e-15,2.7403832604640163e-07,7.207335407765908e-06,1.357208155458032e-14,5.045437781664253e-13
174,174.0,6.5,5.106675818845672,2.0445734015287086e-08,31.907539263544095,0.2754439766536036,7.2304410290328605,7.822114721451372,1.278426660327749,2.092098155673125e-06,1.3645260763741326e-05,0.005411996483544744,1e-14,1.3733609610262408e+16,1007667016795828.2,278444944215.4223,8499975.73250821,995466500192555.8,2746721922052.4814,equilibrium,True,1e-20,1e-20,1e-20,0.0002504987793976855,2.230702536438901e-05,0.0005,2.0445734015287087e-17,3.1907539263544096e-08,1e-20,1e-20,1e-20,5.813929904482444e-11,1e-20,2.0920981556731247e-18,7.430157921313018e-15,4.807773823455466e-12,4.561259605007165e-09,5.4119964835447435e-09,1e-20,4.012412982278401e-13,3.253336130259636e-12,7.822114721451372e-06,1.278426660327749e-09,5.603212477784949e-15,1.5064171985050736e-14,1.7207664076633805e-12,2.1792211380922737e-15,2.754439766536036e-07,7.2304410290328606e-06,1.3645260763741326e-14,5.251384357019127e-13
