5.500E+00	0.0000E+0
5.549E+00	3.0415E-24
5.748E+00	2.1274E-23
5.947E+00	6.3069E-23
6.146E+00	1.3190E-22
6.345E+00	2.2822E-22
6.544E+00	3.5072E-22
6.743E+00	4.9708E-22
6.942E+00	6.6451E-22
7.340E+00	1.0508E-21
7.937E+00	1.7178E-21
1.013E+01	4.3217E-21
1.172E+01	5.9295E-21
1.371E+01	7.4673E-21
1.629E+01	8.8182E-21
1.988E+01	9.8747E-21
2.525E+01	1.0489E-20
3.480E+01	1.0424E-20
8.355E+01	7.7253E-21
1.202E+02	6.3595E-21
1.649E+02	5.2564E-21
2.208E+02	4.3504E-21
2.913E+02	3.6005E-21
3.800E+02	2.9798E-21
4.918E+02	2.4655E-21
6.327E+02	2.0393E-21
8.100E+02	1.6861E-21
1.000E+03	1.4296E-21
