7.50E+00	0.00E+0
7.65E+00	6.19E-25
7.85E+00	4.50E-24
8.05E+00	1.38E-23
8.24E+00	2.99E-23
8.44E+00	5.33E-23 
8.64E+00	8.44E-23 
8.84E+00	1.23E-22
9.04E+00	1.69E-22
9.24E+00	2.22E-22
9.44E+00	2.81E-22
9.83E+00	4.15E-22
1.04E+01	6.51E-22
1.44E+01	2.48E-21
1.68E+01	3.40E-21
1.98E+01	4.26E-21
2.35E+01	4.98E-21
2.89E+01	5.54E-21
3.70E+01	5.83E-21
5.21E+01	5.70E-21
1.14E+02	4.29E-21
1.63E+02	3.52E-21
2.23E+02	2.91E-21
2.98E+02	2.40E-21
3.92E+02	1.99E-21
5.10E+02	1.64E-21
6.58E+02	1.36E-21
8.44E+02	1.12E-21
1.00E+03	9.85E-22
