 7.500000e+0	0.000000e+0
 7.894737e+0	1.798064e-22
 9.210526e+0	1.621953e-21
 1.052632e+1	3.816829e-21
 1.184211e+1	6.295290e-21
 1.315789e+1	8.773750e-21
 1.447368e+1	1.213463e-20
 1.578947e+1	1.522963e-20
 1.710526e+1	1.779750e-20
 1.842105e+1	1.977278e-20
 1.973684e+1	2.120509e-20
 2.105263e+1	2.216049e-20
 2.236842e+1	2.269725e-20
 2.368421e+1	2.287207e-20
 2.500000e+1	2.273219e-20
 2.600000e+1	2.244520e-20
 2.811111e+1	2.145410e-20
 3.022222e+1	2.017668e-20
 3.233333e+1	1.887066e-20
 3.444444e+1	1.769316e-20
 3.655556e+1	1.670614e-20
 3.866667e+1	1.591437e-20
 4.077778e+1	1.529598e-20
 4.288889e+1	1.482118e-20
 4.500000e+1	1.446153e-20
 4.600000e+1	1.432423e-20
 5.200000e+1	1.381651e-20
 5.800000e+1	1.362433e-20
 6.400000e+1	1.354678e-20
 7.000000e+1	1.348172e-20
 7.600000e+1	1.338842e-20
 8.200000e+1	1.325936e-20
 8.800000e+1	1.310152e-20
 9.400000e+1	1.292595e-20
 1.000000e+2	1.274306e-20
 1.210526e+2	1.213954e-20
 1.421053e+2	1.167725e-20
 1.631579e+2	1.135570e-20
 1.842105e+2	1.113903e-20
 2.052632e+2	1.099411e-20
 2.263158e+2	1.089683e-20
 2.473684e+2	1.083080e-20
 2.684211e+2	1.078514e-20
 2.894737e+2	1.075263e-20
 3.105263e+2	1.072848e-20
 3.315789e+2	1.070950e-20
 3.526316e+2	1.069358e-20
 3.736842e+2	1.067929e-20
 3.947368e+2	1.066570e-20
 4.157895e+2	1.065219e-20
 4.368421e+2	1.063837e-20
 4.578947e+2	1.062399e-20
 4.789474e+2	1.060891e-20
 5.000000e+2	1.059305e-20
