Time,O3,NO2,NO3,N2O5,HONO
0,0,0,0,0,0
2,4.19074E+14,9.10099E+13,3.37588E+12,5.65717E+12,3.29731E+11
4,8.38149E+14,1.8202E+14,6.75175E+12,1.13143E+13,6.59462E+11
6,1.25722E+15,2.7303E+14,1.01276E+13,1.69715E+13,9.89193E+11
8,2.59112E+15,4.05421E+14,1.35035E+13,2.26287E+13,1.31892E+12
10,3.7344E+15,3.71016E+14,1.68794E+13,2.82859E+13,1.64866E+12
12,4.78708E+15,3.66638E+14,2.02553E+13,3.3943E+13,1.97839E+12
14,5.83025E+15,3.79946E+14,2.36311E+13,3.96002E+13,2.30812E+12
16,6.81416E+15,3.69789E+14,2.7007E+13,4.52574E+13,2.63785E+12
18,7.73678E+15,4.50485E+14,3.03829E+13,5.09145E+13,2.96758E+12
20,8.62541E+15,5.4587E+14,3.37588E+13,5.65717E+13,3.29731E+12
22,9.43036E+15,5.58007E+14,3.71346E+13,6.22289E+13,3.62704E+12
24,1.01E+16,5.78493E+14,4.05105E+13,6.7886E+13,3.76021E+12
26,1.07E+16,6.78915E+14,4.38864E+13,7.35432E+13,4.41295E+12
28,1.13E+16,7.1574E+14,6.13689E+13,7.92004E+13,4.65417E+12
30,1.18E+16,7.53138E+14,6.74978E+13,8.48576E+13,4.8954E+12
32,1.22E+16,7.48451E+14,6.28185E+13,9.05147E+13,4.86493E+12
34,1.25E+16,8.98926E+14,6.39074E+13,9.61719E+13,5.84302E+12
36,1.28E+16,9.79039E+14,6.86981E+13,1.01829E+14,6.36375E+12
38,1.31E+16,1.02564E+15,8.30818E+13,1.07486E+14,7.07664E+12
40,1.34E+16,1.2234E+15,8.49054E+13,1.13143E+14,7.78952E+12
42,1.36E+16,1.30806E+15,7.63809E+13,1.21305E+14,8.50241E+12
44,1.39E+16,1.19954E+15,8.3439E+13,1.29466E+14,7.79704E+12
46,1.41E+16,1.35141E+15,7.5754E+13,1.38048E+14,8.02343E+12
48,1.43E+16,1.2692E+15,1.03335E+14,1.33709E+14,8.24982E+12
50,1.46E+16,1.45048E+15,9.39647E+13,1.34606E+14,9.42811E+12
52,1.48E+16,1.38969E+15,8.25794E+13,1.4495E+14,9.03299E+12
54,1.50E+16,1.64241E+15,7.99575E+13,1.4375E+14,9.64243E+12
56,1.52E+16,1.52874E+15,9.49655E+13,1.73281E+14,1.02519E+13
58,1.54E+16,1.67097E+15,9.46841E+13,1.6899E+14,1.08613E+13
60,1.57E+16,1.70201E+15,9.5334E+13,1.6736E+14,1.10631E+13
62,1.58E+16,1.87058E+15,1.10654E+14,1.77211E+14,1.21588E+13
64,1.60E+16,1.91783E+15,9.29981E+13,1.8172E+14,1.24659E+13
66,1.62E+16,1.81828E+15,9.29456E+13,1.82784E+14,1.24932E+13
68,1.64E+16,1.92623E+15,1.08238E+14,2.00986E+14,1.25205E+13
70,1.65E+16,1.96712E+15,1.11467E+14,1.93679E+14,1.27863E+13
72,1.67E+16,1.71955E+15,1.04052E+14,1.94741E+14,1.11771E+13
74,1.69E+16,1.92856E+15,9.57981E+13,2.03906E+14,1.1887E+13
76,1.70E+16,2.22289E+15,1.13728E+14,2.13806E+14,1.25968E+13
78,1.72E+16,1.98401E+15,1.12106E+14,2.25369E+14,1.33067E+13
80,1.73E+16,2.1564E+15,1.15398E+14,2.15617E+14,1.40166E+13
82,1.75E+16,2.24103E+15,1.19764E+14,2.20319E+14,1.45667E+13
84,1.76E+16,2.13357E+15,1.31197E+14,2.36713E+14,1.38682E+13
86,1.78E+16,2.23692E+15,1.2231E+14,2.27737E+14,1.454E+13
88,1.79E+16,2.12532E+15,1.38577E+14,2.28996E+14,1.38146E+13
90,1.81E+16,2.22164E+15,1.0272E+14,2.3128E+14,1.41269E+13
92,1.82E+16,2.22143E+15,1.22673E+14,2.40803E+14,1.44393E+13
94,1.83E+16,2.32604E+15,1.12259E+14,2.44321E+14,1.51193E+13
96,1.84E+16,2.34194E+15,1.15652E+14,2.4029E+14,1.52226E+13
98,1.85E+16,2.46623E+15,1.02943E+14,2.4114E+14,1.60305E+13
100,1.86E+16,2.47022E+15,1.24636E+14,2.38873E+14,1.60564E+13
102,1.87E+16,2.40427E+15,1.21158E+14,2.52431E+14,1.56278E+13
104,1.88E+16,2.34594E+15,1.25082E+14,2.62269E+14,1.52486E+13
106,1.89E+16,2.51119E+15,1.2948E+14,2.37857E+14,1.63227E+13
108,1.90E+16,2.54019E+15,1.3632E+14,2.56059E+14,1.65112E+13
110,1.91E+16,2.64424E+15,1.2876E+14,2.49472E+14,1.71875E+13
112,1.92E+16,2.56052E+15,1.20138E+14,2.46671E+14,1.6945E+13
114,1.93E+16,2.56959E+15,1.21762E+14,2.61098E+14,1.67024E+13
116,1.93E+16,2.61341E+15,1.38216E+14,2.42615E+14,1.6834E+13
118,1.94E+16,2.61009E+15,1.30136E+14,2.46861E+14,1.69656E+13
120,1.95E+16,2.76577E+15,1.35706E+14,2.44692E+14,1.79775E+13
122,1.95E+16,2.73439E+15,1.36973E+14,2.5954E+14,1.77735E+13
124,1.96E+16,2.7434E+15,1.38309E+14,2.51902E+14,1.78321E+13
126,1.96E+16,2.71871E+15,1.24557E+14,2.63147E+14,1.76716E+13
128,1.97E+16,2.70587E+15,1.46995E+14,2.51132E+14,1.75882E+13
130,1.97E+16,2.75166E+15,1.34138E+14,2.57498E+14,1.78858E+13
132,1.98E+16,2.79351E+15,1.38614E+14,2.6663E+14,1.81578E+13
134,1.98E+16,3.03201E+15,1.39795E+14,2.73862E+14,1.9708E+13
136,1.99E+16,2.88175E+15,1.57744E+14,2.58668E+14,1.87314E+13
138,1.99E+16,2.94111E+15,1.4581E+14,2.3803E+14,1.88072E+13
140,1.99E+16,2.90507E+15,1.54969E+14,2.39895E+14,1.88829E+13
142,1.99E+16,2.96973E+15,1.4902E+14,2.7255E+14,1.92992E+13
144,2.00E+16,3.03315E+15,1.42561E+14,2.65014E+14,1.97155E+13
146,2.00E+16,2.95158E+15,1.53498E+14,2.53155E+14,1.98891E+13
148,2.00E+16,3.08656E+15,1.46058E+14,2.7787E+14,2.00627E+13
150,2.00E+16,3.1304E+15,1.39983E+14,2.7815E+14,2.03476E+13
152,2.00E+16,2.82481E+15,1.50798E+14,2.67748E+14,1.83613E+13
154,2.01E+16,3.23916E+15,1.36202E+14,2.49539E+14,1.89128E+13
156,2.01E+16,2.99452E+15,1.4443E+14,2.67544E+14,1.94644E+13
158,2.01E+16,2.97874E+15,1.59036E+14,2.31932E+14,1.93618E+13
160,2.01E+16,3.08964E+15,1.45069E+14,2.75239E+14,2.00826E+13
162,2.01E+16,3.20432E+15,1.55091E+14,2.50652E+14,2.08281E+13
164,2.01E+16,3.1506E+15,1.62801E+14,2.58631E+14,2.09215E+13
166,2.01E+16,3.02985E+15,1.43173E+14,2.57418E+14,2.10149E+13
168,2.01E+16,3.24742E+15,1.51587E+14,2.43148E+14,2.11083E+13
170,2.01E+16,3.07261E+15,1.54816E+14,2.62673E+14,1.9972E+13
172,2.01E+16,3.28399E+15,1.61083E+14,2.40704E+14,2.13459E+13
174,2.01E+16,3.15452E+15,1.7172E+14,2.42953E+14,2.08352E+13
176,2.01E+16,3.12683E+15,1.64568E+14,2.39858E+14,2.03244E+13
178,2.01E+16,3.31025E+15,1.59351E+14,2.57255E+14,2.15166E+13
180,2.01E+16,3.22699E+15,1.59756E+14,2.6087E+14,2.09755E+13
182,2.01E+16,3.0828E+15,1.63165E+14,2.42626E+14,2.00382E+13
184,2.01E+16,3.16618E+15,1.68847E+14,2.571E+14,2.05801E+13
186,2.01E+16,3.30735E+15,1.64061E+14,2.42392E+14,2.14978E+13
188,2.01E+16,3.12789E+15,1.66147E+14,2.59761E+14,2.03313E+13
190,2.01E+16,3.29436E+15,1.68498E+14,2.50088E+14,2.14133E+13
192,2.01E+16,3.12922E+15,1.58905E+14,2.49462E+14,2.03399E+13
194,2.01E+16,3.3102E+15,1.64897E+14,2.45068E+14,2.08428E+13
196,2.01E+16,3.40004E+15,1.6219E+14,2.61915E+14,2.13457E+13
