Time,O3,NO2,NO3,N2O5,HONO
0,0,0,0,0,0
2,0,0,0,0,0
4,3.42035E+15,0,0,0,0
6,7.03235E+15,0,0,0,0
8,9.72386E+15,0,0,0,0
10,1.19E+16,0,0,0,0
12,1.37E+16,0,0,0,0
14,1.53E+16,0,0,0,0
16,1.68E+16,0,0,0,0
18,1.83E+16,0,0,0,0
20,1.97E+16,0,0,0,0
22,2.11E+16,0,0,0,0
24,2.24E+16,0,0,0,0
26,2.36E+16,0,0,0,0
28,2.48E+16,0,0,0,0
30,2.59E+16,0,0,0,0
32,2.70E+16,0,0,0,0
34,2.80E+16,0,0,0,0
36,2.90E+16,0,0,0,0
38,3.00E+16,0,0,0,0
40,3.09E+16,0,0,0,0
42,3.18E+16,0,0,0,0
44,3.27E+16,0,0,0,0
46,3.36E+16,0,0,0,0
48,3.44E+16,0,0,0,0
50,3.51E+16,0,0,0,0
52,3.58E+16,0,0,0,0
54,3.65E+16,0,0,0,0
56,3.71E+16,0,0,0,0
58,3.76E+16,0,0,0,0
60,3.83E+16,3.09443E+14,0,0,7.73608E+11
62,3.88E+16,3.42518E+14,0,0,8.56296E+11
64,3.94E+16,2.75596E+14,0,0,0
66,3.99E+16,0,0,0,0
68,4.04E+16,3.06749E+14,0,0,0
70,4.10E+16,3.25654E+14,0,0,0
72,4.14E+16,4.47927E+14,0,0,0
74,4.18E+16,4.32144E+14,0,0,1.08036E+12
76,4.23E+16,4.99332E+14,0,0,0
78,4.27E+16,4.33727E+14,0,0,1.08432E+12
80,4.32E+16,4.23029E+14,0,0,1.05757E+12
82,4.36E+16,6.2886E+14,0,0,0
84,4.41E+16,4.74718E+14,0,0,1.18679E+12
86,4.45E+16,5.54335E+14,0,0,0
88,4.49E+16,4.69509E+14,0,0,0
90,4.53E+16,6.14339E+14,3.31326E+13,0,1.53585E+12
92,4.56E+16,5.1374E+14,3.11875E+13,0,1.28435E+12
94,4.60E+16,5.20976E+14,3.18662E+13,0,1.30244E+12
96,4.64E+16,7.14288E+14,3.64049E+13,0,0
98,4.68E+16,6.06243E+14,0,0,1.51561E+12
100,4.72E+16,7.42212E+14,3.19385E+13,0,0
102,4.76E+16,7.84193E+14,3.16301E+13,0,1.96048E+12
104,4.79E+16,7.43195E+14,3.2047E+13,0,1.85799E+12
106,4.82E+16,8.17344E+14,3.02273E+13,0,0
108,4.86E+16,7.52241E+14,3.91762E+13,0,0
110,4.89E+16,8.08757E+14,4.19887E+13,0,0
112,4.93E+16,8.22751E+14,3.58689E+13,0,0
114,4.96E+16,8.1525E+14,3.55723E+13,0,0
116,5.00E+16,8.33595E+14,3.38844E+13,0,0
118,5.03E+16,8.88728E+14,3.49151E+13,0,0
120,5.06E+16,9.43122E+14,3.91977E+13,0,0
122,5.08E+16,9.328E+14,4.14394E+13,0,0
124,5.11E+16,7.62875E+14,3.709E+13,0,1.90719E+12
126,5.15E+16,9.00754E+14,4.62529E+13,0,0
128,5.18E+16,9.14362E+14,4.0112E+13,0,2.28591E+12
130,5.24E+16,8.99968E+14,4.08393E+13,0,2.24992E+12
132,5.27E+16,9.17894E+14,4.40978E+13,0,2.29473E+12
134,5.32E+16,9.27625E+14,4.48227E+13,0,0
136,5.39E+16,1.13554E+15,3.85659E+13,0,2.83886E+12
138,5.43E+16,1.12306E+15,4.57674E+13,0,0
140,5.47E+16,1.02352E+15,4.25775E+13,0,0
142,5.51E+16,1.20457E+15,5.13207E+13,0,3.01144E+12
144,5.54E+16,1.12381E+15,4.54583E+13,0,2.80953E+12
146,5.60E+16,1.17924E+15,4.71222E+13,0,0
148,5.63E+16,1.19215E+15,4.02956E+13,0,0
150,5.68E+16,1.05456E+15,4.76886E+13,1.14394E+14,2.63641E+12
152,5.72E+16,1.153E+15,4.94473E+13,1.16765E+14,2.8825E+12
154,5.75E+16,1.30953E+15,5.48627E+13,0,0
156,5.78E+16,1.12456E+15,4.30063E+13,0,2.8114E+12
158,5.81E+16,1.337E+15,4.94725E+13,1.10527E+14,0
160,5.83E+16,1.23595E+15,5.43124E+13,1.24934E+14,0
162,5.87E+16,1.25437E+15,5.72524E+13,1.23816E+14,3.13592E+12
164,5.90E+16,1.33124E+15,5.63931E+13,1.23309E+14,0
166,5.92E+16,1.40164E+15,6.11537E+13,1.29784E+14,0
168,5.96E+16,1.31999E+15,5.82272E+13,1.2497E+14,0
170,5.99E+16,1.34185E+15,5.76978E+13,1.28967E+14,3.35464E+12
172,6.01E+16,1.34924E+15,5.14744E+13,1.24561E+14,0
174,6.05E+16,1.4438E+15,6.22077E+13,1.41527E+14,3.60951E+12
176,6.07E+16,1.39455E+15,6.47333E+13,1.40543E+14,0
178,6.10E+16,1.49145E+15,5.87285E+13,1.29381E+14,0
180,6.14E+16,1.44372E+15,5.53387E+13,1.32923E+14,0
182,6.16E+16,1.44066E+15,6.27803E+13,1.39084E+14,3.60164E+12
184,6.18E+16,1.56712E+15,6.2412E+13,1.39218E+14,0
186,6.20E+16,1.61006E+15,5.95868E+13,1.36692E+14,4.02516E+12
188,6.23E+16,1.5841E+15,7.31596E+13,1.34665E+14,0
190,6.27E+16,1.65593E+15,6.08926E+13,1.4995E+14,0
192,6.28E+16,1.71131E+15,7.04742E+13,1.64386E+14,0
194,6.31E+16,1.54654E+15,5.86655E+13,1.44546E+14,3.86636E+12
196,6.32E+16,1.65964E+15,6.34893E+13,1.48501E+14,4.1491E+12
198,6.37E+16,1.7232E+15,5.94679E+13,1.61571E+14,4.30801E+12
200,6.38E+16,1.6588E+15,7.03005E+13,1.55836E+14,0
202,6.41E+16,1.61912E+15,5.7943E+13,1.50151E+14,4.04781E+12
204,6.45E+16,1.72336E+15,6.95002E+13,1.5658E+14,0
206,6.47E+16,1.79633E+15,6.6798E+13,1.60672E+14,4.49081E+12
208,6.49E+16,1.79276E+15,6.08226E+13,1.60014E+14,4.48191E+12
210,6.51E+16,1.85046E+15,7.70674E+13,1.56696E+14,0
212,6.53E+16,1.86351E+15,6.60972E+13,1.70389E+14,0
214,6.57E+16,1.95983E+15,6.81806E+13,1.69136E+14,0
216,6.59E+16,1.91801E+15,6.30144E+13,1.63249E+14,4.79504E+12
218,6.60E+16,1.98841E+15,7.32547E+13,1.70637E+14,0
220,6.63E+16,1.6873E+15,7.23008E+13,1.82806E+14,0
222,6.65E+16,1.85278E+15,6.45316E+13,1.64304E+14,4.63194E+12
224,6.67E+16,1.82356E+15,8.12842E+13,1.95498E+14,0
226,6.68E+16,1.84995E+15,7.88479E+13,1.81019E+14,0
228,6.72E+16,1.8466E+15,7.49859E+13,1.84312E+14,0
230,6.74E+16,1.92786E+15,7.38938E+13,1.84295E+14,4.81965E+12
232,6.77E+16,1.9962E+15,7.2931E+13,1.80395E+14,4.9905E+12
234,6.79E+16,1.94747E+15,7.97598E+13,2.0068E+14,4.86866E+12
236,6.80E+16,1.83386E+15,7.90582E+13,1.86904E+14,4.58464E+12
238,6.84E+16,1.98031E+15,7.04414E+13,1.89994E+14,4.95079E+12
240,6.86E+16,2.10762E+15,7.47885E+13,1.95447E+14,5.26905E+12
242,6.87E+16,2.12124E+15,8.63109E+13,2.00282E+14,0
244,6.89E+16,2.10337E+15,7.37563E+13,1.92603E+14,0
246,6.90E+16,2.08059E+15,7.46226E+13,2.04817E+14,0
248,6.93E+16,2.06639E+15,7.69163E+13,1.91291E+14,5.16597E+12
250,6.94E+16,2.07426E+15,8.18821E+13,2.06592E+14,5.18564E+12
252,6.96E+16,1.96896E+15,7.51924E+13,2.06035E+14,4.92241E+12
254,6.99E+16,2.12653E+15,8.37413E+13,2.0164E+14,5.31632E+12
256,7.00E+16,2.13757E+15,8.76962E+13,2.0526E+14,0
258,7.03E+16,2.03585E+15,8.80878E+13,2.07832E+14,5.08961E+12
260,7.04E+16,2.24342E+15,9.31266E+13,2.13795E+14,5.60856E+12
262,7.05E+16,2.21299E+15,8.47242E+13,2.16541E+14,5.53247E+12
264,7.06E+16,2.26143E+15,8.84207E+13,2.28185E+14,5.65359E+12
266,7.08E+16,2.2548E+15,8.52877E+13,2.20973E+14,0
268,7.09E+16,2.27887E+15,9.44681E+13,2.24686E+14,5.69719E+12
270,7.13E+16,2.12347E+15,9.80804E+13,2.40671E+14,5.30869E+12
272,7.15E+16,2.34922E+15,8.84979E+13,2.34068E+14,5.87306E+12
274,7.16E+16,2.35638E+15,8.46629E+13,2.24598E+14,0
276,7.17E+16,2.30933E+15,9.74703E+13,2.32314E+14,0
278,7.19E+16,2.26067E+15,8.71593E+13,2.38745E+14,5.65167E+12
280,7.20E+16,2.34444E+15,9.34717E+13,2.37763E+14,5.86109E+12
282,7.22E+16,2.36097E+15,9.39973E+13,2.39418E+14,5.90243E+12
284,7.23E+16,2.43627E+15,8.72099E+13,2.39253E+14,6.09068E+12
286,7.27E+16,2.35995E+15,9.28382E+13,2.39646E+14,5.89988E+12
288,7.31E+16,2.40527E+15,1.00241E+14,2.53625E+14,0
290,7.29E+16,2.39469E+15,9.64211E+13,2.40883E+14,5.98672E+12
292,7.34E+16,2.46547E+15,9.40816E+13,2.54409E+14,6.16367E+12
294,7.37E+16,2.32954E+15,9.23479E+13,2.53958E+14,5.82384E+12
296,7.36E+16,2.377E+15,1.02028E+14,2.5907E+14,0
298,7.39E+16,2.5572E+15,9.12001E+13,2.37105E+14,6.39299E+12
300,7.40E+16,2.36212E+15,9.29987E+13,2.46912E+14,0
