time_min,NO3- (uM),NO2- (uM),O3 (nM),H2O2 (uM),OH (pM),HO2 (pM),O2- (pM),ONOOH (pM),ONOO- (pM),O2NOOH (pM),O2NOO- (pM),O3- (pM),HO3 (pM),O (pM)
0.7667,1.801617e+00,2.225754e-03,8.623023e+01,5.933887e-01,6.232711e-01,7.363347e-02,1.570108e+00,1.359092e+01,4.593071e+00,6.211042e+01,1.052007e+02,2.728780e-03,8.420020e-03,2.628464e-05
0.8000,1.931778e+00,2.307815e-03,8.653592e+01,6.358278e-01,6.520356e-01,8.245798e-02,1.658909e+00,1.428184e+01,4.553803e+00,6.972100e+01,1.114175e+02,2.668875e-03,8.727934e-03,2.513890e-05
0.8333,2.065005e+00,2.393010e-03,8.666734e+01,6.789210e-01,6.784447e-01,9.168258e-02,1.743578e+00,1.495181e+01,4.506594e+00,7.778205e+01,1.174989e+02,2.600971e-03,9.003268e-03,2.404150e-05
0.8667,2.201327e+00,2.480743e-03,8.666447e+01,7.226327e-01,7.026194e-01,1.013045e-01,1.824318e+00,1.560242e+01,4.453114e+00,8.629784e+01,1.234445e+02,2.527878e-03,9.251173e-03,2.299543e-05
0.9000,2.340650e+00,2.570351e-03,8.656202e+01,7.669393e-01,7.247708e-01,1.113282e-01,1.901548e+00,1.623684e+01,4.395454e+00,9.527147e+01,1.292603e+02,2.452433e-03,9.477418e-03,2.200195e-05
0.9333,2.482881e+00,2.661631e-03,8.638184e+01,8.118155e-01,7.450993e-01,1.217601e-01,1.975670e+00,1.685660e+01,4.334902e+00,1.047051e+02,1.349514e+02,2.376438e-03,9.685404e-03,2.106067e-05
0.9667,2.627942e+00,2.754488e-03,8.614090e+01,8.572372e-01,7.637713e-01,1.326053e-01,2.047008e+00,1.746200e+01,4.272211e+00,1.145967e+02,1.405177e+02,2.301084e-03,9.877941e-03,2.017036e-05
1.0000,2.775711e+00,2.848569e-03,8.585596e+01,9.031898e-01,7.809564e-01,1.438696e-01,2.115903e+00,1.805482e+01,4.208427e+00,1.249437e+02,1.459625e+02,2.227538e-03,1.005821e-02,1.932915e-05
1.0333,2.926003e+00,2.943573e-03,8.554007e+01,9.496629e-01,7.968278e-01,1.555587e-01,2.182706e+00,1.863703e+01,4.144550e+00,1.357403e+02,1.512898e+02,2.156716e-03,1.022902e-02,1.853489e-05
1.0667,3.078647e+00,3.039315e-03,8.520242e+01,9.966482e-01,8.115321e-01,1.676778e-01,2.247718e+00,1.921001e+01,4.081255e+00,1.469793e+02,1.565028e+02,2.089125e-03,1.039232e-02,1.778514e-05
1.1000,3.233408e+00,3.135597e-03,8.485062e+01,1.044140e+00,8.252004e-01,1.802272e-01,2.311200e+00,1.977501e+01,4.019147e+00,1.586494e+02,1.616053e+02,2.025244e-03,1.054986e-02,1.707743e-05
1.1333,3.390104e+00,3.232390e-03,8.448820e+01,1.092133e+00,8.379352e-01,1.932074e-01,2.373361e+00,2.033280e+01,3.958560e+00,1.707379e+02,1.665980e+02,1.965012e-03,1.070231e-02,1.640923e-05
1.1667,3.548580e+00,3.329598e-03,8.411975e+01,1.140622e+00,8.498069e-01,2.066155e-01,2.434331e+00,2.088373e+01,3.899644e+00,1.832329e+02,1.714827e+02,1.908411e-03,1.085067e-02,1.577809e-05
1.2000,3.708678e+00,3.427035e-03,8.374927e+01,1.189606e+00,8.608940e-01,2.204518e-01,2.494280e+00,2.142922e+01,3.842712e+00,1.961234e+02,1.762628e+02,1.855372e-03,1.099593e-02,1.518164e-05
1.2333,3.870391e+00,3.524655e-03,8.337958e+01,1.239085e+00,8.712432e-01,2.347225e-01,2.553316e+00,2.196976e+01,3.787696e+00,2.094056e+02,1.809415e+02,1.805496e-03,1.113884e-02,1.461767e-05
1.2667,4.033635e+00,3.622314e-03,8.301379e+01,1.289060e+00,8.809111e-01,2.494312e-01,2.611569e+00,2.250622e+01,3.734679e+00,2.230781e+02,1.855272e+02,1.758733e-03,1.128020e-02,1.408407e-05
1.3000,4.198130e+00,3.720024e-03,8.265168e+01,1.339529e+00,8.899727e-01,2.645730e-01,2.669198e+00,2.303911e+01,3.683841e+00,2.371268e+02,1.900272e+02,1.715186e-03,1.142014e-02,1.357888e-05
1.3333,4.363841e+00,3.817733e-03,8.229489e+01,1.390494e+00,8.984638e-01,2.801527e-01,2.726291e+00,2.356875e+01,3.635080e+00,2.515412e+02,1.944404e+02,1.674433e-03,1.155923e-02,1.310023e-05
1.3667,4.530698e+00,3.918101e-03,8.195155e+01,1.441960e+00,9.059672e-01,2.960098e-01,2.781405e+00,2.400332e+01,3.574617e+00,2.660607e+02,1.985816e+02,1.633837e-03,1.167479e-02,1.264651e-05
1.4000,4.698449e+00,4.018676e-03,8.162567e+01,1.493931e+00,9.126610e-01,3.121633e-01,2.835045e+00,2.437765e+01,3.508891e+00,2.804531e+02,2.023198e+02,1.595232e-03,1.178267e-02,1.221618e-05
1.4333,4.866923e+00,4.118576e-03,8.132011e+01,1.546408e+00,9.186361e-01,3.286084e-01,2.887391e+00,2.474186e+01,3.445556e+00,2.947843e+02,2.057460e+02,1.558987e-03,1.188716e-02,1.180778e-05
1.4667,5.036127e+00,4.217951e-03,8.103297e+01,1.599387e+00,9.239552e-01,3.453502e-01,2.938587e+00,2.510148e+01,3.385152e+00,3.091118e+02,2.089270e+02,1.524861e-03,1.198946e-02,1.141997e-05
1.5000,5.206073e+00,4.316967e-03,8.076297e+01,1.652867e+00,9.286608e-01,3.623897e-01,2.988720e+00,2.545648e+01,3.327420e+00,3.234819e+02,2.119138e+02,1.492751e-03,1.209052e-02,1.105139e-05
1.5333,5.376702e+00,4.415570e-03,8.050897e+01,1.706848e+00,9.328297e-01,3.797379e-01,3.037992e+00,2.580830e+01,3.272367e+00,3.379263e+02,2.147458e+02,1.462591e-03,1.219124e-02,1.070083e-05
1.5667,5.548106e+00,4.513734e-03,8.027071e+01,1.761333e+00,9.365166e-01,3.974150e-01,3.086566e+00,2.615763e+01,3.219806e+00,3.524775e+02,2.174517e+02,1.434178e-03,1.229258e-02,1.036717e-05
1.6000,5.720362e+00,4.611953e-03,8.004114e+01,1.816314e+00,9.397592e-01,4.154380e-01,3.134569e+00,2.650362e+01,3.169399e+00,3.671630e+02,2.200546e+02,1.407174e-03,1.239306e-02,1.004928e-05
1.6333,5.893474e+00,4.710778e-03,7.981469e+01,1.871780e+00,9.425607e-01,4.338037e-01,3.182002e+00,2.684342e+01,3.120650e+00,3.819911e+02,2.225668e+02,1.381345e-03,1.249137e-02,9.746132e-06
1.6667,6.067433e+00,4.810215e-03,7.958948e+01,1.927724e+00,9.449405e-01,4.525153e-01,3.228921e+00,2.717746e+01,3.073499e+00,3.969663e+02,2.249976e+02,1.356563e-03,1.258721e-02,9.456827e-06
1.7000,6.242212e+00,4.910391e-03,7.936369e+01,1.984140e+00,9.469131e-01,4.715719e-01,3.275359e+00,2.750540e+01,3.027812e+00,4.120889e+02,2.273536e+02,1.332743e-03,1.268017e-02,9.180505e-06
1.7333,6.417836e+00,5.011864e-03,7.913111e+01,2.041011e+00,9.484726e-01,4.909698e-01,3.321296e+00,2.782558e+01,2.983300e+00,4.273546e+02,2.296366e+02,1.309582e-03,1.276830e-02,8.916344e-06
1.7667,6.594323e+00,5.114738e-03,7.889190e+01,2.098327e+00,9.495980e-01,5.106944e-01,3.366645e+00,2.813660e+01,2.939733e+00,4.427541e+02,2.318456e+02,1.287010e-03,1.285147e-02,8.663629e-06
1.8000,6.771671e+00,5.218665e-03,7.864826e+01,2.156084e+00,9.503132e-01,5.307496e-01,3.411460e+00,2.844068e+01,2.897281e+00,4.582847e+02,2.339839e+02,1.265009e-03,1.293046e-02,8.421735e-06
1.8333,6.949978e+00,5.324097e-03,7.839692e+01,2.214268e+00,9.506131e-01,5.511366e-01,3.455715e+00,2.873639e+01,2.855688e+00,4.739462e+02,2.360520e+02,1.243402e-03,1.300411e-02,8.190000e-06
1.8667,7.129292e+00,5.430811e-03,7.814117e+01,2.272874e+00,9.505024e-01,5.718535e-01,3.499394e+00,2.902393e+01,2.814909e+00,4.897363e+02,2.380512e+02,1.222201e-03,1.307353e-02,7.967907e-06
1.9000,7.309566e+00,5.538143e-03,7.788617e+01,2.331904e+00,9.500360e-01,5.929158e-01,3.542638e+00,2.930674e+01,2.775245e+00,5.056603e+02,2.399897e+02,1.201605e-03,1.314040e-02,7.754980e-06
1.9333,7.490673e+00,5.646063e-03,7.763213e+01,2.391358e+00,9.492672e-01,6.143344e-01,3.585590e+00,2.958555e+01,2.736752e+00,5.217180e+02,2.418754e+02,1.181733e-03,1.320547e-02,7.550705e-06
1.9667,7.672585e+00,5.754619e-03,7.737888e+01,2.451232e+00,9.482251e-01,6.361192e-01,3.628327e+00,2.986032e+01,2.699370e+00,5.379061e+02,2.437106e+02,1.162523e-03,1.326882e-02,7.354631e-06
2.0000,7.855368e+00,5.863654e-03,7.712797e+01,2.511527e+00,9.469277e-01,6.582848e-01,3.670901e+00,3.013177e+01,2.663075e+00,5.542297e+02,2.454984e+02,1.143947e-03,1.333109e-02,7.166326e-06
2.0333,8.038983e+00,5.973052e-03,7.688001e+01,2.572245e+00,9.454033e-01,6.808424e-01,3.713389e+00,3.040064e+01,2.627886e+00,5.706940e+02,2.472448e+02,1.126034e-03,1.339254e-02,6.985371e-06
2.0667,8.223461e+00,6.083318e-03,7.663074e+01,2.633380e+00,9.436569e-01,7.037993e-01,3.755809e+00,3.066553e+01,2.593613e+00,5.872990e+02,2.489511e+02,1.108602e-03,1.345187e-02,6.811366e-06
2.1000,8.408779e+00,6.194605e-03,7.637963e+01,2.694925e+00,9.416757e-01,7.271436e-01,3.798101e+00,3.092509e+01,2.560102e+00,6.040392e+02,2.506175e+02,1.091651e-03,1.350891e-02,6.643947e-06
2.1333,8.594880e+00,6.306710e-03,7.612730e+01,2.756881e+00,9.394760e-01,7.508781e-01,3.840304e+00,3.118066e+01,2.527444e+00,6.209082e+02,2.522456e+02,1.075171e-03,1.356401e-02,6.482780e-06
2.1667,8.781842e+00,6.420197e-03,7.586987e+01,2.819238e+00,9.370418e-01,7.750002e-01,3.882360e+00,3.143044e+01,2.495425e+00,6.379032e+02,2.538334e+02,1.058985e-03,1.361568e-02,6.327511e-06
2.2000,8.969693e+00,6.535304e-03,7.560637e+01,2.881989e+00,9.343516e-01,7.994942e-01,3.924176e+00,3.167302e+01,2.463898e+00,6.550146e+02,2.553784e+02,1.043034e-03,1.366332e-02,6.177840e-06
2.2333,9.158476e+00,6.651563e-03,7.534043e+01,2.945133e+00,9.314122e-01,8.243629e-01,3.965746e+00,3.191019e+01,2.432965e+00,6.722406e+02,2.568806e+02,1.027343e-03,1.370820e-02,6.033541e-06
2.2667,9.348248e+00,6.769118e-03,7.507092e+01,3.008666e+00,9.282357e-01,8.496161e-01,4.007091e+00,3.214227e+01,2.402608e+00,6.895860e+02,2.583419e+02,1.011864e-03,1.374979e-02,5.894340e-06
2.3000,9.538944e+00,6.888145e-03,7.479751e+01,3.072582e+00,9.248249e-01,8.752424e-01,4.048187e+00,3.236805e+01,2.372733e+00,7.070434e+02,2.597636e+02,9.966606e-04,1.378820e-02,5.759974e-06
2.3333,9.730435e+00,7.007857e-03,7.452542e+01,3.136886e+00,9.212170e-01,9.012472e-01,4.089123e+00,3.259045e+01,2.343563e+00,7.246063e+02,2.611490e+02,9.818824e-04,1.382524e-02,5.630276e-06
2.3667,9.922610e+00,7.128029e-03,7.425543e+01,3.201580e+00,9.174546e-01,9.276473e-01,4.130023e+00,3.281119e+01,2.315216e+00,7.422749e+02,2.625031e+02,9.675918e-04,1.386138e-02,5.505033e-06
2.4000,1.011543e+01,7.249601e-03,7.398143e+01,3.266656e+00,9.135337e-01,9.544366e-01,4.170874e+00,3.302721e+01,2.287451e+00,7.600389e+02,2.638249e+02,9.536213e-04,1.389462e-02,5.383981e-06
2.4333,1.030892e+01,7.372647e-03,7.370411e+01,3.332109e+00,9.094308e-01,9.815946e-01,4.211573e+00,3.323725e+01,2.260150e+00,7.778837e+02,2.651105e+02,9.399717e-04,1.392501e-02,5.266949e-06
2.4667,1.050314e+01,7.496776e-03,7.342539e+01,3.397940e+00,9.051528e-01,1.009129e+00,4.252123e+00,3.344346e+01,2.233419e+00,7.958107e+02,2.663599e+02,9.265554e-04,1.395315e-02,5.153763e-06
2.5000,1.069810e+01,7.621808e-03,7.314737e+01,3.464151e+00,9.007112e-01,1.037043e+00,4.292532e+00,3.364622e+01,2.207257e+00,8.138225e+02,2.675755e+02,9.134461e-04,1.397980e-02,5.044270e-06
2.5333,1.089382e+01,7.747512e-03,7.287116e+01,3.530744e+00,8.961323e-01,1.065356e+00,4.332873e+00,3.384694e+01,2.181727e+00,8.319255e+02,2.687605e+02,9.006485e-04,1.400548e-02,4.938308e-06
2.5667,1.109037e+01,7.874298e-03,7.259494e+01,3.597716e+00,8.914177e-01,1.094075e+00,4.373139e+00,3.404442e+01,2.156712e+00,8.501265e+02,2.699167e+02,8.880849e-04,1.402955e-02,4.835720e-06
2.6000,1.128836e+01,8.317657e-03,7.204100e+01,3.665092e+00,8.795532e-01,1.116733e+00,4.387707e+00,3.324790e+01,2.070392e+00,8.649283e+02,2.699407e+02,8.509264e-04,1.359480e-02,4.734399e-06
2.6333,1.148878e+01,8.961879e-03,7.093191e+01,3.732936e+00,8.588597e-01,1.130674e+00,4.367329e+00,3.153056e+01,1.930236e+00,8.716558e+02,2.674383e+02,7.971060e-04,1.286181e-02,4.632175e-06
2.6667,1.169150e+01,9.702761e-03,6.948759e+01,3.801286e+00,8.315448e-01,1.136607e+00,4.316473e+00,2.970083e+01,1.787670e+00,8.713425e+02,2.628498e+02,7.368678e-04,1.200751e-02,4.530587e-06
2.7000,1.189646e+01,1.052716e-02,6.782904e+01,3.870158e+00,7.995336e-01,1.135390e+00,4.239880e+00,2.790882e+01,1.651771e+00,8.653388e+02,2.566815e+02,6.749036e-04,1.110791e-02,4.430511e-06
2.7333,1.210383e+01,1.143722e-02,6.600825e+01,3.939562e+00,7.642554e-01,1.127731e+00,4.141384e+00,2.618631e+01,1.524103e+00,8.548524e+02,2.493625e+02,6.136063e-04,1.020224e-02,4.332288e-06
2.7667,1.231368e+01,1.244250e-02,6.404143e+01,4.009495e+00,7.267416e-01,1.114187e+00,4.024089e+00,2.453883e+01,1.404636e+00,8.408952e+02,2.412413e+02,5.542678e-04,9.311529e-03,4.235986e-06
2.8000,1.252604e+01,1.355740e-02,6.192961e+01,4.079955e+00,6.877203e-01,1.095186e+00,3.890501e+00,2.296532e+01,1.292975e+00,8.242753e+02,2.325895e+02,4.976315e-04,8.447661e-03,4.141524e-06
2.8333,1.274088e+01,1.480033e-02,5.966802e+01,4.150941e+00,6.477356e-01,1.071118e+00,3.742848e+00,2.146315e+01,1.188662e+00,8.056447e+02,2.236188e+02,4.440678e-04,7.618109e-03,4.048778e-06
2.8667,1.295814e+01,1.619411e-02,5.725220e+01,4.222456e+00,6.072109e-01,1.042353e+00,3.583184e+00,2.002983e+01,1.091268e+00,7.855207e+02,2.144923e+02,3.938331e-04,6.828386e-03,3.957612e-06
2.9000,1.317770e+01,1.776753e-02,5.467640e+01,4.294502e+00,5.665040e-01,1.009284e+00,3.413527e+00,1.866271e+01,1.000380e+00,7.643160e+02,2.053350e+02,3.470836e-04,6.082243e-03,3.867878e-06
2.9333,1.339952e+01,1.955894e-02,5.193414e+01,4.367073e+00,5.259251e-01,9.723401e-01,3.235879e+00,1.735729e+01,9.154951e-01,7.423548e+02,1.962391e+02,3.038436e-04,5.382348e-03,3.779424e-06
2.9667,1.362360e+01,2.161698e-02,4.902353e+01,4.440159e+00,4.857726e-01,9.320266e-01,3.052343e+00,1.610956e+01,8.361587e-01,7.198934e+02,1.872721e+02,2.641480e-04,4.731124e-03,3.692129e-06
3.0000,1.384992e+01,2.400155e-02,4.595310e+01,4.513749e+00,4.463607e-01,8.889491e-01,2.865232e+00,1.491742e+01,7.620378e-01,6.971369e+02,1.784847e+02,2.280532e-04,4.131323e-03,3.605940e-06
3.0333,1.407849e+01,2.678885e-02,4.273765e+01,4.587827e+00,4.080350e-01,8.438746e-01,2.677216e+00,1.377920e+01,6.928344e-01,6.742576e+02,1.699149e+02,1.955181e-04,3.584789e-03,3.520854e-06
3.0667,1.430929e+01,3.007496e-02,3.940793e+01,4.662371e+00,3.711567e-01,7.977279e-01,2.491300e+00,1.269325e+01,6.282669e-01,6.513979e+02,1.615912e+02,1.665846e-04,3.093239e-03,3.436965e-06
3.1000,1.454219e+01,3.396917e-02,3.601793e+01,4.737374e+00,3.361194e-01,7.516694e-01,2.311052e+00,1.166216e+01,5.682794e-01,6.286902e+02,1.535393e+02,1.411949e-04,2.658078e-03,3.354524e-06
3.1333,1.477695e+01,3.859898e-02,3.263500e+01,4.812824e+00,3.032991e-01,7.071016e-01,2.140553e+00,1.068842e+01,5.128113e-01,6.062701e+02,1.457841e+02,1.192397e-04,2.278673e-03,3.273884e-06
3.1667,1.501346e+01,4.410896e-02,2.933963e+01,4.888706e+00,2.730223e-01,6.657264e-01,1.984497e+00,9.772830e+00,4.617162e-01,5.842763e+02,1.383480e+02,1.005338e-04,1.952779e-03,3.195506e-06
3.2000,1.525161e+01,5.064417e-02,2.622188e+01,4.965006e+00,2.455240e-01,6.295634e-01,1.848221e+00,8.917240e+00,4.149015e-01,5.628603e+02,1.312548e+02,8.479413e-05,1.676709e-03,3.119928e-06
3.2333,1.549116e+01,5.833777e-02,2.336162e+01,5.041714e+00,2.209167e-01,6.010044e-01,1.737821e+00,8.122977e+00,3.722567e-01,5.421908e+02,1.245316e+02,7.168622e-05,1.445024e-03,3.047650e-06
3.2667,1.573202e+01,6.730368e-02,2.081286e+01,5.118803e+00,1.991762e-01,5.828721e-01,1.660219e+00,7.388605e+00,3.335450e-01,5.224504e+02,1.182053e+02,6.081781e-05,1.251342e-03,2.979023e-06
3.3000,1.597413e+01,7.761493e-02,1.860467e+01,5.196259e+00,1.801680e-01,5.784087e-01,1.623092e+00,6.713208e+00,2.985647e-01,5.038318e+02,1.123036e+02,5.185026e-05,1.089740e-03,2.914222e-06
3.3333,1.621730e+01,8.929585e-02,1.672880e+01,5.274075e+00,1.636773e-01,5.910172e-01,1.634109e+00,6.096417e+00,2.671502e-01,4.865326e+02,1.068545e+02,4.442337e-05,9.544853e-04,2.853172e-06
3.3667,1.646154e+01,1.023459e-01,1.515048e+01,5.352242e+00,1.494479e-01,6.236521e-01,1.699227e+00,5.535568e+00,2.390404e-01,4.707288e+02,1.018779e+02,3.826826e-05,8.407562e-04,2.795600e-06
3.4000,1.670691e+01,1.167481e-01,1.382179e+01,5.430748e+00,1.372160e-01,6.779720e-01,1.820549e+00,5.027391e+00,2.139603e-01,4.565381e+02,9.737951e+01,3.314838e-05,7.445586e-04,2.741129e-06
3.4333,1.695329e+01,1.324794e-01,1.269697e+01,5.509588e+00,1.267275e-01,7.536148e-01,1.994704e+00,4.568566e+00,1.916500e-01,4.439866e+02,9.334669e+01,2.888123e-05,6.631623e-04,2.689374e-06
3.4667,1.720069e+01,1.495172e-01,1.173359e+01,5.588759e+00,1.177390e-01,8.482030e-01,2.213213e+00,4.155647e+00,1.718549e-01,4.330077e+02,8.974682e+01,2.531551e-05,5.940309e-04,2.639972e-06
3.5000,1.744919e+01,1.678496e-01,1.089827e+01,5.668253e+00,1.100234e-01,9.580998e-01,2.464801e+00,3.784440e+00,1.543024e-01,4.234642e+02,8.653422e+01,2.232688e-05,5.351240e-04,2.592621e-06
3.5333,1.769866e+01,1.874693e-01,1.016566e+01,5.748065e+00,1.033752e-01,1.079237e+00,2.737736e+00,3.451050e+00,1.387477e-01,4.151808e+02,8.365885e+01,1.981297e-05,4.847012e-04,2.547075e-06
3.5667,1.794911e+01,2.083737e-01,9.516471e+00,5.828188e+00,9.761572e-02,1.207773e+00,3.021468e+00,3.151748e+00,1.249638e-01,4.079795e+02,8.107205e+01,1.768786e-05,4.413725e-04,2.503141e-06
3.6000,1.820057e+01,2.305667e-01,8.935616e+00,5.908612e+00,9.259329e-02,1.340368e+00,3.307254e+00,2.882934e+00,1.127401e-01,4.016993e+02,7.873080e+01,1.587669e-05,4.038318e-04,2.460660e-06
3.6333,1.845299e+01,2.540553e-01,8.412393e+00,5.989326e+00,8.818162e-02,1.474302e+00,3.588336e+00,2.641369e+00,1.018910e-01,3.962007e+02,7.659878e+01,1.432816e-05,3.711402e-04,2.419507e-06
3.6667,1.870637e+01,2.788411e-01,7.939166e+00,6.070329e+00,8.427637e-02,1.607425e+00,3.859685e+00,2.424439e+00,9.226403e-02,3.913662e+02,7.464564e+01,1.299306e-05,3.424966e-04,2.379580e-06
3.7000,1.896076e+01,3.049241e-01,7.508629e+00,6.151619e+00,8.079040e-02,1.738130e+00,4.117814e+00,2.229715e+00,8.372088e-02,3.871005e+02,7.284641e+01,1.183208e-05,3.173457e-04,2.340790e-06
3.7333,1.921619e+01,3.323086e-01,7.115130e+00,6.233191e+00,7.765130e-02,1.865287e+00,4.360542e+00,2.054800e+00,7.613150e-02,3.833258e+02,7.118079e+01,1.081735e-05,2.951136e-04,2.303061e-06
3.7667,1.947273e+01,3.609987e-01,6.754030e+00,6.315040e+00,7.479911e-02,1.988152e+00,4.586685e+00,1.897586e+00,6.938262e-02,3.799786e+02,6.963192e+01,9.913088e-06,2.753329e-04,2.266327e-06
3.8000,1.973021e+01,3.909908e-01,6.422675e+00,6.397171e+00,7.218454e-02,2.106233e+00,4.795761e+00,1.756365e+00,6.338199e-02,3.770041e+02,6.818632e+01,9.152970e-06,2.577118e-04,2.230536e-06
3.8333,1.998857e+01,4.222856e-01,6.115917e+00,6.479580e+00,6.976644e-02,2.219272e+00,4.987826e+00,1.629393e+00,5.803990e-02,3.743581e+02,6.683255e+01,8.454353e-06,2.417931e-04,2.195631e-06
3.8667,2.024792e+01,4.548930e-01,5.832028e+00,6.562260e+00,6.751047e-02,2.327146e+00,5.163191e+00,1.514445e+00,5.325351e-02,3.719951e+02,6.555894e+01,7.842542e-06,2.274866e-04,2.161569e-06
