Time,O3,NO,NO2,NO3,N2O4,N2O5,HONO,HONO2,R2,Plasma_Type,Humidity_Weight,N2O4_source,N2O4_equilibrium,H2O2,plasma_on,O3_mol_L,NO_mol_L,NO2_mol_L,NO3_mol_L,N2O4_mol_L,N2O5_mol_L,HONO_mol_L,HONO2_mol_L
62.0,1.3271649938106418e+16,0.0,897585284483169.2,32858521666684.953,220931020092.13428,1140770181919078.0,6744271.527834093,912616152279578.9,0.9995318708861028,O3_dominant,0.0,equilibrium,220931020092.13428,2654329987621.2837,True,2.203093889725665e-05,0.0,1.489991572242061e-06,5.454514596669702e-08,3.6674549335294287e-10,1.8936785019856694e-06,1.1195490736204594e-14,1.514942812784101e-06
63.0,1.3331950834882248e+16,0.0,897358200274330.2,32618464906544.266,220819245533.4139,1141575514515366.8,6740859.431272915,913260418353197.8,0.9995392348859604,O3_dominant,0.0,equilibrium,220819245533.4139,2666390166976.4497,True,2.213103838590453e-05,0.0,1.4896146124553882e-06,5.4146651744863475e-08,3.665599475854671e-10,1.8950153540955088e-06,1.1189826655913038e-14,1.5160122944663083e-06
64.0,1.339386336965014e+16,0.0,906561288527024.8,33464576518071.824,225371808772.3589,1142997662816080.0,6879833.680422158,914398137132743.0,0.9995314881742684,O3_dominant,0.0,equilibrium,225371808772.3589,2678772673930.028,True,2.2233813193619232e-05,0.0,1.504891738954861e-06,5.555119701999923e-08,3.7411720256211573e-10,1.8973761202746928e-06,1.1420523909500783e-14,1.5179009076403532e-06
65.0,1.3458376658140176e+16,0.0,905323959885654.8,33376066398357.15,224757026968.13458,1145705514675014.0,6861066.4859542595,916564418601123.0,0.9995274995705206,O3_dominant,0.0,equilibrium,224757026968.13458,2691675331628.035,True,2.234090525251269e-05,0.0,1.5028377734101869e-06,5.540427022127286e-08,3.730966647671034e-10,1.9018711543605232e-06,1.138937036668407e-14,1.5214969348778642e-06
66.0,1.3524858562603612e+16,0.0,914218564238659.4,32540981343587.17,229195096422.69977,1152811303309968.5,6996545.629844926,922249049644566.2,0.9995297803038956,O3_dominant,0.0,equilibrium,229195096422.69977,2704971712520.722,True,2.2451265213921993e-05,0.0,1.5176028166361744e-06,5.40180290303547e-08,3.804638600616816e-10,1.9136667634945476e-06,1.1614265745542577e-14,1.53093342240998e-06
67.0,1.3589636601807136e+16,0.0,926944112029116.4,32903745182976.492,235620107764.4325,1156590923142049.5,7192679.341806192,925272745706365.4,0.9995399600552908,O3_dominant,0.0,equilibrium,235620107764.4325,2717927320361.4272,True,2.2558796758999845e-05,0.0,1.538727225968333e-06,5.4620217003740976e-08,3.9112937888895794e-10,1.919940932415802e-06,1.1939847707398278e-14,1.5359527578725664e-06
68.0,1.364632729427138e+16,0.0,933500953218609.8,32324165924394.992,238965266768.50833,1160093469457472.0,7294795.652217731,928074782860819.9,0.9995428238873324,O3_dominant,0.0,equilibrium,238965266768.50833,2729265458854.276,True,2.265290330849049e-05,0.0,1.549611582342892e-06,5.3658115434495685e-08,3.9668234283572383e-10,1.9257551592994036e-06,1.2109360782681433e-14,1.540604139548961e-06
69.0,1.3696067727039556e+16,0.0,928166236448564.5,31799382881956.83,236241821439.2914,1167694052775311.8,7211658.1426738445,934155249431954.0,0.9995362485364768,O3_dominant,0.0,equilibrium,236241821439.2914,2739213545407.911,True,2.2735472426885662e-05,0.0,1.540755952504617e-06,5.278697558404833e-08,3.921614235892237e-10,1.9383721276070174e-06,1.1971352516838581e-14,1.5506977140570436e-06
70.0,1.3742157044150986e+16,0.0,945019639088138.4,32678360578920.176,244898947088.53323,1171065318332114.5,7475930.701614257,936852262141669.6,0.9995342802928164,O3_dominant,0.0,equilibrium,244898947088.53323,2748431408830.1973,True,2.2811980693290636e-05,0.0,1.5687326008863097e-06,5.424607856100749e-08,4.0653225216696514e-10,1.9439684284313098e-06,1.2410044964679666e-14,1.5551747551551715e-06
71.0,1.3783592137266728e+16,0.0,946754930004210.2,34547738240803.36,245799163500.45694,1170326351254822.5,7503411.24243326,936261088507316.6,0.999535194658193,O3_dominant,0.0,equilibrium,245799163500.45694,2756718427453.3457,True,2.288076294786277e-05,0.0,1.571613183806989e-06,5.7349245479733575e-08,4.080266114107585e-10,1.9427417430830054e-06,1.2455662662439211e-14,1.5541934069221456e-06
72.0,1.3821829064026574e+16,0.0,940779087932213.4,34427219651700.21,242706026550.89783,1169981358168076.5,7408988.306931023,935985093943496.5,0.9995302385146708,O3_dominant,0.0,equilibrium,242706026550.89783,2764365812805.315,True,2.294423624628411e-05,0.0,1.5616932859674742e-06,5.714918462182235e-08,4.028920040744904e-10,1.942169054559007e-06,1.2298920589505497e-14,1.5537352559462041e-06
73.0,1.385654723675654e+16,0.0,920296865037909.4,33725292994511.094,232252894527.40182,1168453982125600.2,7089889.790781707,934763192790416.0,0.9995325409108504,O3_dominant,0.0,equilibrium,232252894527.40182,2771309447351.308,True,2.3001868413015857e-05,0.0,1.5276927959629295e-06,5.598398637088841e-08,3.85539804915487e-10,1.9396336103284965e-06,1.1769217052697632e-14,1.5517069000320904e-06
74.0,1.389311237293222e+16,0.0,930086836817225.1,34313013949160.64,237220515871.49203,1175084771901242.0,7241534.3501470545,940067824762574.5,0.9995278145216692,O3_dominant,0.0,equilibrium,237220515871.49203,2778622474586.444,True,2.3062566539067484e-05,0.0,1.5439441491165936e-06,5.695960315560666e-08,3.9378605634667676e-10,1.9506407213560615e-06,1.202094702124411e-14,1.5605125891058736e-06
75.0,1.3928509649862068e+16,0.0,920710229179396.0,33859328774629.312,232461580622.06763,1179336466662449.5,7096260.26644385,943469180426265.9,0.9995352309666032,O3_dominant,0.0,equilibrium,232461580622.06763,2785701929972.4136,True,2.3121326018771032e-05,0.0,1.5283789804377973e-06,5.6206485765884656e-08,3.8588622383263225e-10,1.957698534659666e-06,1.177979204229679e-14,1.5661588395076012e-06
76.0,1.3962311866146274e+16,0.0,924058998461462.0,33742372931387.836,234155655190.59772,1188422142031732.2,7147974.592815043,950737720773406.8,0.9995392538016004,O3_dominant,0.0,equilibrium,234155655190.59772,2792462373229.255,True,2.3177437697802815e-05,0.0,1.533937937446027e-06,5.6012339066103806e-08,3.886983876163922e-10,1.9727807557726755e-06,1.1865637824072971e-14,1.5782246164838552e-06
77.0,1.3989631898201376e+16,0.0,913226260151617.8,33688570672034.203,228697824082.2061,1188084482509003.8,6981365.5990544455,950467592988614.2,0.9995279629283096,O3_dominant,0.0,equilibrium,228697824082.2061,2797926379640.2754,True,2.3222788951014283e-05,0.0,1.5159555918516854e-06,5.592302731557677e-08,3.796383879764621e-10,1.972220240964946e-06,1.1589066894430379e-14,1.5777762043610995e-06
78.0,1.4012928519125878e+16,0.0,922548656322432.2,34991408116790.438,233390842261.50836,1184471246709887.0,7124627.4591276795,947577004492583.2,0.9995319511638124,O3_dominant,0.0,equilibrium,233390842261.50836,2802585703825.176,True,2.3261461341748955e-05,0.0,1.5314307694952375e-06,5.8085737473872126e-08,3.8742879815410387e-10,1.9662222695384124e-06,1.1826881582151948e-14,1.572977827457688e-06
79.0,1.4032340916540688e+16,0.0,934943989382359.6,37492475495842.72,239704638377.34305,1185224103992768.0,7317366.149053682,948179290511627.4,0.9995290723857064,O3_dominant,0.0,equilibrium,239704638377.34305,2806468183308.1377,True,2.329368592145754e-05,0.0,1.552007022374717e-06,6.223750932309891e-08,3.9790969970638943e-10,1.967472012627995e-06,1.2146827807429111e-14,1.5739776222493013e-06
80.0,1.4050359026558398e+16,0.0,953704551199156.8,38840188277465.98,249420967947.68594,1183780191855745.5,7613972.595939178,947024161098616.8,0.999533023171154,O3_dominant,0.0,equilibrium,249420967947.68594,2810071805311.6797,True,2.3323595984086938e-05,0.0,1.5831495549906e-06,6.447471254059351e-08,4.1403880679315867e-10,1.9650751184805372e-06,1.2639194509259036e-14,1.5720601074237036e-06
81.0,1.4065408679790312e+16,0.0,951210853347292.8,39070106594800.695,248118326852.4573,1176997524318509.2,7574207.400242017,941598027029062.4,0.9995290891355868,O3_dominant,0.0,equilibrium,248118326852.4573,2813081735958.0625,True,2.3348578408451917e-05,0.0,1.579010016556506e-06,6.485637694736916e-08,4.118764225750791e-10,1.9538158903687254e-06,1.2573184284401747e-14,1.5630527248682434e-06
82.0,1.4077865972685328e+16,0.0,940250433920276.4,37594218320829.766,242433334552.86282,1176628072891928.2,7400663.949050229,941302465714253.6,0.9995332900685232,O3_dominant,0.0,equilibrium,242433334552.86282,2815573194537.0654,True,2.3369257514657645e-05,0.0,1.5608157203076587e-06,6.240640241257741e-08,4.0243933535775225e-10,1.9532026010006008e-06,1.228510215542338e-14,1.562562093085661e-06
83.0,1.4090784964058448e+16,0.0,932909040349537.2,36403032918653.875,238662317377.73166,1177188382175296.2,7285547.639196573,941750713025831.2,0.9995368440629944,O3_dominant,0.0,equilibrium,238662317377.73166,2818156992811.6895,True,2.339070304033702e-05,0.0,1.5486290069802317e-06,6.042903464496542e-08,3.961794468470345e-10,1.9541327144109918e-06,1.2094009081066311e-14,1.5633061836228799e-06
84.0,1.4107194637490848e+16,0.0,949643584292651.4,36401688736361.34,247301372728.04593,1183543886553293.0,7549268.573460171,946835116791950.6,0.9995301266934956,O3_dominant,0.0,equilibrium,247301372728.04593,2821438927498.1694,True,2.3417943098234808e-05,0.0,1.5764083499258013e-06,6.042680330235982e-08,4.1052027872855624e-10,1.9646828516784664e-06,1.2531785831943883e-14,1.571746293874638e-06
85.0,1.4123943888997052e+16,0.0,945911535037086.5,35310839530804.39,245361429438.45566,1186296933435723.2,7490048.712491167,949037554238674.6,0.9995331856477928,O3_dominant,0.0,equilibrium,245361429438.45566,2824788777799.41,True,2.3445746855735107e-05,0.0,1.5702131481615636e-06,5.8615993621135283e-08,4.0729997286783637e-10,1.9692529095033003e-06,1.2433480862735336e-14,1.5754023400361999e-06
86.0,1.4142264495916332e+16,0.0,960236965791601.4,36652083855672.78,252849495575.76456,1191243919247595.8,7718633.866478735,952995143116758.5,0.9995334985348308,O3_dominant,0.0,equilibrium,252849495575.76456,2828452899183.2666,True,2.347615906322111e-05,0.0,1.5939933632140582e-06,6.084245920041682e-08,4.1973016265576913e-10,1.977464905951009e-06,1.2812932218354698e-14,1.581971937573819e-06
87.0,1.4156853863694952e+16,0.0,952486836516046.2,36362523748468.44,248784440265.1901,1188391901758181.2,7594541.573876523,950713529001134.2,0.9995300690208284,O3_dominant,0.0,equilibrium,248784440265.1901,2831370772738.99,True,2.350037741373362e-05,0.0,1.5811281486166366e-06,6.03617894224576e-08,4.1298217084021554e-10,1.9727305569185806e-06,1.2606939012635029e-14,1.5781844581418828e-06
88.0,1.4171778080628194e+16,0.0,980186333903926.1,39198542091938.73,263464761420.30182,1184987467575808.0,8042681.775938649,947989982103377.2,0.9995273730546156,O3_dominant,0.0,equilibrium,263464761420.30182,2834355616125.6387,True,2.35251516138428e-05,0.0,1.6271093142805174e-06,6.506957987261829e-08,4.37351503957701e-10,1.967079196175841e-06,1.3350851748058157e-14,1.573663370291606e-06
89.0,1.4182931762171566e+16,0.0,984584534338217.9,40127835714783.66,265834454920.3326,1184922601014511.0,8115020.447055481,947938088926678.6,0.9995353143460244,O3_dominant,0.0,equilibrium,265834454920.3326,2836586352434.313,True,2.3543666725204798e-05,0.0,1.6344103270014415e-06,6.661220728654087e-08,4.412851951677521e-10,1.9669715176840883e-06,1.3470933942112098e-14,1.5735772276182866e-06
90.0,1.4194945035771866e+16,0.0,1001151995441957.2,41309784929711.85,274856039702.51254,1181569631585137.8,8390418.70193623,945255713658579.0,0.9995235134044098,O3_dominant,0.0,equilibrium,274856039702.51254,2838989007154.373,True,2.3563608759381298e-05,0.0,1.661912312433649e-06,6.857424298332167e-08,4.562610259061708e-10,1.9614055884313286e-06,1.3928095045214141e-14,1.569124484673241e-06
91.0,1.4203875446978686e+16,0.0,998073527638469.8,41489626194567.32,273168314819.78055,1180038182762612.8,8338898.209844718,944030554549038.4,0.9995330382152916,O3_dominant,0.0,equilibrium,273168314819.78055,2840775089395.7373,True,2.357843324198462e-05,0.0,1.6568020558798596e-06,6.887277948298175e-08,4.5345940260083567e-10,1.9588633833859373e-06,1.3842571028342231e-14,1.5670907205514036e-06
92.0,1.4212264071272478e+16,0.0,989370154524752.8,40716014052099.53,268424937386.30093,1179142296830617.2,8194099.05327066,943313845658642.4,0.9995278548638676,O3_dominant,0.0,equilibrium,268424937386.30093,2842452814254.4956,True,2.359235835831231e-05,0.0,1.6423544565110894e-06,6.758858332648522e-08,4.455853960612595e-10,1.9573762127388247e-06,1.3602204428429295e-14,1.5659009837933463e-06
93.0,1.4221199615250176e+16,0.0,978967405979434.5,40046306231200.17,262809896398.74667,1182545304111192.2,8022690.977373526,946036251311693.9,0.9995236761461987,O3_dominant,0.0,equilibrium,262809896398.74667,2844239923050.035,True,2.3607191361315292e-05,0.0,1.625085893925861e-06,6.647686834379228e-08,4.3626442802191946e-10,1.963025204824579e-06,1.3317667022440053e-14,1.5704201771774117e-06
94.0,1.4231934003687996e+16,0.0,987655890164197.5,40453321252905.31,267495552861.236,1188604364322037.2,8165728.109307285,950883499623407.4,0.9995287350538632,O3_dominant,0.0,equilibrium,267495552861.236,2846386800737.599,True,2.362501044612207e-05,0.0,1.6395087776725678e-06,6.715251327982281e-08,4.440426177496517e-10,1.9730832447745816e-06,1.3555108661450093e-14,1.5784666093748562e-06
95.0,1.424106331019941e+16,0.0,985369789023644.6,41265835577824.78,266258656169.28616,1190884779158431.0,8127969.866309491,952707831454764.0,0.9995308951641,O3_dominant,0.0,equilibrium,266258656169.28616,2848212662039.882,True,2.364016509493102e-05,0.0,1.63571384977925e-06,6.850128705918913e-08,4.4198936924101503e-10,1.9768687334029955e-06,1.3492429978073754e-14,1.5814950002149082e-06
96.0,1.4250425771082456e+16,0.0,999926878552769.8,42537684733128.99,274183764667.48926,1193419210272186.8,8369896.434960364,954735376587695.9,0.9995401539566584,O3_dominant,0.0,equilibrium,274183764667.48926,2850085154216.491,True,2.3655706779996877e-05,0.0,1.6598786183975976e-06,7.061255665699412e-08,4.5514504934803216e-10,1.98107588905183e-06,1.3894028082034204e-14,1.584860725135575e-06
97.0,1.4255435480337408e+16,0.0,986123874771461.5,42341248142010.63,266666338011.08182,1191996231336082.8,8140415.004329905,953596993209330.5,0.9995328857316146,O3_dominant,0.0,equilibrium,266666338011.08182,2851087096067.4814,True,2.3664022897360097e-05,0.0,1.636965632120626e-06,7.028647191573764e-08,4.426661210983958e-10,1.9787137440178975e-06,1.3513088907187641e-14,1.5829710087274886e-06
98.0,1.4262084910179584e+16,0.0,1003196416872696.9,44767362326227.0,275979735848.1683,1192281985096049.5,8424721.317829292,953825596501611.1,0.9995303463785118,O3_dominant,0.0,equilibrium,275979735848.1683,2852416982035.917,True,2.367506095089811e-05,0.0,1.6653060520086767e-06,7.431382146153682e-08,4.581263615079593e-10,1.979188095259442e-06,1.3985037387596624e-14,1.5833504901926743e-06
99.0,1.42663859834103e+16,0.0,1000233517669880.4,45740100016089.055,274351953683.47333,1192569942085080.5,8375030.6727479,954055962043145.1,0.9995312774792126,O3_dominant,0.0,equilibrium,274351953683.47333,2853277196682.06,True,2.3682200732461097e-05,0.0,1.6603876393320013e-06,7.592856602670783e-08,4.554242431145657e-10,1.9796661038612337e-06,1.3902550916761512e-14,1.583732896991621e-06
100.0,1.4271355269749862e+16,0.0,1007073266409758.5,45768532545091.945,278116903141.54877,1192757609129262.8,8489961.755867163,954206095793422.4,0.9995345251506976,O3_dominant,0.0,equilibrium,278116903141.54877,2854271053949.972,True,2.369044974778477e-05,0.0,1.671741622240199e-06,7.597576402485263e-08,4.616740592149709e-10,1.9799776311545763e-06,1.4093336514739489e-14,1.583982119017081e-06
101.0,1.4273364427647868e+16,0.0,991775743377478.5,44002787192993.766,269731839655.87573,1191583238488141.2,8233994.328106577,953266599024557.0,0.9995353104124975,O3_dominant,0.0,equilibrium,269731839655.87573,2854672885529.5737,True,2.369378494989546e-05,0.0,1.6463477340066142e-06,7.304462674036964e-08,4.477548538287537e-10,1.9780281758903144e-06,1.3668430584656916e-14,1.5824225543807646e-06
102.0,1.4274122216976326e+16,0.0,982292426284651.8,43037850396720.016,264598172965.2695,1190478416754378.5,8077280.969880977,952382741480833.0,0.999527596361156,O3_dominant,0.0,equilibrium,264598172965.2695,2854824443395.265,True,2.36950428801807e-05,0.0,1.6306054276325218e-06,7.144283165855522e-08,4.3923296712234736e-10,1.976194171812268e-06,1.3408286410002421e-14,1.5809553508581827e-06
103.0,1.427373211545548e+16,0.0,976920147006671.0,41841268309571.66,261711846904.80334,1194248572827764.8,7989171.266401902,955398866251432.0,0.9995311666509308,O3_dominant,0.0,equilibrium,261711846904.80334,2854746423091.096,True,2.3694395311656094e-05,0.0,1.6216874440310739e-06,6.945650539388894e-08,4.344416658619735e-10,1.9824526308940894e-06,1.3262024302227156e-14,1.585962117977377e-06
104.0,1.4273069069300428e+16,0.0,980627989229457.9,41695724623210.14,263702240409.76443,1197355006080992.5,8049931.200607143,957884012914774.2,0.999529397570026,O3_dominant,0.0,equilibrium,263702240409.76443,2854613813860.0854,True,2.369329465503871e-05,0.0,1.6278424621209e-06,6.921490287452883e-08,4.3774571908020894e-10,1.9876093100944475e-06,1.3362885793007858e-14,1.5900874614385252e-06
105.0,1.4272105984938016e+16,0.0,984859422700573.8,41720116962442.34,265982913475.95728,1197255051130618.0,8119552.381092383,957804049024096.1,0.9995257597564194,O3_dominant,0.0,equilibrium,265982913475.95728,2854421196987.603,True,2.3691695934997104e-05,0.0,1.6348666416829523e-06,6.925539415765429e-08,4.4153163637008905e-10,1.9874433848768257e-06,1.3478456952613354e-14,1.5899547213799995e-06
106.0,1.4273244429930576e+16,0.0,1000974837384247.2,41195661034435.45,274758774443.78467,1203116638320448.0,8387449.524883537,962493319043858.0,0.999534080918648,O3_dominant,0.0,equilibrium,274758774443.78467,2854648885986.115,True,2.3693585753684755e-05,0.0,1.6616182300578504e-06,6.838479731716285e-08,4.5609956557668254e-10,1.9971736196119434e-06,1.3923166211306671e-14,1.5977389096128042e-06
107.0,1.4275965447575756e+16,0.0,996989575409091.9,41487727317364.47,272575291147.66833,1208483671254540.0,8320795.217039588,966786945324477.1,0.9995324423938816,O3_dominant,0.0,equilibrium,272575291147.66833,2855193089515.1514,True,2.3698102642975753e-05,0.0,1.6550026951790924e-06,6.886962734682502e-08,4.5247498330512943e-10,2.0060828942825365e-06,1.3812520060285715e-14,1.6048663292386319e-06
108.0,1.4282768986823758e+16,0.0,999994654900448.0,40939500144229.47,274220934993.35272,1213918117150754.0,8371031.1184027195,971134502091684.4,0.999530754323318,O3_dominant,0.0,equilibrium,274220934993.35272,2856553797364.7515,True,2.3709396518127438e-05,0.0,1.6599911271347436e-06,6.795957023942091e-08,4.552067520889655e-10,2.0151040744702517e-06,1.3895911656548513e-14,1.612083273472196e-06
109.0,1.429036755848292e+16,0.0,1002788665811206.8,42893012700910.55,275755436480.416,1220358651532308.2,8417874.222120361,976286929643771.0,0.999537115882202,O3_dominant,0.0,equilibrium,275755436480.416,2858073511696.584,True,2.3722010147081645e-05,0.0,1.664629185246603e-06,7.120240108351151e-08,4.5775402455749057e-10,2.0257953615436314e-06,1.39736712087198e-14,1.6206363032086599e-06
110.0,1.4297629404063062e+16,0.0,1008525748155581.5,43398280020215.07,278919726630.24744,1222765105302031.8,8514469.222471213,978212092756145.1,0.99952706476338,O3_dominant,0.0,equilibrium,278919726630.24744,2859525880812.6123,True,2.3734064810744682e-05,0.0,1.6741527419382652e-06,7.204114483355702e-08,4.630067462062107e-10,2.0297900748013726e-06,1.4134018909302213e-14,1.623832073975201e-06
111.0,1.4300695991570866e+16,0.0,1002376614443683.2,43112535990509.82,275528864194.69794,1217654204211438.0,8410957.741967743,974123371780158.4,0.9995334320485276,O3_dominant,0.0,equilibrium,275528864194.69794,2860139198314.1733,True,2.3739155346007638e-05,0.0,1.6639451799765142e-06,7.15668097442463e-08,4.5737791456319853e-10,2.021305978990987e-06,1.3962189851666453e-14,1.6170447971550628e-06
112.0,1.4300327994254824e+16,0.0,997341777316940.0,44594818835793.22,272767907995.33237,1212537357931839.2,8326675.153324406,970029894672196.5,0.9995276809953032,O3_dominant,0.0,equilibrium,272767907995.33237,2860065598850.965,True,2.3738544470463007e-05,0.0,1.6555873503461203e-06,7.402739926741674e-08,4.527947272722517e-10,2.012812014166853e-06,1.3822280754518513e-14,1.6102496251558462e-06
113.0,1.4296237398979444e+16,0.0,1006050795180966.6,47226248430394.89,277552451310.7605,1207249863292951.8,8472730.964058788,965799899107142.8,0.999527077473008,O3_dominant,0.0,equilibrium,277552451310.7605,2859247479795.8887,True,2.3731754082305876e-05,0.0,1.6700443200004046e-06,7.839557239445552e-08,4.607370691758624e-10,2.0040347730663e-06,1.4064733400337589e-14,1.6032278325178568e-06
114.0,1.4288095974399932e+16,0.0,1002561396583221.0,48136847393379.555,275630457757.5026,1205010553662458.0,8414059.047401218,964008451344075.6,0.9995317635565836,O3_dominant,0.0,equilibrium,275630457757.5026,2857619194879.9863,True,2.3718239317503886e-05,0.0,1.6642519183281469e-06,7.990716667301006e-08,4.5754655987745435e-10,2.0003175190796802e-06,1.396733801868602e-14,1.6002540292311654e-06
115.0,1.4279575680973704e+16,0.0,1000303694767297.4,47900073007415.17,274390452491.70166,1204973740249469.2,8376205.910231897,963979000575831.4,0.9995275204374686,O3_dominant,0.0,equilibrium,274390452491.70166,2855915136194.7407,True,2.3704095630416348e-05,0.0,1.6605041333137136e-06,7.951412119230918e-08,4.554881511362247e-10,2.000256408814119e-06,1.3904501810984948e-14,1.60020514095588e-06
116.0,1.4272609685140664e+16,0.0,998480641688064.5,46945662675524.05,273391210903.47165,1209051382860247.5,8345702.468071003,967241114633950.4,0.9995203083762128,O3_dominant,0.0,equilibrium,273391210903.47165,2854521937028.133,True,2.36925320773335e-05,0.0,1.657477865202187e-06,7.792980004136991e-08,4.538294100997629e-10,2.007025295548011e-06,1.3853866096997866e-14,1.6056202502923576e-06
117.0,1.4269353319538148e+16,0.0,989290748465225.5,45734002706480.3,268381851972.58765,1212748438862423.0,8192783.802343695,970198759282771.8,0.9995281156001922,O3_dominant,0.0,equilibrium,268381851972.58765,2853870663907.6294,True,2.3687126510433323e-05,0.0,1.6422226424522742e-06,7.591844449275729e-08,4.455138742744955e-10,2.013162408511622e-06,1.3600021111890533e-14,1.610529940409401e-06
118.0,1.4270254217037818e+16,0.0,983322710213706.0,44114820644077.6,265153515148.55722,1219009057429945.8,8094233.675179629,975207254038239.4,0.9995249501505822,O3_dominant,0.0,equilibrium,265153515148.55722,2854050843407.5635,True,2.3688622000282776e-05,0.0,1.6323156989547518e-06,7.323060226916882e-08,4.4015483514660495e-10,2.02355503533371e-06,1.3436427900798184e-14,1.6188440417034772e-06
119.0,1.427345782796125e+16,0.0,989337381271430.5,44438169549850.93,268407154329.62357,1225458084605272.0,8193556.197121365,980366475877823.4,0.9995336002835212,O3_dominant,0.0,equilibrium,268407154329.62357,2854691565592.25,True,2.3693939994415674e-05,0.0,1.6423000529105745e-06,7.376736145275254e-08,4.455558761871751e-10,2.0342604204447513e-06,1.3601303287221465e-14,1.6274083499571868e-06
120.0,1.4276495833138022e+16,0.0,995336270689654.1,43298534246397.65,271672019196.58337,1224797450928105.2,8293221.401017496,979837969035755.4,0.9995412634324125,O3_dominant,0.0,equilibrium,271672019196.58337,2855299166627.6045,True,2.3698983083009115e-05,0.0,1.6522582093448258e-06,7.187556684902009e-08,4.509755518663284e-10,2.0331637685406545e-06,1.3766747525689044e-14,1.6265310285993539e-06
121.0,1.4276517848767664e+16,0.0,1001803734946759.5,42899568996714.59,275214013012.02313,1223302818704956.5,8401346.40777876,978642263365361.8,0.9995217643294274,O3_dominant,0.0,equilibrium,275214013012.02313,2855303569753.5327,True,2.369901962895432e-05,0.0,1.6629942000116208e-06,7.121328453454623e-08,4.5685526159995837e-10,2.0306826790502276e-06,1.3946235036912742e-14,1.6245461571865005e-06
122.0,1.4272245372326784e+16,0.0,1001879778446092.1,43539317669740.49,275255795708.9331,1222299051002229.0,8402621.891198918,977839249204455.2,0.9995247428181776,O3_dominant,0.0,equilibrium,275255795708.9331,2854449074465.357,True,2.369192731806246e-05,0.0,1.6631204322205128e-06,7.227526733176922e-08,4.5692462087682894e-10,2.0290164246637e-06,1.3948352339390204e-14,1.6232131536793957e-06
123.0,1.426422271116174e+16,0.0,1018524097306920.9,44913827336767.21,284477463442.4928,1221141837278893.5,8684127.997080548,976913478507293.8,0.9995281908336924,O3_dominant,0.0,equilibrium,284477463442.4928,2852844542232.348,True,2.3678609700528487e-05,0.0,1.6907500015294885e-06,7.455695337903357e-08,4.722325893145381e-10,2.027095449882963e-06,1.441565247515371e-14,1.6216763743221075e-06
124.0,1.4253856277913376e+16,0.0,1013756120308982.4,44845349946512.83,281820271105.63855,1219297808325293.8,8603012.965728447,975438255263298.8,0.999528390835166,O3_dominant,0.0,equilibrium,281820271105.63855,2850771255582.6753,True,2.3661401421336204e-05,0.0,1.6828351597129107e-06,7.44432809112113e-08,4.6782165003536e-10,2.0240343618199877e-06,1.4281001523109222e-14,1.6192275037370758e-06
125.0,1.4244281167377972e+16,0.0,1031645908763222.2,48196710514568.9,291854618617.22534,1223276389050083.8,8909327.417155711,978621120149446.0,0.9995324605332464,O3_dominant,0.0,equilibrium,291854618617.22534,2848856233475.594,True,2.364550673784743e-05,0.0,1.712532208546949e-06,8.000653945418437e-08,4.84478666904594e-10,2.030638805823139e-06,1.478948351247848e-14,1.6245110594480803e-06
126.0,1.4234221983903024e+16,0.0,1028616468441038.9,48662783792823.66,290143066281.49023,1221123824226798.2,8857079.554082964,976899068238569.5,0.999527855310632,O3_dominant,0.0,equilibrium,290143066281.49023,2846844396780.605,True,2.362880849327902e-05,0.0,1.7075033376121246e-06,8.078022109608727e-08,4.816374900272738e-10,2.027065548216485e-06,1.4702752059777718e-14,1.6216524532760252e-06
127.0,1.422494455775414e+16,0.0,1029631698691226.9,50833706822341.23,290716083321.63135,1223612825431629.8,8874571.812558824,978890269219927.2,0.9995289829512314,O3_dominant,0.0,equilibrium,290716083321.63135,2844988911550.828,True,2.3613407965871872e-05,0.0,1.7091886198274366e-06,8.438395332508644e-08,4.82588698313908e-10,2.0311972902165053e-06,1.4731789208847647e-14,1.6249578469050791e-06
128.0,1.421523718230658e+16,0.0,1025434958774600.2,51608244516893.984,288351017572.36597,1227048736501665.5,8802374.410910228,981638998003758.1,0.9995263327703154,O3_dominant,0.0,equilibrium,288351017572.36597,2843047436461.316,True,2.3597293722628923e-05,0.0,1.7022220315658364e-06,8.5669685898044e-08,4.786626891701275e-10,2.0369009025927647e-06,1.4611941522110977e-14,1.6295207366862384e-06
129.0,1.4206076150303612e+16,0.0,1033515820966645.5,51402826767376.08,292913581003.00446,1227121811126876.0,8941653.931850111,981697457843206.4,0.9995244144458192,O3_dominant,0.0,equilibrium,292913581003.00446,2841215230060.722,True,2.3582086409503995e-05,0.0,1.7156362628046315e-06,8.532869243384428e-08,4.862365444649874e-10,2.037022206470614e-06,1.4843145526871185e-14,1.6296177800197225e-06
130.0,1.419780854127109e+16,0.0,1045833236817614.5,50660367996037.82,299937059448.0493,1225511653405192.8,9156056.80603011,980409331880263.2,0.9995291479330536,O3_dominant,0.0,equilibrium,299937059448.0493,2839561708254.218,True,2.3568362178510007e-05,0.0,1.73608317311724e-06,8.409621087342278e-08,4.978955186837619e-10,2.03434934465262e-06,1.5199054298009982e-14,1.6274794909212369e-06
