Time,O3,NO,NO2,NO3,N2O4,N2O5,HONO,HONO2,R2,Plasma_Type,Humidity_Weight,N2O4_source,N2O4_equilibrium,H2O2,plasma_on,O3_mol_L,NO_mol_L,NO2_mol_L,NO3_mol_L,N2O4_mol_L,N2O5_mol_L,HONO_mol_L,HONO2_mol_L
131.0,1.4187983068394724e+16,0.0,1049147420285587.6,49789097740831.93,301841036957.8516,1225409630518140.2,9214178.754245626,980327713628743.5,0.999530682710998,O3_dominant,0.0,equilibrium,301841036957.8516,2837596613678.945,True,2.355205189353524e-05,0.0,1.7415847176740753e-06,8.2649902249781e-08,5.010561213500336e-10,2.0341799866601127e-06,1.5295536732047737e-14,1.6273440046237142e-06
132.0,1.4174687415066588e+16,0.0,1027807611685630.8,46672203095177.21,289686935325.0777,1225953784038591.5,8843155.429616358,980763036074080.0,0.9995306141657004,O3_dominant,0.0,equilibrium,289686935325.0777,2834937483013.3174,True,2.3529981109010536e-05,0.0,1.7061606353981469e-06,7.747585713799417e-08,4.808803126396289e-10,2.0350832815040617e-06,1.4679638013163153e-14,1.6280666398829727e-06
133.0,1.4166084554290248e+16,0.0,1042903702093699.5,46671789662587.91,298259076097.52893,1228758470773829.5,9104833.689736277,983006785723949.5,0.9995313112183998,O3_dominant,0.0,equilibrium,298259076097.52893,2833216910858.05,True,2.351570036012181e-05,0.0,1.7312201454755412e-06,7.747517083989592e-08,4.95110066321898e-10,2.039739061484557e-06,1.511402392496222e-14,1.6317912643017562e-06
134.0,1.4157869802304004e+16,0.0,1047831545687508.8,46756878061303.42,301084354218.29755,1227415093435947.2,9191079.807552446,981932083939890.0,0.9995293454566456,O3_dominant,0.0,equilibrium,301084354218.29755,2831573960460.801,True,2.3502063871824645e-05,0.0,1.7394003658412644e-06,7.761641758176367e-08,4.998000280023739e-10,2.0375090551036725e-06,1.525719248053706e-14,1.6300072593402174e-06
135.0,1.4150912203700284e+16,0.0,1065890503072833.5,49056669289856.83,311551922458.6211,1228417663471762.2,9510619.01223015,982734140288082.1,0.9995250254915762,O3_dominant,0.0,equilibrium,311551922458.6211,2830182440740.0566,True,2.349051425814247e-05,0.0,1.7693782351009035e-06,8.143407102116233e-08,5.17176191281311e-10,2.039173321363125e-06,1.5787627560302048e-14,1.6313386728782163e-06
136.0,1.4141349305397388e+16,0.0,1045714733561369.2,47973950239307.21,299869091624.41205,1223871504943221.8,9153981.979880415,979097213108611.8,0.9995303165617802,O3_dominant,0.0,equilibrium,299869091624.41205,2828269861079.4775,True,2.3474639846959663e-05,0.0,1.7358864577118728e-06,7.963675739724996e-08,4.97782692096524e-10,2.031626698205748e-06,1.5195610086601487e-14,1.6253013737602954e-06
137.0,1.4133785710721348e+16,0.0,1044429049650792.0,48561416546963.11,299132179636.18567,1226181766591441.2,9131486.566883896,980945422404691.9,0.999525858709566,O3_dominant,0.0,equilibrium,299132179636.18567,2826757142144.2695,True,2.3462084279797435e-05,0.0,1.7337522224203146e-06,8.061195146795876e-08,4.965594181960682e-10,2.0354617325417923e-06,1.5158267701027265e-14,1.6283694011917884e-06
138.0,1.4125780016969356e+16,0.0,1035984759150249.0,48473567406751.58,294314719348.8004,1222403214870500.0,8984425.913114524,977922580880877.6,0.9995340214505064,O3_dominant,0.0,equilibrium,294314719348.8004,2825156003393.871,True,2.344879482816913e-05,0.0,1.7197347001894132e-06,8.046612189520762e-08,4.885624341190087e-10,2.02918933668503e-06,1.491414701577011e-14,1.6233514842622568e-06
139.0,1.4120267251260024e+16,0.0,1045310042813134.6,48095639043126.734,299637038347.9866,1221440875486178.8,9146898.183750365,977152709535893.4,0.9995298369022944,O3_dominant,0.0,equilibrium,299637038347.9866,2824053450252.005,True,2.343964363709164e-05,0.0,1.7352146710698034e-06,7.983876081159037e-08,4.973974836576577e-10,2.0275918533070565e-06,1.5183850985025605e-14,1.622073497829583e-06
140.0,1.4113138157519126e+16,0.0,1033617073897393.2,47885981212323.34,292970976953.2871,1219284135446123.5,8943406.034715263,975427317300356.5,0.9995319496500176,O3_dominant,0.0,equilibrium,292970976953.2871,2822627631503.825,True,2.3427809341481747e-05,0.0,1.7158043426696727e-06,7.949072881245674e-08,4.863318217424565e-10,2.024011664840565e-06,1.4846054017627335e-14,1.6192093467185917e-06
141.0,1.410625217084892e+16,0.0,1017325153072558.0,47478224565951.33,283808118710.0557,1217441878262655.8,8663695.182261704,973953511273870.6,0.999528218780634,O3_dominant,0.0,equilibrium,283808118710.0557,2821250434169.784,True,2.3416378603609205e-05,0.0,1.6887597541004462e-06,7.88138527794792e-08,4.711214770586925e-10,2.0209535179160086e-06,1.4381734002554427e-14,1.6167628287146251e-06
142.0,1.4099697143361164e+16,0.0,1004432854482801.8,46017314534609.13,276660444038.51196,1219925467830098.2,8445501.020312827,975940382709629.9,0.999527355086542,O3_dominant,0.0,equilibrium,276660444038.51196,2819939428672.233,True,2.340549725797953e-05,0.0,1.6673585384414508e-06,7.638874212745116e-08,4.5925633710392984e-10,2.025076276597963e-06,1.4019531693719292e-14,1.6200610352979855e-06
143.0,1.409609769772174e+16,0.0,1011220676515260.5,47268013094033.53,280412346857.53284,1222289215830326.5,8560033.833980056,977831381224345.6,0.999525471109452,O3_dominant,0.0,equilibrium,280412346857.53284,2819219539544.348,True,2.339952217821809e-05,0.0,1.6786263230153323e-06,7.846490173609566e-08,4.654844957835045e-10,2.029000098278342e-06,1.4209656164406892e-14,1.6232000928324137e-06
144.0,1.4086088984045454e+16,0.0,994072437875622.5,45244002040443.8,270982543611.78033,1221859865487132.2,8272174.059843836,977487900661929.6,0.999528125746201,O3_dominant,0.0,equilibrium,270982543611.78033,2817217796809.091,True,2.3382907713515454e-05,0.0,1.6501602468735333e-06,7.51050433871367e-08,4.4983102239555536e-10,2.0282873767086393e-06,1.3731808939340767e-14,1.6226299150988031e-06
145.0,1.4075268863956836e+16,0.0,1004968330623045.5,46743162653178.18,276955505186.8917,1221685031537858.2,8454508.232161837,977348033684845.1,0.999524170538066,O3_dominant,0.0,equilibrium,276955505186.8917,2815053772791.367,True,2.3364946314168345e-05,0.0,1.6682474288342555e-06,7.759365000427577e-08,4.5974613861024027e-10,2.0279971523528444e-06,1.4034483665388649e-14,1.622397735916843e-06
146.0,1.4060659778645924e+16,0.0,1007466733551471.5,47294892834035.5,278334268141.5186,1222042934638587.2,8496597.168946924,977634356207517.4,0.9995297998798568,O3_dominant,0.0,equilibrium,278334268141.5186,2812131955729.1846,True,2.3340695232552233e-05,0.0,1.6723947776954427e-06,7.850952210449892e-08,4.620348851149209e-10,2.028591271500055e-06,1.4104351300451893e-14,1.6228730313044788e-06
147.0,1.4045004443895838e+16,0.0,1010572260983145.6,47655577577074.54,280052849804.5898,1223655336660919.0,8549059.613440571,978924277877845.4,0.999524221424732,O3_dominant,0.0,equilibrium,280052849804.5898,2809000888779.1675,True,2.331470737686709e-05,0.0,1.6775499532320217e-06,7.910825877794373e-08,4.64887730675619e-10,2.0312678588571254e-06,1.4191438958311347e-14,1.6250143012772233e-06
148.0,1.4028238004128964e+16,0.0,1015572579118405.0,48061774857294.72,282831112926.67474,1224122900810700.0,8633870.523485232,979298329282481.2,0.9995281793944576,O3_dominant,0.0,equilibrium,282831112926.67474,2805647600825.793,True,2.3286875086854078e-05,0.0,1.6858504813365523e-06,7.978254626310923e-08,4.6949964745828e-10,2.032044015345762e-06,1.4332225068985486e-14,1.6256352266089189e-06
149.0,1.4014698944877042e+16,0.0,1012420136685161.4,47846706037899.16,281077964019.11487,1225259655639048.2,8580352.858757215,980207733091642.1,0.9995317172143704,O3_dominant,0.0,equilibrium,281077964019.11487,2802939788975.408,True,2.326440024849589e-05,0.0,1.6806174268973678e-06,7.94255320229126e-08,4.665894202717306e-10,2.03393102836082e-06,1.4243385745536974e-14,1.627144836932126e-06
150.0,1.4002854717114616e+16,0.0,994244841813727.5,47665152341953.69,271076545833.61685,1226159572632549.0,8275043.627494503,980927666381132.6,0.9995324763990217,O3_dominant,0.0,equilibrium,271076545833.61685,2800570943422.9233,True,2.3244738830410263e-05,0.0,1.6504464374107876e-06,7.912415288764312e-08,4.4998706608380396e-10,2.035424890570031e-06,1.3736572421640874e-14,1.62833992619268e-06
151.0,1.3996263016824052e+16,0.0,994733611846080.1,47389984942269.55,271343133405.41544,1230054558348725.5,8283181.638034652,984043654962211.9,0.9995356377322584,O3_dominant,0.0,equilibrium,271343133405.41544,2799252603364.8105,True,2.3233796607927927e-05,0.0,1.651257795664493e-06,7.866737500416744e-08,4.5042960145298963e-10,2.0418905668588844e-06,1.3750081519137522e-14,1.6335124672372716e-06
152.0,1.3991383341223544e+16,0.0,976973233242703.2,45814604325422.2,261740290732.89612,1231834757586099.5,7990039.559590738,985467814058968.0,0.9995274899872434,O3_dominant,0.0,equilibrium,261740290732.89612,2798276668244.709,True,2.322569634643108e-05,0.0,1.6217755671828874e-06,7.605224318020085e-08,4.3448888261660755e-10,2.044845697592925e-06,1.3263465668920625e-14,1.6358765713378869e-06
153.0,1.3990395700544112e+16,0.0,978463592165580.9,46116618706694.41,262539462093.14508,1231960295392551.8,8014435.539152774,985568244328525.9,0.999529881822138,O3_dominant,0.0,equilibrium,262539462093.14508,2798079140108.8223,True,2.3224056862903224e-05,0.0,1.6242495629948642e-06,7.655358705311271e-08,4.358155070746208e-10,2.045054090351636e-06,1.3303962994993604e-14,1.6360432855853528e-06
154.0,1.398802839673504e+16,0.0,979523232153377.8,46077566937355.05,263108411113.53265,1234887474346565.5,8031803.6148416875,987909987509105.1,0.9995267095368098,O3_dominant,0.0,equilibrium,263108411113.53265,2797605679347.008,True,2.3220127138580166e-05,0.0,1.626008565374607e-06,7.648876111600938e-08,4.367599624484642e-10,2.0499132074152988e-06,1.3332794000637201e-14,1.6399305792651144e-06
155.0,1.3987028906043216e+16,0.0,1009032690028412.0,47686712721133.56,279200198647.28204,1234582167648123.0,8523031.077832457,987665742641580.1,0.9995322707813092,O3_dominant,0.0,equilibrium,279200198647.28204,2797405781208.643,True,2.321846798403174e-05,0.0,1.6749942654471638e-06,7.91599431170817e-08,4.634723297544882e-10,2.0494063982958842e-06,1.4148231589201878e-14,1.639525132785023e-06
156.0,1.398154150376643e+16,0.0,1010268772219451.8,48362561425706.63,279884667608.8793,1236896051141482.5,8543925.583852757,989516849457162.1,0.999533035064886,O3_dominant,0.0,equilibrium,279884667608.8793,2796308300753.286,True,2.3209358896252274e-05,0.0,1.6770461618842897e-06,8.028185196667301e-08,4.646085482307396e-10,2.053247444894861e-06,1.4182916469195576e-14,1.642597970098889e-06
157.0,1.3973496912189324e+16,0.0,1008671073024806.4,48693883300380.41,279000115045.2571,1241125710464734.0,8516923.206969593,992900576888760.9,0.9995305143721928,O3_dominant,0.0,equilibrium,279000115045.2571,2794699382437.8647,True,2.3196004874234276e-05,0.0,1.6743939812211786e-06,8.083184627863146e-08,4.631401909751267e-10,2.0602686793714582e-06,1.4138092523569523e-14,1.648214957635343e-06
158.0,1.3964486820731516e+16,0.0,1017477466167115.8,48962063613253.445,283893108113.2928,1240456093487643.5,8666289.619259188,992364883456455.4,0.9995312389486068,O3_dominant,0.0,equilibrium,283893108113.2928,2792897364146.303,True,2.3181048122414315e-05,0.0,1.689012593837412e-06,8.127702559800071e-08,4.71262559468066e-10,2.059157115189488e-06,1.4386040767970252e-14,1.647325706537716e-06
159.0,1.3953597410204572e+16,0.0,1015871646173565.0,48602487918443.78,282997714357.64307,1236385412678009.0,8638956.297709728,989108338781414.2,0.9995292785628788,O3_dominant,0.0,equilibrium,282997714357.64307,2790719482040.9146,True,2.316297170093959e-05,0.0,1.686346932648118e-06,8.068012994461667e-08,4.697762058336875e-10,2.052399785045495e-06,1.4340667454198147e-14,1.6419198423771477e-06
160.0,1.3940263412450372e+16,0.0,1009827306455200.1,46835647558707.65,279640113870.9809,1234970517475916.5,8536460.191211898,987976422517244.0,0.9995289677848312,O3_dominant,0.0,equilibrium,279640113870.9809,2788052682490.074,True,2.3140837264667616e-05,0.0,1.676313328715632e-06,7.77471749474547e-08,4.6420258902582827e-10,2.0500510590100213e-06,1.417052391741175e-14,1.640040861378625e-06
161.0,1.392358272200945e+16,0.0,1003460774551895.0,45383644861024.94,276125204819.03107,1234996534003692.8,8429161.990026271,987997235632166.4,0.9995276624543604,O3_dominant,0.0,equilibrium,276125204819.03107,2784716544401.89,True,2.3113147318535687e-05,0.0,1.6657448857561455e-06,7.533685046930139e-08,4.5836783999959156e-10,2.05009424644613e-06,1.3992408903443609e-14,1.6400754111493961e-06
162.0,1.3906011583341796e+16,0.0,987747065773400.4,43660326976619.1,267544942929.12198,1233864132445149.0,8167235.819851791,987091314123404.5,0.9995299206801368,O3_dominant,0.0,equilibrium,267544942929.12198,2781202316668.3594,True,2.308397922834738e-05,0.0,1.6396601291838445e-06,7.247614278118771e-08,4.4412460526234245e-10,2.048214459858947e-06,1.3557611460953971e-14,1.6385715814448513e-06
163.0,1.3889368057034808e+16,0.0,994404925107267.8,43787446007657.77,271163844893.02838,1233291403013065.0,8277708.57042805,986633130688210.4,0.99952942245094,O3_dominant,0.0,equilibrium,271163844893.02838,2777873611406.9614,True,2.305635097467778e-05,0.0,1.6507121756780644e-06,7.26871603727119e-08,4.501319825224271e-10,2.0472637290016876e-06,1.3740996226910562e-14,1.637810996942429e-06
164.0,1.3872273311530512e+16,0.0,989261450450444.8,44242227638551.97,268365955859.04306,1234947563462294.0,8192298.548141106,987958058962183.2,0.999527565710142,O3_dominant,0.0,equilibrium,268365955859.04306,2774454662306.1025,True,2.302797369714065e-05,0.0,1.6421740077477382e-06,7.344209787999626e-08,4.4548748672601145e-10,2.050012955347408e-06,1.3599215589914236e-14,1.6400103778772242e-06
165.0,1.3857712477978976e+16,0.0,999864316108412.2,45310944976328.21,274149456018.99976,1234282258063787.0,8368849.108781044,987425814819928.8,0.9995409077670244,O3_dominant,0.0,equilibrium,274149456018.99976,2771542495595.7954,True,2.3003802713445098e-05,0.0,1.6597747647399643e-06,7.521616866070483e-08,4.5508809699153955e-10,2.0489085483858863e-06,1.3892289520576534e-14,1.6391268526010816e-06
166.0,1.3843200464987544e+16,0.0,992340982049650.0,46414031123348.266,270039381585.94467,1235467682438972.0,8243382.535709629,988374154194609.8,0.9995274238080832,O3_dominant,0.0,equilibrium,270039381585.94467,2768640092997.509,True,2.297971277187932e-05,0.0,1.6472860302024189e-06,7.704729166475811e-08,4.482653734326681e-10,2.0508763528486935e-06,1.3684015009277984e-14,1.6407010959630522e-06
167.0,1.3828528488899456e+16,0.0,983829662287340.2,46849971921373.22,265426985440.8436,1235579510022011.8,8102581.791732959,988463616120240.5,0.9995241248944442,O3_dominant,0.0,equilibrium,265426985440.8436,2765705697779.891,True,2.2955357291573097e-05,0.0,1.6331572393969847e-06,7.777095338947954e-08,4.4060879583180036e-10,2.0510619866365394e-06,1.3450285774276713e-14,1.6408496027595992e-06
168.0,1.3814384801759426e+16,0.0,988902515071344.8,48563165638969.32,268171247855.427,1232643282412091.5,8186354.775987782,986114634116077.5,0.9995243120415388,O3_dominant,0.0,equilibrium,268171247855.427,2762876960351.8853,True,2.2931878770920647e-05,0.0,1.6415781750184323e-06,8.061485496068907e-08,4.451642714400088e-10,2.046187848804072e-06,1.3589348928139717e-14,1.6369502926326886e-06
169.0,1.3799691313331604e+16,0.0,1000784795561858.8,49999238569506.49,274654454735.60583,1234220976108028.5,8384264.999517342,987376789270737.9,0.9995316310233566,O3_dominant,0.0,equilibrium,274654454735.60583,2759938262666.321,True,2.290748758013046e-05,0.0,1.6613027606326855e-06,8.299873602538077e-08,4.559263948611057e-10,2.0488068203393273e-06,1.3917879899198788e-14,1.6390454701894248e-06
170.0,1.3783887319206832e+16,0.0,998791115127445.2,50296109176474.62,273561257076.9368,1233178437349190.5,8350893.398550753,986542758230295.9,0.99952513118234,O3_dominant,0.0,equilibrium,273561257076.9368,2756777463841.366,True,2.288125294988334e-05,0.0,1.6579932511115591e-06,8.349154123294786e-08,4.541116867477151e-10,2.0470762059996562e-06,1.3862483041594248e-14,1.6376609786622912e-06
171.0,1.376857119510136e+16,0.0,993630730969604.5,49968286732464.16,270741779933.57907,1232677117480850.5,8264824.3648161655,986141702249554.5,0.9995377192273394,O3_dominant,0.0,equilibrium,270741779933.57907,2753714239020.272,True,2.2855828183868256e-05,0.0,1.6494270134095435e-06,8.29473559758905e-08,4.4943135468974126e-10,2.0462440150182117e-06,1.3719608445594833e-14,1.6369952257342604e-06
172.0,1.3757371619201102e+16,0.0,1006570300036449.8,50316596888793.41,277839170580.2033,1237310157574635.8,8481483.52675722,989848134541242.5,0.9995363955789044,O3_dominant,0.0,equilibrium,277839170580.2033,2751474323840.22,True,2.2837236887873827e-05,0.0,1.6709066980605064e-06,8.352555083539706e-08,4.612130231631375e-10,2.0539348615738954e-06,1.4079262654416984e-14,1.6431479033384625e-06
173.0,1.37452960515798e+16,0.0,1003253447604025.6,49873497538188.64,276011115094.11694,1240754350993832.5,8425679.21932691,992603489220795.4,0.9995250644353888,O3_dominant,0.0,equilibrium,276011115094.11694,2749059210315.96,True,2.2817191445622466e-05,0.0,1.6654007230226824e-06,8.279000591339314e-08,4.581784510562341e-10,2.059652222649762e-06,1.398662750408267e-14,1.6477217921065203e-06
174.0,1.3733609610262408e+16,0.0,1007667016795828.2,50228132901937.53,278444944215.4223,1244333114615662.0,8499975.73250821,995466500192555.8,0.9995337551529074,O3_dominant,0.0,equilibrium,278444944215.4223,2746721922052.4814,True,2.2797791953035596e-05,0.0,1.6727272478810747e-06,8.33787006172163e-08,4.62218607397601e-10,2.065592970261999e-06,1.410995971596363e-14,1.6524743903196424e-06
175.0,1.3721409347640628e+16,0.0,1007742724977204.8,50948153409153.58,278486786117.3651,1242338906905691.0,8501253.023256361,993871134025856.2,0.99951997632876,O3_dominant,0.0,equilibrium,278486786117.3651,2744281869528.1255,True,2.2777539517083443e-05,0.0,1.6728529234621597e-06,8.457393465919493e-08,4.622880649548261e-10,2.062282585463447e-06,1.411208001860556e-14,1.6498260824829212e-06
176.0,1.3707582721763148e+16,0.0,998298850652890.0,50589064463585.96,273291668569.29907,1240152135073811.0,8342663.779660955,992121716401762.5,0.9995338259415324,O3_dominant,0.0,equilibrium,273291668569.29907,2741516544352.6294,True,2.2754587318126823e-05,0.0,1.6571760920837973e-06,8.397784700955269e-08,4.5366416982503644e-10,2.0586525442225262e-06,1.3848821874237185e-14,1.6469220492269257e-06
177.0,1.3691631523382376e+16,0.0,979433517941564.9,49332992270346.164,263060217294.37152,1237036435289647.8,8030332.421696196,989629156262099.6,0.999528146475871,O3_dominant,0.0,equilibrium,263060217294.37152,2738326304676.475,True,2.2728108328814743e-05,0.0,1.6258596397829977e-06,8.189276716877463e-08,4.366799607086567e-10,2.053480482580815e-06,1.3330351820015686e-14,1.6427843993950854e-06
178.0,1.3675774131014012e+16,0.0,978598245331222.5,50216670052656.06,262611726820.13333,1232082819143930.5,8016641.5351260435,985666263331834.9,0.999527469135262,O3_dominant,0.0,equilibrium,262611726820.13333,2735154826202.8022,True,2.270178505748326e-05,0.0,1.6244730872498294e-06,8.335967228740905e-08,4.359354665214213e-10,2.0452574797789245e-06,1.3307624948309232e-14,1.6362059971308458e-06
179.0,1.3660425807648204e+16,0.0,972317044338342.2,49941035818085.92,259251362590.8086,1229491258078743.5,7914061.06097834,983593014377104.5,0.9995303292435068,O3_dominant,0.0,equilibrium,259251362590.8086,2732085161529.6406,True,2.2676306840696017e-05,0.0,1.6140462936016482e-06,8.290211945802263e-08,4.3035726190074224e-10,2.040955488410714e-06,1.3137341361224044e-14,1.6327644038659934e-06
180.0,1.3646573940252252e+16,0.0,961213825043640.2,49595139190706.66,253364210203.42615,1226927682817858.0,7734346.350886086,981542153988680.9,0.9995326127431552,O3_dominant,0.0,equilibrium,253364210203.42615,2729314788050.45,True,2.2653312740818737e-05,0.0,1.5956149495724428e-06,8.232793105657305e-08,4.205845889376874e-10,2.036699953477644e-06,1.2839014942470903e-14,1.6293599756212101e-06
181.0,1.3636488551859558e+16,0.0,956992172509290.8,48182679966943.59,251143545548.93365,1227237662660380.5,7666557.022814747,981790137794909.4,0.9995288024732728,O3_dominant,0.0,equilibrium,251143545548.93365,2727297710371.9116,True,2.2636570996086864e-05,0.0,1.5886070063654226e-06,7.998324874512636e-08,4.1689828561122985e-10,2.0372145200162316e-06,1.272648465787248e-14,1.6297716287395496e-06
182.0,1.3628896594702358e+16,0.0,964499377050780.4,47628430375685.38,255099233073.7521,1233415611237015.5,7787310.689436645,986732496776971.5,0.9995217761148816,O3_dominant,0.0,equilibrium,255099233073.7521,2725779318940.4717,True,2.2623968347205915e-05,0.0,1.6010689659042953e-06,7.906319442363773e-08,4.2346472690242846e-10,2.0474699146534455e-06,1.292693574446483e-14,1.6379759446497725e-06
183.0,1.3618542646440058e+16,0.0,949870913595712.4,45475346858664.33,247419786791.13126,1235167133382088.2,7552883.351474723,988133714258601.5,0.999529539659218,O3_dominant,0.0,equilibrium,247419786791.13126,2723708529288.0117,True,2.2606780793090495e-05,0.0,1.5767857165688825e-06,7.548907578538278e-08,4.1071684607327787e-10,2.0503774414142666e-06,1.2537786363448039e-14,1.6403019656692784e-06
184.0,1.3609728454770688e+16,0.0,967001999925512.5,44729367571796.56,256424781754.81473,1236593972727465.0,7827775.175703538,989275186009795.5,0.9995318466529436,O3_dominant,0.0,equilibrium,256424781754.81473,2721945690954.1377,True,2.259214923491934e-05,0.0,1.6052233198763508e-06,7.425075016918229e-08,4.2566513771299243e-10,2.052745994727592e-06,1.2994106791667872e-14,1.6421968087762604e-06
185.0,1.3600098588599054e+16,0.0,973641515430577.9,45536187281991.14,259958137822.05936,1236802951590514.5,7935636.501433533,989442369208096.8,0.999521808658702,O3_dominant,0.0,equilibrium,259958137822.05936,2720019717719.811,True,2.257616365707443e-05,0.0,1.6162449156147592e-06,7.559007088810529e-08,4.315305087846185e-10,2.053092899640254e-06,1.3173156592379664e-14,1.6424743328854406e-06
186.0,1.358842734463804e+16,0.0,981044659754069.8,46372084120021.734,263926383092.847,1239534058289058.2,8056773.513266794,991627254688069.1,0.999527746307815,O3_dominant,0.0,equilibrium,263926383092.847,2717685468927.608,True,2.2556789392099145e-05,0.0,1.6285341351917558e-06,7.697765963923608e-08,4.38117795934126e-10,2.0576265367598365e-06,1.3374244032022878e-14,1.6461012427821948e-06
187.0,1.3575108637340376e+16,0.0,987184036514135.2,46506294709715.17,267240021347.31894,1238708518493547.8,8157927.602556099,990966822952815.2,0.9995301793946436,O3_dominant,0.0,equilibrium,267240021347.31894,2715021727468.075,True,2.2534680337985023e-05,0.0,1.6387255006134645e-06,7.720044921812719e-08,4.436184354365494e-10,2.056256140699289e-06,1.3542159820243125e-14,1.6450049261016732e-06
188.0,1.3559724864027236e+16,0.0,994688915366632.2,47528852324754.695,271318749368.99628,1234484858784781.0,8282437.27645751,987587895310311.9,0.9995259480431838,O3_dominant,0.0,equilibrium,271318749368.99628,2711944972805.4473,True,2.250914327428521e-05,0.0,1.6511835995086095e-06,7.889789485909279e-08,4.503891239525338e-10,2.0492448655827365e-06,1.3748845878919467e-14,1.6393959062151177e-06
189.0,1.354401208653518e+16,0.0,974957757801708.2,46891690326718.805,260661475127.5295,1233752393695077.0,7957106.9937246,987001922913217.4,0.9995303944496814,O3_dominant,0.0,equilibrium,260661475127.5295,2708802417307.036,True,2.24830600636484e-05,0.0,1.6184298779508357e-06,7.784020594235321e-08,4.32698048711699e-10,2.0480289735338278e-06,1.3208797609582836e-14,1.6384231920359408e-06
190.0,1.3530754967045184e+16,0.0,969670980253467.5,46790037174941.266,257842229039.2569,1235818891563638.8,7871045.013314763,988655121122004.5,0.9995258692442398,O3_dominant,0.0,equilibrium,257842229039.2569,2706150993409.0366,True,2.2461053245295004e-05,0.0,1.609653827220756e-06,7.76714617104025e-08,4.2801810020516644e-10,2.05145935999564e-06,1.3065934722102506e-14,1.6411675010625273e-06
191.0,1.3520096961309288e+16,0.0,943728198093256.2,44814339637830.16,244230058482.20822,1236164728593028.2,7455511.810771997,988931790329981.5,0.9995316195430008,O3_dominant,0.0,equilibrium,244230058482.20822,2704019392261.8574,True,2.2443360955773417e-05,0.0,1.5665888088348054e-06,7.439180379879806e-08,4.0542189708046563e-10,2.052033449464427e-06,1.2376149605881514e-14,1.6416267719477692e-06
192.0,1.3509901148264232e+16,0.0,915722692730128.0,42241118646284.55,229949888506.14197,1236951625968974.0,7019586.861246795,989561307794811.9,0.999525473882004,O3_dominant,0.0,equilibrium,229949888506.14197,2701980229652.846,True,2.2426435906118623e-05,0.0,1.5200996699320124e-06,7.012025695283235e-08,3.8171681492019566e-10,2.053339699108497e-06,1.165251418966968e-14,1.6426717709393875e-06
193.0,1.3500477142024674e+16,0.0,904645293402974.9,41310489193896.2,224420179840.33777,1236810915074602.8,6850783.690481331,989448738910511.2,0.9995323345121304,O3_dominant,0.0,equilibrium,224420179840.33777,2700095428404.9346,True,2.241079205576096e-05,0.0,1.5017111870489382e-06,6.85754120618677e-08,3.725374985349607e-10,2.0531061190238403e-06,1.137230092619901e-14,1.6424849065914486e-06
194.0,1.34925884683482e+16,0.0,909383394429791.0,41979472981588.25,226777148009.95404,1237227778459847.2,6922733.900604496,989782229690657.2,0.9995336808296827,O3_dominant,0.0,equilibrium,226777148009.95404,2698517693669.64,True,2.239769685745801e-05,0.0,1.509576434753453e-06,6.968592514943649e-08,3.7645006569652367e-10,2.0537981122433463e-06,1.1491738275003462e-14,1.6430385012864909e-06
195.0,1.3485897242761896e+16,0.0,917775777430933.0,43364152926136.38,230982156991.27634,1236708886157045.2,7051098.502076901,989367115976780.6,0.9995298630283312,O3_dominant,0.0,equilibrium,230982156991.27634,2697179448552.3794,True,2.2386589422984747e-05,0.0,1.5235077905353487e-06,7.19844938573864e-08,3.834303806055187e-10,2.052936751020695e-06,1.1704823513447654e-14,1.6423494125214557e-06
196.0,1.3477990902687384e+16,0.0,929780242913771.2,44004420129192.234,237064146866.70627,1240290824059905.8,7236760.937041133,992232666484732.0,0.9995270793175096,O3_dominant,0.0,equilibrium,237064146866.70627,2695598180537.4766,True,2.2373464898461058e-05,0.0,1.5434352032368603e-06,7.304733741445911e-08,3.935264837987324e-10,2.0588827679394436e-06,1.201302315548828e-14,1.647106226364655e-06
197.0,1.3468361313675354e+16,0.0,936160981411281.2,44704612395050.94,240329078982.8916,1242929320250330.0,7336428.193827061,994343463536739.0,0.9995314386671014,O3_dominant,0.0,equilibrium,240329078982.8916,2693672262735.071,True,2.2357479780701086e-05,0.0,1.5540272291427268e-06,7.420965657578455e-08,3.9894627111160003e-10,2.0632626716155478e-06,1.217847080175292e-14,1.6506101494709867e-06
198.0,1.3457072804726552e+16,0.0,951180959180764.5,46352294071870.25,248102731626.64145,1243927298910199.0,7573731.331116929,995141846701938.1,0.9995239570276816,O3_dominant,0.0,equilibrium,248102731626.64145,2691414560945.3105,True,2.2338740855846074e-05,0.0,1.578960392240069e-06,7.694480815930461e-08,4.118505345002248e-10,2.0649193161909302e-06,1.2572394009654102e-14,1.6519354655252172e-06
199.0,1.3445991633475836e+16,0.0,958401655521964.5,47918825820113.586,251883871851.99173,1246732727448584.0,7689156.663213542,997386189648071.8,0.99952549393209,O3_dominant,0.0,equilibrium,251883871851.99173,2689198326695.167,True,2.2320346111569885e-05,0.0,1.590946748166461e-06,7.954525086138855e-08,4.1812722727430624e-10,2.0695763275646494e-06,1.2764000060934478e-14,1.655661074815799e-06
